Watershed,Record_Type,Date,Year,Month,Day,Hour,Ca_ueq_L,Mg_ueq_L,NO3_ueq_L,SO4_ueq_L,NH4_ueq_L,DOC_mg_L
WB,ISCO,11/14/2000,2000,11,14,16,106,40,6.2,130,1.4,4.9
EB,ISCO,11/15/2000,2000,11,15,6,64,25,0.05,91,1.4,3.3
EB,ISCO,11/15/2000,2000,11,15,8,62,24,0.05,90,1.4,3.8
EB,ISCO,11/15/2000,2000,11,15,16,61,24,0.05,90,1.4,3
EB,ISCO,11/15/2000,2000,11,15,16,61,24,0.05,90,1.4,3
WB,ISCO,11/15/2000,2000,11,15,16,106,38,20,190,1.4,2.7
WB,ISCO,11/15/2000,2000,11,15,16,105,36,17,190,1.4,2.5
EB,ISCO,11/16/2000,2000,11,16,2,63,24,0.05,90,1.4,2.6
EB,ISCO,11/16/2000,2000,11,16,16,63,24,0.05,90,1.4,2.3
EB,ISCO,11/17/2000,2000,11,17,16,65,25,0.05,89,1.4,2.3
WB,ISCO,11/18/2000,2000,11,18,16,105,37,14,180,1.4,2.5
WB,ISCO,11/19/2000,2000,11,19,16,106,37,14,180,1.4,2.7
EB,ISCO,11/20/2000,2000,11,20,16,65,25,0.2,90,1.4,2
WB,REG,11/21/2000,2000,11,21,10,109,38,15,180,1.4,2.2
EB,REG,11/21/2000,2000,11,21,12,67,25,0.05,93,1.4,2.8
EB,ISCO,11/26/2000,2000,11,26,16,68,26,0.2,94,1.4,2
WB,ISCO,11/26/2000,2000,11,26,16,106,39,15,167,1.4,2.3
EB,ISCO,11/27/2000,2000,11,27,4,60,23,0.3,89,1.4,2.9
WB,ISCO,11/27/2000,2000,11,27,4,102,37,24,190,1.4,2.5
WB,ISCO,11/27/2000,2000,11,27,16,99,35,25,190,1.4,2.3
EB,ISCO,11/27/2000,2000,11,27,24,62,24,0.1,88,1.4,2.6
WB,ISCO,11/27/2000,2000,11,27,24,103,38,18,180,1.4,2.6
EB,ISCO,11/28/2000,2000,11,28,6,59,22,0.05,88,1.4,2.4
WB,ISCO,11/28/2000,2000,11,28,6,98,35,25,190,1.4,1.1
WB,REG,11/28/2000,2000,11,28,13,101,35,25,190,1.4,1.9
EB,REG,11/28/2000,2000,11,28,14,60,23,0.2,90,1.4,2.4
EB,ISCO,12/1/2000,2000,12,1,16,63,23,0.05,88,1.4,1.7
WB,ISCO,12/1/2000,2000,12,1,16,100,36,21,180,1.4,1.9
EB,ISCO,12/3/2000,2000,12,3,16,65,24,0.05,90,1.4,1.6
WB,ISCO,12/3/2000,2000,12,3,16,102,37,22,170,1.4,1.8
WB,REG,12/5/2000,2000,12,5,10,103,37,22,170,1.4,1.3
EB,REG,12/5/2000,2000,12,5,11,63,24,0.2,89,1.4,1.5
EB,ISCO,12/8/2000,2000,12,8,16,71,26,0.05,94,1.4,1.8
WB,ISCO,12/8/2000,2000,12,8,16,113,39,23,170,1.4,1.9
EB,ISCO,12/11/2000,2000,12,11,16,76,27,0.4,93,1.4,1.7
WB,ISCO,12/11/2000,2000,12,11,16,110,39,23,170,1.4,1.7
WB,REG,12/12/2000,2000,12,12,10,102,38,21,160,1.4,1.7
EB,REG,12/12/2000,2000,12,12,12,67,26,0.6,88,1.4,2.2
EB,ISCO,12/16/2000,2000,12,16,16,66,25,0.2,91,1.4,1.8
WB,ISCO,12/16/2000,2000,12,16,16,104,39,26,160,1.4,2.1
EB,ISCO,12/17/2000,2000,12,17,10,57,22,1.1,82,1.4,2.3
WB,ISCO,12/17/2000,2000,12,17,10,96,36,24,160,1.4,1.9
EB,ISCO,12/17/2000,2000,12,17,16,55,21,2.1,83,1.4,2.9
WB,ISCO,12/17/2000,2000,12,17,16,99,37,34,190,1.4,2
EB,ISCO,12/18/2000,2000,12,18,8,56,22,2.7,81,1.4,3.1
WB,ISCO,12/18/2000,2000,12,18,8,97,36,49,210,7.2,2.1
EB,ISCO,12/18/2000,2000,12,18,16,58,22,1.4,85,1.4,2.9
WB,ISCO,12/18/2000,2000,12,18,16,100,36,52,210,1.4,1.7
EB,ISCO,12/18/2000,2000,12,18,24,58,23,2.2,79,1.4,1.3
WB,ISCO,12/18/2000,2000,12,18,24,98,38,37,190,1.4,2.1
EB,REG,12/19/2000,2000,12,19,12,57,22,1.8,83,1.4,3
WB,REG,12/19/2000,2000,12,19,12,100,36,51,210,1.4,2.9
EB,ISCO,12/21/2000,2000,12,21,16,61,24,0.4,90,1.4,2.2
WB,ISCO,12/21/2000,2000,12,21,16,102,37,46,190,1.4,2.5
EB,REG,12/26/2000,2000,12,26,12,65,25,0.4,91,1.4,2.9
WB,REG,12/26/2000,2000,12,26,12,103,39,39,180,1.4,1.6
WB,ISCO,12/29/2000,2000,12,29,16,106,39,35,170,4.43,2.7
WB,ISCO,12/31/2000,2000,12,31,16,102,39,33,170,4.43,2.5
WB,REG,1/2/2001,2001,1,2,11,106,39,33.5,170,1.4,1.3
EB,REG,1/2/2001,2001,1,2,12,66,25,0.4,94,1.4,1.5
EB,ISCO,1/5/2001,2001,1,5,16,66,25,0.5,93,1.4,1.7
WB,ISCO,1/5/2001,2001,1,5,16,102,39,30.1,160,1.4,1.5
EB,ISCO,1/7/2001,2001,1,7,16,67,25,0.5,94,1.4,1.9
WB,ISCO,1/7/2001,2001,1,7,16,103,39,29.4,160,1.4,1.6
EB,ISCO,1/12/2001,2001,1,12,16,69,26,0.5,95,1.4,1.8
WB,ISCO,1/12/2001,2001,1,12,16,102,39,27.8,150,1.4,1.7
EB,ISCO,1/14/2001,2001,1,14,16,67,26,0.5,95,1.4,1.5
WB,ISCO,1/14/2001,2001,1,14,16,103,40,28.4,160,1.4,1.6
EB,REG,1/16/2001,2001,1,16,12,68,26,0.7,96,1.4,1.5
WB,REG,1/16/2001,2001,1,16,12,105,39,28.9,160,1.4,1.2
WB,ISCO,1/23/2001,2001,1,23,16,99,39,26.2,150,1.4,1.9
WB,ISCO,1/28/2001,2001,1,28,16,98,39,24.3,150,1.4,1.9
WB,REG,1/30/2001,2001,1,30,11,100,40,25.5,150,1.4,2
EB,REG,1/30/2001,2001,1,30,12,71,27,0.8,98,1.4,1.5
WB,REG,2/13/2001,2001,2,13,11,111,44,36.4,150,1.4,1.2
EB,REG,2/13/2001,2001,2,13,12,76,29,3.1,98,1.4,2
EB,ISCO,3/30/2001,2001,3,30,16,79,30,0.9,97,1.4,2
WB,ISCO,3/30/2001,2001,3,30,16,120,47,34.8,140,1.4,1.5
EB,ISCO,4/2/2001,2001,4,2,16,75,30,1.1,96,1.4,1.7
WB,REG,4/3/2001,2001,4,3,12,116,44,34.5,150,1.4,2.3
EB,REG,4/3/2001,2001,4,3,13,74,28,1,97,1.4,2.5
EB,ISCO,4/6/2001,2001,4,6,16,65,24,0.7,90,1.4,2
WB,ISCO,4/6/2001,2001,4,6,16,111,42,43.5,150,1.4,2.1
EB,ISCO,4/8/2001,2001,4,8,16,65,25,0.5,93,1.4,2
WB,ISCO,4/8/2001,2001,4,8,16,115,42,52.3,160,1.4,1.7
WB,REG,4/10/2001,2001,4,10,10,118,43,60.6,170,1.4,2.4
EB,REG,4/10/2001,2001,4,10,11,61,23,0.5,92,1.4,1.8
EB,ISCO,4/13/2001,2001,4,13,16,50,20,2.5,87,1.4,2.4
WB,ISCO,4/13/2001,2001,4,13,16,95,35,67.2,200,1.4,2
EB,ISCO,4/15/2001,2001,4,15,16,50,20,0.9,88,1.4,2.2
WB,ISCO,4/15/2001,2001,4,15,16,91,35,66.2,190,1.4,2
WB,REG,4/17/2001,2001,4,17,10,103,35,64.5,200,1.4,2.1
EB,REG,4/17/2001,2001,4,17,11,49,19,0.9,87,1.4,2.7
EB,ISCO,4/19/2001,2001,4,19,16,54,21,0.7,88,1.4,2.4
WB,ISCO,4/19/2001,2001,4,19,16,98,39,59.3,190,1.4,2.1
EB,ISCO,4/20/2001,2001,4,20,16,54,21,0.5,89,1.4,2.4
WB,ISCO,4/20/2001,2001,4,20,16,97,38,56.3,190,1.4,2.7
WB,ISCO,4/21/2001,2001,4,21,16,91,36,55.9,190,1.4,2.3
WB,ISCO,4/23/2001,2001,4,23,0,83,36,66.3,200,1.4,2.8
WB,REG,4/24/2001,2001,4,24,11,97,36,66.4,210,1.4,2.5
EB,REG,4/24/2001,2001,4,24,12,41,18,1.4,82,1.4,3
EB,ISCO,4/25/2001,2001,4,25,16,44,18,0.5,85,1.4,2.9
WB,ISCO,4/25/2001,2001,4,25,16,88,34,62.3,200,1.4,2.3
EB,ISCO,4/27/2001,2001,4,27,16,48,19,0.1,88,1.4,2.2
WB,ISCO,4/27/2001,2001,4,27,16,93,35,55.3,190,1.4,2
EB,ISCO,4/29/2001,2001,4,29,16,50,21,0.1,88,1.4,2.2
WB,ISCO,4/29/2001,2001,4,29,16,95,36,50,190,1.4,1.8
WB,REG,5/1/2001,2001,5,1,10,81,33,49.1,210,1.4,1.7
EB,REG,5/1/2001,2001,5,1,15,33,15,0.1,89,1.4,2.4
EB,REG,5/1/2001,2001,5,1,16,53,21,0.1,90,1.4,3.1
WB,REG,5/1/2001,2001,5,1,16,98,37,44.8,190,1.4,2.1
WB,REG,5/15/2001,2001,5,15,10,106,41,17.5,170,1.4,1.8
EB,REG,5/15/2001,2001,5,15,11,64,25,0.1,94,1.4,3.6
WB,REG,5/29/2001,2001,5,29,10,100,39,7,170,1.4,1.6
EB,REG,5/29/2001,2001,5,29,11,63,25,0.2,98,1.4,1.8
EB,ISCO,5/31/2001,2001,5,31,16,65,26,0.1,100,1.4,1.8
WB,ISCO,5/31/2001,2001,5,31,16,96,38,5,160,1.4,1.8
EB,ISCO,6/1/2001,2001,6,1,16,67,26,0.1,100,1.4,1.9
WB,ISCO,6/1/2001,2001,6,1,16,94,38,4.2,160,1.4,2
EB,ISCO,6/5/2001,2001,6,5,2,63,23,0.05,95,1.4,2.1
WB,REG,6/5/2001,2001,6,5,11,105,38,11.1,180,1.4,1.7
EB,REG,6/5/2001,2001,6,5,12,63,23,0.05,96,1.4,2.2
EB,ISCO,12/2/2001,2001,12,2,16,84,35,0.05,94,2.77,2.3
WB,ISCO,12/2/2001,2001,12,2,16,115,53,10.6,160,1.4,1.7
EB,ISCO,12/23/2001,2001,12,23,16,86,33,0.05,100,1.4,2.6
WB,ISCO,12/23/2001,2001,12,23,16,124,47,6.2,160,1.4,2.3
EB,ISCO,12/24/2001,2001,12,24,16,86,33,8.1,96,1.4,3.4
WB,ISCO,12/24/2001,2001,12,24,16,117,46,14.1,140,1.4,3.8
EB,ISCO,12/24/2001,2001,12,24,20,77,29,7.4,84,1.4,4.6
WB,ISCO,12/24/2001,2001,12,24,20,92,39,13.8,120,1.4,5.5
EB,ISCO,12/24/2001,2001,12,24,22,73,28,6.6,87,1.4,4.3
WB,ISCO,12/24/2001,2001,12,24,22,114,49,27.7,160,1.4,3.9
EB,ISCO,12/25/2001,2001,12,25,0,73,29,6.1,88,1.4,3.9
WB,ISCO,12/25/2001,2001,12,25,0,127,51,36,190,1.4,3.4
EB,ISCO,12/25/2001,2001,12,25,2,74,29,5,91,1.4,3.9
WB,ISCO,12/25/2001,2001,12,25,2,127,50,34.2,190,1.4,3.5
EB,ISCO,12/25/2001,2001,12,25,6,73,29,4.1,94,1.4,3.8
WB,ISCO,12/25/2001,2001,12,25,6,128,49,33.1,200,1.4,3.3
EB,ISCO,12/25/2001,2001,12,25,10,74,29,2.6,95,1.4,3.7
WB,ISCO,12/25/2001,2001,12,25,10,127,46,31.6,200,1.4,2.9
EB,ISCO,12/25/2001,2001,12,25,14,75,29,1.6,95,1.4,3.6
WB,ISCO,12/25/2001,2001,12,25,14,125,45,28.7,200,1.4,2.8
WB,REG,12/26/2001,2001,12,26,9,128,44,24.5,200,1.4,1.8
EB,REG,12/26/2001,2001,12,26,11,75,29,0.05,94,1.4,2
WB,REG,2/5/2002,2002,2,5,10,121,43,14.1,179,1.4,1.3
EB,REG,2/5/2002,2002,2,5,11,73,26,0.5,100,1.4,1.3
EB,ISCO,2/10/2002,2002,2,10,16,75,28,0.6,99,1.4,1.9
WB,ISCO,2/10/2002,2002,2,10,16,112,42,12.4,168,1.4,1.7
EB,ISCO,2/11/2002,2002,2,11,2,61,26,11.1,81,1.4,2.8
WB,ISCO,2/11/2002,2002,2,11,2,98,39,22.5,151,1.4,2.4
EB,ISCO,2/11/2002,2002,2,11,4,63,26,11.1,81,1.4,3.3
WB,ISCO,2/11/2002,2002,2,11,6,103,42,29.3,223,37.7,2.6
EB,ISCO,2/11/2002,2002,2,11,10,63,26,7.6,88,1.4,3
WB,ISCO,2/11/2002,2002,2,11,10,113,44,32.6,247,36.6,2.2
EB,ISCO,2/11/2002,2002,2,11,14,63,26,6.2,89,1.4,2.7
WB,ISCO,2/11/2002,2002,2,11,14,110,44,33.9,247,28.3,2.1
EB,ISCO,2/11/2002,2002,2,11,18,64,26,5,89,1.4,2.6
WB,ISCO,2/11/2002,2002,2,11,18,114,43,35.3,242,20.5,2
EB,ISCO,2/11/2002,2002,2,11,22,61,25,4.1,90,1.4,2.7
WB,ISCO,2/11/2002,2002,2,11,22,116,43,36.8,237,14.4,2
EB,ISCO,2/12/2002,2002,2,12,6,64,26,2.4,92,1.4,2.4
WB,ISCO,2/12/2002,2002,2,12,6,119,43,39.6,228,7.2,1.9
EB,ISCO,2/12/2002,2002,2,12,12,64,26,1.8,92,1.4,2.4
WB,ISCO,2/12/2002,2002,2,12,12,120,44,41.2,222,3.88,1.8
EB,REG,2/13/2002,2002,2,13,11,65,26,0.3,93,1.4,1.8
WB,REG,2/13/2002,2002,2,13,11,119,44,45.9,210,1.4,1.5
EB,ISCO,2/15/2002,2002,2,15,16,68,26,0.4,96,1.4,3
WB,ISCO,2/15/2002,2002,2,15,16,123,44,44.6,198,1.4,1.7
EB,ISCO,2/20/2002,2002,2,20,16,70,26,0.3,96,1.4,1.9
WB,ISCO,2/20/2002,2002,2,20,16,114,42,36.9,185,1.4,1.9
EB,ISCO,2/22/2002,2002,2,22,18,66,26,0.8,92,1.4,2
WB,ISCO,2/22/2002,2002,2,22,18,117,42,50.3,193,1.4,1.7
WB,REG,2/26/2002,2002,2,26,10,116,42,45.8,191,1.4,1.4
EB,REG,2/26/2002,2002,2,26,12,68,26,0.3,93,1.4,1.5
EB,ISCO,2/26/2002,2002,2,26,16,65,25,0.3,94,1.4,2.1
WB,ISCO,2/26/2002,2002,2,26,16,111,40,42.5,186,1.4,1.7
EB,ISCO,2/27/2002,2002,2,27,6,63,26,2.9,86,1.4,2.5
WB,ISCO,2/27/2002,2002,2,27,8,106,41,47.3,186,1.4,2.2
EB,ISCO,2/27/2002,2002,2,27,14,58,25,4.2,80,1.4,3.4
WB,ISCO,2/27/2002,2002,2,27,14,101,41,60.5,212,1.4,2.7
EB,ISCO,2/27/2002,2002,2,27,20,48,22,4.2,77,1.4,4.2
WB,ISCO,2/27/2002,2002,2,27,20,103,44,61.6,218,1.4,3.5
EB,ISCO,2/28/2002,2002,2,28,0,50,23,3.6,81,1.4,3.5
WB,ISCO,2/28/2002,2002,2,28,0,107,44,64.8,224,1.4,3.1
WB,ISCO,2/28/2002,2002,2,28,4,106,44,64.3,221,1.4,2.9
EB,ISCO,2/28/2002,2002,2,28,10,54,24,1.9,84,1.4,3
WB,ISCO,2/28/2002,2002,2,28,12,105,44,63.6,219,1.4,2.5
EB,ISCO,2/28/2002,2002,2,28,20,55,24,1.1,86,1.4,2.7
WB,ISCO,3/1/2002,2002,3,1,0,106,43,62.2,215,1.4,2.2
EB,ISCO,3/2/2002,2002,3,2,16,58,24,0.4,89,1.4,2.3
WB,ISCO,3/2/2002,2002,3,2,16,113,44,54.8,206,1.4,2
EB,ISCO,3/3/2002,2002,3,3,12,52,22,2.3,82,1.4,3.1
WB,ISCO,3/3/2002,2002,3,3,12,97,39,46.1,192,1.4,2.6
EB,ISCO,3/3/2002,2002,3,3,14,51,22,2.7,82,1.4,3.2
WB,ISCO,3/3/2002,2002,3,3,16,97,39,53.1,206,1.4,2.5
EB,ISCO,3/3/2002,2002,3,3,22,46,21,1.7,82,1.4,3.2
WB,ISCO,3/3/2002,2002,3,3,22,96,39,54.8,206,1.4,2.7
EB,ISCO,3/4/2002,2002,3,4,10,48,21,0.8,84,1.4,2.6
WB,ISCO,3/4/2002,2002,3,4,10,99,40,56.5,210,1.4,2.5
EB,ISCO,3/5/2002,2002,3,5,4,52,22,0.4,86,1.4,2.4
WB,ISCO,3/5/2002,2002,3,5,4,100,40,54.8,210,1.4,2.1
EB,REG,3/5/2002,2002,3,5,10,53,22,0.4,87,1.4,2
WB,REG,3/5/2002,2002,3,5,10,105,41,54.2,209,1.4,1.8
EB,ISCO,3/20/2002,2002,3,20,8,53,22,0.9,83,1.4,3.3
WB,ISCO,3/20/2002,2002,3,20,10,89,35,35,190,1.4,2.2
WB,REG,3/20/2002,2002,3,20,11,102,39,31.8,185,1.4,1.4
EB,REG,3/20/2002,2002,3,20,12,56,23,0.4,93,1.4,1.9
EB,ISCO,3/20/2002,2002,3,20,16,49,21,0.4,88,1.4,2.7
WB,ISCO,3/20/2002,2002,3,20,16,94,38,40,198,1.4,3.1
EB,ISCO,3/27/2002,2002,3,27,14,49,21,2.3,82,1.4,2.7
WB,ISCO,3/27/2002,2002,3,27,16,100,38,32.5,180,1.4,2.2
EB,ISCO,3/28/2002,2002,3,28,16,52,21,0.7,87,1.4,2.5
WB,ISCO,3/28/2002,2002,3,28,16,98,35,36,190,1.4,2.1
EB,REG,4/5/2002,2002,4,5,8,48,20,0.3,89,1.4,2.4
WB,REG,4/5/2002,2002,4,5,8,85,33,33.9,195,1.4,1.7
EB,ISCO,4/13/2002,2002,4,13,16,54,21,0.05,93,1.4,2.5
WB,ISCO,4/13/2002,2002,4,13,16,97,37,24.9,184,1.4,1.9
EB,ISCO,4/14/2002,2002,4,14,6,51,21,0.6,85,1.4,3.8
WB,ISCO,4/14/2002,2002,4,14,8,88,34,32.5,204,1.4,2.6
EB,ISCO,4/14/2002,2002,4,14,10,50,21,0.5,86,1.4,3.2
EB,ISCO,4/14/2002,2002,4,14,16,50,21,0.2,88,1.4,3
WB,ISCO,4/14/2002,2002,4,14,16,88,34,37.2,209,1.4,2.4
EB,ISCO,4/15/2002,2002,4,15,16,49,21,0.05,88,1.4,2.8
WB,ISCO,4/15/2002,2002,4,15,16,86,34,34.3,206,1.4,2.4
EB,REG,4/18/2002,2002,4,18,8,51,21,0.2,90,1.4,2.3
WB,REG,4/18/2002,2002,4,18,8,91,36,30.2,200,1.4,2
EB,ISCO,4/21/2002,2002,4,21,16,53,21,0.05,93,1.4,2.4
WB,ISCO,4/21/2002,2002,4,21,16,94,35,25.5,194,1.4,2
EB,ISCO,4/28/2002,2002,4,28,16,54,21,0.05,93,1.4,2.2
WB,ISCO,4/28/2002,2002,4,28,16,94,36,19.7,184,1.4,1.8
EB,REG,4/30/2002,2002,4,30,12,56,21,0.05,91,1.4,2
WB,REG,4/30/2002,2002,4,30,12,96,36,18.7,183,1.4,1.5
EB,ISCO,5/3/2002,2002,5,3,16,47,19,0.05,91,1.4,2.4
WB,ISCO,5/3/2002,2002,5,3,16,82,32,22.5,197,1.4,1.9
EB,ISCO,5/10/2002,2002,5,10,16,50,20,0.05,95,1.4,2.3
WB,ISCO,5/10/2002,2002,5,10,16,109,33,14.3,184,1.4,1.9
EB,REG,5/14/2002,2002,5,14,11,50,20,0.3,92,1.4,2.3
WB,REG,5/14/2002,2002,5,14,11,98,38,13.2,187,1.4,1.9
EB,ISCO,5/17/2002,2002,5,17,16,51,20,0.05,92,1.4,2.3
WB,ISCO,5/17/2002,2002,5,17,16,88,34,11.9,185,1.4,1.8
WB,REG,5/28/2002,2002,5,28,9,89,35,5.5,178,1.4,1.7
EB,REG,5/28/2002,2002,5,28,12,53,21,0.05,96,1.4,2.1
EB,ISCO,6/6/2002,2002,6,6,16,57,23,0.05,95,1.4,2.2
WB,ISCO,6/6/2002,2002,6,6,16,87,36,2.2,168,1.4,1.8
EB,REG,6/11/2002,2002,6,11,11,61,25,0.05,96,1.4,2.1
WB,REG,6/11/2002,2002,6,11,11,90,37,0.7,169,1.4,1.7
EB,ISCO,7/4/2002,2002,7,4,16,59,23,0.05,95,1.4,2.2
EB,ISCO,7/4/2002,2002,7,4,20,56,21,0.5,78,1.4,4.4
EB,ISCO,7/4/2002,2002,7,4,22,54,20,0.3,86,1.4,3
EB,ISCO,7/5/2002,2002,7,5,2,55,21,0.05,90,1.4,2.7
EB,ISCO,7/5/2002,2002,7,5,12,56,21,0.05,92,1.4,2.8
WB,REG,7/9/2002,2002,7,9,11,93,35,0.3,173,1.4,1.7
EB,REG,7/9/2002,2002,7,9,13,61,22,0.05,95,1.4,2.1
EB,ISCO,11/9/2002,2002,11,9,18,71,29,0.05,85,1.4,3.4
WB,ISCO,11/9/2002,2002,11,9,18,102,46,0.4,163,1.4,2.5
EB,ISCO,11/10/2002,2002,11,10,0,68,28,0.05,85,1.4,2.9
EB,ISCO,11/10/2002,2002,11,10,2,70,29,0.5,85,1.4,3.1
WB,ISCO,11/10/2002,2002,11,10,2,107,48,0.6,168,1.4,2.3
WB,ISCO,11/10/2002,2002,11,10,16,115,48,8.5,200,1.4,2.3
WB,REG,11/12/2002,2002,11,12,7,106,39,4.3,205,1.4,2.5
EB,REG,11/12/2002,2002,11,12,9,63,26,0.05,86,1.4,2.6
EB,ISCO,11/13/2002,2002,11,13,2,62,26,0.05,84,1.4,3
WB,ISCO,11/13/2002,2002,11,13,2,103,40,2,189,1.4,3
WB,ISCO,11/13/2002,2002,11,13,8,102,39,3.2,199,1.4,2.8
EB,ISCO,11/13/2002,2002,11,13,10,62,26,0.4,84,1.4,3.3
EB,ISCO,11/13/2002,2002,11,13,16,63,26,0.3,84,1.4,3.3
WB,ISCO,11/13/2002,2002,11,13,16,96,37,3,200,1.4,2.6
EB,ISCO,11/14/2002,2002,11,14,0,60,25,0.4,83,1.4,3.2
WB,ISCO,11/14/2002,2002,11,14,0,98,37,3.7,201,1.4,2.8
EB,ISCO,11/14/2002,2002,11,14,12,53,24,0.05,83,1.4,3
WB,ISCO,11/14/2002,2002,11,14,12,84,35,3.8,204,1.4,2.5
EB,ISCO,11/21/2002,2002,11,21,16,58,23,0.05,87,1.4,2.8
WB,ISCO,11/22/2002,2002,11,22,2,94,36,2.7,196,1.4,2.7
WB,ISCO,11/22/2002,2002,11,22,12,84,35,5.2,198,1.4,2.8
EB,ISCO,11/22/2002,2002,11,22,14,49,21,0.05,82,1.4,3.4
WB,ISCO,11/23/2002,2002,11,23,6,81,32,6.9,209,1.4,2.9
EB,ISCO,11/23/2002,2002,11,23,16,47,21,0.05,84,1.4,3.3
WB,REG,11/26/2002,2002,11,26,7,92,36,5.3,200,1.4,2.1
EB,REG,11/26/2002,2002,11,26,8,52,22,0.05,86,1.4,2.5
EB,ISCO,12/13/2002,2002,12,13,16,58,26,0.05,94,1.4,2.7
WB,ISCO,12/13/2002,2002,12,13,16,86,37,6,172,1.4,2.5
EB,ISCO,12/14/2002,2002,12,14,14,53,24,1.9,82,1.4,2.7
WB,ISCO,12/14/2002,2002,12,14,14,78,35,8.1,149,1.4,3.2
EB,ISCO,12/14/2002,2002,12,14,16,48,23,2.6,79,1.4,3.6
WB,ISCO,12/14/2002,2002,12,14,16,74,35,9.1,150,1.4,3.7
WB,ISCO,12/14/2002,2002,12,14,18,78,36,0.2,180,8.86,3.9
EB,ISCO,12/14/2002,2002,12,14,20,44,21,3.4,80,1.4,4.2
EB,ISCO,12/14/2002,2002,12,14,22,42,21,3,79,1.4,4
EB,ISCO,12/15/2002,2002,12,15,6,40,21,1.2,82,1.4,3.4
WB,ISCO,12/15/2002,2002,12,15,6,77,34,18.8,203,1.4,3.1
EB,ISCO,12/16/2002,2002,12,16,6,44,21,0.2,85,1.4,2.8
WB,ISCO,12/16/2002,2002,12,16,6,81,35,17.7,196,1.4,3.2
EB,ISCO,12/20/2002,2002,12,20,16,54,22,0.05,86,1.4,2.8
WB,ISCO,12/20/2002,2002,12,20,16,96,35,13.6,176,1.4,1.9
EB,ISCO,12/20/2002,2002,12,20,20,50,21,0.05,82,1.4,2.9
WB,ISCO,12/20/2002,2002,12,20,20,90,34,12.4,172,1.4,3
EB,ISCO,12/21/2002,2002,12,21,0,43,20,1.1,72,1.4,5.4
WB,ISCO,12/21/2002,2002,12,21,2,74,32,12.9,154,3.88,5.5
EB,ISCO,12/21/2002,2002,12,21,20,46,20,0.05,82,1.4,3.1
WB,ISCO,12/21/2002,2002,12,21,22,81,34,13.4,148,1.4,4
EB,ISCO,12/24/2002,2002,12,24,16,51,21,0.2,85,1.4,2.6
WB,ISCO,12/24/2002,2002,12,24,16,104,39,18.7,188,1.4,2.5
EB,REG,1/14/2003,2003,1,14,10,60,24,0.05,91,1.4,2
WB,REG,1/14/2003,2003,1,14,10,98,39,13,171,1.4,1.7
EB,REG,3/4/2003,2003,3,4,10,62,24,1,93,1.4,2.1
WB,REG,3/4/2003,2003,3,4,10,105,41,20,161,1.4,1.5
EB,REG,3/18/2003,2003,3,18,10,64,25,3,93,1.4,1.8
WB,REG,3/18/2003,2003,3,18,10,105,40,18,167,1.4,1.5
EB,ISCO,3/21/2003,2003,3,21,16,55,22,9,83,1.4,2.6
WB,ISCO,3/21/2003,2003,3,21,16,90,36,23,148,1.4,2.6
EB,ISCO,3/23/2003,2003,3,23,16,49,21,2,85,1.4,2.6
WB,ISCO,3/23/2003,2003,3,23,16,86,34,27,186,1.4,2.7
EB,REG,3/25/2003,2003,3,25,10,51,21,1,89,1.4,2.4
WB,REG,3/25/2003,2003,3,25,10,94,36,28,193,1.4,1.9
EB,ISCO,3/27/2003,2003,3,27,18,50,21,4,96,1.4,2.3
WB,ISCO,3/27/2003,2003,3,27,18,80,32,25,182,1.4,2.2
EB,ISCO,3/30/2003,2003,3,30,16,42,18,1,78,1.4,3.2
EB,REG,4/1/2003,2003,4,1,10,45,19,0.05,83,1.4,2.4
WB,REG,4/1/2003,2003,4,1,10,83,35,30,190,1.4,2
EB,ISCO,4/4/2003,2003,4,4,16,47,21,0.05,87,1.4,2.2
WB,ISCO,4/4/2003,2003,4,4,16,89,37,26,179,1.4,1.8
EB,ISCO,4/6/2003,2003,4,6,16,49,21,0.05,87,1.4,2.2
WB,ISCO,4/6/2003,2003,4,6,16,89,36,24,172,1.4,1.9
EB,ISCO,4/11/2003,2003,4,11,16,50,21,0.05,88,1.4,2.3
WB,ISCO,4/11/2003,2003,4,11,16,67,27,19,128,1.4,1.9
EB,ISCO,4/13/2003,2003,4,13,16,42,19,0.05,86,1.4,2.3
WB,ISCO,4/13/2003,2003,4,13,16,87,34,31,189,1.4,2
EB,REG,4/15/2003,2003,4,15,10,43,19,0.05,87,1.4,2.2
WB,REG,4/15/2003,2003,4,15,10,87,34,27,188,1.4,2
EB,ISCO,4/18/2003,2003,4,18,16,43,18,0.05,87,1.4,2.3
WB,ISCO,4/18/2003,2003,4,18,16,80,31,25,190,1.4,2
EB,ISCO,4/20/2003,2003,4,20,16,43,18,0.05,88,1.4,2.4
WB,ISCO,4/20/2003,2003,4,20,16,84,31,23,200,1.4,2
EB,ISCO,4/25/2003,2003,4,25,16,43,18,0.05,89,1.4,2.4
WB,ISCO,4/25/2003,2003,4,25,16,80,30,20,196,1.4,1.8
WB,ISCO,4/27/2003,2003,4,27,16,76,30,20,192,1.4,1.8
EB,REG,4/29/2003,2003,4,29,10,43,18,0.05,89,1.4,2
WB,REG,4/29/2003,2003,4,29,10,82,31,18,190,1.4,1.6
EB,REG,5/13/2003,2003,5,13,10,46,20,0.05,92,1.4,1.9
WB,REG,5/13/2003,2003,5,13,10,89,34,10,186,1.4,2
