Watershed,Record_Type,Date,Year,Month,Day,Hour,Ca_ueq_L,Mg_ueq_L,NO3_ueq_L,SO4_ueq_L,NH4_ueq_L,DOC_mg_L
EB,ISCO,4/15/1996,1996,4,15,16,64,27,1.4,81,1.4,1.7
WB,ISCO,4/15/1996,1996,4,15,16,117,43,41,160,1.4,1.4
EB,REG,4/16/1996,1996,4,16,11,65,26,0.9,80,1.4,1.6
WB,REG,4/16/1996,1996,4,16,11,119,42,43.3,160,1.4,1.3
WB,ISCO,4/17/1996,1996,4,17,2,98,36,42.9,176,1.4,2.4
EB,ISCO,4/17/1996,1996,4,17,16,62,25,1.1,80,1.4,2.1
WB,ISCO,4/17/1996,1996,4,17,16,109,39,40.4,163,1.4,1.9
EB,ISCO,4/17/1996,1996,4,17,24,56,23,1.4,77,1.4,2.3
WB,ISCO,4/17/1996,1996,4,17,24,103,37,41.1,166,1.4,2.1
EB,ISCO,4/18/1996,1996,4,18,2,51,21,2,73,1.4,2.8
EB,ISCO,4/18/1996,1996,4,18,4,48,21,2.8,73,1.4,3.1
EB,ISCO,4/18/1996,1996,4,18,6,48,21,3.2,75,1.4,3
WB,ISCO,4/18/1996,1996,4,18,8,102,37,48.1,198,1.4,2.3
EB,ISCO,4/18/1996,1996,4,18,10,49,21,3.2,76,1.4,2.8
WB,ISCO,4/18/1996,1996,4,18,12,104,37,48.8,200,1.4,1.9
EB,ISCO,4/18/1996,1996,4,18,16,51,22,2.7,78,1.4,2.4
WB,ISCO,4/18/1996,1996,4,18,18,106,37,48,196,1.4,1.9
EB,ISCO,4/18/1996,1996,4,18,22,53,22,2.3,80,1.4,2.7
WB,ISCO,4/19/1996,1996,4,19,2,107,38,47,192,1.4,1.7
EB,ISCO,4/19/1996,1996,4,19,16,54,23,1.7,80,1.4,2.1
WB,ISCO,4/19/1996,1996,4,19,16,108,39,45.3,191,1.4,1.7
WB,ISCO,4/20/1996,1996,4,20,16,109,39,44.4,192,1.4,1.7
EB,REG,4/23/1996,1996,4,23,12,53,21,0.8,81,1.4,2.3
WB,REG,4/23/1996,1996,4,23,12,103,36,37.3,197,1.4,1.7
EB,ISCO,4/24/1996,1996,4,24,16,56,21,0.5,81,1.4,2.1
WB,ISCO,4/24/1996,1996,4,24,16,107,35,34.7,187,1.4,1.6
EB,ISCO,4/25/1996,1996,4,25,16,58,22,0.3,81,1.4,2.3
WB,ISCO,4/25/1996,1996,4,25,16,110,36,33.6,187,1.4,1.6
EB,ISCO,4/26/1996,1996,4,26,16,58,22,0.05,81,1.4,2.8
WB,ISCO,4/26/1996,1996,4,26,16,109,36,31.1,178,1.4,1.5
EB,ISCO,4/27/1996,1996,4,27,16,60,23,0.05,82,1.4,3.1
WB,ISCO,4/27/1996,1996,4,27,16,110,36,29.7,175,1.4,1.6
EB,ISCO,4/28/1996,1996,4,28,16,61,23,0.05,82,1.4,3
WB,ISCO,4/28/1996,1996,4,28,16,110,37,29.5,174,1.4,1.6
EB,ISCO,4/29/1996,1996,4,29,16,62,24,0.05,83,1.4,1.9
WB,ISCO,4/29/1996,1996,4,29,16,111,37,27.7,170,1.4,1.4
EB,REG,4/30/1996,1996,4,30,12,64,25,0.4,86,1.4,1.7
WB,REG,4/30/1996,1996,4,30,13,110,38,28,177,1.4,1.4
EB,ISCO,5/1/1996,1996,5,1,16,60,23,0.05,84,1.4,2.1
WB,ISCO,5/1/1996,1996,5,1,16,110,35,34.9,199,1.4,2
EB,ISCO,5/2/1996,1996,5,2,16,61,23,0.05,85,1.4,2.1
WB,ISCO,5/2/1996,1996,5,2,16,111,36,31.7,191,1.4,1.7
EB,ISCO,5/3/1996,1996,5,3,16,62,23,0.05,86,1.4,2.1
WB,ISCO,5/3/1996,1996,5,3,16,110,37,28.9,185,1.4,1.8
EB,ISCO,5/4/1996,1996,5,4,16,61,23,0.05,85,1.4,2
WB,ISCO,5/4/1996,1996,5,4,16,108,37,28.7,185,1.4,1.6
EB,ISCO,5/5/1996,1996,5,5,16,63,24,0.05,87,1.4,1.9
WB,ISCO,5/5/1996,1996,5,5,16,111,37,26.6,182,1.4,1.7
EB,ISCO,5/6/1996,1996,5,6,16,63,24,0.05,85,1.4,1.9
WB,ISCO,5/6/1996,1996,5,6,16,108,37,26,180,1.4,1.6
EB,REG,5/7/1996,1996,5,7,11,63,24,0.05,86,1.4,2.1
WB,REG,5/7/1996,1996,5,7,11,108,37,23.9,177,1.4,1.5
EB,ISCO,5/9/1996,1996,5,9,16,64,24,0.05,89,1.4,2.1
WB,ISCO,5/9/1996,1996,5,9,16,108,37,21.9,176,1.4,1.6
EB,ISCO,5/11/1996,1996,5,11,16,65,24,0.05,87,1.4,2.2
WB,ISCO,5/11/1996,1996,5,11,16,108,38,20.6,171,1.4,1.7
EB,ISCO,5/12/1996,1996,5,12,24,60,23,0.05,84,1.4,2.3
WB,ISCO,5/12/1996,1996,5,12,24,111,37,25.9,181,1.4,1.8
EB,ISCO,5/13/1996,1996,5,13,4,58,22,0.05,84,1.4,2.4
WB,ISCO,5/13/1996,1996,5,13,4,109,35,27.8,189,1.4,1.9
WB,ISCO,5/13/1996,1996,5,13,6,109,35,28.8,193,1.4,2
EB,ISCO,5/13/1996,1996,5,13,8,57,21,0.05,84,1.4,2.5
WB,ISCO,5/13/1996,1996,5,13,8,109,35,30.1,202,1.4,2
EB,ISCO,5/13/1996,1996,5,13,12,55,21,0.05,84,1.4,2.5
WB,ISCO,5/13/1996,1996,5,13,12,110,35,31.8,203,1.4,1.9
EB,ISCO,5/13/1996,1996,5,13,16,56,21,0.05,94,1.4,2.3
WB,ISCO,5/13/1996,1996,5,13,18,111,35,31.8,203,1.4,1.8
EB,ISCO,5/13/1996,1996,5,13,20,56,21,0.05,84,1.4,2.3
EB,ISCO,5/13/1996,1996,5,13,24,56,22,0.05,85,1.4,2.3
WB,REG,5/14/1996,1996,5,14,11,112,37,28.8,192,1.4,1.6
EB,REG,5/14/1996,1996,5,14,12,60,22,0.05,86,1.4,2.3
EB,ISCO,5/15/1996,1996,5,15,16,62,24,0.05,87,1.4,1.9
WB,ISCO,5/15/1996,1996,5,15,16,113,38,26.3,185,1.4,1.6
EB,ISCO,5/17/1996,1996,5,17,16,62,23,0.05,88,1.4,2
WB,ISCO,5/18/1996,1996,5,18,16,114,38,23.2,177,1.4,1.5
EB,ISCO,5/19/1996,1996,5,19,16,62,24,0.05,88,1.4,1.9
WB,ISCO,5/19/1996,1996,5,19,16,113,38,22.4,182,1.4,1.6
EB,ISCO,5/20/1996,1996,5,20,8,59,22,0.5,85,1.4,2.5
WB,ISCO,5/20/1996,1996,5,20,10,113,37,26.4,178,1.4,1.9
EB,ISCO,5/20/1996,1996,5,20,12,57,21,0.05,85,1.4,2.5
WB,ISCO,5/20/1996,1996,5,20,14,113,36,29.3,188,1.4,1.8
EB,ISCO,5/20/1996,1996,5,20,18,56,21,0.05,86,1.4,2.4
WB,ISCO,5/20/1996,1996,5,20,20,113,36,32.3,198,1.4,1.9
EB,ISCO,5/21/1996,1996,5,21,2,55,21,0.05,85,1.4,2.3
EB,REG,5/21/1996,1996,5,21,12,57,21,0.05,90,1.4,2.2
WB,REG,5/21/1996,1996,5,21,12,114,36,34.4,202,1.4,1.7
EB,ISCO,5/24/1996,1996,5,24,16,63,22,0.3,89,1.4,2.1
WB,ISCO,5/24/1996,1996,5,24,16,112,37,22.7,189,1.4,1.6
EB,ISCO,5/26/1996,1996,5,26,16,64,23,0.05,90,1.4,2.1
WB,ISCO,5/26/1996,1996,5,26,16,111,37,18.7,181,1.4,1.6
EB,REG,5/28/1996,1996,5,28,12,64,24,0.05,89,1.4,1.7
WB,REG,5/28/1996,1996,5,28,12,109,38,15.7,173,1.4,1.6
EB,ISCO,5/30/1996,1996,5,30,16,64,24,0.05,87,1.4,1.9
WB,ISCO,5/30/1996,1996,5,30,16,106,38,13.6,171,1.4,1.6
EB,ISCO,5/31/1996,1996,5,31,2,60,22,0.05,87,1.4,2.2
WB,ISCO,5/31/1996,1996,5,31,2,108,37,17.8,173,1.4,1.6
EB,ISCO,5/31/1996,1996,5,31,8,59,22,0.05,88,1.4,2.2
WB,ISCO,5/31/1996,1996,5,31,8,111,37,20.1,180,1.4,1.8
EB,ISCO,5/31/1996,1996,5,31,16,60,22,0.05,90,1.4,2.2
WB,ISCO,5/31/1996,1996,5,31,16,112,38,18.6,178,1.4,1.8
EB,ISCO,6/2/1996,1996,6,2,16,63,23,0.05,91,1.4,2.1
WB,ISCO,6/2/1996,1996,6,2,16,111,37,11.9,172,1.4,1.5
EB,REG,6/4/1996,1996,6,4,10,60,21,0.05,90,1.4,2.1
WB,REG,6/4/1996,1996,6,4,10,114,36,16.3,188,1.4,1.5
EB,ISCO,6/7/1996,1996,6,7,16,63,23,0.05,98,1.4,2.3
WB,ISCO,6/7/1996,1996,6,7,16,112,37,12.6,197,1.4,1.6
EB,ISCO,6/9/1996,1996,6,9,16,62,23,0.05,96,1.4,2.1
WB,ISCO,6/9/1996,1996,6,9,16,110,37,10.2,195,1.4,1.6
EB,REG,6/11/1996,1996,6,11,12,63,23,0.05,95,1.4,2.1
WB,REG,6/11/1996,1996,6,11,13,111,37,8.4,189,2.77,1.7
EB,ISCO,6/14/1996,1996,6,14,16,67,24,0.05,94,1.4,2
WB,ISCO,6/14/1996,1996,6,14,16,109,36,4.4,178,1.4,1.3
EB,ISCO,6/16/1996,1996,6,16,16,,,0.05,93,1.4,1.9
WB,ISCO,6/16/1996,1996,6,16,16,66,23,3.1,177,1.4,1.6
EB,REG,6/18/1996,1996,6,18,12,69,25,0.05,95,1.4,1.8
WB,REG,6/18/1996,1996,6,18,13,106,36,2.6,172,1.4,1.6
WB,ISCO,6/20/1996,1996,6,20,16,106,37,2.4,171,1.4,1.4
WB,ISCO,6/21/1996,1996,6,21,16,105,37,3.6,169,1.4,1.5
EB,ISCO,6/23/1996,1996,6,23,10,63,23,0.05,90,1.4,2.3
EB,ISCO,6/23/1996,1996,6,23,16,61,22,0.05,90,3.88,2.2
EB,ISCO,6/24/1996,1996,6,24,4,63,22,0.05,93,1.4,2.2
EB,REG,6/25/1996,1996,6,25,13,60,21,0.05,91,1.4,2.1
WB,REG,6/25/1996,1996,6,25,13,115,36,8.7,192,1.4,1.7
EB,ISCO,6/25/1996,1996,6,25,18,59,21,0.05,94,1.4,2.1
WB,ISCO,6/25/1996,1996,6,25,18,115,36,11,206,1.4,1.5
EB,ISCO,6/26/1996,1996,6,26,6,59,21,0.05,93,1.4,1.9
WB,ISCO,6/26/1996,1996,6,26,6,114,36,11.1,207,1.4,1.4
EB,ISCO,6/28/1996,1996,6,28,16,62,21,0.05,95,1.4,1.9
EB,ISCO,6/30/1996,1996,6,30,16,65,22,0.05,97,1.4,1.8
EB,REG,7/2/1996,1996,7,2,12,71,23,0.05,95,1.4,1.5
WB,REG,7/2/1996,1996,7,2,13,111,37,1,182,1.4,1.2
EB,ISCO,7/9/1996,1996,7,9,10,54,18,0.05,79,1.4,3.5
EB,ISCO,7/9/1996,1996,7,9,10,57,19,0.05,91,1.4,2.4
EB,ISCO,7/9/1996,1996,7,9,12,56,18,0.05,86,1.4,3.2
EB,REG,7/9/1996,1996,7,9,14,65,21,0.05,92,1.4,1.8
WB,REG,7/9/1996,1996,7,9,14,108,35,1.4,187,1.4,1.4
EB,ISCO,7/9/1996,1996,7,9,16,62,21,0.05,88,1.4,2.2
EB,ISCO,7/9/1996,1996,7,9,16,56,18,0.05,87,1.4,2.8
EB,ISCO,7/9/1996,1996,7,9,16,60,20,0.05,94,1.4,2
EB,ISCO,7/9/1996,1996,7,9,16,62,20,0.05,94,1.4,2
WB,ISCO,7/9/1996,1996,7,9,16,109,37,0.9,184,1.4,1.6
WB,ISCO,7/9/1996,1996,7,9,16,113,34,11.2,207,1.4,2.1
WB,ISCO,7/9/1996,1996,7,9,16,112,33,7.8,211,1.4,1.7
WB,ISCO,7/9/1996,1996,7,9,16,109,35,2.2,203,1.4,1.5
EB,ISCO,7/9/1996,1996,7,9,22,56,18,0.05,89,1.4,2.5
WB,ISCO,7/12/1996,1996,7,12,16,107,35,0.8,185,1.4,1.4
EB,ISCO,7/12/1996,1996,7,12,24,52,17,0.05,74,2.77,5
EB,ISCO,7/12/1996,1996,7,12,24,52,17,0.05,87,1.4,2.7
EB,ISCO,7/13/1996,1996,7,13,6,47,16,0.05,80,1.4,4.4
EB,ISCO,7/13/1996,1996,7,13,10,48,16,0.05,82,1.4,3.6
EB,ISCO,7/13/1996,1996,7,13,16,65,22,0.05,93,1.4,1.9
EB,ISCO,7/13/1996,1996,7,13,16,50,16,0.05,85,1.4,3.3
WB,ISCO,7/13/1996,1996,7,13,16,102,35,1.2,179,2.77,1.5
EB,ISCO,7/13/1996,1996,7,13,22,55,18,0.05,79,2.77,3.1
EB,ISCO,7/15/1996,1996,7,15,8,52,17,0.05,89,1.4,2.8
EB,ISCO,7/15/1996,1996,7,15,24,54,18,0.05,85,1.4,2.4
WB,ISCO,7/15/1996,1996,7,15,24,103,31,2.9,207,1.4,1.8
EB,REG,7/16/1996,1996,7,16,13,55,17,0.05,90,1.4,2.3
WB,REG,7/16/1996,1996,7,16,13,104,30,3.3,208,1.4,1.9
EB,ISCO,7/16/1996,1996,7,16,16,54,18,0.05,90,1.4,2.3
WB,ISCO,7/16/1996,1996,7,16,16,105,31,3.7,206,1.4,2.3
WB,ISCO,7/17/1996,1996,7,17,8,103,31,2.5,204,1.4,1.9
EB,ISCO,7/17/1996,1996,7,17,16,56,19,0.05,90,1.4,2.3
WB,ISCO,7/17/1996,1996,7,17,16,103,31,2.2,202,1.4,1.7
EB,ISCO,7/18/1996,1996,7,18,24,53,17,0.05,90,1.4,2.9
EB,ISCO,7/20/1996,1996,7,20,6,52,17,0.05,91,1.4,2.6
EB,ISCO,7/20/1996,1996,7,20,16,53,18,0.05,91,1.4,2.4
EB,ISCO,7/21/1996,1996,7,21,16,56,19,0.05,92,1.4,2.2
EB,REG,7/23/1996,1996,7,23,12,60,20,0.05,92,1.4,2
WB,REG,7/23/1996,1996,7,23,12,102,33,1.9,187,1.4,1.6
EB,ISCO,7/24/1996,1996,7,24,16,61,21,0.05,97,1.4,2.1
WB,ISCO,7/24/1996,1996,7,24,16,101,33,4.4,187,1.4,1.5
EB,ISCO,7/25/1996,1996,7,25,16,60,20,0.05,97,1.4,2
WB,ISCO,7/25/1996,1996,7,25,16,101,33,4.3,186,1.4,1.5
EB,ISCO,7/26/1996,1996,7,26,16,59,20,0.05,96,1.4,2
WB,ISCO,7/26/1996,1996,7,26,16,102,33,4.5,187,1.4,1.6
EB,ISCO,7/27/1996,1996,7,27,16,56,18,0.05,89,1.4,2.3
WB,ISCO,7/27/1996,1996,7,27,16,103,32,4,191,1.4,1.7
EB,ISCO,7/28/1996,1996,7,28,16,53,17,0.05,94,1.4,2.4
WB,ISCO,7/28/1996,1996,7,28,16,101,30,3.9,207,1.4,2
EB,ISCO,7/29/1996,1996,7,29,16,56,18,0.05,95,1.4,2.2
WB,ISCO,7/29/1996,1996,7,29,16,101,31,3.7,200,1.4,1.7
EB,REG,7/30/1996,1996,7,30,14,59,19,0.05,90,1.4,1.5
WB,REG,7/30/1996,1996,7,30,14,102,32,1.4,192,1.4,1.7
EB,ISCO,8/2/1996,1996,8,2,16,61,20,0.05,93,1.4,
WB,ISCO,8/2/1996,1996,8,2,16,100,33,3.4,176,1.4,1.7
EB,ISCO,8/4/1996,1996,8,4,16,63,21,0.05,95,1.4,
WB,ISCO,8/4/1996,1996,8,4,16,100,34,3,173,1.4,1.7
EB,ISCO,8/6/1996,1996,8,6,16,64,21,0.05,95,1.4,
WB,ISCO,8/6/1996,1996,8,6,16,101,34,2.6,170,1.4,1.8
EB,REG,8/8/1996,1996,8,8,14,67,22,2.1,98,1.4,1.9
WB,REG,8/8/1996,1996,8,8,14,99,35,2.6,176,1.4,1.5
EB,ISCO,8/11/1996,1996,8,11,16,68,23,0.05,96,1.4,2
WB,ISCO,8/11/1996,1996,8,11,16,99,35,0.5,164,1.4,1.6
WB,REG,8/13/1996,1996,8,13,10,97,35,0.8,165,1.4,1.6
EB,REG,8/13/1996,1996,8,13,11,70,24,0.3,98,1.4,1.7
EB,REG,9/10/1996,1996,9,10,14,77,25,0.05,101,1.4,1.6
WB,REG,9/10/1996,1996,9,10,14,90,35,0.5,156,1.4,1.2
EB,ISCO,9/13/1996,1996,9,13,16,74,25,0.05,101,1.4,1.5
WB,ISCO,9/13/1996,1996,9,13,16,81,33,0.05,144,1.4,1.5
EB,ISCO,9/14/1996,1996,9,14,16,64,21,0.05,95,1.4,2.4
WB,ISCO,9/14/1996,1996,9,14,16,103,37,4.5,170,1.4,1.9
WB,ISCO,9/14/1996,1996,9,14,20,106,38,5.1,179,1.4,1.7
EB,ISCO,9/14/1996,1996,9,14,24,59,19,0.05,88,1.4,2.6
WB,ISCO,9/14/1996,1996,9,14,24,111,37,2.7,168,1.4,2.7
EB,ISCO,9/15/1996,1996,9,15,2,56,17,0.05,85,1.4,3.1
WB,ISCO,9/15/1996,1996,9,15,2,111,35,11.1,188,1.4,2.5
EB,ISCO,9/15/1996,1996,9,15,4,56,17,0.05,94,1.4,3.3
EB,ISCO,9/15/1996,1996,9,15,8,56,17,0.05,95,1.4,2.8
WB,ISCO,9/15/1996,1996,9,15,8,112,33,12.2,205,1.4,1.9
EB,ISCO,9/15/1996,1996,9,15,14,56,17,0.05,96,1.4,2.6
WB,ISCO,9/15/1996,1996,9,15,16,112,33,6.5,202,1.4,1.8
EB,ISCO,9/15/1996,1996,9,15,22,57,18,0.05,102,1.4,2.4
WB,ISCO,9/16/1996,1996,9,16,4,112,33,11.2,203,1.4,1.5
EB,ISCO,9/16/1996,1996,9,16,8,58,20,0.05,100,1.4,2.3
WB,REG,9/17/1996,1996,9,17,10,111,34,1.4,200,1.4,1.7
EB,REG,9/17/1996,1996,9,17,11,62,19,0.05,100,1.4,2.2
EB,ISCO,9/20/1996,1996,9,20,16,58,19,0.05,100,1.4,1.9
WB,ISCO,9/20/1996,1996,9,20,16,107,34,0.9,193,1.4,1.4
EB,ISCO,9/22/1996,1996,9,22,16,59,20,0.05,99,1.4,1.8
WB,ISCO,9/22/1996,1996,9,22,16,105,35,0.8,184,1.4,1.4
EB,REG,9/24/1996,1996,9,24,13,63,21,0.05,103,1.4,1.8
WB,REG,9/24/1996,1996,9,24,13,103,35,0.6,183,1.4,1.4
EB,ISCO,9/27/1996,1996,9,27,16,64,21,0.05,104,1.4,1.5
WB,ISCO,9/27/1996,1996,9,27,16,106,37,0.8,183,1.4,1
EB,ISCO,9/29/1996,1996,9,29,16,66,21,0.05,103,1.4,1.6
WB,ISCO,9/29/1996,1996,9,29,16,105,37,0.7,183,1.4,1.2
EB,REG,10/1/1996,1996,10,1,12,67,22,0.05,106,1.4,1.3
WB,REG,10/1/1996,1996,10,1,12,106,37,0.6,184,1.4,1.1
EB,ISCO,10/4/1996,1996,10,4,16,66,23,0.05,103,1.4,1.3
WB,ISCO,10/4/1996,1996,10,4,16,102,38,0.6,173,1.4,1.2
EB,ISCO,10/6/1996,1996,10,6,16,66,23,0.05,107,1.4,1.4
WB,ISCO,10/6/1996,1996,10,6,16,102,38,0.3,177,1.4,1.1
EB,REG,10/8/1996,1996,10,8,13,67,23,0.05,106,1.4,1.1
WB,REG,10/8/1996,1996,10,8,13,102,38,0.4,178,1.4,1.6
EB,ISCO,10/11/1996,1996,10,11,16,64,21,0.05,99,1.4,1.5
WB,ISCO,10/11/1996,1996,10,11,16,109,38,0.7,185,1.4,1.1
EB,ISCO,10/13/1996,1996,10,13,16,65,22,0.05,100,1.4,1.6
WB,ISCO,10/13/1996,1996,10,13,16,109,38,0.6,182,1.4,1.2
EB,REG,10/17/1996,1996,10,17,10,66,23,0.05,101,1.4,1.6
WB,REG,10/17/1996,1996,10,17,10,109,39,0.8,181,1.4,1.3
EB,ISCO,10/18/1996,1996,10,18,16,66,23,0.05,100,1.4,1.6
WB,ISCO,10/18/1996,1996,10,18,16,109,39,0.8,178,1.4,1.2
EB,ISCO,10/20/1996,1996,10,20,16,62,21,0.05,100,1.4,1.5
WB,ISCO,10/20/1996,1996,10,20,16,107,39,0.7,175,1.4,1.2
EB,REG,10/22/1996,1996,10,22,11,64,22,0.05,96,1.4,2.2
WB,REG,10/22/1996,1996,10,22,11,104,39,3.1,173,1.4,2
EB,ISCO,10/22/1996,1996,10,22,14,61,21,0.05,94,1.4,2.6
WB,ISCO,10/22/1996,1996,10,22,14,116,39,11.5,189,1.4,1.9
EB,ISCO,10/22/1996,1996,10,22,18,61,21,0.05,93,1.4,2.4
WB,ISCO,10/22/1996,1996,10,22,18,118,39,11.9,195,1.4,1.8
EB,ISCO,10/22/1996,1996,10,22,24,61,21,0.05,93,1.4,2.5
WB,ISCO,10/22/1996,1996,10,22,24,117,38,11.3,194,1.4,1.8
EB,ISCO,10/23/1996,1996,10,23,10,58,21,0.05,94,1.4,2.6
WB,ISCO,10/23/1996,1996,10,23,10,116,35,13.1,203,1.4,1.7
EB,ISCO,10/23/1996,1996,10,23,16,59,21,0.05,95,1.4,2.4
WB,ISCO,10/23/1996,1996,10,23,16,116,35,12.1,203,1.4,1.7
EB,ISCO,10/23/1996,1996,10,23,22,59,21,0.05,96,1.4,2.3
WB,ISCO,10/23/1996,1996,10,23,22,115,35,11,202,1.4,1.6
EB,ISCO,10/24/1996,1996,10,24,2,59,21,0.05,96,1.4,2.1
EB,ISCO,10/25/1996,1996,10,25,16,61,21,0.05,98,1.4,1.9
WB,ISCO,10/25/1996,1996,10,25,16,113,35,7.5,198,1.4,1.5
EB,ISCO,10/27/1996,1996,10,27,16,58,21,0.05,98,1.4,2.1
WB,ISCO,10/27/1996,1996,10,27,16,113,37,9.4,193,1.4,1.3
WB,REG,10/29/1996,1996,10,29,12,110,35,9.2,201,1.4,1.3
EB,REG,10/29/1996,1996,10,29,13,58,21,0.05,100,1.4,2.3
EB,ISCO,11/1/1996,1996,11,1,16,58,21,0.05,95,1.4,1.5
WB,ISCO,11/1/1996,1996,11,1,16,110,36,9.5,195,1.4,2.2
EB,ISCO,11/3/1996,1996,11,3,16,60,21,0.05,95,1.4,1.4
WB,ISCO,11/3/1996,1996,11,3,16,109,36,9.2,189,1.4,2.1
EB,REG,11/5/1996,1996,11,5,12,61,21,0.05,98,1.4,2
WB,REG,11/5/1996,1996,11,5,12,109,36,9.1,187,1.4,1.7
EB,ISCO,11/8/1996,1996,11,8,16,63,22,0.05,102,1.4,1.6
WB,ISCO,11/8/1996,1996,11,8,16,110,37,9.3,182,1.4,1
EB,ISCO,11/10/1996,1996,11,10,16,61,21,0.05,96,1.4,1.6
WB,ISCO,11/10/1996,1996,11,10,16,113,39,13.3,195,1.4,1.3
EB,REG,11/13/1996,1996,11,13,13,62,22,0.05,99,1.4,1.5
WB,REG,11/13/1996,1996,11,13,13,110,38,12.8,193,1.4,1.1
EB,ISCO,11/15/1996,1996,11,15,16,63,22,0.3,97,1.4,1.7
WB,ISCO,11/15/1996,1996,11,15,16,109,38,12.9,184,1.4,1.4
EB,ISCO,11/17/1996,1996,11,17,16,63,22,0.05,99,1.4,1.6
WB,ISCO,11/17/1996,1996,11,17,16,109,38,13.5,181,1.4,1.4
EB,REG,11/19/1996,1996,11,19,11,65,23,0.05,100,1.4,1.8
WB,REG,11/19/1996,1996,11,19,11,109,37,13.9,181,1.4,1.4
WB,REG,11/26/1996,1996,11,26,12,103,35,15,169,1.4,1.3
EB,REG,11/26/1996,1996,11,26,13,64,22,0.05,96,1.4,1.4
EB,ISCO,11/29/1996,1996,11,29,16,66,23,0.05,100,1.4,1.3
WB,ISCO,11/29/1996,1996,11,29,16,100,35,15.4,171,1.4,1
EB,ISCO,12/1/1996,1996,12,1,16,62,21,1.1,94,1.4,1.7
WB,ISCO,12/1/1996,1996,12,1,16,96,30,16.8,165,1.4,1.2
EB,ISCO,12/1/1996,1996,12,1,20,59,21,0.8,93,1.4,1.7
WB,ISCO,12/1/1996,1996,12,1,20,99,35,21.4,176,1.4,1.4
EB,ISCO,12/2/1996,1996,12,2,2,59,21,1.3,93,1.4,1.9
WB,ISCO,12/2/1996,1996,12,2,2,103,36,26,190,1.4,1.4
EB,ISCO,12/2/1996,1996,12,2,8,58,20,1.6,93,1.4,2.3
WB,ISCO,12/2/1996,1996,12,2,8,103,35,34,203,1.4,1.6
EB,ISCO,12/2/1996,1996,12,2,14,55,20,2.6,86,1.4,3.3
WB,ISCO,12/2/1996,1996,12,2,14,104,35,43.7,206,4.99,3
EB,ISCO,12/2/1996,1996,12,2,20,53,19,3.2,82,1.4,3.8
WB,ISCO,12/2/1996,1996,12,2,20,104,35,44.5,215,1.4,2.5
EB,ISCO,12/2/1996,1996,12,2,22,54,20,2.7,83,1.4,3.5
WB,ISCO,12/2/1996,1996,12,2,22,103,35,44.7,213,1.4,2.3
EB,ISCO,12/2/1996,1996,12,2,24,54,19,2.2,83,1.4,3.1
WB,ISCO,12/2/1996,1996,12,2,24,99,34,43.5,205,1.4,2.2
EB,ISCO,12/3/1996,1996,12,3,2,54,19,1.9,84,1.4,2.8
WB,ISCO,12/3/1996,1996,12,3,2,98,34,43.2,204,1.4,2.2
EB,REG,12/3/1996,1996,12,3,11,54,20,0.9,87,1.4,2.6
WB,REG,12/3/1996,1996,12,3,11,104,35,43.3,205,1.4,1.9
EB,ISCO,12/6/1996,1996,12,6,16,109,37,0.05,92,1.4,1.8
WB,ISCO,12/6/1996,1996,12,6,16,58,21,33.2,190,1.4,1.5
EB,ISCO,12/7/1996,1996,12,7,16,106,37,0.05,93,1.4,1.6
WB,ISCO,12/7/1996,1996,12,7,16,60,21,31.5,188,1.4,1.3
EB,ISCO,12/8/1996,1996,12,8,12,97,33,0.3,82,1.4,1.6
WB,ISCO,12/8/1996,1996,12,8,12,53,20,30.5,180,1.4,1.7
WB,ISCO,12/8/1996,1996,12,8,16,52,19,36.5,198,1.4,1.5
WB,ISCO,12/8/1996,1996,12,8,22,52,19,38.4,201,1.4,1.6
WB,REG,12/10/1996,1996,12,10,11,102,34,33.5,191,1.4,1.4
EB,REG,12/10/1996,1996,12,10,12,56,20,0.05,90,1.4,2.1
EB,ISCO,12/11/1996,1996,12,11,16,99,34,1,83,1.4,2.3
EB,ISCO,12/11/1996,1996,12,11,22,99,33,0.4,85,1.4,2.1
EB,ISCO,12/13/1996,1996,12,13,16,60,21,0.05,92,1.4,1.6
WB,ISCO,12/13/1996,1996,12,13,16,105,36,28.7,180,1.4,1.3
EB,ISCO,12/15/1996,1996,12,15,16,62,21,0.05,93,1.4,1.6
WB,ISCO,12/15/1996,1996,12,15,16,103,36,27.1,173,1.4,1.3
WB,REG,12/17/1996,1996,12,17,11,103,35,27,170,1.4,1.4
EB,REG,12/17/1996,1996,12,17,12,59,21,0.05,91,1.4,1.9
EB,ISCO,12/17/1996,1996,12,17,24,51,18,1.5,86,1.4,3.3
WB,ISCO,12/17/1996,1996,12,17,24,98,32,39.1,201,1.4,2.4
EB,ISCO,12/18/1996,1996,12,18,10,53,19,0.7,88,1.4,2.5
WB,ISCO,12/18/1996,1996,12,18,10,98,32,39.8,204,1.4,2
EB,ISCO,12/18/1996,1996,12,18,24,51,18,0.9,84,1.4,3
WB,ISCO,12/18/1996,1996,12,18,24,95,31,35.7,193,1.4,2.1
EB,ISCO,12/20/1996,1996,12,20,6,49,18,0.9,83,1.4,3.1
WB,ISCO,12/20/1996,1996,12,20,6,92,30,37.5,201,1.4,2.2
EB,ISCO,12/20/1996,1996,12,20,14,50,19,0.5,87,1.4,2.5
WB,ISCO,12/20/1996,1996,12,20,14,94,31,36.6,200,1.4,2.1
