solute,WaterYear,NE_BBWM_WB,SE_CWT_CWT07,NE_HBEF_WS1,WC_HJA_HJA06,WC_HJA_HJA07,WC_HJA_HJA10,PR_LEF_MPR,PR_LEF_QS,PR_LEF_RI,GL_MEF_S4,GL_MEF_S6,SE_SEF_WS77,GL_TLW_C31,GL_TLW_C33,GL_TLW_C34
Ca,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1964,NA,NA,0.258174709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1965,NA,NA,0.011485299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1966,NA,NA,0.137072613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1967,NA,NA,0.2152764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1968,NA,NA,0.097185652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1969,NA,NA,0.090538234,NA,NA,0.205710048,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1970,NA,NA,0.142469702,NA,NA,0.320223096,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1971,NA,NA,0.310743073,NA,NA,0.243166683,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1972,NA,NA,0.18749264,0.150769061,0.109707655,0.500698671,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,NA,NA,0.22953968,0.096972453,0.101633625,0.113632162,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,NA,NA,0.297445912,0.246295325,0.189354198,0.158532283,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,NA,NA,0.321810179,0.119369715,0.101812233,0.11646787,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,NA,NA,0.147097741,0.203358976,0.204707672,0.32500733,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,NA,NA,0.277632049,0.180469176,0.209674783,0.268774397,NA,NA,NA,NA,NA,0.125941857,NA,NA,NA
Ca,1978,NA,NA,0.216896086,0.290111078,0.380142258,0.345581304,NA,NA,NA,NA,NA,0.54336565,NA,NA,NA
Ca,1979,NA,NA,0.302808159,0.273381891,0.26917121,0.169584562,NA,NA,NA,NA,NA,0.343265986,NA,NA,NA
Ca,1980,NA,NA,0.270630087,0.198673292,0.231809881,0.205365688,NA,NA,NA,NA,NA,0.401243454,NA,NA,NA
Ca,1981,NA,NA,0.189294664,0.161137735,0.173585533,0.213017167,NA,NA,NA,NA,NA,0.537234735,0.063785269,0.007114704,0.025661435
Ca,1982,NA,NA,0.22174369,0.13359536,0.132450994,0.329740925,NA,NA,NA,NA,NA,NA,0.179057395,0.014098648,0.064208489
Ca,1983,NA,NA,0.224367936,0.1417359,0.133221493,0.1185907,NA,NA,NA,NA,0.145242053,NA,0.189607283,0.012603046,0.074069314
Ca,1984,NA,NA,0.099839668,0.230802503,0.230696895,0.156361691,NA,NA,NA,NA,0.292589782,NA,0.237828178,0.014576309,0.082799261
Ca,1985,NA,NA,0.1271635,0.162845779,0.159560151,0.090843741,NA,NA,NA,NA,0.201159268,NA,0.128366899,0.007958198,0.039312713
Ca,1986,NA,NA,0.173686901,0.134452482,0.131194603,0.236874477,NA,NA,NA,NA,0.225869659,NA,0.178883177,0.012813173,0.055375057
Ca,1987,NA,NA,0.098379309,0.220833201,0.217846458,0.142907368,NA,NA,NA,NA,0.300623503,NA,0.259463666,0.020195954,0.064252343
Ca,1988,NA,NA,0.165385522,NA,NA,0.137027172,NA,NA,NA,NA,0.353064145,NA,0.177271967,0.014898672,0.049516004
Ca,1989,6.66987322,NA,0.099243354,NA,NA,0.309807843,NA,NA,NA,0.089839934,0.121625074,NA,0.147287545,0.010723916,0.039229744
Ca,1990,7.31773119,NA,0.089190613,NA,NA,0.086347052,NA,NA,NA,0.045009614,0.243911754,0.28629373,0.164224916,0.013631671,0.053960196
Ca,1991,8.41064918,NA,0.12114164,NA,NA,0.308108266,NA,NA,NA,0.45383684,0.305162915,0.270674029,0.18229747,0.016814139,0.063172933
Ca,1992,9.285291353,NA,0.108178107,NA,NA,0.277448825,NA,NA,NA,0.241317574,0.315165072,4.46771e-5,0.125522388,0.01315598,0.043316634
Ca,1993,NA,NA,0.090583557,NA,NA,0.177505514,NA,NA,NA,0.179009626,0.132437362,0.585632674,0.219259712,0.01214774,0.04188978
Ca,1994,9.570631535,NA,0.09082334,NA,NA,0.140770525,NA,NA,NA,0.05743243,0.066328824,0.33791402,0.122413835,0.012274633,0.033801851
Ca,1995,9.64843375,NA,0.115148715,NA,NA,0.10727364,NA,NA,NA,0.138364977,0.184291909,0.356708442,0.189367265,0.015872367,0.054914499
Ca,1996,9.16440923,NA,0.061394737,NA,NA,0.376063993,NA,NA,NA,0.155286909,0.123908798,NA,0.12102213,0.011847171,0.035314711
Ca,1997,7.85107457,NA,0.133766273,NA,NA,0.126865382,NA,NA,NA,0.089879736,0.146834894,NA,0.107348664,0.010883667,0.037141133
Ca,1998,7.445547729,NA,0.137244504,NA,NA,0.146466734,NA,NA,NA,0.157575307,0.160202309,NA,0.256397524,0.026604199,0.08273759
Ca,1999,8.51242367,NA,0.258316716,NA,NA,0.216213388,NA,NA,NA,0.092483491,0.206009475,NA,0.209599491,0.015566111,0.053237373
Ca,2000,7.574264325,NA,0.795616291,NA,NA,0.221946462,NA,NA,NA,0.102318827,0.12350785,NA,0.230294679,0.015563312,0.050203545
Ca,2001,NA,NA,0.499815732,NA,NA,0.281641765,NA,NA,NA,0.120178997,0.773128025,NA,0.213776242,0.013042505,0.057761362
Ca,2002,7.886872394,NA,0.308264201,NA,0.12827643,0.225640745,NA,NA,NA,0.11561538,0.063999428,NA,0.099148887,0.007066012,0.03960537
Ca,2003,7.094871113,0.141399508,0.237619964,0.174899992,0.150706813,0.170217749,NA,NA,NA,0.177531053,0.210206352,0.885416377,0.110698106,0.010027772,0.049132958
Ca,2004,7.230340523,0.141147354,0.342515207,0.155268648,0.145114332,0.124894465,NA,NA,NA,0.134632682,0.138696263,2.993138037,0.069574188,0.009341162,0.030010594
Ca,2005,6.690443702,0.145732897,0.213322624,0.23002988,0.222414742,0.359476116,NA,NA,NA,0.097003449,0.06873526,2.450707422,0.072315727,0.004331211,0.04367029
Ca,2006,6.70277928,0.147346629,0.138932815,0.186253738,0.166758703,0.155734661,NA,NA,NA,0.095808284,0.125474539,1.875744985,NA,NA,NA
Ca,2007,6.244593398,0.165272651,0.206883569,0.180393464,0.15398072,0.182416901,NA,NA,NA,0.229395508,0.22420858,0.818114118,0.043733696,0.001412688,0.016748545
Ca,2008,6.481594361,0.185772557,0.14317362,0.198814712,0.170524255,0.125398357,NA,NA,NA,0.19824988,0.243941054,2.050531882,0.019935656,0.001131776,0.013404038
Ca,2009,6.124187144,0.142041108,0.169349364,0.152772071,0.157793511,0.178104919,NA,NA,NA,0.18172176,0.145773611,2.15958624,0.008970924,NA,0.015748129
Ca,2010,6.544302415,0.127715192,0.186869419,0.257737104,0.282792308,0.213989375,NA,NA,NA,0.169500559,0.153810435,2.187763074,0.095868728,0.007632835,0.025122306
Ca,2011,6.197417816,0.137000753,0.239404684,0.19905654,0.177652475,0.254390496,NA,NA,NA,0.125266298,0.136932991,2.878954261,NA,NA,NA
Ca,2012,NA,0.132918554,0.272628115,0.143845884,0.131337413,0.161612893,NA,NA,NA,0.150400994,0.157297507,2.796164491,NA,NA,NA
Ca,2013,NA,0.124681684,0.670615478,0.203382073,0.229282991,0.158057057,NA,NA,NA,0.172897265,0.155035665,2.391220719,NA,NA,NA
Ca,2014,NA,0.119663319,0.15468457,0.144747361,0.146914882,0.133381838,NA,NA,NA,0.129581454,0.11401896,2.385799976,NA,NA,NA
Ca,2015,NA,0.163972295,0.126516161,0.118395526,0.122389421,0.087393829,NA,NA,NA,0.38222759,0.247162315,1.475708839,NA,NA,NA
Ca,2016,NA,0.12966121,0.10880357,0.237773517,0.271465048,0.188330717,NA,NA,NA,0.438298787,0.27725037,0.308707493,NA,NA,NA
Ca,2017,NA,0.135601798,0.090218289,0.235205631,0.234789592,0.32802614,NA,NA,NA,0.408331505,0.256382025,NA,NA,NA,NA
Ca,2018,NA,NA,NA,0.20318262,0.207492054,0.249199289,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066495925,NA,0.015029161
DOC,1989,0.002687142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083710726,0.003065776,0.014003367
DOC,1990,0.001878758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067389632,0.008340849,0.025013533
DOC,1991,0.0016951170000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05558638,0.008143887,0.021184914
DOC,1992,0.001497721,NA,NA,NA,NA,NA,NA,NA,NA,4.583735056,4.488075925,NA,0.043140069,0.0073322,0.014118953
DOC,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.138554292,2.106441179,NA,0.073416947,0.006727043,0.01601395
DOC,1994,0.001785006,NA,NA,NA,NA,NA,NA,NA,NA,1.301538091,1.078423913,NA,0.03976159,0.006563415,0.011987402
DOC,1995,0.001519221,NA,NA,NA,NA,NA,NA,NA,NA,2.830778657,2.657549102,NA,0.061800414,0.009360445,0.023158319
DOC,1996,0.001662818,NA,NA,NA,NA,NA,NA,NA,NA,2.953965467,1.678802167,NA,0.04480578,0.006979243,0.010897221
DOC,1997,0.001614722,NA,NA,NA,NA,NA,NA,NA,NA,1.637063754,1.858395191,NA,0.038002081,0.007216764,0.015842972
DOC,1998,0.001961914,NA,NA,NA,NA,NA,NA,NA,NA,2.704277744,2.395968707,NA,0.071021063,0.011806958,0.03283111
DOC,1999,0.001743508,NA,NA,NA,NA,NA,NA,NA,NA,2.041417173,2.750855539,NA,0.038184029,0.006788956,0.019754987
DOC,2000,0.002003461,NA,NA,NA,NA,NA,NA,NA,NA,1.866057501,2.032196427,NA,0.048498803,0.008956705,0.020469045
DOC,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.457194215,2.786178031,NA,0.057691901,0.007374297,0.020227562
DOC,2002,0.002083117,NA,NA,NA,0.014913965,0.034079648,NA,NA,NA,3.027802823,1.144607979,NA,0.041763232,0.004857325,0.015904836
DOC,2003,0.002357253,NA,NA,0.027989184,0.028778481,0.059029842,NA,NA,NA,3.481704656,4.669215229,NA,0.045495385,0.006262793,0.018724771
DOC,2004,5.32489e-4,NA,NA,0.014893949,0.004513301,0.034429112,NA,NA,NA,1.692135487,3.250794237,17.59414843,0.034894521,0.006460268,0.01394243
DOC,2005,0.001666033,NA,NA,0.031441852,0.038247397,0.112261915,NA,NA,NA,NA,NA,19.58459884,0.079752254,0.007066001,0.032218659
DOC,2006,0.001853158,0.020601288,0.003140993,0.02716871,0.035567205,0.049426939,NA,NA,NA,1.817627909,2.44352442,11.86313265,0.022919748,0.002073842,0.009859226
DOC,2007,0.001935048,0.086828027,0.019199489,0.020409098,0.026516955,0.054782397,NA,NA,NA,NA,NA,9.876307009,0.019240716,0.001098597,0.00647246
DOC,2008,0.002245736,0.092108896,0.017658028,0.018465117,0.02391436,0.033155979,NA,NA,NA,NA,NA,13.87554136,0.011832074,0.001143509,0.004863668
DOC,2009,0.002144431,0.106109185,0.017491692,0.018283234,0.023306491,0.050849561,NA,NA,NA,NA,NA,14.56267743,0.002822013,NA,0.004589019
DOC,2010,0.001394165,0.059812834,0.016176475,0.027832345,0.042469143,0.064324357,NA,NA,NA,1.072692684,1.346289044,9.66275323,0.032723907000000003,0.004355115,0.009189946
DOC,2011,0.001474557,0.086537393,0.018489271,0.024327172,0.028996733,0.06793654,NA,NA,NA,NA,NA,11.26911859,NA,NA,NA
DOC,2012,NA,0.065486749,0.017904064,0.019984711,0.018578341,0.03752739,NA,NA,NA,0.290870559,0.317491957,2.801806974,NA,NA,NA
DOC,2013,NA,0.015438748,0.021802453,0.035479898,0.036998778,0.044457227,NA,NA,NA,NA,NA,10.34761785,NA,NA,NA
DOC,2014,NA,0.035095043,0.022160121,0.022999745,0.021388215,0.032962268,NA,NA,NA,NA,NA,13.80636449,NA,NA,NA
DOC,2015,NA,0.085230207,0.030655183,0.017041116,0.020835814,0.02613634,NA,NA,NA,NA,NA,12.14716437,NA,NA,NA
DOC,2016,NA,0.072080061,0.014510381,0.043286321,0.047090452,0.063091922,NA,NA,NA,0.077156921,0.075927318,2.68372628,NA,NA,NA
DOC,2017,NA,0.07153854,NA,0.030276499,0.031892008,0.084988125,NA,NA,NA,5.20853001,4.813737885,NA,NA,NA,NA
DOC,2018,NA,NA,NA,0.024761757,0.029024998,0.068342896,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
