Year,Month,WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrPO4PmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm
1965,6,1966,15.56666667,115.3,15.401,0.99,N/A,0.037272514,0.045405229,N/A,2.012862461,0.048426,0.417386,0.465812,4.55435,N/A,N/A
1965,7,1966,17.06451613,99.1,5.02,1.13,N/A,0.020189278,0.013779696,N/A,2.079624068,0.286399,0.191263,0.477662,4.08292,N/A,N/A
1965,8,1966,17.29032258,84.1,1.336,1.17,N/A,0.05513226,0.03049605,N/A,2.286585051,0.105966,0.945284,1.05125,3.5322,N/A,N/A
1965,9,1966,12.56666667,193.1,46.215,1.41,N/A,0.061344345,0.015812766,N/A,2.313289694,0.169928,1.726314,1.896242,6.48816,N/A,N/A
1965,10,1966,5.290322581,127.3,76.798,1.43,N/A,0.076874559,0.018749423,N/A,2.203133042,0.21641,1.601434,1.817844,3.39891,N/A,N/A
1965,11,1966,-2.266666667,152.7,91.768,1.42,N/A,0.371948625,0.051052646,N/A,2.266556569,0.406182,2.754708,3.16089,4.87113,N/A,N/A
1965,12,1966,-4.838709677,77.5,30.595,1.46,N/A,0.103275923,0.112044745,N/A,2.126357193,0.2976,2.16535,2.46295,2.75125,N/A,N/A
1966,1,1966,-8.580645161,71.7,33.865,1.49,N/A,0.063673877,0.163097391,N/A,2.209809203,0.088908,1.45551,1.544418,1.14003,N/A,N/A
1966,2,1966,-6.607142857,66.8,21.625,1.4,N/A,0.265566659,0.156320491,N/A,2.019538622,0.095524,0.468268,0.563792,1.01536,N/A,N/A
1966,3,1966,-1.677419355,129.5,114.7,1.44,N/A,0.086192688,0.277175206,N/A,1.946100854,0.259,1.778035,2.037035,2.849,N/A,N/A
1966,4,1966,3.033333333,69.5,198.961,1.34,N/A,0.020965789,0.379506394,N/A,1.972805497,0.378775,2.157975,2.53675,3.1414,N/A,N/A
1966,5,1966,10.80645161,93.7,120.234,1.27,N/A,0.038049024,0.164678667,N/A,2.042905184,0.327013,2.203824,2.530837,4.83492,N/A,N/A
1966,6,1967,17.43333333,117.3,41.262,1.21,N/A,0.079980602,0.054215199,N/A,2.056257506,0.231081,1.678563,1.909644,4.73892,N/A,N/A
1966,7,1967,18.74193548,99.6,8.768,1.29,N/A,0.02251881,0.045179333,N/A,2.153061836,0.14442,2.113512,2.257932,6.03576,N/A,N/A
1966,8,1967,18,200,31.847,1.3,N/A,0.241494828,0.055118786,N/A,2.203133042,0.26,2.098,2.358,7.08,N/A,N/A
1966,9,1967,11.8,117.6,26.79,1.16,N/A,0.072215495,0.030044256,N/A,2.166414158,0.137592,1.16424,1.301832,3.19872,N/A,N/A
1966,10,1967,6.677419355,87,51.698,1.13,N/A,0.059014813,0.018523526,N/A,2.176428399,0.10614,0.85695,0.96309,2.2881,N/A,N/A
1966,11,1967,3.366666667,153.5,137.748,1.23,N/A,0.020189278,0.033206809,N/A,2.082962149,0.28244,2.310175,2.592615,3.69935,N/A,N/A
1966,12,1967,-4.806451613,107.4,57.655,1.24,N/A,0.024848342,0.079289729,N/A,1.966129336,0.03222,0.847386,0.879606,1.06326,N/A,N/A
1967,1,1967,-5.032258065,62.7,25.701,1.35,N/A,0.034166471,0.187720127,N/A,1.865986925,0.161766,1.608882,1.770648,1.93116,N/A,N/A
1967,2,1967,-9.75,111.2,15.968,1.3,N/A,0.043484599,0.194497027,N/A,2.113004872,0.137888,1.61796,1.755848,1.74584,N/A,N/A
1967,3,1967,-4.387096774,57.2,42.926,1.34,N/A,0.043484599,0.294795145,N/A,1.882677327,0.175032,1.199484,1.374516,2.15072,N/A,N/A
1967,4,1967,2.266666667,148.9,269.623,1.35,N/A,0.015530214,0.335456545,N/A,1.952777014,0.285888,2.170962,2.45685,4.09475,N/A,N/A
1967,5,1967,6.709677419,117.6,136.342,1.22,N/A,0.003882553,0.080871005,N/A,2.079624068,0.433944,2.143848,2.577792,4.08072,N/A,N/A
1967,6,1968,19.06666667,81.7,24.172,1.25,N/A,0.020965789,0.031173739,N/A,2.296599292,0.345591,1.268801,1.614392,4.4118,N/A,N/A
1967,7,1968,20.16129032,116.2,12.72,1.27,N/A,0.038825535,0.021460183,N/A,2.249866167,0.345114,2.291464,2.636578,5.76352,N/A,N/A
1967,8,1968,18.4516129,134,13.622,1.41,N/A,0.020965789,0.086970215,N/A,2.283246971,0.22914,1.79694,2.02608,5.3868,N/A,N/A
1967,9,1968,14.13333333,142.3,36.067,1.29,N/A,0.029507407,0.028011186,N/A,2.296599292,0.204912,1.142669,1.347581,3.28713,N/A,N/A
1967,10,1968,6.612903226,124.8,101.126,1.45,N/A,0.058238302,0.024848633,N/A,2.27990889,0.328224,2.00928,2.337504,3.41952,N/A,N/A
1967,11,1968,-1.966666667,117.9,77.062,1.43,N/A,0.048920174,0.111367055,N/A,2.329980096,0.25938,2.255427,2.514807,2.13399,N/A,N/A
1967,12,1968,-4.64516129,159.9,79.114,1.36,N/A,0.023295321,0.236513806,N/A,2.309951614,0.145509,2.41449,2.559999,2.99013,N/A,N/A
1968,1,1968,-10.19354839,77.4,18.011,1.16,N/A,0.007765107,0.233351253,N/A,2.363360899,0.231426,2.199708,2.431134,2.5542,N/A,N/A
1968,2,1968,-10.93103448,68.6,39.453,1.21,N/A,0.005435575,0.297731802,N/A,2.09297639,0.04459,1.538012,1.582602,1.31712,N/A,N/A
1968,3,1968,-1.290322581,102.9,189.488,1.33,N/A,0.004659064,0.614890717,N/A,1.869325005,0.112161,1.464267,1.576428,2.60337,N/A,N/A
1968,4,1968,6.133333333,126.3,209.975,1.23,N/A,0.013200682,0.44072439,N/A,1.772520675,0.320802,1.544649,1.865451,3.33432,N/A,N/A
1968,5,1968,10.12903226,219.1,149.184,1.11,N/A,0.004659064,0.146155141,N/A,2.012862461,0.508312,3.65897,4.167282,8.764,N/A,N/A
1968,6,1969,15.5,160.5,112.879,1.16,N/A,0.006212086,0.069802069,N/A,2.052919425,0.457425,2.017485,2.47491,6.17925,N/A,N/A
1968,7,1969,20.80645161,54.6,15.784,1.09,N/A,0.003882553,0.047438299,N/A,2.072947908,0.214032,0.921648,1.13568,3.09036,N/A,N/A
1968,8,1969,17.09677419,52.7,1.841,1.32,N/A,0.010094639,0.103686568,N/A,2.153061836,0.311984,0.956505,1.268489,2.27664,N/A,N/A
1968,9,1969,15.86666667,77.1,3.802,1.23,N/A,0.050473195,0.089906872,N/A,2.069609827,0.23901,0.726282,0.965292,2.32842,N/A,N/A
1968,10,1969,9.580645161,79.9,7.995,1.18,N/A,0.042708088,0.026881703,N/A,2.082962149,0.101473,0.385118,0.486591,1.07066,N/A,N/A
1968,11,1969,-0.1,138.5,33.452,1.36,N/A,0.028730896,0.168067117,N/A,2.09965255,0.21883,1.461175,1.680005,2.1052,N/A,N/A
1968,12,1969,-7.032258065,211.9,53.515,1.51,N/A,0.031060428,0.223637696,N/A,2.18310456,0.281827,2.074501,2.356328,2.39447,N/A,N/A
1969,1,1969,-5.967741935,84,26.086,1.37,N/A,0.020189278,0.225670766,N/A,2.0061863,0.15792,1.22724,1.38516,1.5204,N/A,N/A
1969,2,1969,-4.678571429,182.1,18.888,1.36,N/A,0.018636257,0.225218973,N/A,2.012862461,0.29136,0.788493,1.079853,1.38396,N/A,N/A
1969,3,1969,-2.483870968,102.4,31.766,1.42,N/A,0.007765107,0.305638185,N/A,1.979481657,0.360448,2.479104,2.839552,4.2496,N/A,N/A
1969,4,1969,4.7,103.5,448.646,1.33,N/A,0.003882553,0.428977763,N/A,1.785872996,0.30636,2.19213,2.49849,3.9123,N/A,N/A
1969,5,1969,10.35483871,102.6,142.535,1.24,N/A,0.024848342,0.161064321,N/A,2.00284822,0.361152,1.561572,1.922724,3.58074,N/A,N/A
1969,6,1970,17.36666667,92.9,21.398,1.27,N/A,0.029507407,0.042694469,N/A,2.012862461,0.451494,1.16125,1.612744,3.00067,N/A,N/A
1969,7,1970,18.51612903,203,68.048,1.43,N/A,0.064450388,0.088325595,N/A,1.999510139,0.4669,2.61464,3.08154,6.6584,N/A,N/A
1969,8,1970,19.74193548,147.4,53.602,1.35,N/A,0.059014813,0.028011186,N/A,1.949438934,0.481998,0.902088,1.384086,2.99222,N/A,N/A
1969,9,1970,14.83333333,48.4,6.918,1.22,N/A,0.027954385,0.029592463,N/A,2.213147283,0.164076,0.46464,0.628716,1.56816,N/A,N/A
1969,10,1970,7.064516129,63.9,17.044,1.16,N/A,0.115700094,0.130568271,N/A,2.153061836,0.15336,0.501615,0.654975,1.7253,N/A,N/A
1969,11,1970,0.7,155.7,119.148,1.6,N/A,0.027177874,0.38650919,N/A,1.842620362,0.252234,1.007379,1.259613,3.51882,N/A,N/A
1969,12,1970,-6.967741935,205.5,115.845,1.66,N/A,0.013200682,0.767145068,N/A,1.722449469,0.25071,4.839525,5.090235,2.466,N/A,N/A
1970,1,1970,-14.32258065,26.5,24.532,1.66,N/A,0.014753703,0.754268958,N/A,1.862648844,0.05565,0.56286,0.61851,0.58035,N/A,N/A
1970,2,1970,-8.678571429,101.5,67.085,1.87,N/A,0.053579238,1.036639787,N/A,1.896029648,0.193865,2.01985,2.213715,1.8473,N/A,N/A
1970,3,1970,-4.387096774,118.7,27.984,1.71,N/A,0.013977193,0.866313703,N/A,1.799225318,0.223156,1.919379,2.142535,2.36213,N/A,N/A
1970,4,1970,3.466666667,102.6,266.765,1.73,N/A,0.038049024,1.203125627,N/A,1.705759067,0.27702,1.561572,1.838592,2.44188,N/A,N/A
1970,5,1970,12.32258065,93.4,81.611,1.61,N/A,0.010094639,0.706152969,N/A,1.695744826,0.21015,0.829392,1.039542,2.29764,N/A,N/A
1970,6,1971,16.96666667,99.8,9.331,1.34,N/A,0.020189278,0.143670278,N/A,2.246528087,0.662672,1.246502,1.909174,3.95208,N/A,N/A
1970,7,1971,20.90322581,66.1,10.132,1.31,N/A,0.0217423,0.109785778,N/A,2.323303935,0.370821,1.726532,2.097353,3.68177,N/A,N/A
1970,8,1971,19.35483871,161.9,14.988,1.45,N/A,0.024071832,0.152932041,N/A,2.416770185,0.824071,3.343235,4.167306,6.75123,N/A,N/A
1970,9,1971,14.3,139.8,35.484,1.39,N/A,0.010094639,0.052633922,N/A,2.55363148,0.39144,2.261964,2.653404,4.65534,N/A,N/A
1970,10,1971,8.967741935,106.8,76.809,1.33,N/A,0.006212086,0.059862616,N/A,2.470179471,0.536136,3.410124,3.94626,4.10112,N/A,N/A
1970,11,1971,3.433333333,97,80.03,1.57,N/A,0.024071832,0.318288398,N/A,2.022876702,0.19594,1.10386,1.2998,1.9982,N/A,N/A
1970,12,1971,-8.032258065,149.1,40.625,1.64,N/A,0.091628263,0.419941897,N/A,1.942762773,0.166992,1.871205,2.038197,2.28123,N/A,N/A
1971,1,1971,-11.35483871,89.4,22.779,1.58,N/A,0.017083235,0.529049985,N/A,2.056257506,0.06258,2.210862,2.273442,1.31418,N/A,N/A
1971,2,1971,-5.464285714,136.2,35.867,1.56,N/A,0.008541618,0.651711873,N/A,2.123019113,0.467166,1.969452,2.436618,2.23368,N/A,N/A
1971,3,1971,-2.483870968,106.8,33.491,1.61,N/A,0.031060428,0.681078439,N/A,2.069609827,0.09078,1.605204,1.695984,1.00392,N/A,N/A
1971,4,1971,3.5,56.7,266.619,1.53,N/A,0.029507407,0.845983003,N/A,2.049581345,0.269325,1.797957,2.067282,2.81799,N/A,N/A
1971,5,1971,11.48387097,120.2,202.214,1.3,N/A,0.006988596,0.489743965,N/A,2.056257506,0.57095,3.123998,3.694948,6.87544,N/A,N/A
1971,6,1972,17.4,70.1,10.804,1.34,N/A,0.003882553,0.082452282,N/A,2.219823444,0.293018,1.161557,1.454575,3.45593,N/A,N/A
1971,7,1972,18.67741935,150.9,8.464,1.35,N/A,0.004659064,0.103686568,N/A,2.393403623,0.469299,1.928502,2.397801,5.74929,N/A,N/A
1971,8,1972,18.09677419,123.1,14.757,1.28,N/A,0.038049024,0.103912465,N/A,2.203133042,0.08617,0.28313,0.3693,1.1079,N/A,N/A
1971,9,1972,15.56666667,75,10.457,1.2,N/A,0.010094639,0.02100839,N/A,2.203133042,0.213,1.05,1.263,1.875,N/A,N/A
1971,10,1972,11.4516129,108.5,41.366,1.31,N/A,0.005435575,0.01761994,N/A,2.209809203,0.1085,1.94215,2.05065,2.604,N/A,N/A
1971,11,1972,0.3,114.1,22.069,1.37,N/A,0.005435575,0.101879395,N/A,2.246528087,0.104972,2.57866,2.683632,3.01224,N/A,N/A
1971,12,1972,-4.935483871,119.3,48.8,1.51,N/A,0.004659064,0.267913442,N/A,2.236513846,0.170599,2.271472,2.442071,2.386,N/A,N/A
1972,1,1972,-7.129032258,77.1,32.563,1.53,N/A,0.004659064,0.338167305,N/A,2.019538622,0.128757,1.610619,1.739376,1.76559,N/A,N/A
1972,2,1972,-7.275862069,82.9,22.077,1.51,N/A,0.01164766,0.344718308,N/A,2.036229024,0.14093,2.023589,2.164519,1.11915,N/A,N/A
1972,3,1972,-3.322580645,180.4,98.824,1.64,N/A,0.003882553,0.60653254,0.000326131,2.00284822,0.317504,2.852124,3.169628,3.7884,N/A,N/A
1972,4,1972,1.633333333,92.9,213.321,1.51,N/A,0.006212086,0.717221905,0.000326131,2.066271747,0.448707,2.324358,2.773065,3.93896,N/A,N/A
1972,5,1972,12.32258065,87,219.005,1.29,N/A,0.010094639,0.59094567,0.001630656,1.989495898,0.39759,2.02884,2.42643,3.1755,N/A,N/A
1972,6,1973,14.06666667,129.4,56.106,1.26,N/A,0.01164766,0.053537509,0.000652262,2.203133042,0.30409,1.815482,2.119572,3.77848,N/A,N/A
1972,7,1973,17.80645161,158.4,60.141,1.25,N/A,0.026401364,0.044501643,0.000326131,2.159737997,0.40392,2.231856,2.635776,5.544,N/A,N/A
1972,8,1973,16.35483871,167,48.366,1.31,N/A,0.020189278,0.149769488,0.000652262,2.249866167,0.44923,3.18469,3.63392,6.7134,N/A,N/A
1972,9,1973,13.03333333,47.9,7.524,1.19,N/A,0.01164766,0.060088512,0.001630656,2.566983802,0.165734,1.121339,1.287073,2.19861,N/A,N/A
1972,10,1973,5.516129032,93.5,28.219,1.25,N/A,0.008541618,0.105719638,0.000326131,2.329980096,0.152405,1.50909,1.661495,2.057,N/A,N/A
1972,11,1973,-0.766666667,175.6,100.701,1.44,N/A,0.003882553,0.276497516,0.000326131,2.236513846,0.119408,2.096664,2.216072,3.19592,N/A,N/A
1972,12,1973,-5.322580645,200.5,61.044,1.44,N/A,0.003882553,0.394415574,0.000326131,2.139709515,0.09223,2.544345,2.636575,4.2105,N/A,N/A
1973,1,1973,-5.967741935,120.9,97.442,1.43,N/A,0.004659064,0.543507371,0.000652262,2.00284822,0.126945,1.477398,1.604343,2.00694,N/A,N/A
1973,2,1973,-7.357142857,74.9,84.058,1.46,N/A,0.009318128,0.648323423,0.000326131,1.832606121,0.035203,0.760984,0.796187,0.87633,N/A,N/A
1973,3,1973,1.838709677,97.1,205.102,1.42,N/A,0.023295321,0.684466889,0.000326131,1.832606121,0.099042,1.33027,1.429312,2.18475,N/A,N/A
1973,4,1973,5.933333333,118.3,137.986,1.28,N/A,0.0217423,0.488162689,0.000978393,1.876001166,0.081627,1.592318,1.673945,2.0111,N/A,N/A
1973,5,1973,10.35483871,181.2,142.803,1.26,N/A,0.019412767,0.259781162,0.000978393,2.069609827,0.242808,2.728872,2.97168,4.36692,N/A,N/A
1973,6,1974,15.86666667,373.4,276.95,1.24,N/A,0.015530214,0.183879884,0.000978393,1.986157818,0.601174,5.727956,6.32913,12.62092,N/A,N/A
1973,7,1974,18.4516129,87,73.815,1.28,N/A,0.026401364,0.121306508,0.000978393,2.026214782,0.38454,1.7052,2.08974,4.0542,N/A,N/A
1973,8,1974,19.29032258,115,10.656,1.29,N/A,0.016306725,0.188623714,0.000652262,2.266556569,0.24495,1.5985,1.84345,4.6575,N/A,N/A
1973,9,1974,12.1,142.2,29.419,1.33,N/A,0.02251881,0.203532893,0.000652262,2.403417864,0.365454,3.033126,3.39858,7.13844,N/A,N/A
1973,10,1974,8.903225806,98.6,41.832,1.34,N/A,0.026401364,0.147736418,0.000978393,2.249866167,0.431868,2.513314,2.945182,3.02702,N/A,N/A
1973,11,1974,0.333333333,128.9,98.447,1.5,N/A,0.028730896,0.507363905,0.000326131,2.076285988,0.443416,3.855399,4.298815,4.13769,N/A,N/A
1973,12,1974,-3.387096774,287,271.981,1.43,N/A,0.027177874,0.790638321,0.000978393,1.775858755,0.15498,1.96021,2.11519,2.5256,N/A,N/A
1974,1,1974,-6.677419355,114.5,46.855,1.49,N/A,0.017083235,0.751106404,0.000652262,1.992833979,0.163735,1.93963,2.103365,2.1755,N/A,N/A
1974,2,1974,-7.678571429,94.3,39.868,1.54,N/A,0.016306725,0.767145068,0.000652262,1.926072371,0.083927,1.271164,1.355091,1.53709,N/A,N/A
1974,3,1974,-3.580645161,136.1,98.113,1.52,N/A,0.024848342,0.858407319,0.000652262,1.82592996,0.185096,2.430746,2.615842,2.55868,N/A,N/A
1974,4,1974,4.533333333,145.5,265.452,1.33,N/A,0.027954385,0.733260568,0.000326131,1.879339246,0.32301,2.58117,2.90418,3.88485,N/A,N/A
1974,5,1974,8.548387097,165.9,147.377,1.25,N/A,0.027954385,0.374536667,0.000652262,2.022876702,0.444612,2.461956,2.906568,5.6406,N/A,N/A
1974,6,1975,16.73333333,121,52.169,1.25,N/A,0.0217423,0.196755993,0.000652262,1.996172059,0.14883,1.36004,1.50887,3.1097,N/A,N/A
1974,7,1975,18.70967742,111,22.89,1.26,N/A,0.019412767,0.093973012,0.000652262,1.996172059,0.34632,1.7094,2.05572,4.8396,N/A,N/A
1974,8,1975,18.41935484,137.7,14.608,1.26,N/A,0.031060428,0.158127664,0.000652262,2.233175765,0.214812,1.619352,1.834164,5.54931,N/A,N/A
1974,9,1975,13.23333333,171.9,59.148,1.23,N/A,0.024848342,0.057151856,0.000652262,2.400079783,0.221751,1.920123,2.141874,4.89915,N/A,N/A
1974,10,1975,4.64516129,47.8,37.695,1.22,N/A,0.02251881,0.043598056,0.000652262,2.313289694,0.119022,0.76958,0.888602,1.1711,N/A,N/A
1974,11,1975,1.966666667,117.8,85.732,1.37,N/A,0.007765107,0.273786756,0.000326131,2.116342952,0.13547,1.509018,1.644488,1.86124,N/A,N/A
1974,12,1975,-2.322580645,110.7,80.624,1.4,N/A,0.01087115,0.555705791,0.000652262,2.09965255,0.114021,1.838727,1.952748,2.14758,N/A,N/A
1975,1,1975,-5.709677419,121.2,27.924,1.46,N/A,0.007765107,0.577617767,0.000326131,1.869325005,0.0909,1.954956,2.045856,1.6968,N/A,N/A
1975,2,1975,-5.821428571,93.3,21.778,1.49,N/A,0.013977193,0.582587494,0.000652262,1.906043889,0.096099,1.756839,1.852938,1.50213,N/A,N/A
1975,3,1975,-3.483870968,167.6,124.385,1.55,N/A,0.017083235,0.998011457,0.001304525,1.896029648,0.274864,3.289988,3.564852,4.29056,N/A,N/A
1975,4,1975,1.066666667,68.4,208.187,1.43,N/A,0.014753703,0.809839537,0.000652262,1.865986925,0.31122,1.629288,1.940508,2.57184,N/A,N/A
1975,5,1975,14.96774194,39.2,72.936,1.31,N/A,0.015530214,0.528598191,0.000326131,1.949438934,0.201488,1.482544,1.684032,2.05016,N/A,N/A
1975,6,1976,16.53333333,171.3,94.339,1.23,N/A,0.01087115,0.155868697,0.000978393,2.056257506,0.231255,2.353662,2.584917,4.55658,N/A,N/A
1975,7,1976,19.58064516,181.5,59.777,1.22,N/A,0.013200682,0.104364258,0.000978393,2.166414158,0.21417,2.45025,2.66442,4.6464,N/A,N/A
1975,8,1976,16.87096774,96,6.535,1.2,N/A,0.007765107,0.131245961,0.000978393,2.27990889,0.16704,1.66368,1.83072,4.0224,N/A,N/A
1975,9,1976,11.3,174.2,60.108,1.3,N/A,0.007765107,0.031173739,0.000326131,2.209809203,0.163748,1.60264,1.766388,4.11112,N/A,N/A
1975,10,1976,7.709677419,142.8,119.778,1.31,N/A,0.007765107,0.069576172,0.000978393,2.146385676,0.017136,0.267036,0.284172,1.12812,N/A,N/A
1975,11,1976,4.233333333,158.2,111.796,1.24,N/A,0.015530214,0.276723412,0.001304525,2.032890943,0.140798,2.236948,2.377746,2.18316,N/A,N/A
1975,12,1976,-7.193548387,126.5,55.418,1.38,N/A,0.015530214,0.450889739,0.000978393,1.952777014,0.07843,1.175185,1.253615,1.48005,N/A,N/A
1976,1,1976,-10.87096774,161.5,61.82,1.39,N/A,0.01087115,0.773244277,0.000978393,1.882677327,0.172805,3.532005,3.70481,3.3269,N/A,N/A
1976,2,1976,-4.689655172,144.5,84.9,1.37,N/A,0.013977193,0.854792973,0.000978393,1.926072371,0.197965,2.29466,2.492625,2.64435,N/A,N/A
1976,3,1976,-1.935483871,123.6,185.191,1.36,N/A,0.01087115,0.977454861,0.000326131,1.832606121,0.330012,3.898344,4.228356,3.60912,N/A,N/A
1976,4,1976,6.933333333,93,191.262,1.28,N/A,0.015530214,0.801029567,0.000978393,1.876001166,0.18135,0.81003,0.99138,2.79,N/A,N/A
1976,5,1976,10.25806452,196.3,157.067,1.1,N/A,0.015530214,0.333423475,0.000978393,2.022876702,0.512343,2.638272,3.150615,6.32086,N/A,N/A
1976,6,1977,18.16666667,113.1,16.415,1.15,N/A,0.009318128,0.106849122,0.001304525,2.18310456,0.145899,1.460121,1.60602,3.42693,N/A,N/A
1976,7,1977,17.19354839,110.1,14.448,1.16,N/A,0.009318128,0.112722435,0.000978393,2.199794961,0.190473,1.517178,1.707651,3.84249,N/A,N/A
1976,8,1977,17,145.4,47.602,1.12,N/A,0.006988596,0.093973012,0.000652262,2.153061836,0.244272,1.798598,2.04287,4.23114,N/A,N/A
1976,9,1977,12.6,138.3,41.202,1.18,N/A,0.008541618,0.114077815,0.000978393,2.373375141,0.289047,2.736957,3.026004,5.1171,N/A,N/A
1976,10,1977,5.516129032,205.5,156.712,1.14,N/A,0.007765107,0.157449974,0.000326131,1.949438934,0.19728,2.328315,2.525595,3.4935,N/A,N/A
1976,11,1977,-1.9,76.6,71.795,1.2,N/A,0.008541618,0.266783959,0.000326131,1.8192538,0.206054,2.080456,2.28651,1.97628,N/A,N/A
1976,12,1977,-10.32258065,113.8,45.892,1.38,N/A,0.006212086,0.517981048,0.000652262,1.869325005,0.15363,2.876864,3.030494,1.4794,N/A,N/A
1977,1,1977,-11.87096774,91,12.873,1.23,N/A,0.006988596,0.464217642,0.000652262,1.779196835,0.10647,2.05023,2.1567,1.0374,N/A,N/A
1977,2,1977,-7.25,86.4,10.612,1.29,N/A,0.004659064,0.542151991,0.001304525,1.952777014,0.338688,2.567808,2.906496,1.80576,N/A,N/A
1977,3,1977,1.870967742,167.9,253.26,1.25,N/A,0.003882553,1.046805136,0.001304525,1.652349781,0.162863,1.467446,1.630309,1.98122,N/A,N/A
1977,4,1977,5.466666667,116.8,155.408,1.11,N/A,0.004659064,0.580554424,0.000978393,1.618968978,0.252288,3.329968,3.582256,2.79152,N/A,N/A
1977,5,1977,13.29032258,36.7,23.803,1.1,N/A,0.004659064,0.258651679,0.000652262,1.919396211,0.09542,0.960439,1.055859,1.64416,N/A,N/A
1977,6,1978,14.73333333,132.6,27.979,1.1,N/A,0.005435575,0.074771795,0.000978393,2.016200541,0.269178,2.679846,2.949024,5.80788,N/A,N/A
1977,7,1978,18,72.9,4.728,1.18,N/A,0.003882553,0.136667481,0.000652262,2.18310456,0.1458,1.916541,2.062341,3.47004,N/A,N/A
1977,8,1978,17.64516129,96.2,4.958,1.12,N/A,0.004659064,0.107300915,0.001304525,2.159737997,0.314574,3.822988,4.137562,7.23424,N/A,N/A
1977,9,1978,11.3,198,50.165,1.23,N/A,0.007765107,0.073190519,0.001630656,2.052919425,0.18216,2.35224,2.5344,4.1184,N/A,N/A
1977,10,1978,6.677419355,193.1,174.787,1.13,N/A,0.005435575,0.006551003,0.002609049,1.90938197,0.131308,1.83445,1.965758,2.79995,N/A,N/A
1977,11,1978,2.566666667,123.9,80.836,1.17,N/A,0.009318128,0.076804865,0.001630656,1.946100854,0.127617,1.797789,1.925406,2.39127,N/A,N/A
1977,12,1978,-6.387096774,153.2,78.869,1.14,N/A,0.005435575,0.144573864,0.001304525,1.986157818,0.08426,1.579492,1.663752,1.54732,N/A,N/A
1978,1,1978,-8.548387097,250.1,163.285,1.05,N/A,0.003882553,0.296376422,0.002282918,1.705759067,0.055022,1.483093,1.538115,2.20088,N/A,N/A
1978,2,1978,-9.071428571,31.6,23.658,1.13,N/A,0.013200682,0.214150037,0.000652262,1.90938197,0.009164,0.287876,0.29704,0.27492,N/A,N/A
1978,3,1978,-3.129032258,82.6,27.985,1.22,N/A,0.005435575,0.314222258,0.000978393,1.896029648,0.09086,2.125298,2.216158,2.34584,N/A,N/A
1978,4,1978,2.833333333,85.2,220.345,1.12,N/A,0.009318128,0.291858489,0.000652262,1.782534916,0.410664,2.906172,3.316836,3.74028,N/A,N/A
1978,5,1978,12.96774194,113,124.668,0.99,N/A,0.013200682,0.133053135,0.000652262,1.849296523,0.27572,1.89275,2.16847,3.5708,N/A,N/A
1978,6,1979,15.66666667,148.1,84.029,1.11,N/A,0.007765107,0.040661399,0.001630656,1.899367729,0.348035,2.48808,2.836115,5.76109,N/A,N/A
