Year,Month,WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH3NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH3Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH3NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,N/A,N/A
1982,5,1982,N/A,21.6,107.6706,2.81,N/A,N/A,N/A,0.051,N/A,1.2555,1.0075,2.263,N/A,10.47999954,23.87000084,2.962233164,N/A,N/A,N/A,0.056500159,N/A,N/A,N/A
1982,6,1982,N/A,111.1,18.0848,3.31,N/A,N/A,0.001,0.061,N/A,1.62,2.52,4.14,N/A,15.03999996,92.98999786,3.237366771,N/A,N/A,9.78E-04,0.059661442,N/A,N/A,N/A
1982,7,1982,N/A,28,13.2334,3.895,N/A,0.001,0.0005,0.0555,N/A,2.015,4.03,6.045,N/A,16.79000092,25.02000046,3.750865217,N/A,1.40E-03,7.01E-04,0.056905217,N/A,N/A,N/A
1982,8,1982,N/A,51.8,5.207,4.3,N/A,N/A,0.001,0.059,N/A,2.077,1.829,3.906,N/A,17.5,26.51000023,3.842350333,N/A,N/A,8.94E-04,0.052720621,N/A,N/A,N/A
1982,9,1982,N/A,132.5,6.9596,4.695,N/A,N/A,0.001,0.0535,N/A,1.515,1.935,3.45,N/A,13.82499981,113.25,9.7,N/A,N/A,0.002083333,0.108333333,N/A,N/A,N/A
1982,10,1983,N/A,297,47.879,4.01,N/A,N/A,0.001,0.049,N/A,0.3565,0.5425,0.899,N/A,10.73999977,67.95999908,0.56302503,N/A,N/A,1.40E-04,0.006879857,N/A,N/A,N/A
1982,11,1983,N/A,252.2,83.5152,3.595,N/A,N/A,0.003,0.0515,N/A,0.39,0.66,1.05,N/A,5.130000114,398.0499878,6.279875802,N/A,N/A,0.008045585,0.094063737,N/A,N/A,N/A
1982,12,1983,N/A,425.3,370.3828,2.77,N/A,N/A,0.003,0.045,N/A,9.052,1.612,10.664,N/A,0.224999994,350.1900024,2.604685431,N/A,N/A,2.82E-03,0.042314384,N/A,N/A,N/A
1983,1,1983,N/A,339.1,252.7046,2.66,N/A,N/A,0.001,0.035,N/A,0.93,1.426,2.356,N/A,4.045000076,266.3800049,1.935506003,N/A,N/A,7.28E-04,0.025467184,N/A,N/A,N/A
1983,2,1983,N/A,398,263.3218,2.81,N/A,N/A,0.007,0.043,N/A,0.518,1.666,2.184,N/A,4.90500021,310.5700073,1.874962963,N/A,N/A,0.001963093,0.028399653,N/A,N/A,N/A
1983,3,1983,N/A,389.7,200.279,3.07,N/A,0.006,0.001,0.035,N/A,0.961,2.697,3.658,N/A,6.210000038,326.6000061,2.970336029,N/A,0.005805217,9.68E-04,0.033863766,N/A,N/A,N/A
1983,4,1983,N/A,133.9,112.6744,3,N/A,0.007,0.0095,0.043,N/A,2.175,3.18,5.355,N/A,7.414999962,104.0800018,2.599140285,N/A,0.005707495,0.004064428,0.037837564,N/A,N/A,N/A
1983,5,1983,N/A,119.9,71.8312,3.04,N/A,0.036,0.001,0.047,N/A,2.077,3.968,6.045,N/A,12.31499958,112.7900009,5.310349206,N/A,0.062885714,1.75E-03,0.082100794,N/A,N/A,N/A
1983,6,1983,N/A,102.8,24.0538,2.81,N/A,0.094,0.017,0.0485,N/A,0.645,1.305,1.95,N/A,13.36499977,86.38999939,2.219814903,N/A,0.073853821,0.01336972,0.038322259,N/A,N/A,N/A
1983,7,1983,N/A,94,27.5082,2.85,N/A,0.051,0.003,0.055,N/A,1.333,2.449,3.782,N/A,15.53999996,96.30999756,2.528473662,N/A,0.045246371,2.66E-03,0.048795106,N/A,N/A,N/A
1983,8,1983,N/A,55.5,11.049,3.11,N/A,0.0105,0.004,0.048,N/A,0.3565,1.24,1.5965,N/A,17.91500092,40.16999817,3.279927835,N/A,0.011073711,0.004218557,0.05062268,N/A,N/A,N/A
1983,9,1983,N/A,15.8,5.6134,3.34,N/A,N/A,0.056,0.05,N/A,0.36,0.81,1.17,N/A,13.82999992,22.37000084,2.828225806,N/A,N/A,0.047419355,0.04233871,N/A,N/A,N/A
1983,10,1984,N/A,78.7,4.1656,3.41,N/A,0.008,0.002,0.045,N/A,N/A,N/A,N/A,N/A,8.010000229,241.0599976,3.248072626,N/A,0.007620112,1.91E-03,0.042863128,N/A,N/A,N/A
1983,11,1984,N/A,499.5,145.796,3.935,N/A,0.0035,0.0015,0.043,0.33,0.21,1.44,1.65,21.9,3.829999924,497.1000061,4.612552809,N/A,0.004946409,0.002819981,0.040000782,0.620395869,N/A,N/A
1983,12,1984,N/A,372.3,275.6154,3.28,N/A,0.001,0.006,0.031,N/A,7.378,2.387,9.765,N/A,0.694999993,209.8200073,11.62514115,N/A,0.00354425,0.021265502,0.109871761,N/A,N/A,N/A
1984,1,1984,N/A,186.2,215.6714,3.1,N/A,0.0035,0.008,0.027,N/A,0.6975,1.209,1.9065,N/A,3.089999914,159.4100037,7.695789348,N/A,0.008929633,0.019799635,0.066766898,N/A,N/A,N/A
1984,2,1984,N/A,363.2,197.2564,2.81,N/A,0.003,0.002,0.03,N/A,0.232,0.957,1.189,N/A,4.360000134,304.480011,5.721407669,N/A,0.006108264,0.004072176,0.061082644,N/A,N/A,N/A
1984,3,1984,N/A,317,247.9548,2.77,N/A,N/A,0.001,0.031,N/A,0.31,2.077,2.387,N/A,6.525000095,255.1100006,2.080308188,N/A,N/A,7.44E-04,0.022728105,N/A,N/A,N/A
1984,4,1984,N/A,233.4,144.6276,2.8,N/A,0.004,0.002,0.035,N/A,1.11,0.84,1.95,N/A,5.864999771,191.2299957,4.100307547,N/A,0.005857582,2.93E-03,0.051253844,N/A,N/A,N/A
1984,5,1984,N/A,208,127.6604,2.915,N/A,0.001,0.0095,0.0305,N/A,0.403,2.7435,3.1465,N/A,9.81499958,189.6300049,2.498995709,N/A,8.67E-04,0.010406767,0.026326584,N/A,N/A,N/A
1984,6,1984,N/A,182.5,93.5736,2.84,N/A,0.001,0.01,0.024,N/A,N/A,1.89,1.89,N/A,12.72000027,152.2400055,1.828905964,N/A,6.44E-04,0.00643981,0.015455543,N/A,N/A,N/A
1984,7,1984,N/A,1,17.907,3.05,N/A,0.013,0.002,0.032,N/A,0.124,0.124,0.248,N/A,18.28499985,4.650000095,3.312261146,N/A,0.014117834,2.17E-03,0.034751592,N/A,N/A,N/A
1984,8,1984,N/A,9.1,5.9944,3.27,N/A,0.001,0.0025,0.0455,N/A,N/A,N/A,N/A,N/A,17.82500076,8.600000381,3.942663462,N/A,0.001669231,0.002384615,0.058959615,N/A,N/A,N/A
1984,9,1984,N/A,70.5,4.2926,3.8,N/A,0.002,0.002,0.048,N/A,1.65,2.88,4.53,N/A,14.125,62.75999832,3.056300268,N/A,1.61E-03,1.61E-03,0.038605898,N/A,N/A,N/A
1984,10,1985,N/A,279.3,23.876,3.435,N/A,0.005,0.001,0.05,N/A,0.785333333,1.405333333,2.190666667,N/A,8.670000076,199.3800049,1.778911695,N/A,0.002234368,5.25E-04,0.026264916,N/A,N/A,N/A
1984,11,1985,N/A,592.8,265.9634,3.13,N/A,0.024,0.001,0.029,N/A,N/A,2.1,2.1,N/A,0.504999995,215.5399933,5.669920233,N/A,0.043475427,1.81E-03,0.052532807,N/A,N/A,N/A
1984,12,1985,N/A,245,110.9726,2.97,N/A,0.025,0.0065,0.036,N/A,2.4335,2.9915,5.425,N/A,2.244999886,110.0899963,1.961719248,N/A,0.016581544,0.004302281,0.023771658,N/A,N/A,N/A
1985,1,1985,N/A,12.2,124.0536,2.92,N/A,N/A,0.003,0.04,N/A,0.651,0.651,1.302,N/A,1.894999981,16.47999954,5.133349265,N/A,N/A,0.005273989,0.070319853,N/A,N/A,N/A
1985,2,1985,N/A,285,96.8502,2.91,N/A,0.0055,0.003,0.0375,N/A,1.456,1.036,2.492,N/A,2.019999981,194.9100037,2.509050648,N/A,0.00578139,0.003420024,0.029556655,N/A,N/A,N/A
1985,3,1985,N/A,229.7,131.2164,2.87,N/A,0.021,0.004,0.039,N/A,0.465,0.496,0.961,N/A,3.980000019,170.8800049,3.627167072,N/A,0.026540247,0.005055285,0.04928903,N/A,N/A,N/A
1985,4,1985,N/A,121.5,230.378,2.8,N/A,0.003,0.001,0.047,N/A,2.13,1.77,3.9,N/A,8.859999657,100.8899994,4.237635527,N/A,0.004540324,1.51E-03,0.071131739,N/A,N/A,N/A
1985,5,1985,N/A,74.7,56.1848,2.885,N/A,0.0055,0.0005,0.04,N/A,0.899,1.271,2.17,N/A,10.82499981,56.63000107,4.449576564,N/A,0.007982941,2.23E-04,0.062075548,N/A,N/A,N/A
1985,6,1985,N/A,94.6,42.4688,3.08,N/A,0.004,0.001,0.035,N/A,1.68,2.49,4.17,N/A,15.39000034,73.01999664,9.907981725,N/A,0.012867509,0.003216877,0.112590701,N/A,N/A,N/A
1985,7,1985,N/A,5.1,9.8806,3.11,N/A,0.0055,N/A,0.0445,N/A,1.054,0.186,1.24,N/A,20.05999947,7.730000019,2.704266744,N/A,0.004939954,N/A,0.038678406,N/A,N/A,N/A
1985,8,1985,N/A,19.2,3.7338,3.81,N/A,0.004,N/A,0.045,N/A,N/A,N/A,N/A,N/A,16.83499908,17.37999916,2.871975684,N/A,3.02E-03,N/A,0.033920973,N/A,N/A,N/A
1985,9,1985,N/A,114.8,5.7912,3.94,N/A,0.002,0.001,0.05,N/A,1.95,N/A,N/A,N/A,12.04500008,96.29000092,5.059143969,N/A,2.57E-03,1.28E-03,0.064202335,N/A,N/A,N/A
1985,10,1986,N/A,204.7,17.907,4.38,N/A,0.008333333,0.001,0.037666667,N/A,0.24025,0.86025,1.1005,N/A,11.52499962,87.26999664,5.757511196,N/A,0.013724888,0.002538708,0.0599373,N/A,N/A,N/A
1985,11,1986,N/A,254,72.9996,3.93,N/A,0.005,0.026,0.035,N/A,0.45,1.38,1.83,N/A,6.230000019,370.0499878,1.878737697,N/A,2.39E-03,0.012429308,0.016731761,N/A,N/A,N/A
1985,12,1986,N/A,143.3,157.7848,3.56,N/A,0.009,0.046,0.0345,N/A,0.124,0.9145,1.0385,N/A,3.184999943,107.6999969,2.881107897,N/A,0.006750145,0.033797802,0.027882738,N/A,N/A,N/A
1986,1,1986,N/A,329.6,167.1066,3.69,N/A,0.007,0.003,0.041,N/A,0.186,1.674,1.86,N/A,4.534999847,270.9100037,2.069170648,N/A,0.003925256,1.68E-03,0.022990785,N/A,N/A,N/A
1986,2,1986,N/A,541.8,378.7902,3.29,N/A,0.0065,0.001,0.0365,N/A,0.924,1.792,2.716,N/A,4.065000057,454.8900146,1.803610743,N/A,0.004254968,9.09E-04,0.02127484,N/A,N/A,N/A
1986,3,1986,N/A,177.6,119.0498,3.22,N/A,0.005,0.082,0.032,N/A,0.403,1.457,1.86,N/A,7.735000134,160.6300049,2.918153935,N/A,0.004531295,0.074313237,0.029000288,N/A,N/A,N/A
1986,4,1986,N/A,182.5,74.4982,3.35,N/A,0.009,0.0445,0.0335,N/A,1.38,2.235,3.615,N/A,6.784999847,130.3099976,4.12046533,N/A,0.011985305,0.058066738,0.043601714,N/A,N/A,N/A
1986,5,1986,N/A,106.8,83.6422,3.53,N/A,0.009,0.007,0.031,N/A,1.178,2.015,3.193,N/A,11.23999977,91.5,2.359113112,N/A,0.006014736,0.004678128,0.020717424,N/A,N/A,N/A
1986,6,1986,N/A,19.1,18.288,3.62,N/A,0.033,0.005,0.037,N/A,0.03,0.03,0.06,N/A,16.60499954,27.12999916,3.805757196,N/A,0.034693367,0.005256571,0.038898623,N/A,N/A,N/A
1986,7,1986,N/A,51.6,7.5438,3.86,N/A,0.0085,0.001,0.047,N/A,0.496,1.395,1.891,N/A,15.5,33.34000015,3.987981928,N/A,0.009080572,1.03E-03,0.047106928,N/A,N/A,N/A
1986,8,1986,N/A,N/A,2.9972,4.11,N/A,0.001,0.001,0.038,N/A,N/A,N/A,N/A,N/A,19.95000076,3.529999971,3.303222222,N/A,8.04E-04,8.04E-04,0.030540741,N/A,N/A,N/A
1986,9,1986,N/A,241.8,19.7612,4.225,N/A,0.004,0.001,0.0415,N/A,0.825,2.16,2.985,N/A,11.97999954,166.5599976,4.130608696,N/A,0.003965217,9.91E-04,0.043356522,N/A,N/A,N/A
1986,10,1987,N/A,120,16.2306,4.32,N/A,0.007,0.002,0.044,N/A,0.186,0.775,0.961,N/A,13.60000038,4.940000057,2.07627907,N/A,0.003364341,9.61E-04,0.021147287,N/A,N/A,N/A
1986,11,1987,N/A,457.8,244.8814,3.76,N/A,0.0085,0.001,0.0495,N/A,0.855,2.145,3,N/A,5.824999809,155.8999939,4.565992733,N/A,7.25E-04,0.002497438,0.063318504,N/A,N/A,N/A
1986,12,1987,N/A,124.7,69.1896,3.16,N/A,N/A,0.008,0.037,N/A,0.651,1.085,1.736,N/A,1.25,377.6600037,2.018628421,N/A,N/A,0.005110452,0.023635839,N/A,N/A,N/A
1987,1,1987,N/A,331.6,161.7472,3.445,N/A,0.012,0.0075,0.034,N/A,1.1005,1.178,2.2785,N/A,1.809999943,230.9900055,5.293775489,N/A,0.020423517,0.011255627,0.053736541,N/A,N/A,N/A
1987,2,1987,N/A,173.3,162.052,3.13,N/A,0.009,0.001,0.045,N/A,0.616,1.204,1.82,N/A,4.514999866,166.2200012,2.324979241,N/A,0.006685244,7.43E-04,0.033426219,N/A,N/A,N/A
1987,3,1987,N/A,191.9,100.2792,3.34,N/A,0.004,0.0035,0.04,N/A,1.0075,2.046,3.0535,N/A,5.925000191,153.25,2.026163386,N/A,0.00242667,0.002118045,0.024245534,N/A,N/A,N/A
1987,4,1987,N/A,77.5,35.3568,4.48,N/A,0.005,0.001,0.042,N/A,1.53,1.65,3.18,N/A,10.48499966,68.20999908,3.553950339,N/A,0.003966462,7.93E-04,0.033318284,N/A,N/A,N/A
1987,5,1987,N/A,102.8,18.9484,4.23,N/A,0.003,N/A,0.03,N/A,0.124,1.116,1.24,N/A,12.64000034,79.13999939,6.172685576,N/A,0.004377791,N/A,0.043777912,N/A,N/A,N/A
1987,6,1987,N/A,18.1,10.4394,4.485,N/A,0.005,0.001,0.033,N/A,0.675,1.92,2.595,N/A,16.51499939,19.73999977,5.430456026,N/A,0.005570033,1.21E-03,0.037947883,N/A,N/A,N/A
1987,7,1987,N/A,100.9,7.4676,4.88,N/A,0.005,0.001,0.041,N/A,0.992,2.635,3.627,N/A,15.99499989,97.02999878,5.594329738,N/A,0.005731895,1.15E-03,0.047001541,N/A,N/A,N/A
1987,8,1987,N/A,1.3,3.8862,5.255,N/A,0.004,0.0005,0.052,N/A,0.0465,1.4415,1.488,N/A,18.41500092,3.869999886,5.388818444,N/A,0.004556196,6.25E-04,0.052530259,N/A,N/A,N/A
1987,9,1987,N/A,14.8,2.3114,5.65,N/A,0.005,0.001,0.041,N/A,0.13,0.63,0.76,N/A,16.30999947,10.35999966,6.053571429,N/A,0.005357143,1.07E-03,0.043928571,N/A,N/A,N/A
1987,10,1988,N/A,4.4,0.3556,5.995,N/A,0.009,0.002,0.047,N/A,N/A,N/A,N/A,N/A,13.74499989,14.52999973,6.543214286,N/A,0.011071429,0.002214286,0.05425,N/A,N/A,N/A
1987,11,1988,N/A,192.7,5.6642,4.85,N/A,0.008,0.006,0.047,N/A,0.1725,0.4125,0.585,N/A,4.360000134,550.539978,2.915831663,N/A,0.004809619,0.003607214,0.028256513,N/A,N/A,N/A
1987,12,1988,N/A,439.7,121.539,3.39,N/A,0.0065,0.001,0.039,N/A,0.248,0.5332,0.7812,N/A,2.61500001,171.6900024,1.078860522,N/A,0.001990238,3.11E-04,0.012476816,N/A,N/A,N/A
1988,1,1988,N/A,353.1,193.7766,3,N/A,0.004,0.017,0.031,N/A,0.1705,0.558,0.7285,N/A,1.434999943,284.5100098,1.774035914,N/A,2.37E-03,0.01005287,0.018331704,N/A,N/A,N/A
1988,2,1988,N/A,116,115.3922,3.03,N/A,0.012,0.001,0.032,N/A,0.232,0.44225,0.67425,N/A,4.860000134,97.84999847,7.868177505,N/A,0.031161099,2.60E-03,0.083096264,N/A,N/A,N/A
1988,3,1988,N/A,274.1,102.1842,3.265,N/A,0.0095,0.002,0.038,N/A,0.4836,0.7564,1.24,N/A,5.284999847,225.8300018,1.929427264,N/A,0.00568293,1.18E-03,0.021984146,N/A,N/A,N/A
1988,4,1988,N/A,239.7,130.0226,3.26,N/A,0.01,0.001,0.037,N/A,0.5175,1.0275,1.545,N/A,8.319999695,196.5599976,1.690200895,N/A,0.005184665,5.18E-04,0.019183262,N/A,N/A,N/A
1988,5,1988,N/A,165.9,87.8586,3.44,N/A,0.009,0.001,0.042,N/A,0.4154,0.9238,1.3392,N/A,10.22500038,152.0599976,4.130958317,N/A,0.008393066,1.21E-03,0.053912868,N/A,N/A,N/A
1988,6,1988,N/A,92,62.9158,3.57,N/A,0.008,0.001,0.038,N/A,0.13,0.74,0.87,N/A,14.08500004,83.30999756,2.446003263,N/A,0.00548124,6.85E-04,0.026035889,N/A,N/A,N/A
1988,7,1988,N/A,11,12.1412,4.215,N/A,0.0085,0.0015,0.052,N/A,0.051666667,0.258333333,0.31,N/A,18.43000031,8.630000114,4.061204139,N/A,0.009682032,1.31E-03,0.051720132,N/A,N/A,N/A
1988,8,1988,N/A,N/A,3.175,4.62,N/A,0.004,0.001,0.039,N/A,N/A,N/A,N/A,N/A,18.31500053,2.079999924,4.62,N/A,0.004,1.00E-03,0.039,N/A,N/A,N/A
1988,9,1988,N/A,75.2,3.2004,4.935,N/A,0.0055,0.001,0.051,N/A,0.375,0.6,0.975,N/A,15.56999969,55.65999985,14.41795775,N/A,0.017640845,0.002957746,0.156338028,N/A,N/A,N/A
1988,10,1989,N/A,13.2,0.889,4.87,N/A,0.007,N/A,0.058,0.28,0.0465,0.227333333,0.273833333,0.31,9.449999809,108.3399963,4.025866667,N/A,0.005786667,N/A,0.047946667,0.231466667,N/A,N/A
1988,11,1989,N/A,715.1,197.0278,3.73,N/A,0.0105,0.001,0.0385,0.325,0.645,0.969,1.614,1.875,5.715000153,182.3300018,2.810765356,N/A,0.011861576,8.66E-04,0.025021421,0.278307185,N/A,N/A
1988,12,1989,N/A,192.7,95.5548,3.23,N/A,0.006,0.002,0.033,N/A,0.144666667,0.2635,0.408166667,0.206666667,3.400000095,85.98000336,1.195296646,N/A,2.22E-03,7.40E-04,0.012212009,N/A,N/A,N/A
1989,1,1989,N/A,289.2,179.9082,3.08,N/A,0.007,0.001,0.033,0.16,0.3162,0.4526,0.7688,1.674,1.825000048,265.4599915,6.667230994,N/A,0.014333397,0.002190698,0.072293038,0.510750111,N/A,N/A
1989,2,1989,N/A,142.5,103.9368,3.17,N/A,0.006,0.002,0.036666667,0.07,0.266,0.329,0.595,N/A,-0.215000004,107.8199997,2.393944182,N/A,0.004567833,0.001780021,0.029388785,0.050113025,N/A,N/A
1989,3,1989,N/A,387.3,280.289,2.84,N/A,0.009,0.003,0.03,N/A,0.61225,0.5735,1.18575,N/A,4.440000057,322.6799927,2.640734199,N/A,0.008368524,2.79E-03,0.02789508,N/A,N/A,N/A
1989,4,1989,N/A,130.7,213.868,3.025,N/A,0.0055,0.0025,0.036,0.265,2.19,1.77,3.96,N/A,10.27999973,101.6399994,2.492440651,N/A,0.003730595,0.001579621,0.031878101,0.226188317,N/A,N/A
1989,5,1989,N/A,116.4,35.6616,3.13,N/A,0.008,N/A,0.034,0.26,0.2666,0.4712,0.7378,0.248,10.93500042,106.1200027,1.954873681,N/A,0.004996482,N/A,0.02123505,0.162385673,N/A,N/A
1989,6,1989,N/A,43,20.2184,3.445,N/A,0.008,0.001,0.038,0.275,0.12,0.57,0.69,N/A,15.71000004,32.47999954,3.154488989,N/A,0.006030491,9.32E-04,0.035759458,0.254432524,N/A,N/A
1989,7,1989,N/A,25.9,8.4836,3.78,N/A,0.011,0.001,0.034,0.28,0.0775,0.3255,0.403,N/A,16.25499916,18.98999977,4.263962264,N/A,0.012408356,1.13E-03,0.0383531,0.315849057,N/A,N/A
1989,8,1989,N/A,105.8,6.731,4.345,N/A,0.0055,0.001,0.035,0.28,0.0992,0.2666,0.3658,N/A,16.30999947,81.93000031,3.084210526,N/A,0.003973684,7.11E-04,0.024894737,0.198947368,N/A,N/A
1989,9,1989,N/A,23.6,2.7432,4.59,N/A,0.01,N/A,0.039,0.32,0.27,0.67,0.94,0.6,15.96500015,16.82999992,3.386065574,N/A,0.007377049,N/A,0.028770492,0.236065574,N/A,N/A
1989,10,1990,N/A,108.8,4.5974,4.61,N/A,0.0085,0.001,0.0425,0.32,0.2325,0.4495,0.682,N/A,8.555000305,207.9900055,2.818746867,N/A,0.004817043,6.22E-04,0.027192982,0.21754386,N/A,N/A
1989,11,1990,N/A,211.8,13.5636,3.99,N/A,0.006,0.001,0.048,0.35,0.255,0.36,0.615,N/A,4.84499979,274.2799988,1.920861486,N/A,2.89E-03,4.81E-04,0.023108108,0.168496622,N/A,N/A
1989,12,1990,N/A,107.6,62.0522,3.6,N/A,0.006,0.001,0.037,0.24,0.103333333,0.248,0.351333333,N/A,-1.460000038,152.0599976,4.206287921,N/A,0.00701048,1.17E-03,0.043231293,0.280419195,N/A,N/A
1990,1,1990,N/A,536.6,196.9262,3.14,N/A,0.006333333,0.001333333,0.03,0.096666667,0.2356,0.713,0.9486,N/A,2.980000019,399.980011,3.904612325,N/A,0.011885638,0.002617307,0.040875963,0.363884673,N/A,N/A
1990,2,1990,N/A,336.1,123.952,3.11,N/A,0.004,0.001,0.028,0.3,0.373333333,0.7,1.073333333,N/A,1.49000001,253.9799957,3.326111367,N/A,0.004277957,1.07E-03,0.029945697,0.320846756,N/A,N/A
1990,3,1990,N/A,121.1,222.8596,3.24,N/A,0.0055,0.0015,0.029,0.185,0.11625,0.34875,0.465,0.5425,6.300000191,100.5999985,3.147377418,N/A,0.005350983,1.45E-03,0.028201146,0.18139395,N/A,N/A
1990,4,1990,N/A,204.8,155.0924,3.14,N/A,0.001,N/A,0.029,0.1,0.165,0.48,0.645,0.6,10.06000042,187.3200073,0.879985289,N/A,2.80E-04,N/A,0.008127253,0.028025009,N/A,N/A
1990,5,1990,N/A,149.6,57.2008,3.245,N/A,0.0095,0.001,0.0315,0.105,0.434,0.527,0.961,0.93,10.10000038,111.9599991,2.538545944,N/A,0.006886486,7.88E-04,0.02474995,0.082057006,N/A,N/A
