Year,Month,WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH3NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH3Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH3NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,N/A,N/A,N/A
1999,7,1999,17.52258065,8.9,7.6708,6.23,N/A,0.009,0.001,0.025,0.21,0.062,0.006,0.248,0.31,17.20499992,12.53999996,5.044440299,N/A,0.007287313,8.10E-04,0.020242537,0.170037313,N/A,N/A,N/A
1999,8,1999,18.32064516,70.6,5.7658,6.97,N/A,0.011,0.0005,0.0295,0.22,0.547666667,0.098,1.560333333,1.86,18.10499954,61.77000046,9.896395939,N/A,0.014634518,5.51E-04,0.041621827,0.311573604,N/A,N/A,N/A
1999,9,1999,14.10866667,0.8,1.8288,6.97,N/A,0.003,N/A,0.021,0.25,N/A,N/A,N/A,N/A,15.86499977,2.220000029,6.433846154,N/A,2.77E-03,N/A,0.019384615,0.230769231,N/A,N/A,N/A
1999,10,2000,9.169333333,99,6.2484,7.05,N/A,0.007,0.001,0.03,0.3,0.031,0.008,0.155,0.465,9.630000114,128.0399933,2.052112676,N/A,2.04E-03,2.91E-04,0.008732394,0.087323944,N/A,N/A,N/A
1999,11,2000,6.946,462.9,145.7706,5.715,N/A,0.0065,0.0005,0.031,0.205,0.108,0.013,0.186,2.52,3.079999924,121.1299973,2.530955189,N/A,0.004304245,4.72E-04,0.011880896,0.056308962,N/A,N/A,N/A
1999,12,2000,1.850322581,388.3,299.9994,3.65,N/A,0.007,N/A,0.024,0.14,0.28675,0.015,0.403,2.2475,3.00999999,176.4600067,6.281906355,N/A,0.012047492,N/A,0.041305686,0.240949833,N/A,N/A,N/A
2000,1,2000,0.887096774,549.5,403.7076,3.77,N/A,0.003,N/A,0.026,0.135,0.25575,0.029,0.4805,2.015,1.445000052,362.9599915,4.358063165,N/A,0.004560894,N/A,0.029339993,0.156188077,N/A,N/A,N/A
2000,2,2000,3.309655172,249.2,173.736,3.92,N/A,0.008,0.003,0.025,0.13,0.0812,0.035,0.2842,0.696,3.779999971,224.6100006,6.188452656,N/A,0.012629495,0.004736061,0.039467173,0.205229297,N/A,N/A,N/A
2000,3,2000,5.007096774,178.8,117.4496,4.05,N/A,0.004,N/A,0.0275,0.13,0.05425,0.014,0.16275,1.085,4.53000021,142.5500031,2.672502439,N/A,0.002502683,N/A,0.018218171,0.088085366,N/A,N/A,N/A
2000,4,2000,9.527333333,116.4,35.4838,4.81,N/A,0.007,N/A,0.026,0.14,0.06,0.022,0.39,1.35,9.220000267,95.52999878,4.302256245,N/A,0.00626108,N/A,0.023255439,0.125221595,N/A,N/A,N/A
2000,5,2000,11.32666667,157.7,39.1668,5.125,N/A,0.0155,0.001,0.025,0.15,0.10075,0.017,0.2325,1.1625,10.77499962,123.9400024,3.464119795,N/A,0.010371074,6.79E-04,0.01634916,0.105069394,N/A,N/A,N/A
2000,6,2000,16.25595238,90,15.5702,5.74,N/A,0.04,0.001,0.035,0.18,0.105,0.008,0.225,1.5,15.86999989,63.86000061,3.777696527,N/A,0.026325411,6.58E-04,0.023034735,0.118464351,N/A,N/A,N/A
2000,7,2000,17.6483871,3.4,7.6962,6.48,N/A,0.007,N/A,0.022,0.18,0.31,0.007,0.527,N/A,17.42499924,10.18000031,8.153800738,N/A,0.008808118,N/A,0.027682657,0.226494465,N/A,N/A,N/A
2000,8,2000,17.42709677,0.8,3.3782,6.9,N/A,0.0065,N/A,0.0275,0.225,N/A,N/A,N/A,N/A,17.67000008,2.029999971,9.3,N/A,0.00876087,N/A,0.037065217,0.30326087,N/A,N/A,N/A
2000,9,2000,14.21,47.3,3.2004,7.02,N/A,0.009,0.001,0.033,0.24,0.1,0.031,0.41,1.05,15.125,31.79999924,7.589189189,N/A,0.00972973,1.08E-03,0.035675676,0.259459459,N/A,N/A,N/A
2000,10,2001,8.863225806,133.2,8.9916,6.905,N/A,0.014,0.0015,0.033,0.285,0.036166667,0.026,0.1705,0.465,9.909999847,164.8500061,6.537149682,N/A,0.009675159,4.44E-04,0.028433121,0.284824841,N/A,N/A,N/A
2000,11,2001,2.206,138.2,15.0622,5.57,N/A,0.009,0.001,0.028,0.27,0.015,0.007,0.0675,0.6,5.824999809,315.1400146,2.202824859,N/A,0.003559322,3.95E-04,0.011073446,0.106779661,N/A,N/A,N/A
2000,12,2001,1.752903226,272.4,95.7326,4.47,N/A,0.005,0.001,0.02,0.24,0.1085,0.016,0.2325,1.705,1.940000057,386.9100037,1.245008977,N/A,1.48E-03,2.97E-04,0.006131358,0.063447038,N/A,N/A,N/A
2001,1,2001,1.760645161,105,39.3192,4.29,N/A,0.005,N/A,0.019,0.21,0.062,0.015,0.155,0.5425,2.964999914,85.43000031,5.315734012,N/A,0.006195494,N/A,0.023542878,0.260210756,N/A,N/A,N/A
2001,2,2001,2.508641975,72.7,27.9908,4.125,N/A,0.006,0.0005,0.018,0.2,0.049,0.042,0.343,0.56,3,67.26999664,4.124846626,N/A,0.004981595,3.29E-04,0.017693252,0.200408998,N/A,N/A,N/A
2001,3,2001,6.290967742,191.7,59.2328,4.38,N/A,0.012,N/A,0.027,0.21,0.56575,0.026,0.76725,1.3175,6.170000076,145.3500061,5.662987391,N/A,0.015515034,N/A,0.034908826,0.271513094,N/A,N/A,N/A
2001,4,2001,7.211851852,164.7,41.5798,4.39,N/A,0.03,0.001,0.025,0.17,0.1275,0.046,0.4725,1.125,6.315000057,149.3500061,20.45031056,N/A,0.139751553,0.004658385,0.116459627,0.791925466,N/A,N/A,N/A
2001,5,2001,13.62645161,114.1,49.4284,4.88,N/A,0.0125,0.0005,0.0225,0.265,0.11625,0.034,0.37975,1.085,13.52999973,96.30999756,5.56778679,N/A,0.007803882,2.60E-04,0.024650927,0.247946118,N/A,N/A,N/A
2001,6,2001,13.794,86.2,11.1506,5.72,N/A,0.011,0.001,0.017,0.2,0.04,0.02,0.24,0.5,13.16499996,74.16000366,7.537984496,N/A,0.014496124,1.32E-03,0.022403101,0.263565891,N/A,N/A,N/A
2001,7,2001,17.68516129,14.7,4.0894,6.77,N/A,0.005,0.001,0.025,0.2,0.0155,0.008,0.1395,0.31,17.45999908,19.10000038,6.360308219,N/A,0.003184932,6.37E-04,0.025160959,0.19109589,N/A,N/A,N/A
2001,8,2001,18.56533333,15,1.8542,7.64,1.66,0.007,N/A,0.031,0.22,0.093,0.008,0.341,0.62,18.64500046,16.10000038,4.014237288,0.87220339,0.003677966,N/A,0.016288136,0.11559322,N/A,N/A,N/A
2001,9,2001,14.81466667,27.7,1.0922,7.775,1.65,0.008,0.0035,0.0265,0.305,0.165,0.032,0.645,0.45,16.26499939,26.13999939,11.66625,3.7125,0.012,0.003375,0.037125,0.49875,N/A,N/A,N/A
2001,10,2002,8.990322581,223.8,22.479,6.76,N/A,0.005,0.001,0.024,0.31,0.041333333,0.014,0.113666667,1.033333333,9.18999958,22.87000084,0.533231552,N/A,3.94E-04,7.89E-05,1.89E-03,0.024452926,N/A,N/A,N/A
2001,11,2002,5.416666667,342.4,113.0554,5.11,N/A,0.002,N/A,0.0235,0.23,0.105,0.013,0.2025,1.575,6.465000153,169.8800049,1.469961977,N/A,1.52E-04,N/A,0.00634981,0.069961977,N/A,N/A,N/A
2001,12,2002,1.3,494.1,341.4268,3.59,N/A,0.008,N/A,0.017,0.18,0.682,0.042,1.0075,3.1775,3.450000048,351.730011,5.931107847,N/A,0.013216953,N/A,0.028086026,0.297381452,N/A,N/A,N/A
2002,1,2002,2.058,408,276.1996,3.94,1.93,0.003,N/A,0.021,0.155,0.093,0.065,0.496,0.992,1.50999999,326.3099976,5.651498858,3.272826448,0.003735831,N/A,0.029664625,0.222299668,N/A,N/A,N/A
2002,2,2002,1.818571429,147.2,169.7482,3.88,N/A,0.004,0.001,0.025,0.14,0.056,0.032,0.28,0.35,3.724999905,130.9199982,3.005560054,N/A,0.003098516,7.75E-04,0.019365722,0.108448043,N/A,N/A,N/A
2002,3,2002,3.606451613,242.1,154.9146,4.39,N/A,0.001,N/A,0.025,0.14,0.03875,0.05,0.42625,2.273333333,3.724999905,200.8999939,11.80000185,N/A,2.69E-03,N/A,0.067198188,0.376309854,N/A,N/A,N/A
2002,4,2002,8.550333333,178.4,82.1182,4.36,N/A,0.004,N/A,0.024,0.145,N/A,0.016,0.096,0.675,7.804999828,165.0899963,2.316393443,N/A,0.002103244,N/A,0.012901988,0.077537496,N/A,N/A,N/A
2002,5,2002,11.14225806,48.9,20.8788,5.03,N/A,0.007,N/A,0.022,0.17,0.041333333,0.008,0.124,0.465,10.36999989,50.38999939,5.147620358,N/A,0.007163686,N/A,0.022514443,0.173975241,N/A,N/A,N/A
2002,6,2002,15.99866667,46.4,10.7696,6.05,N/A,0.0205,0.0005,0.026,0.18,0.045,0.005,0.12,0.3,15.24499989,41.50999832,5.934868421,N/A,0.01875,3.95E-04,0.025263158,0.175657895,N/A,N/A,N/A
2002,7,2002,19.81758065,2.3,4.4196,7.14,N/A,0.003,0.001,0.018,0.19,0.217,0.038,0.806,0.31,19.45499992,3.380000114,7.00443038,N/A,2.94E-03,9.81E-04,0.017658228,0.186392405,N/A,N/A,N/A
2002,8,2002,17.79677419,7.4,1.778,7.51,1.54,0.006,N/A,0.024,0.21,0.031,0.004,0.155,N/A,17.84000015,10.77000046,10.24087719,1.675087719,0.009517544,N/A,0.032903509,0.282807018,N/A,N/A,N/A
2002,9,2002,14.24977778,54.4,1.5494,N/A,1.76,N/A,N/A,0.027,N/A,N/A,N/A,N/A,N/A,15.56000042,41.25999832,N/A,7.68,N/A,N/A,0.117818182,N/A,N/A,N/A,N/A
2002,10,2003,7.911827957,16.4,3.1242,6.955,1.81,0.008,0.001,0.0175,0.29,0.0372,0.02,0.1612,0.413333333,11.15499973,97.87999725,5.895740741,1.486851852,0.006601852,8.61E-04,0.014351852,0.255462963,N/A,N/A,N/A
2002,11,2003,4.472222222,218.9,27.6098,5.49,3.48,0.004,N/A,0.029,0.27,0.12,0.026,0.38,1.4,3.319999933,212.3000031,8.847520661,5.608264463,0.006446281,N/A,0.046735537,0.435123967,N/A,N/A,N/A
2002,12,2003,2.922580645,402.7,140.6652,4.565,3.225,0.0055,0.0005,0.019,0.165,0.093,0.045,0.372,0.682,2.769999981,421.0899963,4.447261517,4.398827966,0.00371545,6.63E-05,0.023420607,0.041798818,N/A,N/A,N/A
2003,1,2003,4.655913978,380.1,204.1144,3.69,2.56,0.011,N/A,0.018,0.13,0.11625,0.007,0.1705,0.826666667,5.380000114,301.3900146,0.465718096,0.323099817,1.39E-03,N/A,2.27E-03,0.016407413,N/A,N/A,N/A
2003,2,2003,2.769047619,157.4,129.8194,3.95,N/A,0.003,N/A,0.022,0.13,0.14,0.01,0.21,0.56,3.644999981,138.7299957,1.538145695,N/A,1.17E-03,N/A,0.008566887,0.050622517,N/A,N/A,N/A
2003,3,2003,6.234408602,488.7,330.9874,4.125,2.15,0.0105,0.0005,0.022,0.15,0.3255,0.038,0.62,2.945,5.84499979,350.5899963,4.217561672,3.922963732,0.015906518,9.12E-04,0.023068207,0.159870164,N/A,N/A,N/A
2003,4,2003,6.662222222,209.4,120.4722,4.59,N/A,0.003,N/A,0.023,0.15,0.12,0.034,0.324,1.62,6.184999943,186.3000031,4.028805899,N/A,2.63E-03,N/A,0.020187916,0.131660324,N/A,N/A,N/A
2003,5,2003,11.62580645,89.2,43.0276,5.315,1.59,0.0075,0.0005,0.0255,0.165,0.03875,0.039,0.341,1.085,10.93000031,65.13999939,6.190189873,2.205109927,0.00951066,2.38E-04,0.034418055,0.197338441,N/A,N/A,N/A
2003,6,2003,16.95444444,5.6,13.4874,6.42,1.48,0.006,N/A,0.022,0.18,0.09,0.032,0.57,0.3,16.40500069,5.130000114,7.752966102,1.787288136,0.007245763,N/A,0.026567797,0.217372881,N/A,N/A,N/A
2003,7,2003,20.025,N/A,4.9276,7.29,1.19,0.009,N/A,0.024,0.205,N/A,N/A,N/A,N/A,20.18000031,0.469999999,6.541,1.519,0.010029412,N/A,0.022611765,0.185088235,N/A,N/A,N/A
2003,8,2003,19.41129032,7.2,1.6002,8.12,N/A,0.005,N/A,0.027,0.23,0.093,0.041,1.364,N/A,19.07500076,16.07999992,4.416140351,N/A,2.72E-03,N/A,0.014684211,0.125087719,N/A,N/A,N/A
2003,9,2003,15.19666667,88.1,3.7846,7.745,1.93,0.004,N/A,0.027,0.25,0.12,0.031,0.3525,1.4,16.69499969,57.75999832,36.75348837,16.15813953,0.021976744,N/A,0.145465116,1.13372093,N/A,N/A,N/A
2003,10,2004,10.15241935,113.2,11.5062,6.86,2.55,0.006,N/A,0.027,0.26,0.0496,0.036,0.2728,1.24,9.975000381,131.6499939,2.625432099,0.975925926,2.30E-03,N/A,0.010333333,0.099506173,N/A,N/A,N/A
2003,11,2004,3.4475,297.3,81.1276,6.76,N/A,0.017,N/A,0.027,0.31,0.09,0.032,0.33,0.975,4.989999771,131.5200043,0.789663717,N/A,1.99E-03,N/A,0.003153982,0.036212389,N/A,N/A,N/A
2003,12,2004,2.692741935,496.6,264.4902,4.16,3.59,0.006,0.0005,0.024,0.205,0.3658,0.104,1.0106,0.62,3.450000048,231.3899994,1.406822319,1.197748646,0.00191441,2.20E-04,0.008292416,0.068431744,N/A,N/A,N/A
2004,1,2004,1.232258065,424.3,383.6416,3.4,2.5,0.055,N/A,0.022,0.16,0.31775,0.085,0.9765,1.7825,2.369999886,339.75,1.975905594,1.45287176,0.031963179,N/A,0.012785271,0.092983793,N/A,N/A,N/A
2004,2,2004,3.398103448,209,205.2574,3.85,1.93,0.006,0.0005,0.0265,0.165,0.261,0.09,0.9135,1.595,4.059999943,163.3099976,4.775870445,3.969392713,0.007578947,2.35E-04,0.031489879,0.212388664,N/A,N/A,N/A
2004,3,2004,6.96516129,132.4,86.6648,4.38,1.68,0.008,0.001,0.027,0.14,0.02325,0.052,0.42625,1.446666667,7.550000191,99.41999817,2.111733951,0.809980146,0.003857048,4.82E-04,0.013017538,0.067498345,N/A,N/A,N/A
2004,4,2004,9.649333333,135.6,48.1838,5.115,1.6,0.0055,N/A,0.029,0.175,0.0375,0.049,0.54,1.3,9.489999771,99.84999847,2.291875,0.7275,0.002330357,N/A,0.012696429,0.078303571,N/A,N/A,N/A
2004,5,2004,11.88,170.7,32.1564,5.8,1.63,0.026,N/A,0.022,0.21,0.103333333,0.076,0.888666667,1.343333333,11.24499989,147.6399994,3.37125,0.9474375,0.0151125,N/A,0.0127875,0.1220625,N/A,N/A,N/A
2004,6,2004,15.485,63,19.5326,6.15,2.045,0.1095,N/A,0.0505,0.195,0.1,0.079,0.89,1.6,15.28499985,57.47000122,10.4681085,4.236290323,0.261752199,N/A,0.094662757,0.364222874,N/A,N/A,N/A
2004,7,2004,19.54193548,1.8,7.0358,7.49,1.41,0.152,N/A,0.061,0.23,N/A,N/A,N/A,N/A,19.50499916,2.109999895,5.594939759,1.053253012,0.113542169,N/A,0.045566265,0.171807229,N/A,N/A,N/A
2004,8,2004,19.20387097,113.6,6.4262,7.925,1.75,0.0115,0.0015,0.0315,0.215,0.144666667,0.026,0.413333333,1.24,19.34499931,90.84999847,3.283497758,0.78264574,0.00444843,6.95E-04,0.012650224,0.08896861,N/A,N/A,N/A
2004,9,2004,13.32666667,103.8,8.8392,7.15,2.29,0.009,0.001,0.032,0.22,0.13,0.009,0.22,1,13.66499996,80.43000031,7.63592233,2.445631068,0.00961165,1.07E-03,0.034174757,0.234951456,N/A,N/A,N/A
2004,10,2005,9.471612903,148,15.0114,7.33,2.26,0.014,0.003,0.041,0.25,0.03875,0.042,0.36425,1.136666667,10.07499981,107.9499969,2.168225191,0.66851145,0.004141221,8.87E-04,0.012127863,0.073950382,N/A,N/A,N/A
2004,11,2005,4.281333333,113.8,23.3426,5.93,3.055,0.0075,0.0015,0.0275,0.25,0.132,0.039,0.366,0.6,4.579999924,315.9400024,18.27316176,9.803860294,0.026084559,0.005753676,0.087591912,0.708455882,N/A,N/A,N/A
2004,12,2005,2.732903226,257.7,115.1636,4.46,3.89,0.015,0.001,0.021,0.21,0.22475,0.068,0.75175,1.24,2.089999914,409.8399963,4.609813386,4.020666833,0.015503857,1.03E-03,0.021705399,0.217053994,N/A,N/A,N/A
2005,1,2005,1.859354839,78.7,48.8696,4.135,2.675,0.003,0.002,0.022,0.21,0.05425,0.037,0.341,0.62,3.089999914,97.94999695,1.988363636,1.292,1.50E-03,9.64E-04,0.010654545,0.100909091,N/A,N/A,N/A
2005,2,2005,2.247857143,92.5,35.9156,4.43,1.94,0.007,N/A,0.022,0.2,0.091,0.052,0.455,0.28,4.614999771,64.94999695,4.35575419,1.907486034,0.006882682,N/A,0.021631285,0.196648045,N/A,N/A,N/A
2005,3,2005,6.159354839,275.9,115.443,4.66,2.265,0.01,0.001,0.0235,0.18,0.372,0.109,1.21675,1.653333333,7.059999943,175.8899994,14.95526812,8.649215492,0.044499007,0.003209285,0.083172046,0.515640516,N/A,N/A,N/A
2005,4,2005,8.238,171.1,81.153,4.27,1.88,0.012,0.001,0.021,0.14,0.54,0.126,1.485,1.8,7.639999866,156.4499969,2.939110484,1.294034592,0.008259795,6.88E-04,0.014454642,0.096364278,N/A,N/A,N/A
2005,5,2005,12.7883871,212.8,70.5866,5.28,1.845,0.0105,0.001,0.027,0.15,0.1922,0.153,1.1408,1.426,11.96500015,199.2899933,10.01943159,3.283822574,0.025329882,0.001900528,0.048243199,0.285079172,N/A,N/A,N/A
2005,6,2005,13.68333333,109.4,32.4104,5.8,1.76,0.006,N/A,0.033,0.15,0.13,0.043,0.56,1,13.11499977,85.55000305,3.071491615,0.932038835,0.003177405,N/A,0.017475728,0.079435128,N/A,N/A,N/A
2005,7,2005,19.03354839,12.2,10.0838,7,1.3,0.018,0.001,0.041,0.17,0.031,0.009,0.31,0.62,19.29000092,11.13000011,9.220963173,1.712464589,0.023711048,1.32E-03,0.054008499,0.223937677,N/A,N/A,N/A
2005,8,2005,18.70580645,0.8,3.5052,7.4,1.465,0.009,0.0005,0.0335,0.19,N/A,N/A,N/A,N/A,19.45000076,5.179999828,8.905891473,1.772286822,0.013217054,8.41E-04,0.040972868,0.228294574,N/A,N/A,N/A
2005,9,2005,12.85133333,52.6,3.9878,8.17,1.61,0.015,0.001,0.024,0.21,0.21,0.021,0.525,1.5,13.92500019,27.26000023,12.4326087,2.45,0.022826087,1.52E-03,0.036521739,0.319565217,N/A,N/A,N/A
2005,10,2006,9.602903226,155.3,17.8308,7.59,1.92,0.0085,0.0005,0.0265,0.24,0.0248,0.019,0.1426,0.372,9.640000343,69,5.570032154,1.332700965,0.005457395,2.24E-04,0.019287781,0.173440514,N/A,N/A,N/A
2005,11,2006,3.632,360.8,108.4072,5.24,3.79,0.008,N/A,0.022,0.21,0.096,0.074,0.54,1.14,4.630000114,553.5999756,1.578646934,1.141807611,2.41E-03,N/A,0.006627907,0.063266385,N/A,N/A,N/A
2005,12,2006,1.029032258,505.1,289.9918,4.255,2.625,0.0015,N/A,0.0225,0.175,0.14725,0.063,0.6355,0.8525,2.535000086,305.7399902,4.678439383,2.739829068,1.25E-03,N/A,0.027125383,0.195583934,N/A,N/A,N/A
2006,1,2006,2.752258065,677.2,575.31,3.68,2.08,0.026,0.001,0.026,0.12,0.2232,0.11,0.9052,1.488,2.849999905,517.7399902,3.897354582,2.20285259,0.027535657,1.06E-03,0.027535657,0.127087649,N/A,N/A,N/A
2006,2,2006,1.517142857,141.8,176.8094,4.26,1.315,0.01,0.0005,0.0285,0.125,0.28,0.036,0.532,0.7,2.855000019,137.25,3.259031265,1.108229386,0.006649603,2.43E-04,0.021915114,0.093597926,N/A,N/A,N/A
2006,3,2006,3.638709677,177.1,100.2792,3.91,1.82,0.007,0.001,0.024,0.16,0.10075,0.058,0.55025,0.8525,3.694999933,164.0800018,3.148761062,1.465663717,0.005637168,8.05E-04,0.019327434,0.128849558,N/A,N/A,N/A
2006,4,2006,8.390666667,100.1,51.9684,4.25,1.5,0.006,0.001,0.029,0.15,0.12,0.088,0.78,0.9,8.055000305,118.5400009,4.151490066,1.465231788,0.005860927,9.77E-04,0.028327815,0.146523179,N/A,N/A,N/A
2006,5,2006,12.76784946,107.8,25.2222,5.335,1.35,0.015,0.0005,0.032,0.17,0.031,0.027,0.4495,0.62,12.5,111.1500015,5.052190692,1.2853916,0.014321226,4.93E-04,0.030472191,0.161157775,N/A,N/A,N/A
2006,6,2006,16.424,82.3,17.2466,5.7,2.07,0.003,N/A,0.029,0.16,0.054,0.033,0.252,0.6,16,83.41999817,4.275,1.5525,0.00225,N/A,0.02175,0.12,N/A,N/A,N/A
2006,7,2006,19.27844828,2.1,5.08,6.9,1.48,0.0095,N/A,0.0255,0.195,1.054,0.074,3.348,1.55,19.95000076,7.519999981,7.597583333,1.638694444,0.012744444,N/A,0.026436111,0.215277778,N/A,N/A,N/A
2006,8,2006,17.70349462,21.6,1.7526,7.53,1.51,0.002,0.001,0.03,0.22,N/A,N/A,N/A,N/A,17.98500061,4.480000019,7.912881356,1.586779661,2.10E-03,1.05E-03,0.031525424,0.231186441,N/A,N/A,N/A
2006,9,2006,13.99316667,58,2.2098,7.785,1.905,0.017,0.0005,0.0325,0.27,0.045,0.002,0.075,0.9,15.57499981,38.06000137,4.3275,1.11,0.009375,0.0001875,0.0196875,0.15375,N/A,N/A,N/A
2006,10,2007,8.024677419,69.4,4.5466,7.28,1.57,0.056,0.001,0.028,0.31,0.03875,0.011,0.124,0.93,8.460000038,216.7299957,8.516226415,1.836603774,0.065509434,1.17E-03,0.032754717,0.362641509,N/A,N/A,N/A
2006,11,2007,4.989333333,680.8,205.9432,5.045,3.325,0.0025,0.0005,0.0335,0.225,0.174,0.114,0.858,2.52,4.900000095,248.8099976,3.717012102,2.774655724,9.18E-04,1.84E-04,0.026010572,0.160307414,N/A,N/A,N/A
2006,12,2007,0.927096774,374.6,256.1336,3.79,2.11,0.004,N/A,0.031,0.17,0.28675,0.079,0.899,2.17,1.164999962,370.769989,1.550936346,0.86345005,1.64E-03,N/A,0.012685759,0.069567066,N/A,N/A,N/A
2007,1,2007,-0.659354839,251.9,246.2276,3.21,1.515,0.0115,0.0005,0.03,0.145,0.0682,0.041,0.3224,0.992,1.169999957,170.2200012,3.335367698,1.754003374,0.010682627,8.75E-04,0.030466139,0.135719688,N/A,N/A,N/A
2007,2,2007,2.734107143,334,173.4312,4.14,1.82,0.001,N/A,0.031,0.15,0.035,0.071,0.532,1.213333333,3.880000114,247.1100006,7.789242199,3.424256232,1.88E-03,N/A,0.058325244,0.28221892,N/A,N/A,N/A
2007,3,2007,6.578225806,185.1,148.1836,4.03,1.49,0.002,N/A,0.034,0.14,0.17825,0.053,0.589,1.0075,7.235000134,144.0599976,3.745483559,1.384806576,1.86E-03,N/A,0.031599613,0.130116054,N/A,N/A,N/A
2007,4,2007,8.869166667,137.7,46.9646,4.93,1.44,0.004,N/A,0.027,0.145,0.1125,0.09,0.7875,1.125,7.840000153,123.3799973,3.982783883,1.165934066,0.003296703,N/A,0.021904762,0.117032967,N/A,N/A,N/A
2007,5,2007,12.88048387,72.7,18.9992,5.23,1.39,0.019,N/A,0.032,0.17,0.031,0.013,0.2325,1.085,12.03499985,55.79999924,4.150918675,1.103207831,0.015079819,N/A,0.02539759,0.134924699,N/A,N/A,N/A
2007,6,2007,14.9115,57.8,9.1694,6.625,1.22,0.0025,0.0005,0.033,0.185,N/A,0.009,0.27,1.5,14.42000008,53.08000183,6.414,1.181076923,0.002307692,5.08E-04,0.031846154,0.179076923,N/A,N/A,N/A
2007,7,2007,19.53548387,21.4,4.7244,7.67,1.24,0.016,0.001,0.037,0.19,0.031,0.002,0.062,0.31,19.45999908,25.11000061,7.034615385,1.137278107,0.014674556,9.17E-04,0.033934911,0.174260355,N/A,N/A,N/A
2007,8,2007,17.46451613,25.9,2.0828,8.325,1.58,0.004,0.0005,0.0345,0.21,0.031,0.008,0.279,1.86,17.48999977,23.19000053,7.26971831,1.37971831,0.003492958,4.37E-04,0.030126761,0.183380282,N/A,N/A,N/A
2007,9,2007,13.36066667,67.3,2.3368,9.09,1.91,0.008,0.002,0.033,0.23,0.015,N/A,0.015,0.3,13.96500015,49.56000137,3.285542169,0.690361446,2.89E-03,7.23E-04,0.011927711,0.08313253,N/A,N/A,N/A
2007,10,2008,7.776129032,294.4,70.3326,6.14,3.01,0.0075,N/A,0.032,0.225,0.155,0.087,0.6944,1.612,10.05500031,95.02999878,0.786306031,0.412196414,9.47E-04,N/A,0.004181337,0.029054605,N/A,N/A,N/A
2007,11,2008,3.629333333,326.8,131.1402,4.85,2.98,0.005,N/A,0.03,0.2,0.0975,0.029,0.315,0.9,6.769999981,255.8200073,8.141639344,5.002491803,0.008393443,N/A,0.050360656,0.335737705,N/A,N/A,N/A
2007,12,2008,1.720645161,451.1,236.4994,3.88,2.54,0.004,N/A,0.023,0.16,0.06975,0.061,0.5425,1.4725,0.685000002,359.9200134,0.816347109,0.534412798,8.42E-04,N/A,0.004839171,0.033663798,N/A,N/A,N/A
2008,1,2008,0.139354839,440.4,308.4322,3.73,2.005,0.0025,0.0005,0.027,0.145,0.1426,0.042,0.403,1.426,0.070000097,354.2200012,1.694964236,0.933498839,1.10E-03,1.92E-04,0.012140827,0.066333953,N/A,N/A,N/A
2008,2,2008,1.645517241,200.8,267.843,3.66,1.58,0.006,N/A,0.03,0.14,0.10875,0.061,0.551,1.595,3.305000067,162.5099945,3.779364842,1.631529085,0.00619568,N/A,0.0309784,0.144565868,N/A,N/A,N/A
2008,3,2008,2.586935484,314.7,199.7964,4.325,1.35,0.0025,N/A,0.03,0.14,0.48825,0.091,1.1935,2.635,3.345000029,245.1199951,2.540172809,0.826236914,0.001722716,N/A,0.017371648,0.082468091,N/A,N/A,N/A
2008,4,2008,5.044,199.9,99.5426,4.38,1.42,0.062,N/A,0.037,0.15,0.3075,0.093,1.005,1.8,5.40500021,149.8500061,2.875439102,0.932219983,0.040702563,N/A,0.024290239,0.098473942,N/A,N/A,N/A
2008,5,2008,11.76967742,66.8,42.6212,5.015,1.33,0.013,0.0005,0.032,0.155,0.0775,0.032,0.5735,1.395,11.19999981,81.38999939,4.329882234,1.215487887,0.00789603,2.92E-04,0.028371467,0.135911844,N/A,N/A,N/A
2008,6,2008,13.61733333,80.1,25.273,5.63,1.71,0.008,0.001,0.034,0.16,0.39,0.059,2.16,3,13.40499973,61.29999924,4.21292517,1.279591837,0.005986395,7.48E-04,0.025442177,0.119727891,N/A,N/A,N/A
2008,7,2008,18.47225806,1.8,8.6614,7.09,1.35,0.036,0.0005,0.0335,0.185,N/A,N/A,N/A,0.31,18.77000046,3.369999886,17.99006494,3.613311688,0.104272727,3.02E-04,0.08062013,0.474058442,N/A,N/A,N/A
2008,8,2008,17.98322581,42.1,4.0132,7.73,1.38,0.01,N/A,0.036,0.2,0.062,0.021,0.713,0.93,18.28000069,39.63000107,23.79304965,4.247659574,0.030780142,N/A,0.110808511,0.615602837,N/A,N/A,N/A
2008,9,2008,14.32766667,6.7,1.7526,7.42,1.53,0.003,N/A,0.032,0.21,0.03,N/A,0.03,0.6,15.81499958,11.53999996,7.066666667,1.457142857,2.86E-03,N/A,0.03047619,0.2,N/A,N/A,N/A
2008,10,2009,8.860806452,120.9,6.8072,7.455,1.85,0.008,0.0005,0.034,0.24,0.155,0.014,0.372,1.395,8.574999809,197.7299957,3.725886076,1.120970464,0.004970464,6.54E-05,0.01778903,0.12556962,N/A,N/A,N/A
