Year,Month,WaterYear,WaterYearMonth,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,N/AMGridTempC,N/AMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL
1991,10,1992,199210,7.75,149.606,56.554,23.206,1.639,0.002,0.139,N/A,2.579,0.143,0.386,0.529,0.677,12.94,127.19,23.09,1.743,0.002,0.133,N/A,2.551
1991,11,1992,199211,0.645,57.658,41.245,22.05,0.972,0.006,0.242,N/A,2.877,0.132,0.198,0.33,0.264,4.04,60.72,21.927,0.978,0.006,0.244,N/A,2.865
1991,12,1992,199212,-7.562,91.44,46.865,20.922,0.531,0.004,0.263,N/A,2.511,0.128,0.42,0.548,0.345,-2.4,82.3,21.096,0.546,0.004,0.268,N/A,2.541
1992,1,1992,19921,-10.977,89.662,39.779,20.268,0.693,0.012,0.327,N/A,2.636,0.056,0.253,0.309,0.277,-5.49,73.41,19.899,0.741,0.012,0.33,N/A,2.599
1992,2,1992,19922,-9.606,97.536,22.765,23.308,0.617,0.008,0.332,N/A,2.917,0.086,0.418,0.504,0.317,-3.47,78.58,23.329,0.603,0.007,0.332,N/A,2.918
1992,3,1992,19923,-6.085,100.838,54.576,20.966,0.603,0.027,0.375,N/A,2.742,0.229,0.535,0.764,0.622,-0.2,100.76,20.127,0.662,0.028,0.403,N/A,2.66
1992,4,1992,19924,1.851,94.996,206.817,18.656,0.888,0.019,0.318,N/A,2.466,0.18,0.376,0.556,0.607,7.03,76.64,15.919,1.333,0.016,0.329,N/A,2.239
1992,5,1992,19925,11.539,58.928,96.796,20.236,0.89,0.015,0.143,N/A,2.556,0.245,0.146,0.391,0.285,18.2,42,18.706,1.05,0.021,0.162,N/A,2.472
1992,6,1992,19926,15.586,85.09,29.73,26.283,0.804,0.004,0.145,N/A,2.792,0.2,0.201,0.401,0.654,20.69,72,25.492,0.809,0.003,0.14,N/A,2.734
1992,7,1992,19927,15.777,154.432,19.38,26.7,1.261,0.014,0.137,N/A,2.757,0.238,0.404,0.642,0.928,21.27,116.04,26.408,1.295,0.013,0.139,N/A,2.693
1992,8,1992,19928,15.569,65.278,10.278,29.061,1.236,0.032,0.135,N/A,2.88,0.206,0.216,0.422,0.693,21.36,105.35,28.263,1.277,0.03,0.134,N/A,2.835
1992,9,1992,19929,11.85,123.444,12.524,28.455,1.14,0.024,0.11,N/A,3.093,0.044,0.086,0.13,0.548,18.56,106.2,28.465,1.123,0.022,0.105,N/A,3.109
1992,10,1993,199310,3.839,106.934,29.555,25.242,1.604,0.034,0.069,N/A,2.817,0.134,0.357,0.491,0.636,8.6,81.36,24.744,1.656,0.032,0.065,N/A,2.787
1992,11,1993,199311,-0.865,112.268,68.536,22.898,1.608,0.036,0.135,N/A,2.599,0.081,0.324,0.405,0.376,2.69,99.76,22.789,1.641,0.035,0.136,N/A,2.59
1992,12,1993,199312,-5.599,58.674,39.354,25.158,0.974,0.011,0.179,N/A,2.845,0.08,0.315,0.395,0.278,-1.29,53.81,25.002,1.016,0.012,0.173,N/A,2.805
1993,1,1993,19931,-9.064,102.616,28.339,22.67,1.041,0.006,0.248,N/A,2.982,0.059,0.47,0.529,0.318,-3.73,92.16,21.787,1.389,0.009,0.259,N/A,2.878
1993,2,1993,19932,-13.46,87.63,10.151,25.422,0.594,0.005,0.238,N/A,3.246,0.091,0.428,0.519,0.162,-7.29,72.98,25.362,0.59,0.005,0.237,N/A,3.246
1993,3,1993,19933,-4.783,93.218,31.874,24.532,0.761,0.003,0.291,N/A,3.097,0.125,0.503,0.628,0.39,2.02,86.06,19.409,1.394,0.002,0.393,N/A,2.484
1993,4,1993,19934,4.682,109.474,270.088,17.431,1.449,0.004,0.208,N/A,2.308,0.196,0.318,0.514,0.643,10.16,95.41,17.117,1.515,0.003,0.191,N/A,2.291
1993,5,1993,19935,11.043,76.454,67.569,21.813,1.341,0.004,0.075,N/A,2.554,0.36,0.443,0.803,0.849,16.83,61.08,21.417,1.319,0.004,0.073,N/A,2.541
1993,6,1993,19936,15.329,151.384,53.907,22.947,2.366,0.015,0.082,N/A,2.458,0.262,0.389,0.651,1.026,20.32,121.81,22.353,2.806,0.02,0.082,N/A,2.384
1993,7,1993,19937,18.799,81.026,11.29,30.202,1.468,0.005,0.118,N/A,2.891,0.086,0.182,0.268,0.678,23.9,118.58,29.622,1.494,0.006,0.115,N/A,2.861
1993,8,1993,19938,18.503,141.732,10.826,30.872,1.406,0.017,0.108,N/A,2.815,0.051,0.342,0.393,1.035,23.94,87.7,31.126,1.408,0.017,0.105,N/A,2.833
1993,9,1993,19939,12.21,155.702,33.164,28.349,1.829,0.021,0.095,N/A,2.74,0.194,0.49,0.684,1.394,17.16,124.86,28.128,1.908,0.021,0.095,N/A,2.713
1993,10,1994,199410,5.946,83.553,42.593,24.489,1.543,0.004,0.047,N/A,2.744,0.177,0.306,0.483,0.641,9.61,95.34,24.507,1.545,0.004,0.047,N/A,2.744
1993,11,1994,199411,0.596,83.6,52.241,21.776,1.34,0.008,0.093,N/A,2.893,0.19,0.501,0.691,0.391,4.25,76.72,21.753,1.348,0.008,0.094,N/A,2.889
1993,12,1994,199412,-6.156,88.935,47.855,21.268,1.141,0.006,0.15,N/A,2.88,0.177,0.415,0.592,0.244,-2.67,77.62,21.243,1.163,0.005,0.148,N/A,2.871
1994,1,1994,19941,-16.052,109.339,20.278,22.803,0.864,0.014,0.2,N/A,3.214,0.063,0.375,0.438,0.12,-9.82,98.21,22.768,0.868,0.014,0.198,N/A,3.194
1994,2,1994,19942,-11.72,38.322,15.507,21.213,0.829,0.005,0.271,N/A,3.562,0.036,0.214,0.25,0.068,-5.92,45.57,20.958,0.854,0.004,0.281,N/A,3.468
1994,3,1994,19943,-3.345,105.488,21.336,24.965,0.901,0.005,0.288,N/A,3.581,0.177,0.373,0.55,0.386,0.86,104.38,25.238,0.898,0.006,0.284,N/A,3.579
1994,4,1994,19944,4.041,139.036,291.349,18.447,1.689,0.002,0.242,N/A,2.572,0.516,0.546,1.062,1.12,9.04,123.66,16.743,1.883,0.002,0.22,N/A,2.405
1994,5,1994,19945,11.518,121.296,126.287,20.946,1.474,0.004,0.06,N/A,2.487,0.665,0.332,0.997,0.791,15.8,100.1,20.18,1.496,0.003,0.066,N/A,2.438
1994,6,1994,19946,17.408,96.256,45.592,21.024,1.928,0.009,0.055,N/A,2.529,0.645,0.421,1.066,1.338,22.86,116.91,20.56,1.913,0.008,0.041,N/A,2.532
1994,7,1994,19947,21.223,104.004,20.249,26.209,1.493,0.01,0.119,N/A,2.64,0.765,0.208,0.973,0.957,24.97,118.71,25.513,1.544,0.01,0.121,N/A,2.553
1994,8,1994,19948,16.906,128.053,17.484,26.991,1.532,0.005,0.132,N/A,2.89,0.528,0.222,0.75,1.052,21.86,119.24,26.463,1.618,0.004,0.148,N/A,2.808
1994,9,1994,19949,13.328,113.974,19.977,25.528,1.643,0.02,0.15,N/A,2.842,0.07,0.093,0.163,0.423,16.52,118.26,25.064,1.798,0.02,0.149,N/A,2.749
1994,10,1995,199510,9.577,36.322,22.06,26.172,1.652,0.016,0.074,N/A,2.644,0.04,0.311,0.351,0.442,12.05,34.27,26.066,1.637,0.017,0.073,N/A,2.652
1994,11,1995,199511,5.496,77.724,29.022,20.749,1.828,0.009,0.19,N/A,2.633,0.056,0.188,0.244,0.254,6.13,84.25,21.291,1.907,0.009,0.2,N/A,2.608
1994,12,1995,199512,-4.204,64.516,51.551,20.194,1.337,0.009,0.268,N/A,2.448,0.058,0.209,0.267,0.199,-0.19,64.84,19.593,1.605,0.011,0.287,N/A,2.418
1995,1,1995,19951,-6.201,89.154,66.336,21.368,1.164,0.008,0.331,N/A,2.602,0.026,0.411,0.437,0.154,-1.85,85.6,20.139,1.415,0.011,0.384,N/A,2.477
1995,2,1995,19952,-10.487,83.82,29.759,21.889,0.779,0.002,0.285,N/A,2.831,0.11,0.458,0.568,0.232,-4.86,65.45,22.074,0.771,0.002,0.283,N/A,2.812
1995,3,1995,19953,-1.453,68.072,79.675,18.642,1.207,0.002,0.401,N/A,2.587,0.155,0.299,0.454,0.327,3.99,70.72,17.823,1.326,0.002,0.439,N/A,2.477
1995,4,1995,19954,0.9,64.516,82.127,18.647,1.167,0.02,0.322,N/A,2.48,0.331,0.536,0.867,0.642,6.05,58.58,18.597,1.168,0.021,0.32,N/A,2.476
1995,5,1995,19955,10.393,66.548,59.206,21.116,1.137,0.009,0.226,N/A,2.518,2.871,0.416,3.287,0.909,15.79,78.47,20.955,1.159,0.009,0.228,N/A,2.508
1995,6,1995,19956,16.828,21.59,15.683,26.796,1.174,0.072,0.174,N/A,2.807,0.184,0.074,0.258,0.347,24,39.68,25.325,1.195,0.041,0.177,N/A,2.663
1995,7,1995,19957,18.319,137.414,9.128,27.777,1.655,0.066,0.189,N/A,2.857,0.241,0.233,0.474,0.627,25.04,140.97,26.864,1.955,0.071,0.218,N/A,2.8
1995,8,1995,19958,17.005,170.688,47.826,26.229,1.363,0.054,0.144,N/A,2.887,0.197,0.144,0.341,0.673,23.56,117.45,24.927,1.62,0.051,0.135,N/A,2.684
1995,9,1995,19959,10.355,102.87,10.886,27.243,1.418,0.055,0.071,N/A,3.382,0.186,0.165,0.351,0.653,16.95,89.3,26.278,1.626,0.054,0.06,N/A,3.42
1995,10,1996,199610,8.777,217.222,81.077,22.657,1.845,0.026,0.113,N/A,3.034,0.22,0.245,0.465,0.62,14.03,200.84,21.226,1.926,0.029,0.126,N/A,2.873
1995,11,1996,199611,-2.045,140.95,137.057,19.408,1.484,0.034,0.155,N/A,2.678,0.279,0.498,0.777,0.499,1.99,107.97,19.445,1.523,0.033,0.15,N/A,2.679
1995,12,1996,199612,-8.991,111.259,39.994,20.351,0.82,0.027,0.187,N/A,2.64,0.13,0.383,0.513,0.255,-5.84,92.82,19.582,0.805,0.028,0.18,N/A,2.536
1996,1,1996,19961,-10.532,130.726,95.319,20.674,1.084,0.03,0.271,N/A,2.952,0.415,0.32,0.735,0.205,-5.17,108.41,19.976,1.141,0.028,0.3,N/A,2.821
1996,2,1996,19962,-9.678,107.015,64.929,18.957,1.038,0.029,0.264,N/A,2.763,0.273,0.512,0.785,0.452,-4.02,92.39,18.649,1.074,0.031,0.27,N/A,2.718
1996,3,1996,19963,-4.401,45.463,62.728,18.723,1.129,0.02,0.275,N/A,2.561,0.139,0.437,0.576,0.36,1.18,41.24,18.603,1.148,0.021,0.278,N/A,2.556
1996,4,1996,19964,2.51,206.504,286.673,16.306,1.797,0.026,0.257,N/A,2.218,0.405,0.415,0.82,1.029,8.05,187.4,14.417,2.051,0.032,0.25,N/A,2.043
1996,5,1996,19965,9.561,132.619,185.237,14.603,1.54,0.029,0.151,N/A,2.14,1.101,0.52,1.621,1.13,14.95,145.51,14.134,1.582,0.027,0.162,N/A,2.112
1996,6,1996,19966,15.451,105.957,45.799,19.331,1.356,0.013,0.129,N/A,2.324,0.589,0.344,0.933,0.696,21.2,121.2,19.011,1.361,0.014,0.127,N/A,2.309
1996,7,1996,19967,16.668,203.422,47.302,24.611,1.639,0.012,0.14,N/A,2.372,0.34,0.476,0.816,1.171,22.38,203.67,24.328,1.832,0.012,0.138,N/A,2.3
1996,8,1996,19968,16.913,64.312,21.031,29.27,1.468,0.004,0.148,N/A,2.639,0.101,0.136,0.237,0.519,22.9,57.42,28.621,1.434,0.003,0.145,N/A,2.595
1996,9,1996,19969,13.118,77.156,8.359,30.966,1.463,0.007,0.132,N/A,2.964,0.109,0.18,0.289,0.44,18.56,81.65,29.105,1.49,0.006,0.149,N/A,2.984
1996,10,1997,199710,5.537,138.332,42.697,22.669,1.36,0.036,0.106,N/A,2.751,0.245,0.211,0.456,0.493,10.95,118.45,20.403,1.036,0.04,0.098,N/A,2.514
1996,11,1997,199711,-2.356,110.683,72.507,23.23,1.477,0.037,0.138,N/A,2.551,0.161,0.344,0.505,0.485,1.66,82.72,23.072,1.566,0.039,0.135,N/A,2.532
1996,12,1997,199712,-3.483,153,107.531,20.85,1.234,0.002,0.221,N/A,2.456,0.045,0.439,0.484,0.392,0.17,132.48,20.388,1.348,0.003,0.222,N/A,2.39
1997,1,1997,19971,-11.144,103.591,40.007,22.016,0.74,0.002,0.262,N/A,2.74,0.051,0.352,0.403,0.288,-5.42,93.23,21.851,0.759,0.002,0.26,N/A,2.706
1997,2,1997,19972,-6.725,61.643,27.375,22.678,0.779,0.002,0.307,N/A,2.808,0.066,0.344,0.41,0.313,-0.69,78.48,22.395,0.773,0.002,0.319,N/A,2.76
1997,3,1997,19973,-5.74,114.107,43.048,23.414,0.976,0.002,0.338,N/A,2.972,0.193,0.714,0.907,0.574,0.07,104.74,23.209,0.997,0.002,0.348,N/A,2.93
1997,4,1997,19974,2.079,46.464,211.254,18.662,1.559,0.002,0.417,N/A,2.228,0.096,0.303,0.399,0.266,7.45,66.54,17.749,1.665,0.002,0.395,N/A,2.132
1997,5,1997,19975,7.25,118.346,147.779,20.684,1.427,0.002,0.251,N/A,2.426,0.362,0.68,1.042,0.862,12.21,107.83,19.537,1.483,0.002,0.261,N/A,2.352
1997,6,1997,19976,16.149,76.969,31.262,26.565,1.782,0.002,0.136,N/A,2.76,0.306,0.373,0.679,0.686,22.59,91.34,26.037,1.457,0.002,0.146,N/A,2.732
1997,7,1997,19977,16.602,170.925,44.527,27.253,3.648,0.003,0.107,N/A,2.547,0.55,0.423,0.973,1.046,22.92,159.76,22.625,5.579,0.003,0.101,N/A,2.256
1997,8,1997,19978,15.355,210.749,50.108,28.718,1.372,0.008,0.108,N/A,2.496,0.129,0.405,0.534,1.079,21.6,148.52,27.67,1.486,0.01,0.107,N/A,2.418
1997,9,1997,19979,11.362,78.612,30.974,29.393,1.091,0.013,0.028,N/A,2.337,0.042,0.139,0.181,0.616,17.26,81.29,29.019,1.14,0.015,0.035,N/A,2.33
1997,10,1998,199810,5.472,59.436,28.469,26.545,1.377,0.005,0.052,N/A,2.377,0.098,0.241,0.339,0.326,10.77,56.42,26.448,1.47,0.005,0.053,N/A,2.359
1997,11,1998,199811,-1.463,147.32,72.47,20.895,1.29,0.002,0.026,N/A,2.318,0.113,0.22,0.333,0.332,2.87,116.41,20.982,1.414,0.002,0.027,N/A,2.288
1997,12,1998,199812,-6.884,78.486,31.337,21.591,0.845,0.065,0.129,N/A,2.534,0.125,0.31,0.435,0.286,-2.19,76.84,21.51,0.834,0.061,0.122,N/A,2.52
1998,1,1998,19981,-6.955,165.354,75.452,19.692,1.095,0.022,0.235,N/A,2.393,0.102,0.47,0.572,0.432,-2.67,151.18,17.995,1.248,0.017,0.258,N/A,2.366
1998,2,1998,19982,-3.611,56.896,38.749,23.921,0.702,0.014,0.205,N/A,2.435,0.039,0.144,0.183,0.099,1.26,57.17,23.88,0.703,0.015,0.205,N/A,2.435
1998,3,1998,19983,-2.016,98.298,118.343,20.668,1.124,0.004,0.275,N/A,1.93,0.182,0.443,0.625,0.34,3.65,94.83,17.346,1.719,0.004,0.345,N/A,1.683
1998,4,1998,19984,5.11,70.358,196.933,18.128,2.573,0.03,0.2,N/A,1.983,0.207,0.317,0.524,0.429,11.45,63.99,16.498,2.609,0.025,0.268,N/A,1.835
1998,5,1998,19985,13.945,106.172,46.837,24.037,2.138,0.009,0.106,N/A,2.124,0.586,0.336,0.922,0.817,20.57,65.87,23.265,2.298,0.013,0.113,N/A,2.133
1998,6,1998,19986,14.621,245.11,114.976,20.928,2.435,0.005,0.075,N/A,1.996,0.25,0.452,0.702,0.775,20.22,206.75,19.7,2.711,0.006,0.06,N/A,1.879
1998,7,1998,19987,16.972,179.324,87.432,24.212,1.144,0.003,0.062,N/A,2.19,0.572,0.304,0.876,0.686,23.3,165.55,23.7,1.147,0.003,0.06,N/A,2.175
1998,8,1998,19988,17.042,126.746,37.155,24.945,1.898,0.002,0.096,N/A,2.047,0.18,0.223,0.403,0.59,23.06,125.97,24.317,2.398,0.002,0.105,N/A,1.944
1998,9,1998,19989,13.096,99.568,20.338,27.101,1.1,0.002,0.097,N/A,2.353,0.149,0.244,0.393,0.602,18.92,114.6,27.047,1.129,0.002,0.098,N/A,2.349
1998,10,1999,199910,6.92,74.168,30.114,25.811,1.355,0.002,0.055,N/A,2.322,0.098,0.298,0.396,0.418,11.26,83.8,25.676,1.354,0.002,0.055,N/A,2.312
1998,11,1999,199911,0.203,104.648,42.855,23.698,1.302,0.002,0.126,N/A,2.423,0.217,0.45,0.667,0.476,3.1,88.95,23.324,1.376,0.002,0.128,N/A,2.423
1998,12,1999,199912,-4.239,49.022,66.248,20.494,1.471,0.002,0.172,N/A,2.297,0.18,0.517,0.697,0.352,2.05,51.46,20.306,1.528,0.002,0.166,N/A,2.254
1999,1,1999,19991,-9.644,151.384,34.267,24.56,2.062,0.002,0.198,N/A,2.583,0.026,0.401,0.427,0.288,-3.99,128.16,24.077,1.562,0.002,0.209,N/A,2.529
1999,2,1999,19992,-6.89,50.292,24.44,24.646,0.859,0.002,0.214,N/A,2.576,0.06,0.241,0.301,0.288,-0.8,34.26,24.608,0.85,0.002,0.213,N/A,2.567
1999,3,1999,19993,-2.883,110.744,43.317,23.084,1.031,0.003,0.253,N/A,2.445,0.127,0.326,0.453,0.352,1.88,105.98,22.485,1.154,0.004,0.267,N/A,2.388
1999,4,1999,19994,4.068,22.098,177.987,19.984,1.508,0.006,0.204,N/A,2.173,0.373,0.432,0.805,0.567,9.48,26.77,19.532,1.56,0.004,0.257,N/A,2.147
1999,5,1999,19995,13.17,107.95,68.464,25.497,1.329,0.002,0.102,N/A,2.347,0.707,0.068,0.775,0.276,19.45,90.02,25.583,1.327,0.002,0.099,N/A,2.343
1999,6,1999,19996,17.132,92.456,27.472,28.226,1.698,0.004,0.077,N/A,2.164,1.069,0.319,1.388,0.921,24.3,85.69,27.355,1.82,0.005,0.084,N/A,2.119
1999,7,1999,19997,18.782,128.524,19.003,31.494,1.836,0.008,0.067,N/A,2.39,0.083,0.235,0.318,0.71,25.05,117.93,29.341,2.74,0.003,0.114,N/A,2.114
1999,8,1999,19998,16.096,70.104,3.712,35.763,1.472,0.033,0.081,N/A,2.858,0.198,0.213,0.411,0.54,22.11,70.26,35.327,1.503,0.035,0.086,N/A,2.84
1999,9,1999,19999,14.984,247.904,41.838,33.292,1.713,0.002,0.054,N/A,3.626,0.046,0.287,0.333,0.556,20.89,232.93,30.304,2.064,0.002,0.056,N/A,3.897
1999,10,2000,200010,5.084,93.468,58.32,26.549,1.574,0.002,0.056,N/A,3.124,0.087,0.341,0.428,0.568,10.28,115.49,26.238,1.582,0.002,0.063,N/A,3.089
1999,11,2000,200011,1.932,92.425,66.597,25.506,1.235,0.002,0.112,N/A,2.914,0.186,0.353,0.539,0.481,6.82,94.22,25.145,1.279,0.002,0.106,N/A,2.866
1999,12,2000,200012,-5.443,50.716,56.047,24.637,1.068,0.002,0.12,N/A,2.951,0.063,0.279,0.342,0.268,-1.24,54.61,24.473,1.125,0.002,0.102,N/A,2.912
2000,1,2000,20001,-11.319,115.165,28.866,24.823,0.92,0.002,0.164,N/A,3.082,0.067,0.435,0.502,0.368,-6.25,99.62,24.088,0.967,0.002,0.16,N/A,3.017
2000,2,2000,20002,-7.57,86.17,19.905,25.983,0.904,0.002,0.233,N/A,3.073,0.107,0.396,0.503,0.434,-1.67,91.23,24.953,0.982,0.002,0.278,N/A,3.004
2000,3,2000,20003,-0.39,68.191,101.852,21.808,1.523,0.002,0.311,N/A,2.792,0.108,0.306,0.414,0.661,5.51,69.07,19.166,2.314,0.002,0.333,N/A,2.514
2000,4,2000,20004,2.598,170.973,286.851,16.72,1.864,0.002,0.185,N/A,2.047,0.151,0.405,0.556,0.933,7.68,167.28,16.338,2.019,0.002,0.193,N/A,2.038
2000,5,2000,20005,10.849,187.34,192.479,19.044,2.03,0.01,0.116,N/A,2.296,1.743,0.777,2.52,1.763,15.93,169.29,18.63,2.401,0.007,0.119,N/A,2.306
2000,6,2000,20006,14.332,67.52,44.032,24.5,0.975,0.005,0.101,N/A,2.396,0.869,0.372,1.241,1.323,20.08,81.07,23.678,0.922,0.007,0.104,N/A,2.347
2000,7,2000,20007,15.966,62.95,8.942,30.326,1.509,0.002,0.137,N/A,2.658,0.221,0.089,0.31,0.155,21.77,98.04,30.132,1.491,0.002,0.139,N/A,2.645
2000,8,2000,20008,15.946,123.168,16.262,30.102,1.852,0.005,0.144,N/A,2.471,0.251,0.281,0.532,0.702,21.57,108.43,29.855,1.928,0.006,0.141,N/A,2.426
2000,9,2000,20009,11.851,86.757,11.227,31.554,1.61,0.002,0.155,N/A,2.846,0.175,0.255,0.43,0.573,17.74,92.23,31.465,1.49,0.002,0.155,N/A,2.84
2000,10,2001,200110,6.681,74.839,22.809,29.524,1.364,0.002,0.14,N/A,2.815,0.769,0.129,0.898,0.948,11.82,76.68,29.391,1.403,0.002,0.143,N/A,2.796
2000,11,2001,200111,0.017,120.5,49.327,26.626,1.42,0.014,0.236,N/A,2.578,0.104,0.324,0.428,0.265,3.28,90.52,26.208,1.452,0.016,0.244,N/A,2.554
2000,12,2001,200112,-9.967,165.294,95.157,22.522,1.235,0.034,0.323,N/A,2.452,0.031,0.305,0.336,0.12,-5.33,133.73,21.396,1.356,0.02,0.358,N/A,2.392
2001,1,2001,20011,-8.867,64.223,34.398,22.662,0.796,0.002,0.251,N/A,2.632,0.077,0.363,0.44,0.209,-4.38,46.87,22.505,0.79,0.002,0.252,N/A,2.623
2001,2,2001,20012,-9.179,99.828,19.622,23.633,2.326,0.046,0.294,N/A,2.801,0.134,0.678,0.812,0.425,-3.19,97.03,23.589,2.504,0.045,0.295,N/A,2.797
2001,3,2001,20013,-4.208,166.848,16.827,23.935,0.784,0.017,0.317,N/A,2.858,0.086,0.301,0.387,0.43,-0.06,124.58,23.852,0.786,0.016,0.322,N/A,2.847
2001,4,2001,20014,2.906,34.797,244.482,17.362,1.585,0.008,0.435,N/A,2.255,0.136,0.232,0.368,0.476,9.16,29.09,12.822,2.33,0.008,0.474,N/A,1.941
2001,5,2001,20015,12.007,45.976,110.026,20.243,1.267,0.022,0.185,N/A,1.978,0.152,0.166,0.318,0.25,18.78,56.63,17.923,1.599,0.026,0.217,N/A,1.898
2001,6,2001,20016,16.327,91.046,32.101,26.07,1.258,0.004,0.144,N/A,2.327,0.061,0.131,0.192,0.36,22.51,83.16,24.028,1.304,0.003,0.141,N/A,2.159
2001,7,2001,20017,16.05,58.721,7.953,30.855,1.39,0.007,0.146,N/A,2.987,0.074,0.197,0.271,0.505,22.39,84.96,30.113,1.306,0.005,0.154,N/A,2.896
2001,8,2001,20018,7.69,47.678,0.423,36.383,1.611,0.029,0.135,N/A,3.296,0.033,0.124,0.157,0.291,25.47,64.98,36.219,1.574,0.023,0.13,N/A,3.41
2001,9,2001,20019,12.546,73.519,1.723,33.224,5.82,0.042,0.211,N/A,4.963,0.04,0.131,0.171,0.182,19.52,104.88,31.3,5.501,0.022,0.254,N/A,5.92
