WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrPO4PmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWAPO4PmgL,FWASO4SmgL,iNDVI
1985,6.053654634,1200.1,670.776,0.9275,N/A,0.012618299,0.103592445,0.001440413,1.82509544,2.534809,20.97299,23.507799,28.06951,4.446249882,1049.380001,0.927051326,N/A,0.011499437,0.137325864,0.001313751,1.731810318,109.46765
1986,4.420827686,1424.8,913.025,0.914166667,N/A,0.016047888,0.066488918,0.002337273,1.717720522,2.047789,19.089884,21.137673,24.14111,4.280000031,1208.360012,0.874463996,N/A,0.015994336,0.100099083,0.002336034,1.637999855,120.6828
1987,5.322049411,1310.6,833.646,0.914166667,N/A,0.019283349,0.0913752,0.002119852,1.680445291,2.069561,16.312021,18.381582,25.13835,3.866250038,1175.570004,0.912719008,N/A,0.021167019,0.180580817,0.003040212,1.567707457,117.1539
1988,5.806760598,1290.4,768.592,0.925,N/A,0.017665618,0.082282859,0.002554694,1.675159997,2.726381,20.93743,23.663811,25.67007,4.161666716,1217.810013,0.920124149,N/A,0.017314562,0.107543881,0.002833376,1.647433137,93.0501
1989,7.286142776,1234.2,704.699,0.994166667,N/A,0.015918469,0.132262496,0.001494768,1.804788785,2.533455,22.042516,24.575971,25.4073,3.912500116,1112.590004,0.971062113,N/A,0.016895849,0.215533429,0.000920434,1.686724621,122.54815
1990,5.879185868,1553.2,1054.59,0.95,N/A,0.0175362,0.246754455,0.001494768,1.662642196,3.460307,24.262458,27.722765,30.58735,3.966250022,1367.539997,0.957842991,N/A,0.018210138,0.359414129,0.001530073,1.595507928,132.582
1991,6.99390681,1669.5,1123.881,0.8775,N/A,0.018312711,0.15842886,0.002228563,1.632043126,3.834357,24.715063,28.54942,34.74909,5.456666609,1392.249996,0.871248086,N/A,0.020576072,0.165591178,0.002309321,1.595278528,122.7246
1992,5.81744531,1421.8,863.449,0.876666667,N/A,0.018442129,0.06530296,0.00135888,1.670709223,2.916437,21.476872,24.393309,26.95484,3.999583373,1201.689999,0.852846318,N/A,0.018873287,0.073205726,0.001335823,1.638360748,123.8395
1993,4.797561444,1372,889.742,0.834166667,2.018888889,0.027760258,0.034223344,0.000625085,1.623697925,2.95975,22.206142,25.165892,26.71825,3.508333425,1121.470001,0.789573202,1.948139685,0.026517775,0.051128376,0.000813003,1.555687638,119.9907
1994,4.57156938,1404.7,908.866,0.845833333,2.0025,0.012035916,0.019540061,0.000489197,1.657356902,3.445488,25.93208,29.377568,30.41803,3.337083297,1214.790001,0.801082338,2.167008338,0.00944925,0.030418084,3.56E-04,1.604161766,135.32495
1995,6.224353559,1156.2,625.32,0.851666667,2.070833333,0.009447547,0.041132017,0.000434842,1.635937553,2.754471,21.294348,24.048819,23.27803,4.851250023,1049.91,0.863008891,2.107927653,0.010678482,0.072737615,4.45E-04,1.602251778,124.50215
1996,5.240158818,1806.1,1395.082,0.746666667,2.105833333,0.007182724,0.039306019,0.000570729,1.527449941,3.315972,25.775351,29.091323,27.28701,3.925833583,1496.760006,0.694307489,2.306466014,0.007163614,0.055042775,0.000602833,1.431437472,132.46715
1997,5.347676651,1608.3,1190.251,0.695833333,2.165,0.005500284,0.02806766,0.000271776,1.436487251,3.127171,23.272766,26.399937,26.51001,4.057916681,1404.959984,0.659827205,2.233377716,0.005158398,0.035575634,1.53E-04,1.36881073,138.3548
1998,6.980497952,1290.2,771.598,0.738333333,2.108333333,0.010159348,0.030420751,0.000516374,1.467364494,2.975494,19.715217,22.690711,20.26555,5.219583283,1226.000015,0.72246596,2.120623148,0.011184845,0.045863521,0.000444057,1.383128109,152.90785
1999,6.536776754,1508.3,1041.064,0.8,2.3825,0.004464937,0.240335225,0.000597907,1.328834159,3.078676,22.731613,25.810289,24.4606,5.257500025,1353.030003,0.793458452,2.464116087,0.004493189,0.280515417,0.000623611,1.260737083,157.05145
2000,6.924623038,1667.9,1150.965,0.734166667,2.323333333,0.004011972,0.109145738,0.000896861,1.372785551,3.604552,22.089398,25.69395,25.56825,5.306249897,1444.290005,0.701253505,2.868290261,0.004043569,0.133373064,0.001143489,1.278683607,132.1591
2001,5.554384281,1165.1,697.563,0.7225,2.119166667,0.005370866,0.055118786,0.00067944,1.418962329,2.274726,17.447346,19.722072,16.72586,3.87083338,1098.559988,0.704198087,2.237202676,0.004778539,0.109223636,0.000634323,1.337468171,132.37645
2002,7.330971582,1271.5,764.656,0.73,2.339166667,0.003882553,0.02264614,0.000434842,1.427029357,2.930132,19.408534,22.338666,18.64989,5.663750092,1119.320007,0.68682163,2.27563864,0.003882553,0.035793496,0.000358718,1.345746365,134.1432
2003,5.170231695,1179.2,642.79,0.699166667,1.985,0.003882553,0.018241156,0.000353309,1.447336012,2.679468,15.53388,18.213348,16.27247,3.688333402,1111.390015,0.688124131,2.126760248,0.003882553,0.037164456,0.000522399,1.354240141,131.1227
2004,6.041027067,1690.5,1239.322,0.643333333,2.514166667,0.003947263,0.037818866,0.000244598,1.313812798,3.154991,19.549035,22.704026,22.2746,4.497916838,1376.640007,0.62124389,2.693857932,0.00388674,0.044587137,0.000273564,1.255779953,137.6526
2005,5.585675883,1435,983.966,0.6525,2.1825,0.003882553,0.024660386,0.000217421,1.324661559,1.995839,14.680818,16.676657,18.3137,4.01374995,1297.100021,0.626958706,2.2738094,0.003882553,0.039320646,9.97E-05,1.258476558,141.80805
2006,6.98641193,1791,1267.369,0.615833333,1.9725,0.003882553,0.019502412,N/A,1.24788571,2.343829,14.751385,17.095214,20.54491,5.657499845,1629.819992,0.601098023,2.111795199,0.003882553,0.016343301,N/A,1.208781642,140.06195
2007,6.409632616,1554.6,1049.612,0.605,1.955,0.003882553,0.047795969,N/A,1.232586175,1.758121,12.010615,13.768736,15.93273,4.786666741,1560.850014,0.593406449,2.099527006,0.003882553,0.06324077,N/A,1.142378762,149.6381
2008,6.472240761,1609.7,1076.572,0.630833333,1.883333333,0.003882553,0.017450517,N/A,1.228413575,3.555979,17.322781,20.87876,22.35051,4.698750029,1370.290024,0.602214325,1.891113479,0.003882553,0.027347607,N/A,1.168929287,134.92785
2009,6.326574501,1653.5,1151.004,0.588333333,2.065833333,0.003882553,0.012650213,N/A,1.125211257,1.92055,12.889208,14.809758,16.41879,4.454166508,1551.960014,0.573566808,2.084520558,0.003882553,0.015342965,N/A,1.093262891,145.5865
2010,7.318772401,1526.9,1190.778,0.576666667,2.018333333,0.003882553,0.006701601,N/A,1.049269929,1.320992,8.846144,10.167136,9.79591,5.328333432,1432.879982,0.572947317,2.084257015,0.003882553,0.007918607,N/A,1.023303613,145.2138
2011,5.487781618,1725.5,1284.625,0.5825,2.534166667,0.003882553,0.015925715,N/A,1.03369222,1.873223,12.320161,14.193384,13.12723,4.655833336,1544.939995,0.551490995,2.49084557,0.003882553,0.023084277,N/A,0.960341604,122.47005
2012,8.078377209,1680.2,1159.321,0.560833333,2.226666667,0.003882553,0.030533699,N/A,0.970268693,1.757857,11.157903,12.91576,10.32266,6.527499924,1381.849968,0.547169024,2.330149691,0.003882553,0.03208527,N/A,0.933914597,144.9582
2013,7.729205069,1473,988.867,0.5675,2.675833333,0.003882553,0.049019576,0.000135888,0.905176126,1.205063,9.322216,10.527279,7.49655,5.222083323,1270.439999,0.559085408,2.670447714,0.003807824,0.050088413,1.77E-04,0.886713582,133.85875
2014,5.923195084,1436.1,974.573,0.613333333,2.133333333,0.005694412,0.169422497,0.000733795,0.901281699,2.009133,10.830439,12.839572,7.46491,3.916249871,1394.919983,0.61746018,2.332935799,0.008264648,0.271546653,6.99E-04,0.793034567,114.57335
2015,N/A,1325.9,778.282,0.570833333,2.569166667,0.004400227,0.0829229,0.000652262,0.872073496,N/A,N/A,N/A,N/A,3.865833332,1205.499992,0.564625945,2.82369988,0.005100553,0.121442288,6.52E-04,0.796535526,127.9329
2016,N/A,1512.3,895.364,0.525833333,2.695,0.00414139,0.02236377,0.000760973,0.814491609,N/A,N/A,N/A,N/A,5.921250069,1319.150013,0.528310866,2.490307048,0.004150022,0.026300706,6.88E-04,0.82045562,N/A
2017,N/A,1486.9,727.629,0.519166667,2.1825,0.003688426,0.012951409,0.000652262,0.916581234,N/A,N/A,N/A,N/A,5.451249848,1288.889999,0.4950172,2.233269207,0.003271862,0.017516512,6.52E-04,0.816768217,N/A
2018,N/A,1563,932.603,0.533333333,2.236666667,0.00336488,0.007529889,0.000652262,0.893492845,N/A,N/A,N/A,N/A,4.973333354,1318.959991,N/A,N/A,N/A,N/A,N/A,N/A,N/A
