WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH3NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH3Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH3NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,iNDVI
1995,9.105071225,2383.7,1378.646701,4.36,N/A,0.006,0.001,0.031,0.18,1.9086,4.9496,6.8582,18.91966667,9.232083321,1984.959972,0.180001253,N/A,0.000197962,3.87E-05,0.001123784,0.0083373,140.9121
1996,9.427103825,2916.8,1885.342106,4.08,N/A,0.013,0.004,0.028,0.2,2.834716667,3.361583333,6.1963,22.60733333,9.799166679,2483.430009,0.287902049,N/A,0.000902446,0.000194956,0.001957543,0.017915025,N/A
1997,9.548164384,3108.8,1888.277969,3.88,N/A,0.007,0.001,0.028,0.13,1.4918,3.64985,5.14165,19.11,9.570000132,2662.279964,0.134866472,N/A,0.000290821,3.21E-05,0.000934867,0.004801536,234.7587
1998,9.901878531,1928.2,951.1908121,4.3,N/A,0.015,0.001,0.025,0.16,3.921836364,4.257327273,8.179163636,14.09127273,9.959583322,1670.970002,0.176327049,N/A,0.000453173,4.27E-05,0.001030835,0.006401489,145.0196
1999,8.841283105,2747.4,1559.231055,3.92,N/A,0.006,0.001,0.025,0.14,10.48570909,3.419927273,13.90563636,16.83618182,8.592499996,2281.760019,0.155383039,N/A,0.000229491,2.49E-05,0.000930351,0.005686702,144.5673
2000,9.404239029,2343.3,1257.009869,3.97,N/A,0.005,N/A,0.026,0.14,1.6284,2.141727273,3.770127273,16.9092,9.73999994,1807.260007,0.221573548,N/A,0.000339394,2.81E-05,0.001402478,0.007579914,0.4039
2001,9.147814815,1335.6,357.1966586,4.59,1.66,0.011,0.001,0.022,0.22,1.393666667,2.559833333,3.9535,9.28,9.436249892,1104.840008,0.253367446,0.000532635,0.000814585,3.13E-05,0.001266962,0.011084609,108.7962
2002,9.289500916,2195.4,1204.88391,4.09,1.93,0.005,N/A,0.022,0.16,1.350416667,2.4765,3.826916667,12.16490909,9.409166634,1837.430007,0.231118463,0.024707245,0.00023105,4.32E-06,0.001214424,0.009207855,158.0864
2003,9.924358974,2063.7,1028.156474,4.31,2.6,0.008,N/A,0.022,0.14,1.411309091,3.896181818,5.307490909,13.4784,10.28708345,1666.070024,0.193599563,0.096283139,0.000433974,2.04E-05,0.001014221,0.005967358,104.5802
2004,9.743269231,2261.3,1159.867345,4.11,2.38,0.021,N/A,0.026,0.17,1.770436364,5.723181818,7.507254545,15.42818182,9.979999801,1812.09999,0.133762067,0.068643323,0.000820533,7.82E-06,0.000863712,0.005755763,N/A
2005,9.391342466,1525.5,558.2169217,4.83,2.53,0.011,0.001,0.025,0.18,2.199218182,5.999563636,8.198781818,12.95563636,9.880416791,1318.209984,0.420254202,0.219953594,0.001080025,9.27E-05,0.00218382,0.014703001,143.9706
2006,9.220583104,2389.2,1378.560352,4.12,2.02,0.015,0.001,0.026,0.14,2.176,6.03405,8.21005,10.88181818,9.684166749,2015.96999,0.178402338,0.089534398,0.000504479,2.05E-05,0.001113999,0.006367471,151.468
2007,9.171945205,2278.6,1124.205245,4.02,2,0.006,N/A,0.031,0.16,1.00145,3.96895,4.9704,15.01283333,9.524999986,1819.849966,0.183696298,0.095329254,0.000223386,1.53E-05,0.001409519,0.007125813,132.6365
2008,8.25181694,2425.6,1402.392651,4.18,1.9,0.008,N/A,0.029,0.15,1.92885,6.25205,8.1809,17.6755,8.67666673,1945.239979,0.132883238,0.058961887,0.000267943,3.88E-06,0.00090957,0.004826058,117.2426
2009,9.088767123,2178.4,1106.41737,4.32,1.85,0.004,0.001,0.031,0.16,5.586,11.295,16.881,32.495,9.670416916,1669.180041,0.215759365,0.098047867,0.000198257,7.93E-06,0.001512695,0.008452914,47.5999
2010,9.021259158,2120.3,907.5846124,4.54,2.28,0.008,0.001,0.025,0.16,7.067,14.837,21.904,29.628,9.141250059,1834.72998,0.235982177,0.12455125,0.000391792,3.96E-05,0.001330268,0.009846188,N/A
2011,8.656808219,2408.4,1467.98904,4.27,1.96,0.01,0.001,0.019,0.14,5.64,14.07436364,19.71436364,35.10727273,8.717083365,2076.68998,0.244177483,0.117268538,0.000689718,7.53E-05,0.001037195,0.00841418,0.41735
2012,8.802896175,2409.5,1320.188488,4.24,1.95,0.013,0.002,0.018,0.15,8.453454545,13.05272727,21.50618182,27.126,9.290000002,1913.579999,0.171498245,0.067708592,0.000327403,4.71E-05,0.000692633,0.005545381,134.3239
2013,9.325719178,2276.3,1095.652539,4.44,2.09,0.005,0.001,0.017,0.15,4.570333333,11.71316667,16.2835,22.845,9.73875005,1910.149994,0.192067724,0.098088583,0.000252141,2.25E-05,0.000689749,0.006441181,192.1003
2014,9.218767123,2035.8,1113.152585,4.52,2.05,0.006,N/A,0.019,0.14,7.121,11.572,18.693,25.06,10.04541669,1728.580002,0.144145938,0.066700367,0.000163676,4.32E-06,0.000551559,0.004646791,139.7386
2015,10.81160959,1782.6,788.2216355,4.55,1.99,0.005,0.001,0.018,0.16,2.93,10.8605,13.7905,13.56,11.34958323,1498.459994,0.111899945,0.053443126,0.000121855,1.47E-05,0.000421179,0.003920394,181.4613
2016,9.982445355,2158.9,1094.270956,4.1,2.09,0.004,N/A,0.018,0.15,1.869454545,8.594,10.46345455,21.24,10.42291659,1833.539965,0.210872481,0.119165921,0.000215477,2.14E-05,0.00097367,0.008549897,N/A
2017,9.286340509,2597.8,1596.505001,4.42,1.91,0.004,0.004,0.019,0.14,3.1476,14.796,17.9436,28.692,9.610416626,2267.059999,0.349183659,0.171148791,0.00024447,0.000207943,0.00146799,0.011878594,N/A
2018,9.517910959,1827.1,939.6488411,4.52,1.97,0.008,N/A,0.02,0.15,14.7818,10.5022,25.284,21.63,9.972916663,1407.270004,0.282621148,0.136668811,0.000427127,9.19E-07,0.001244961,0.009739325,N/A
