WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrPO4PmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWAPO4PmgL,FWASO4SmgL,iNDVI
1993,N/A,1443.4,924.764,N/A,N/A,N/A,N/A,N/A,N/A,0.123289172,0.34158351,0.464872682,0.565886622,3.428750028,2727.936008,N/A,N/A,N/A,N/A,N/A,N/A,119.9907
1994,N/A,1440.8,926.117,N/A,N/A,N/A,N/A,N/A,N/A,0.165530768,0.362884129,0.528414897,0.62035578,3.264166596,2950.823978,N/A,N/A,N/A,N/A,N/A,N/A,135.32495
1995,N/A,1223.5,675.425,0.82,N/A,0.015529353,0.002258967,0.000977161,1.492094004,0.15112532,0.355512852,0.506638172,0.49095822,4.765833388,2552.928003,0.000770458,N/A,1.46E-05,2.12E-06,9.18E-07,0.001401947,124.50215
1996,N/A,1828.9,1332.691,0.907735849,2.97,0.010694743,0.07075254,0.000934142,1.424640849,0.209346162,0.409689436,0.619035598,0.632253915,3.842916886,3630.024033,0.011337753,0.003846217,0.000110185,0.001669374,1.55E-05,0.019654605,132.46715
1997,N/A,1627.8,1110.836,0.840925926,3.47,0.00711762,0.065217203,0.000609218,1.327356639,0.18568178,0.405267019,0.590948799,0.639009349,3.970416735,3423.671988,0.022384994,0.005592512,0.000241808,0.002267858,3.50E-05,0.039930518,138.3548
1998,N/A,1398.3,822.506,0.848301887,2.81,0.011134253,0.069132903,0.000728262,1.322988757,0.125427751,0.289617067,0.415044818,0.445691603,5.134999861,2974.343967,0.017460756,0.006309763,0.000228897,0.003235323,1.74E-05,0.029123241,152.90785
1999,-2.225437788,1618.8,1052.269,0.850961538,5.05,0.004927583,0.086709565,0.000886336,1.301313442,0.153962611,0.340231469,0.49419408,0.54989324,5.168749983,3286.799954,0.013412534,0.00599501,8.16E-05,0.002241341,1.96E-05,0.021934266,157.05145
2000,3.788289457,1567.9,1007.159,0.883773585,2.66,0.006196809,0.124925117,0.000884976,1.303338538,0.20429319,0.382577346,0.586870536,0.642916459,5.219999932,3489.791995,0.012690441,0.005112491,8.07E-05,0.003418971,9.27E-06,0.020090602,132.1591
2001,2.521921403,1182,630.675,0.856481481,2.45,0.006398669,0.093621617,0.00076303,1.318146182,0.103751724,0.24890987,0.352661594,0.36018978,3.790000079,2675.232005,0.020507083,0.008104448,0.00012748,0.004521178,3.92E-05,0.035679672,132.37645
2002,4.218663594,1277.7,764.03,0.945,4.85,0.005151564,0.055344682,0.000566879,1.350292435,0.131673975,0.288133168,0.419807143,0.397253432,5.579166691,2711.352017,0.019778412,0.007363823,0.000113049,0.003021923,3.32E-05,0.034041505,134.1432
2003,2.06828597,1191.7,678.184,0.919818182,3.23,0.004094102,0.071547634,0.00078469,1.336785134,0.147774133,0.24973254,0.397506673,0.404730392,3.61166659,2698.655969,0.019222377,0.007594614,0.0001242,0.003071382,2.33E-05,0.033357158,131.1227
2004,3.39012483,1705.9,1198.475,0.790188679,3.04,0.004102093,0.062270759,0.000694461,1.2511269,0.162958315,0.303667151,0.466625466,0.525151027,4.418333203,3333.431996,0.019494333,0.005399589,0.000132546,0.001493644,3.70E-05,0.034771787,137.6526
2005,2.880862775,1454.4,970.156,0.775566038,3.01,0.003882338,0.07160498,0.000365667,1.206032167,0.13170883,0.257815839,0.389524669,0.437050713,3.937916735,3144.863983,0.016970388,0.005042113,0.000100848,0.002854525,7.57E-06,0.027932667,141.80805
2006,4.583013313,1909.2,1352.015,0.754807692,3.52,0.003882338,0.072895115,0.00017852,1.154440654,0.166068953,0.24436461,0.410433563,0.505864951,5.565000027,3959.423969,0.010277658,0.003999956,6.37E-05,0.001247431,2.85E-06,0.017105348,140.06195
2007,3.293618792,1580.8,1025.156,0.773461538,3.18,0.003882338,0.104955065,0.00017852,1.133257079,0.124552679,0.191713189,0.316265868,0.351754452,4.706666638,3791.016028,0.013008555,0.004754576,7.91E-05,0.003690265,3.33E-06,0.02074164,149.6381
2008,3.532276604,1567.6,1032.321,0.764313725,2.93,0.003882338,0.046330963,0.00016286,1.156132319,0.229785003,0.290586117,0.52037112,0.562904583,4.617916703,3325.296021,0.010089161,0.004694805,6.21E-05,0.00130358,2.60E-06,0.016796393,134.92785
2009,3.680805172,1745.1,1189.732,0.667843137,4.35,0.002877498,0.039421182,0.000980355,1.136431468,0.144270734,0.224603124,0.368873858,0.377047642,4.371250001,3757.296057,0.009211146,0.005045598,4.16E-05,0.000845271,1.31E-05,0.016592593,145.5865
2010,3.832405274,1493.4,1003.878,0.654528302,3.13,0.00209049,0.023015886,0.001033536,1.093169373,0.127977554,0.165061605,0.293039159,0.255363026,5.239166652,3482.28002,0.013329415,0.005463902,4.38E-05,0.000966988,1.91E-05,0.022064315,145.2138
2011,3.453539427,1714.9,1149.642,0.681481481,5.97,0.003220903,0.049027942,0.001176213,1.019579025,0.147231211,0.19659473,0.343825941,0.275026512,4.572499879,3725.11203,0.016413702,0.005132981,8.83E-05,0.003360563,2.47E-05,0.024748569,122.47005
2012,5.418709059,1676,1013.918,0.652115385,2.73,0.003410368,0.072460699,0.00123398,0.901778376,0.151725615,0.186943189,0.338668804,0.228013818,6.451249977,3359.736008,0.011536977,0.006382442,9.03E-05,0.002605707,1.95E-05,0.016912472,144.9582
2013,N/A,1454.7,827.303,0.668846154,3.94,0.00346424,0.064510874,0.000967766,0.934580821,0.160661197,0.180564019,0.341225216,0.202788173,5.136249999,3071.711993,0.00890119,0.006234497,5.67E-05,0.000921341,1.30E-05,0.012392873,133.85875
2014,N/A,1428.4,894.353,0.699011538,3.71,0.003831569,0.105847791,0.00077985,0.871996195,0.164194894,0.186437097,0.350631991,0.20755816,3.833333264,3375.959995,0.012999702,0.006552629,7.97E-05,0.003655567,1.30E-05,0.014974616,114.57335
2015,N/A,1390.5,790.457,0.694642308,2.94,0.002938631,0.062334446,0.00051301,0.87335066,0.113759841,0.152591685,0.266351526,0.134982558,3.786249926,2916.623987,0.009659085,0.006517749,5.48E-05,0.001320608,8.83E-06,0.011464105,127.9329
2016,N/A,1590.3,1035.681,0.659542308,4.96,0.00307364,0.046287079,0.000534059,0.81953567,0.121325905,0.138948249,0.260274154,0.114928935,5.844583306,3186.072034,0.01160894,0.003168403,6.71E-05,0.00102773,1.02E-05,0.014069937,N/A
2017,N/A,1506.8,836.092,0.709215385,N/A,0.004201885,0.049630366,0.000513636,0.840664403,0.156076459,0.174249091,0.33032555,0.119732276,5.375416686,3121.056015,0.010308454,N/A,8.35E-05,0.001112859,9.91E-06,0.012986565,N/A
2018,N/A,1661.6,992.278,N/A,N/A,N/A,N/A,N/A,N/A,0.182726808,0.173207186,0.355933994,0.113731804,4.892500073,3189.576004,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2019,N/A,1884,1198.897,N/A,N/A,N/A,N/A,N/A,N/A,0.102126843,0.115710605,0.217837448,0.083447854,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020,N/A,N/A,887.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
