WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrPO4PmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWAPO4PmgL,FWASO4SmgL,iNDVI
1992,4.054335064,1376.3,859.704,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.012088749,1093.367571,N/A,N/A,N/A,N/A,N/A,N/A,123.8395
1993,3.583397337,1407.4,961.274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.510437004,1131.885457,N/A,N/A,N/A,N/A,N/A,N/A,119.9907
1994,3.372139017,1435.3,968.861,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.349249831,1185.50523,N/A,N/A,N/A,N/A,N/A,N/A,135.32495
1995,5.276990527,1234.6,734.322,N/A,N/A,N/A,N/A,N/A,N/A,1.271092,10.643037,11.914129,8.32244,4.853137573,1211.044535,N/A,N/A,N/A,N/A,N/A,N/A,124.50215
1996,3.77183908,1828.8,1332.974,1.04,1.813333333,0.010353476,0.071891613,0.000570729,1.481829509,3.02277,22.092945,25.115715,24.15373,3.929993207,1578.306389,0.953716292,1.990216456,0.007742319,0.097571373,5.48E-04,1.384955667,132.46715
1997,4.080849974,1656.5,1155.64,0.956666667,1.8625,0.007053306,0.045631126,0.000298954,1.374454591,3.3192,21.389849,24.709049,25.23216,4.060096285,1231.504521,0.888461156,2.018347176,0.006409355,0.057095403,2.18E-04,1.297924927,138.3548
1998,5.753622632,1381.9,839.709,1.0025,1.768333333,0.010547604,0.059937915,0.000271776,1.364996697,3.091594,19.511316,22.60291,20.75851,5.21764815,1346.045114,0.947910312,1.818813839,9.56E-03,0.106241652,2.08E-04,1.303411848,152.90785
1999,5.171076549,1604.7,1068.378,1.0075,1.956666667,0.006859178,0.091751695,0.000652262,1.327721466,2.771235,19.853743,22.624978,21.85013,5.260691996,1300.560219,0.973002636,2.014737172,6.67E-03,0.104045798,6.49E-04,1.290612832,157.05145
2000,4.969401187,1591.2,1052.368,1.009166667,1.830833333,0.005564993,0.111800023,0.001005571,1.335232147,4.346653,22.457032,26.803685,25.84263,5.306884514,1367.719426,0.953846706,1.971036054,0.006487408,0.161828721,1.16E-03,1.246416957,132.1591
2001,3.286200717,1183.2,720.642,1.021666667,1.8025,0.010288767,0.067976071,0.000543552,1.360267749,2.086341,15.629634,17.715975,14.85637,3.881521383,943.7825503,0.951141829,2.231226601,6.04E-03,0.113186416,7.22E-04,1.25857362,132.37645
2002,5.30203533,1291.4,770.664,1.0225,1.938333333,0.004076681,0.042600346,0.000407664,1.36694391,2.911723,18.378099,21.289822,18.18839,5.670503914,1259.439765,0.910552601,2.156036158,3.96E-03,0.085628414,4.11E-04,1.28066026,134.1432
2003,3.798342294,1179,691.439,1.001666667,1.8225,0.003882553,0.067147783,0.000570729,1.389754126,2.148697,14.107192,16.255889,15.54225,3.698439865,1384.985349,0.908696197,1.916395705,3.88E-03,0.12918415,4.95E-04,1.291261979,131.1227
2004,5.043885181,1696.8,1195.745,0.898333333,2.146666667,0.003882553,0.062611025,0.000190243,1.272086793,2.934738,16.912656,19.847394,20.41638,4.508202429,1146.039292,0.838726518,2.349648512,3.88E-03,0.070837016,1.82E-04,1.21569915,137.6526
2005,4.462109575,1446.2,957.332,0.9325,1.633333333,0.003882553,0.086085453,0.000163066,1.255118218,2.041182,13.914963,15.956145,17.61377,4.027349848,1634.647316,0.859026555,1.665786039,3.88E-03,0.159141796,1.02E-04,1.168157816,141.80805
2006,4.943567588,1927.9,1383.435,0.841666667,1.721666667,0.003882553,0.090396315,2.72E-05,1.162764661,2.756633,14.18652,16.943153,19.44499,5.661075603,1590.476058,0.794451362,1.903102914,3.88E-03,0.083217989,6.07E-05,1.127148691,140.06195
2007,3.289874552,1585.4,1048.799,0.861666667,1.715,0.003882553,0.118313377,N/A,1.150525033,1.605458,10.843992,12.44945,15.36747,4.798299444,1358.073253,0.792026146,1.856428887,3.88E-03,0.156972157,N/A,1.061626049,149.6381
2008,4.178831418,1558.1,991.343,0.868333333,1.579166667,0.003882553,0.055551754,2.72E-05,1.152194073,3.195236,15.230093,18.425329,20.23637,4.705106563,1630.765486,0.792364943,1.586597525,3.88E-03,0.086501744,3.52E-06,1.089865062,134.92785
2009,4.347279826,1796.9,1225.778,0.815,1.716666667,0.002717787,0.03077842,0.001114281,1.09155228,2.182074,12.661608,14.843682,16.4661,4.458851725,1402.245467,0.78591386,1.773001098,2.70E-03,0.038153043,1.06E-03,1.060462609,145.5865
2010,4.6062468,1521.6,1011.901,0.8075,1.745833333,0.002135404,0.021704904,0.0015763,1.028128753,1.317086,8.69984,10.016926,10.54235,5.331099799,1429.388729,0.778009963,1.796886632,0.002314308,0.027130766,1.54E-03,1.008393625,145.2138
2011,3.688805684,1760.8,1144.446,0.783333333,1.899166667,0.003235461,0.060107337,0.00135888,1.020896245,1.625561,11.212316,12.837877,12.66657,4.661114238,1560.849311,0.708102208,1.977304014,4.17E-03,0.088441173,1.18E-03,0.937671487,122.47005
2012,5.414868372,1720.2,1035.35,0.72,2.313333333,0.003494298,0.074075281,0.001141459,0.885982164,1.510097,9.96935,11.479447,9.03044,6.539224753,1258.035109,0.690687468,2.310379533,3.74E-03,0.082605623,9.67E-04,0.84287411,144.9582
2013,N/A,1505.7,896.875,0.753333333,1.670833333,0.003947263,0.067147783,0.001005571,0.950518384,1.316034,9.290801,10.606835,7.51175,5.22809596,1318.033964,0.71817571,1.72134875,0.003289455,0.074433093,1.11E-03,0.921785647,133.85875
2014,N/A,1463.2,907.244,0.813333333,1.774166667,0.00336488,0.123979619,0.000733795,0.893214671,1.955258,10.762767,12.718025,7.47704,3.920799417,1356.762317,0.754733842,1.851157175,3.83E-03,0.179373034,7.16E-04,0.816205674,114.57335
2015,N/A,1426.6,822.957,0.8175,1.798333333,0.003882553,0.055231734,0.000706617,0.884591297,N/A,N/A,N/A,N/A,3.873124943,1258.172796,0.758621532,1.880924738,4.36E-03,0.076124088,6.90E-04,0.831981379,127.9329
2016,N/A,1651,1004.992,0.721666667,2.05,0.003623717,0.045442879,0.000652262,0.839527212,N/A,N/A,N/A,N/A,5.936879874,1134.333614,0.696682451,2.062321302,3.91E-03,0.054922654,6.52E-04,0.821804302,N/A
2017,N/A,1540.8,829.867,0.736666667,2.060833333,0.003494298,0.037404722,0.000652262,0.859833868,N/A,N/A,N/A,N/A,5.46841089,1413.911515,0.621000944,2.166509694,0.003377339,0.056983468,0.000652262,0.755499137,N/A
2018,N/A,1742.9,1028.527,0.825,2.025,0.00330017,0.017111672,0.000652262,0.897109098,N/A,N/A,N/A,N/A,4.983905099,1379.202093,N/A,N/A,N/A,N/A,N/A,N/A,N/A
