Year,Month ,Water Year,"Year, Month",CSMeanTempC,CSPrecipitationmm,Runoffmm,1 Ca (mg/L),1 TOC TC-IC(mg/L),1 NH4-N(mg/L),1 NO3+NO2-N(mg/L),1 TP(mg/L),1 SO4-S (mg/L),2 NH4-N (kg/ha),2 NO3-N (kg/ha),2 Total N (kg/ha),2 SO4-S (kg/ha),T2 (DegC),P2 (mm),FWACamgL,FWATOCTCICmgL,FWANH4NmgL,FWANO3NO2NmgL,FWATDPmgL,FWASO4SmgL,
1983,5,1983,19835,9.870967742,46.7,16.43,N/A,N/A,N/A,N/A,N/A,N/A,0.012234808,0.011109067,0.023343875,0.028055621,9.43999958,43.45999908,N/A,N/A,N/A,N/A,N/A,N/A,
1983,6,1983,19836,16.91666667,95.7,12.08,N/A,N/A,N/A,N/A,N/A,N/A,0.017428012,0.017563615,0.034991627,0.029266833,16.53000069,97.65000153,N/A,N/A,N/A,N/A,N/A,N/A,
1983,7,1983,19837,21.5,124.9,9.84,N/A,N/A,N/A,N/A,N/A,N/A,0.003161524,0.004551805,0.007713328,0.027384861,21.20000076,86.97000122,N/A,N/A,N/A,N/A,N/A,N/A,
1983,8,1983,19838,21.24193548,111.1,3.55,N/A,N/A,N/A,N/A,N/A,N/A,0.056204867,0.044068386,0.100273253,0.060555224,20.79999924,140.7299957,N/A,N/A,N/A,N/A,N/A,N/A,
1983,9,1983,19839,13.6,75,2.7,N/A,N/A,N/A,N/A,N/A,N/A,0.031869683,0.020341351,0.052211034,0.044305936,13.27000046,86.98000336,N/A,N/A,N/A,N/A,N/A,N/A,
1983,10,1983,198310,5.693548387,82.5,11.19,N/A,N/A,N/A,N/A,N/A,N/A,0.018660918,0.016418107,0.035079025,0.025805976,6.139999866,71.26000214,N/A,N/A,N/A,N/A,N/A,N/A,
1983,11,1984,198411,-1.866666667,69.8,4.29,N/A,N/A,N/A,N/A,N/A,N/A,0.006598543,0.01420608,0.020804623,0.018976969,-2.039999962,59.58000183,N/A,N/A,N/A,N/A,N/A,N/A,
1983,12,1984,198412,-19.33870968,38.2,0.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-19.02499962,27.26000023,N/A,N/A,N/A,N/A,N/A,N/A,
1984,1,1984,19841,-14.96774194,17.7,0.08,N/A,N/A,N/A,N/A,N/A,N/A,0.001410169,0.004662114,0.006072283,0.00330167,-15.40999985,12.89000034,N/A,N/A,N/A,N/A,N/A,N/A,
1984,2,1984,19842,-4.034482759,24.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.008502104,0.010220176,0.01872228,0.013855274,-5.210000038,16.19000053,N/A,N/A,N/A,N/A,N/A,N/A,
1984,3,1984,19843,-5.903225806,13,0.1,N/A,N/A,N/A,N/A,N/A,N/A,0.003628966,0.006572863,0.010201829,0.007149385,-6.815000057,11.94999981,N/A,N/A,N/A,N/A,N/A,N/A,
1984,4,1984,19844,7.183333333,42.3,27.04,N/A,N/A,N/A,N/A,N/A,N/A,0.000327365,9.52E-05,0.000422606,0.015316602,6.179999828,29.57999992,N/A,N/A,N/A,N/A,N/A,N/A,
1984,5,1984,19845,11.03225806,83.6,27.04,N/A,N/A,N/A,N/A,N/A,N/A,0.047301586,0.022600763,0.069902348,0.044333886,10.05500031,59.93999863,N/A,N/A,N/A,N/A,N/A,N/A,
1984,6,1984,19846,17.6,186.8,31.77,N/A,N/A,N/A,N/A,N/A,N/A,0.050095538,0.041646807,0.091742345,0.060944292,16.95000076,167.5899963,N/A,N/A,N/A,N/A,N/A,N/A,
1984,7,1984,19847,19.17741935,72.3,3.64,N/A,N/A,N/A,N/A,N/A,N/A,0.028578106,0.02174123,0.050319337,0.034565943,19.09000015,50.27999878,N/A,N/A,N/A,N/A,N/A,N/A,
1984,8,1984,19848,20.58064516,39.7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.017163061,0.013254152,0.030417213,0.033474639,20.23999977,49.20000076,N/A,N/A,N/A,N/A,N/A,N/A,
1984,9,1984,19849,10.05,55.9,0,N/A,N/A,N/A,N/A,N/A,N/A,0.008531308,0.00841996,0.016951267,0.015751901,10.22999954,57.70000076,N/A,N/A,N/A,N/A,N/A,N/A,
1984,10,1984,198410,7.661290323,154.5,12.9,N/A,N/A,N/A,N/A,N/A,N/A,0.029801694,0.025078312,0.054880007,0.062330076,7.769999981,121.6399994,N/A,N/A,N/A,N/A,N/A,N/A,
1984,11,1985,198511,-2.45,21.3,0.65,N/A,N/A,N/A,N/A,N/A,N/A,0.013985216,0.016789601,0.030774817,0.02536005,-2.980000019,17.60000038,N/A,N/A,N/A,N/A,N/A,N/A,
1984,12,1985,198512,-13.19354839,44.7,0.08,N/A,N/A,N/A,N/A,N/A,N/A,0.006141351,0.014293821,0.020435172,0.023139419,-12.86499977,30.54999924,N/A,N/A,N/A,N/A,N/A,N/A,
1985,1,1985,19851,-15.90322581,13.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000664203,0.001917527,0.002581729,0.006175182,-15.72500038,10.61999989,N/A,N/A,N/A,N/A,N/A,N/A,
1985,2,1985,19852,-12.98214286,18.9,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001189415,0.011511639,0.012701054,0.006007459,-13.42000008,11.39999962,N/A,N/A,N/A,N/A,N/A,N/A,
1985,3,1985,19853,-1.064516129,49.9,0.09,N/A,N/A,N/A,N/A,N/A,N/A,0.002494308,0.004087281,0.006581589,0.012407132,-1.215000033,30.18000031,N/A,N/A,N/A,N/A,N/A,N/A,
1985,4,1985,19854,6.65,118.4,88.68,N/A,N/A,N/A,N/A,N/A,N/A,0.041189493,0.017406385,0.058595878,0.02942819,6.360000134,75.02999878,N/A,N/A,N/A,N/A,N/A,N/A,
1985,5,1985,19855,13.98387097,179,66.52,N/A,N/A,N/A,N/A,N/A,N/A,0.038476853,0.039476601,0.077953454,0.065500749,13.24499989,130.4299927,N/A,N/A,N/A,N/A,N/A,N/A,
1985,6,1985,19856,14.03333333,95.5,11.69,N/A,N/A,N/A,N/A,N/A,N/A,0.016774106,0.01991569,0.036689796,0.026263513,13.59000015,101.5400009,N/A,N/A,N/A,N/A,N/A,N/A,
1985,7,1985,19857,17.90322581,86.5,7.63,N/A,N/A,N/A,N/A,N/A,N/A,0.017675291,0.018412905,0.036088195,0.040172682,18.45000076,90.95999908,N/A,N/A,N/A,N/A,N/A,N/A,
1985,8,1985,19858,15.41935484,105.9,1.62,N/A,N/A,N/A,N/A,N/A,N/A,0.029158449,0.025343511,0.05450196,0.050299003,15.69999981,102.8499985,N/A,N/A,N/A,N/A,N/A,N/A,
1985,9,1985,19859,11.16666667,94,4.64,N/A,N/A,N/A,N/A,N/A,N/A,0.016662246,0.014060091,0.030722337,0.035256314,11.40499973,95.01000214,N/A,N/A,N/A,N/A,N/A,N/A,
1985,10,1985,198510,5.403225806,53.8,9.61,N/A,N/A,N/A,N/A,N/A,N/A,0.007045875,0.009542565,0.01658844,0.013989701,5.795000076,49.02999878,N/A,N/A,N/A,N/A,N/A,N/A,
1985,11,1986,198611,-8.766666667,58.5,6.18,N/A,N/A,N/A,N/A,N/A,N/A,0.006311447,0.013771608,0.020083055,0.02436084,-8.055000305,47.15000153,N/A,N/A,N/A,N/A,N/A,N/A,
1985,12,1986,198612,-17.56451613,27.1,0.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-17.21999931,19,N/A,N/A,N/A,N/A,N/A,N/A,
1986,1,1986,19861,-12.19354839,27.3,0,N/A,N/A,N/A,N/A,N/A,N/A,0.004630822,0.008723659,0.013354481,0.006953321,-12.03499985,18.46999931,N/A,N/A,N/A,N/A,N/A,N/A,
1986,2,1986,19862,-11.71428571,24.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.006239187,0.008914933,0.015154121,0.00819998,-12.10999966,19.02000046,N/A,N/A,N/A,N/A,N/A,N/A,
1986,3,1986,19863,-1.14516129,12.1,0.38,N/A,N/A,N/A,N/A,N/A,N/A,0.003371888,0.003934768,0.007306656,0.004226774,-2.200000048,11.71000004,N/A,N/A,N/A,N/A,N/A,N/A,
1986,4,1986,19864,6.15,106.7,60.39,N/A,N/A,N/A,N/A,N/A,N/A,0.067854332,0.029765924,0.097620256,0.061112688,6.525000095,80.43000031,N/A,N/A,N/A,N/A,N/A,N/A,
1986,5,1986,19865,12.88709677,39.4,18.48,N/A,N/A,N/A,N/A,N/A,N/A,0.018360614,0.014995629,0.033356242,0.02593304,12.60499954,51.38000107,N/A,N/A,N/A,N/A,N/A,N/A,
1986,6,1986,19866,15.63333333,127.7,2.79,N/A,N/A,N/A,N/A,N/A,N/A,0.039642073,0.035173947,0.07481602,0.043211038,16.54000092,136.6799927,N/A,N/A,N/A,N/A,N/A,N/A,
1986,7,1986,19867,19.30645161,158,17.17,N/A,N/A,N/A,N/A,N/A,N/A,0.014511515,0.024876692,0.039388207,0.033636476,19.63999939,114.2900009,N/A,N/A,N/A,N/A,N/A,N/A,
1986,8,1986,19868,15.64516129,77.9,2.4,N/A,N/A,N/A,N/A,N/A,N/A,0.0046351,0.011788571,0.016423671,0.021885465,15.96500015,88.80000305,N/A,N/A,N/A,N/A,N/A,N/A,
1986,9,1986,19869,11.36666667,132.8,9.03,N/A,N/A,N/A,N/A,N/A,N/A,0.01726513,0.015469937,0.032735066,0.051041605,11.61499977,120.4199982,N/A,N/A,N/A,N/A,N/A,N/A,
1986,10,1986,198610,5.935483871,27.4,2.44,N/A,N/A,N/A,N/A,N/A,N/A,0.008507881,0.007047535,0.015555416,0.012064493,6.255000114,18.12999916,N/A,N/A,N/A,N/A,N/A,N/A,
1986,11,1987,198711,-4.883333333,67.7,0.36,N/A,N/A,N/A,N/A,N/A,N/A,0.011407575,0.013371803,0.024779379,0.021760544,-5.554999828,39.15000153,N/A,N/A,N/A,N/A,N/A,N/A,
1986,12,1987,198712,-8.661290323,19.5,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000955694,0.00471039,0.005666084,0.004102256,-8.635000229,11.76000023,N/A,N/A,N/A,N/A,N/A,N/A,
1987,1,1987,19871,-11.11290323,14,0.08,N/A,N/A,N/A,N/A,N/A,N/A,0.004378985,0.007602877,0.011981862,0.005517688,-10.69499969,16.15999985,N/A,N/A,N/A,N/A,N/A,N/A,
1987,2,1987,19872,-3.107142857,13.1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003373969,0.003836429,0.007210398,0.004883838,-4.085000038,10.77999973,N/A,N/A,N/A,N/A,N/A,N/A,
1987,3,1987,19873,0,36.9,11.47,N/A,N/A,N/A,N/A,N/A,N/A,0.013482762,0.018599324,0.032082086,0.031281512,-0.354999989,22.17000008,N/A,N/A,N/A,N/A,N/A,N/A,
1987,4,1987,19874,8.933333333,6.2,6.79,N/A,N/A,N/A,N/A,N/A,N/A,0.009530461,0.004613124,0.014143586,0.010466813,9.039999962,8.850000381,N/A,N/A,N/A,N/A,N/A,N/A,
1987,5,1987,19875,13.30645161,125.3,13.72,N/A,N/A,N/A,N/A,N/A,N/A,0.042344906,0.029937535,0.072282441,0.044889191,13.10499954,113.8399963,N/A,N/A,N/A,N/A,N/A,N/A,
1987,6,1987,19876,18.6,27.9,2.94,N/A,N/A,N/A,N/A,N/A,N/A,0.002539212,0.004258191,0.006797404,0.006176332,18.31999969,28.78000069,N/A,N/A,N/A,N/A,N/A,N/A,
1987,7,1987,19877,20.74193548,275.7,52.71,N/A,N/A,N/A,N/A,N/A,N/A,0.07757278,0.060744592,0.138317371,0.100541545,20.39500046,179.1900024,N/A,N/A,N/A,N/A,N/A,N/A,
1987,8,1987,19878,17.03225806,60.5,1.66,N/A,N/A,N/A,N/A,N/A,N/A,0.021309816,0.016667443,0.037977259,0.021276962,17.33499908,79.06999969,N/A,N/A,N/A,N/A,N/A,N/A,
1987,9,1987,19879,13.48333333,87.3,3.98,N/A,N/A,N/A,N/A,N/A,N/A,0.016513581,0.014621971,0.031135551,0.03242835,13.39500046,71.97000122,N/A,N/A,N/A,N/A,N/A,N/A,
1987,10,1987,198710,3.483870968,32.5,0.5,N/A,N/A,N/A,N/A,N/A,N/A,0.005491342,0.004799595,0.010290937,0.009577682,4.244999886,22.55999947,N/A,N/A,N/A,N/A,N/A,N/A,
1987,11,1988,198811,-0.266666667,20.4,1.46,N/A,N/A,N/A,N/A,N/A,N/A,0.010231438,0.012097338,0.022328776,0.018705023,-0.180000007,17.13999939,N/A,N/A,N/A,N/A,N/A,N/A,
1987,12,1988,198812,-7.096774194,19.8,0.98,N/A,N/A,N/A,N/A,N/A,N/A,0.001491661,0.00444583,0.005937491,0.004714402,-7.085000038,15.63000011,N/A,N/A,N/A,N/A,N/A,N/A,
1988,1,1988,19881,-16.11290323,44.6,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003547117,0.012137563,0.015684679,0.008185601,-16.58499908,20.39999962,N/A,N/A,N/A,N/A,N/A,N/A,
1988,2,1988,19882,-14.48275862,7.9,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001155716,0.002270978,0.003426693,0.002120555,-15.10000038,3.369999886,N/A,N/A,N/A,N/A,N/A,N/A,
1988,3,1988,19883,-3.14516129,71.5,0,N/A,N/A,N/A,N/A,N/A,N/A,0.030389561,0.02551969,0.055909251,0.043620904,-4.210000038,40.13000107,N/A,N/A,N/A,N/A,N/A,N/A,
1988,4,1988,19884,4.783333333,12.2,25.42,N/A,N/A,N/A,N/A,N/A,N/A,0.000936437,0.005585049,0.006521486,0.009285271,4.639999866,6.53000021,N/A,N/A,N/A,N/A,N/A,N/A,
1988,5,1988,19885,15.91935484,40.1,3.37,N/A,N/A,N/A,N/A,N/A,N/A,0.013713913,0.009521217,0.02323513,0.012843516,14.98499966,39.41999817,N/A,N/A,N/A,N/A,N/A,N/A,
1988,6,1988,19886,20,59.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000456571,0.009338098,0.00979467,0.028083991,19.59000015,75.90000153,N/A,N/A,N/A,N/A,N/A,N/A,
1988,7,1988,19887,21.56451613,21,0,N/A,N/A,N/A,N/A,N/A,N/A,0.016587517,0.023378671,0.039966188,0.02539498,21.08499908,64.98999786,N/A,N/A,N/A,N/A,N/A,N/A,
1988,8,1988,19888,18.27419355,366.7,66.25,N/A,N/A,N/A,N/A,N/A,N/A,0.03493299,0.052340448,0.087273437,0.077972789,18.81999969,205.3300018,N/A,N/A,N/A,N/A,N/A,N/A,
1988,9,1988,19889,12.6,219.1,47.42,N/A,N/A,N/A,N/A,N/A,N/A,0.030367928,0.028244002,0.05861193,0.049228843,12.71500015,105.7699966,N/A,N/A,N/A,N/A,N/A,N/A,
1988,10,1988,198810,3.629032258,26,3.1,N/A,N/A,N/A,N/A,N/A,N/A,0.008865909,0.006083284,0.014949194,0.007023471,3.839999914,22.54999924,N/A,N/A,N/A,N/A,N/A,N/A,
1988,11,1989,198911,-2.216666667,74.9,0.63,N/A,N/A,N/A,N/A,N/A,N/A,0.00700351,0.012955226,0.019958735,0.011060171,-2.765000105,51.72999954,N/A,N/A,N/A,N/A,N/A,N/A,
1988,12,1989,198912,-12.0483871,43.6,0,N/A,N/A,N/A,N/A,N/A,N/A,0.008151119,0.02140732,0.029558439,0.011493851,-11.64999962,29.20000076,N/A,N/A,N/A,N/A,N/A,N/A,
1989,1,1989,19891,-11.24193548,45,0.12,N/A,N/A,N/A,N/A,N/A,N/A,0.001200783,0.014148614,0.015349397,0.007547345,-12.27499962,39.06000137,N/A,N/A,N/A,N/A,N/A,N/A,
1989,2,1989,19892,-17.75,15.6,0.03,N/A,N/A,N/A,N/A,N/A,N/A,0.000909276,0.003846461,0.004755737,0.002646869,-17.27499962,7.860000134,N/A,N/A,N/A,N/A,N/A,N/A,
1989,3,1989,19893,-6.5,28.4,0.16,N/A,N/A,N/A,N/A,N/A,N/A,0.020427026,0.014328425,0.034755451,0.015589651,-7.110000134,21.19000053,N/A,N/A,N/A,N/A,N/A,N/A,
1989,4,1989,19894,3.35,49.2,69.53,N/A,N/A,N/A,N/A,N/A,N/A,0.008272367,0.007012746,0.015285112,0.013434923,2.924999952,33.75,N/A,N/A,N/A,N/A,N/A,N/A,
1989,5,1989,19895,12.32258065,72.3,10.72,1.133333333,N/A,0.023333333,0.005,0.006666667,0.3996,0.021332008,0.012203549,0.033535558,0.032620498,11.77999973,77.48999786,0.127121031,N/A,0.002842126,0.000556934,0.000864129,0.049638779,
1989,6,1989,19896,16.26666667,228,45.25,1.4,N/A,0.015,0.0075,0.0075,0.2664,0.115069775,0.063976253,0.179046028,0.118975248,16.11000061,129.9900055,0.130408708,N/A,0.001531705,0.000765852,0.000765852,0.027583015,
1989,7,1989,19897,21.27419355,52.2,11.71,1.9,N/A,0.03,0.01,0.04,0.0999,0.039454933,0.017886092,0.057341025,0.032232056,20.75499916,48.86999893,0.011451939,N/A,0.00018082,6.03E-05,0.000241093,0.000602131,
1989,8,1989,19898,18.80645161,159.4,4.18,2.15,N/A,0.07,0.0275,0.0275,0.58275,0.03070048,0.021844107,0.052544587,0.035666513,18.38999939,107.1999969,0.642059182,N/A,0.025682367,0.01605148,0.01605148,0.320708562,
1989,9,1989,19899,13.08333333,91.2,21.03,1.7,N/A,0.05,0.0125,0.0125,0.1998,0.034124051,0.022700513,0.056824564,0.039060094,12.78499985,84.91000366,0.042481957,N/A,0.001315051,0.000169492,0.000169492,0.0046185,
1989,10,1989,198910,6.306451613,46.7,1.49,1.45,N/A,0.045,0.02,0.04,0.333,0.00331946,0.00354106,0.006860521,0.003324668,6.715000153,38.90999985,0.159465613,N/A,0.005278912,0.00213353,0.000219648,0.041896498,
1989,11,1990,199011,-5.866666667,27.1,0.03,2.2,N/A,0.03,0.035,0.0075,0.4329,0.010955104,0.008989572,0.019944676,0.008063427,-5.59499979,15.68999958,0.138025478,N/A,0.002248408,0.002012739,0.000378981,0.024720478,
1989,12,1990,199012,-17.90322581,21.5,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001996358,0.00472944,0.006725799,0.003526797,-16.85000038,13.18000031,N/A,N/A,N/A,N/A,N/A,N/A,
1990,1,1990,19901,-8.338709677,41.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003291546,0.006516974,0.00980852,0.004959287,-8.574999809,20,N/A,N/A,N/A,N/A,N/A,N/A,
1990,2,1990,19902,-11.375,22.5,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003833802,0.007101273,0.010935075,0.003684395,-10.86499977,14.56999969,N/A,N/A,N/A,N/A,N/A,N/A,
1990,3,1990,19903,-1.693548387,49.3,1.04,N/A,N/A,N/A,N/A,N/A,N/A,0.013402924,0.009803422,0.023206346,0.015600156,-2.400000095,37.95000076,N/A,N/A,N/A,N/A,N/A,N/A,
1990,4,1990,19904,4.533333333,67,34.44,N/A,N/A,N/A,N/A,N/A,N/A,0.028873993,0.013067329,0.041941321,0.016293024,4.340000153,50.24000168,N/A,N/A,N/A,N/A,N/A,N/A,
1990,5,1990,19905,10.80645161,18.3,13.34,1.95,N/A,0.02,0.005,0.0075,0.54945,0.008918889,0.010724486,0.019643375,0.014366363,9.965000153,25.11000061,0.04274923,N/A,0.00044559,0.000111398,0.000201887,0.013863417,
1990,6,1990,19906,17.65,146.3,13.6,2.1,N/A,0.01,0.01,0.005,0.3663,0.020138276,0.024561238,0.044699514,0.033554938,17.31500053,131.8899994,0.057089898,N/A,0.000271857,0.000271857,0.000135928,0.009958109,
1990,7,1990,19907,18.77419355,46.7,0.65,2.5,N/A,0.005,0.02,0.005,0.0999,0.019632181,0.013126453,0.032758633,0.022952058,18.76000023,60.36999893,0.358730645,N/A,0.000717461,0.002869845,0.000717461,0.014334877,
1990,8,1990,19908,19.09677419,18.9,0,N/A,N/A,N/A,N/A,N/A,N/A,0.01220729,0.011220113,0.023427402,0.013144619,18.67499924,46.59999847,N/A,N/A,N/A,N/A,N/A,N/A,
1990,9,1990,19909,13.05,44.1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.018384778,0.012421091,0.030805869,0.018123108,13.39000034,53.08000183,N/A,N/A,N/A,N/A,N/A,N/A,
1990,10,1990,199010,4.774193548,101.1,0.32,3.7,N/A,0.005,0.005,0.03,0.8325,0.019033264,0.010983319,0.030016584,0.020255974,5.099999905,93.40000153,0.325646688,N/A,0.000440063,0.000440063,0.002640379,0.073270505,
1990,11,1991,199111,-0.983333333,14.5,1.05,N/A,N/A,N/A,N/A,N/A,N/A,0.011454785,0.00799091,0.019445695,0.010542612,-1.279999971,11.09000015,N/A,N/A,N/A,N/A,N/A,N/A,
1990,12,1991,199112,-13.27419355,29.6,0.09,N/A,N/A,N/A,N/A,N/A,N/A,0.002294364,0.008906127,0.011200492,0.002732713,-12.57999992,24.77000046,N/A,N/A,N/A,N/A,N/A,N/A,
1991,1,1991,19911,-15.98387097,26.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001457488,0.007656681,0.009114169,0.003874563,-16.27499962,17.17000008,N/A,N/A,N/A,N/A,N/A,N/A,
1991,2,1991,19912,-7.571428571,25.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.002559409,0.0067193,0.009278708,0.004028237,-7.974999905,17.40999985,N/A,N/A,N/A,N/A,N/A,N/A,
1991,3,1991,19913,-2.161290323,33.1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.011511608,0.010063534,0.021575142,0.017425791,-2.930000067,25.68000031,N/A,N/A,N/A,N/A,N/A,N/A,
1991,4,1991,19914,7.716666667,72.5,16.57,3.5,N/A,0.0775,0.155,0.02875,4.537125,0.010768562,0.013919207,0.024687769,0.030243295,6.795000076,60.59999847,0.509758364,N/A,0.0061704,0.006852701,0.000891439,0.687631817,
1991,5,1991,19915,15.01612903,92.8,21.42,2.9,N/A,0.005,0.01,0.02,1.998,0.012159342,0.013072832,0.025232174,0.021407166,14.24499989,90.52999878,0.005997442,N/A,1.03E-05,2.07E-05,4.14E-05,0.004132031,
1991,6,1991,19916,18.55,98.3,0.98,2.9,N/A,0.0225,0.02,0.075,0.48285,0.045139907,0.037765881,0.082905788,0.054187181,18.64999962,96.25,0.131000102,N/A,0.001689389,0.000903449,0.002426493,0.025013114,
1991,7,1991,19917,19.17741935,76,3.21,3.7,N/A,0.0375,0.035,0.005,0.51615,0.009478981,0.010356912,0.019835892,0.013110555,18.85000038,114.5899963,0.284161404,N/A,0.000433843,0.000847774,0.000417665,0.063853576,
1991,8,1991,19918,20.29032258,60.3,0,N/A,N/A,N/A,N/A,N/A,N/A,0.033013278,0.019079826,0.052093104,0.031863693,19.80500031,55.61999893,N/A,N/A,N/A,N/A,N/A,N/A,
1991,9,1991,19919,11.35,84,0,N/A,N/A,N/A,N/A,N/A,N/A,0.023679002,0.015358868,0.039037871,0.032947278,11.72500038,103.2699966,N/A,N/A,N/A,N/A,N/A,N/A,
1991,10,1991,199110,2.935483871,47.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.005943115,0.007288056,0.013231171,0.014442206,4.389999866,39.75,N/A,N/A,N/A,N/A,N/A,N/A,
1991,11,1992,199211,-6.566666667,72.3,0.18,3.9,N/A,0.11,0.61,0.03,3.0636,0.001240011,0.011394042,0.012634052,0.005766223,-6.445000172,55.59000015,0.589216616,N/A,0.01661893,0.092159522,0.004532436,0.462852314,
1991,12,1992,199212,-10.46774194,29.9,0.02,4.9,N/A,0.04,0.005,0.02,2.1978,0.001535757,0.005116449,0.006652206,0.002805679,-10.09000015,20.21999931,0.092235294,N/A,0.000752941,9.41E-05,0.000376471,0.041370353,
1992,1,1992,19921,-9.451612903,16.9,0.02,2.1,46.5,0.51,N/A,0.06,N/A,0.003995015,0.005969311,0.009964326,0.004445685,-9.885000229,12.72000027,0,0,0,N/A,0,N/A,
1992,2,1992,19922,-7.103448276,28.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.009929527,0.015552401,0.025481927,0.009139819,-6.864999771,19.87000084,N/A,N/A,N/A,N/A,N/A,N/A,
1992,3,1992,19923,-3.709677419,25.5,0.27,3.25,30.95,0.33,N/A,0.075,N/A,0.009246277,0.01214827,0.021394547,0.027638483,-2.875,17.29000092,0.391706598,3.480427571,0.039052709,N/A,0.009336528,N/A,
1992,4,1992,19924,2.366666667,44,24.19,2.65,38.4,0.09,N/A,0.03925,N/A,0.013021726,0.010984729,0.024006455,0.015778955,2.599999905,28.89999962,0.270568201,3.924460298,0.009147678,N/A,0.003990551,N/A,
1992,5,1992,19925,12.14516129,98.1,22.22,2.633333333,47.26666667,0.033333333,N/A,0.018666667,N/A,0.035231547,0.01901095,0.054242497,0.024681748,13.11499977,34.79000092,0.220293826,4.026633369,0.002192225,N/A,0.001653112,N/A,
1992,6,1992,19926,13.7,137.8,8.67,3.033333333,53.53333333,0.033333333,N/A,0.07,N/A,0.02475005,0.027267363,0.052017414,0.047079092,14.81499958,92.13999939,0.448104553,7.614384629,0.006168253,N/A,0.010477064,N/A,
1992,7,1992,19927,14.5,103,20.37,2.75,56.3,0.03,N/A,0.065,N/A,0.021510599,0.017988126,0.039498725,0.031373849,15.33500004,99.95999908,0.020771467,0.426351245,0.000237155,N/A,0.000481578,N/A,
1992,8,1992,19928,14.79032258,159.2,9.7,3.2,59.55,0.025,N/A,0.075,N/A,0.054711537,0.027066669,0.081778206,0.05509049,15.94999981,135.1399994,0.305482727,5.670439649,0.002827006,N/A,0.007719206,N/A,
1992,9,1992,19929,11.06666667,82.5,17.81,2.65,55.85,0.03,N/A,0.04375,N/A,0.025652788,0.017673884,0.043326672,0.02789529,11.84500027,69.52999878,0.187914118,3.830364093,0.001336804,N/A,0.004203719,N/A,
1992,10,1992,199210,4.112903226,5.5,0.27,3.2,59.05,0.05,N/A,0.05,N/A,0.001309459,0.003247736,0.004557196,0.004131267,5.40500021,11.02000046,0.25328874,4.69264214,0.003976217,N/A,0.003976217,N/A,
1992,11,1993,199311,-4.65,37.4,0.87,2.966666667,53.53333333,0.046666667,N/A,0.066666667,N/A,0.010241424,0.011048551,0.021289975,0.010259607,-3.61500001,24.55999947,0.163056966,2.952058658,0.002673435,N/A,0.003496898,N/A,
1992,12,1993,199312,-12.87096774,51.5,0.5,N/A,N/A,N/A,N/A,N/A,N/A,0.006436631,0.013715784,0.020152416,0.010815072,-11.54500008,38.59999847,N/A,N/A,N/A,N/A,N/A,N/A,
1993,1,1993,19931,-14.85483871,26.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001853757,0.011209685,0.013063442,0.008480898,-14.04500008,19.77000046,N/A,N/A,N/A,N/A,N/A,N/A,
1993,2,1993,19932,-12.05357143,4.4,0,N/A,N/A,N/A,N/A,N/A,N/A,7.66E-05,0.001449293,0.001525932,0.000350898,-11.22000027,1.960000038,N/A,N/A,N/A,N/A,N/A,N/A,
1993,3,1993,19933,-3.806451613,25.8,0.42,2.2,30.6,0.2,N/A,0.08,N/A,0.009989339,0.009484946,0.019474285,0.012315058,-3.295000076,15.14000034,0.362464183,5.041547278,0.032951289,N/A,0.013180516,N/A,
1993,4,1993,19934,2.55,69.2,32.43,1.85,35.15,0.01,N/A,0.0175,N/A,0.012551613,0.014208822,0.026760435,0.028043675,3.769999981,58.86999893,0.128715344,2.367903496,0.000698989,N/A,0.001223231,N/A,
1993,5,1993,19935,9.177419355,62.7,16.05,2,37.75,0.01,N/A,0.0175,N/A,0.017292283,0.012766498,0.030058781,0.014056967,10.97999954,78,0.059782033,1.134773154,0.00029891,N/A,0.000523093,N/A,
1993,6,1993,19936,13.51666667,111.5,8.75,2.5,47.8,0.02,N/A,0.0175,N/A,0.029305918,0.024040771,0.05334669,0.036019651,14.85499954,100.3199997,0.384939601,7.087630999,0.003596759,N/A,0.00260837,N/A,
