lab_id,Site,NAME,DATE/TIME,CL,SO4,CA,K,MG,NA,TP,NPOC,TC-IC,DOC,STAGE,q,TEMPC
63052,S2,S2 WEIR,3/24/86 8:55,0.47,3.01,2.39,1.49,1.01,0.79,0.06,,,,0.03,2.08E-02,0
63073,S2,S2 WEIR,3/31/86 10:00,0.31,4.15,2.26,1.18,0.96,0.6,0.05,,,,0.12,6.21E-01,0
63096,S2,S2 lagg pool,4/2/86 12:30,0.35,3.37,1.81,1.11,0.78,0.46,0.04,,,,0.187,1.84E+00,
63110,S2,S2 lagg pool,4/4/86 12:10,0.29,3.16,1.65,1.51,0.70,0.50,0.04,,,,0.218,2.68E+00,0
63138,S2,S2 lagg pool,4/16/86 10:35,0.34,1.62,0.68,2.64,0.35,0.35,0.34,,,,0.152,1.11E+00,2
63161,S2,S2 WEIR,4/28/86 11:55,,,1.16,0.73,0.49,0.4,0.02,,,,0.392,1.13E+01,3
63195,S2,S2 WEIR,5/13/86 13:25,0,1.29,1.18,0.54,0.48,0.53,0.05,,,,0.17,1.46E+00,10
63204,S2,S2 WEIR,5/19/86 9:10,,0.75,1.24,0.58,0.49,0.48,0.01,,,,0.097,3.69E-01,6
63206,S2,S2 WEIR,6/3/86 13:20,0.4,0.85,1.83,1.15,0.64,0.56,0.07,,,,0.044,5.32E-02,13
63214,S2,S2 lagg pool,6/17/86 12:25,0.35,0.47,1.54,0.53,0.61,0.50,0.06,,,,0.027,1.61E-02,13
63228,S2,S2 lagg pool,7/8/86 12:00,0.35,0.56,1.63,0.58,0.61,0.44,0.07,,,,0.184,1.77E+00,15
63234,S2,S2 lagg pool,7/15/86 14:00,0.31,0.49,1.90,0.65,0.80,0.76,0.02,,,,0.12,6.21E-01,8
63245,S2,S2 lagg pool,7/29/86 13:25,0.50,0.26,2.14,0.76,0.78,1.30,0.06,,,,0.037,3.48E-02,17
63247,S2,S2 lagg pool,8/12/86 13:30,0.31,0.40,2.23,0.33,0.81,0.75,0.04,,,,0,0.00E+00,15
63256,S2,S2 lagg pool,8/26/86 13:25,0.29,0.40,2.19,0.44,0.81,0.71,0.04,,,,0.032,2.44E-02,13
63266,S2,S2 lagg pool,9/9/86 13:05,0.40,0.49,2.28,0.56,0.88,0.75,0.04,,,,0.072,1.78E-01,11
63287,S2,S2 lagg pool,9/30/86 14:25,0.41,0.53,2.04,0.96,0.94,0.59,0.12,,,,0.084,2.59E-01,11
63292,S2,S2 lagg pool,10/14/86 13:45,0.48,0.66,1.52,0.67,0.73,0.54,0.02,,,,0.09,3.07E-01,6
63298,S2,S2 lagg pool,10/28/86 15:05,0.66,0.44,1.47,0.89,0.73,0.75,0.03,,,,0.041,4.48E-02,8
63301,S2,S2 WEIR,11/12/86 8:55,0.5,1.89,1.68,1.14,0.92,0.66,0.08,,,,0.126,7.00E-01,0
63309,S2,S2 lagg pool,12/2/86 12:00,0.53,0.92,1.68,0.77,0.87,0.49,0.12,,,,,,0
63310,S2,S2 lagg pool,12/30/86 12:00,0.57,0.89,1.70,0.85,0.92,0.62,0.16,,,,0.02,7.72E-03,0
72011,S2,S2 WEIR,3/7/87 11:30,0.93,2.41,2.44,2.35,0.98,0.72,0.45,,,,0.066,1.44E-01,0
72027,S2,S2 WEIR,3/23/87 15:00,0.73,4.49,2.49,2.29,0.96,0.91,0.38,,,,0.135,8.29E-01,0
72053,S2,S2 lagg pool,4/7/87 14:30,0.38,2.02,1.58,0.98,0.65,0.47,0.30,,,,0.085,2.67E-01,3
72066,S2,S2 lagg pool,4/21/87 7:50,0.41,1.21,1.55,1.01,0.64,0.47,0.19,,,,0.093,3.33E-01,2
72077,S2,S2 lagg pool,5/5/87 14:30,0.81,0.86,2.03,1.03,0.73,0.56,0.21,,,,0.025,1.33E-02,9
72086,S2,S2 lagg pool,5/18/87 9:10,0.48,1.84,2.31,1.41,0.90,0.69,0.18,,,,0.216,2.62E+00,5
72102.1,S2,S2 lagg pool,5/26/87 13:40,0.13,1.17,1.76,1.06,0.69,0.72,0.14,,,,0.175,1.56E+00,9
72120.1,S2,S2 lagg pool,6/9/87 14:15,0.30,0.42,1.71,0.40,0.62,0.43,0.12,,,,,,12
72134,S2,S2 lagg pool,7/20/87 10:05,0.42,1.63,2.08,1.68,0.72,0.37,0.13,,,,0.405,1.22E+01,16
72160,S2,S2 lagg pool,7/23/87 12:55,0.40,0.81,1.20,2.03,0.46,0.35,0.12,,,,0.454,1.62E+01,20
72173,S2,S2 lagg pool,7/28/87 13:25,1.73,0.30,2.04,1.31,0.75,0.84,0.15,,,,0.15,1.07E+00,18
72179,S2,S2 lagg pool,8/4/87 14:10,0.65,0.32,2.18,0.68,0.79,0.48,0.07,,,,0.054,8.79E-02,14
72183,S2,S2 lagg pool,8/18/87 13:30,0.74,0.35,2.08,1.03,0.79,0.55,0.13,,,,0.095,3.50E-01,
72185,S2,S2 lagg pool,9/1/87 12:00,0.77,0.28,2.13,0.90,0.81,0.60,0.09,,,,0.021,8.70E-03,12
72198,S2,S2 lagg pool,9/15/87 12:45,0.35,0.31,2.40,1.49,0.90,0.42,0.08,,,,0.086,2.75E-01,12
72209,S2,S2 lagg pool,9/29/87 11:45,1.04,0.37,2.39,1.89,0.83,0.40,0.07,,,,0.045,5.62E-02,10
72222,S2,S2 lagg pool,10/20/87 8:00,0.70,0.42,2.94,1.63,1.01,0.50,0.22,,,,0.03,2.08E-02,7
72225,S2,S2 lagg pool,11/3/87 15:30,0.96,0.56,2.10,1.39,0.75,0.51,0.08,,,,0.029,1.92E-02,6
72226,S2,S2 WEIR,11/17/87 9:00,0.76,1.23,2.63,1.7,1.03,0.48,0.15,,,,0.08,2.30E-01,2
72236,S2,S2 lagg pool,12/8/87 13:35,0.88,0.89,3.46,1.83,1.21,0.65,0.18,,,,0.013,2.69E-03,0
160013,S2,S2 lagg pool,4/4/88 8:20,0.71,7.85,2.17,1.78,1.72,0.95,0.11,,,,0.042,4.75E-02,0
160074,S2,S2 lagg pool,4/12/88 13:20,0.36,3.73,1.05,1.71,0.66,0.56,0.07,,,,0.214,2.56E+00,0
160097,S2,S2 lagg pool,5/3/88 13:45,1.04,1.38,1.10,1.35,0.64,1.12,0.13,,,,0.078,2.16E-01,8
160112,S2,S2 lagg pool,5/17/88 12:15,0.33,1.55,1.32,0.86,0.66,0.52,0.04,,,,0.09,3.07E-01,7
160120,S2,S2 lagg pool,6/2/88 8:30,0.32,0.56,1.55,1.25,0.70,0.87,0.08,,,,,,14
160137,S2,S2 lagg pool,8/8/88 9:40,0.44,7.68,2.75,1.72,1.44,0.71,0.38,,,,0.251,3.78E+00,15
160161,S2,S2 lagg pool,8/14/88 6:45,0.27,3.21,1.85,2.02,0.85,0.62,0.06,,,,0.49,1.95E+01,15
160171,S2,S2 lagg pool,8/16/88 13:40,1.15,1.67,2.47,3.00,1.00,0.83,0.21,,,,0.255,3.93E+00,20
160183,S2,S2 lagg pool,8/23/88 13:25,0.62,1.47,1.75,1.44,0.72,0.62,0.06,,,,0.323,7.02E+00,14
160192,S2,S2 lagg pool,8/30/88 10:00,0.35,0.79,1.60,1.21,0.79,0.61,0.02,,,,0.088,2.91E-01,13
160216,S2,S2 lagg pool,9/20/88 7:45,0.45,1.14,1.01,1.27,0.46,0.44,0.03,,,,0.5,2.05E+01,11
160248,S2,S2 lagg pool,10/4/88 13:45,0.77,0.41,1.38,1.05,0.67,0.78,0.02,,,,0.082,2.44E-01,7
160251,S2,S2 lagg pool,10/18/88 13:50,0.48,0.43,1.66,1.15,0.78,0.48,0.02,,,,0.033,2.63E-02,3.5
160256,S2,S2 lagg pool,11/3/88 10:45,0.85,0.93,1.49,1.16,0.88,0.63,0.06,,,,0.028,1.76E-02,4
160257,S2,S2 WEIR,11/17/88 10:00,0.57,1.05,1.37,1.07,0.81,0.52,0.04,,,,0.06,1.14E-01,0
160264,S2,S2 WEIR,12/6/88 8:55,0.48,1.04,1.3,1,0.85,0.53,0.09,,,,0.037,3.48E-02,0
160266,S2,S2 WEIR,12/20/88 9:25,0.59,1.18,1.45,1.17,0.93,0.73,0.08,,,,0.015,3.81E-03,1
160269,S2,S2 WEIR,1/10/89 15:50,0.59,1.28,1.53,1.22,0.91,0.8,0.1,,,,0.015,3.81E-03,0
160271,S2,S2 WEIR,1/24/89 13:10,0.53,1.31,1.4,1.19,0.86,0.71,0.11,,,,0.01,1.41E-03,0
160273,S2,S2 WEIR,2/15/89 10:30,0.47,0.96,1.79,1.47,0.97,0.96,0.2,,,,0,0.00E+00,0
161000,S2,S2 WEIR,3/27/89 9:00,0.94,1.35,2.25,2.04,1.31,1.15,0.33,,,,0.03,2.08E-02,0
161016,S2,S2 WEIR,4/3/89 8:00,0.53,5.48,1.29,1.21,0.95,0.66,0.03,,,,0.07,1.66E-01,0
161050,S2,S2 WEIR,4/7/89 15:05,0.39,5.84,,1.09,1.06,0.53,0.03,,,,0.175,1.56E+00,2
161083,S2,S2 WEIR,4/17/89 14:10,0.42,3.78,1.07,1.09,0.67,0.53,0.01,,,,0.25,3.75E+00,1
161120,S2,S2 lagg pool,5/1/89 8:55,0.70,1.17,0.76,0.86,0.42,0.34,0.02,,,,0.175,1.56E+00,2
161140,S2,S2 lagg pool,5/9/89 13:45,0.33,0.73,0.94,0.70,0.46,0.36,0.02,,,,0.12,6.21E-01,9
161148,S2,S2 lagg pool,5/23/89 11:15,0.12,0.41,1.45,0.79,0.62,0.38,0.09,,,,0.05,7.28E-02,13
161166,S2,S2 lagg pool,5/30/89 14:30,0.15,0.65,1.17,0.57,0.54,0.40,0.12,,,,0.142,9.38E-01,11
161189,S2,S2 lagg pool,6/13/89 14:35,0.21,1.11,1.59,0.85,0.73,0.51,0.04,,,,0.267,4.40E+00,13
161241,S2,S2 lagg pool,6/28/89 12:04,0.50,0.42,1.33,0.41,0.60,0.43,0.04,,,,,,16
161284,S2,S2 lagg pool,7/18/89 12:10,0.55,0.36,2.21,0.22,0.76,0.41,0.07,,,,0.02,7.72E-03,21
161294,S2,S2 WEIR,8/1/89 15:35,1.25,0.48,1.13,5.64,0.85,1.4,0.16,,,,,,22
161303,S2,S2 lagg pool,8/29/89 10:30,0.61,3.26,2.00,1.58,1.10,0.60,0.1,,,,0.16,1.26E+00,15
161336,S2,S2 lagg pool,9/12/89 12:30,0.27,1.04,1.93,0.85,0.94,0.58,0.01,,,,0.092,3.24E-01,13
161352,S2,S2 lagg pool,9/26/89 11:34,0.58,0.40,1.47,0.76,0.83,0.64,,,,,0.053,8.39E-02,8
161370,S2,S2 lagg pool,10/10/89 12:00,0.38,0.32,1.80,0.80,0.87,1.22,,,,,0.061,1.18E-01,8
161379,S2,S2 lagg pool,10/24/89 7:30,0.63,0.26,1.63,0.54,0.85,1.52,0.08,,,,0.02,7.72E-03,5
161395,S2,S2 lagg pool,11/7/89 12:35,0.66,0.52,2.41,1.02,0.84,0.44,0.08,,,,0.044,5.32E-02,2
161404,S2,S2 WEIR,11/21/89 11:17,0.7,1.34,2.74,1.22,1.11,2.16,0.07,,,,0.013,2.69E-03,2
162025,S2,S2 lagg pool,3/16/90 12:00,0.83,6.80,3.38,1.95,1.28,0.64,0.14,,,,0.13,7.56E-01,0
162047,S2,S2 lagg pool,3/31/90 12:30,0.50,5.30,3.08,1.35,0.98,0.61,0.03,,,,0.12,6.21E-01,0
162082,S2,S2 lagg pool,4/17/90 14:04,0.45,3.83,1.95,1.13,0.68,0.53,0.02,,,,0.08,2.30E-01,2
162129,S2,S2 lagg pool,5/1/90 14:35,0.54,3.15,1.88,1.80,0.60,0.53,0.00,,,,0.191,1.94E+00,1
162155,S2,S2 lagg pool,5/15/90 13:35,0.21,1.73,1.50,0.98,0.60,0.47,0.00,,,,0.084,2.59E-01,5
162172,S2,S2 lagg pool,5/29/90 10:20,0.17,0.82,2.10,0.50,0.68,0.48,0.03,,,,0.05,7.28E-02,12
162187,S2,S2 lagg pool,6/6/90 8:00,0.21,1.03,2.63,0.75,0.68,0.53,0.00,,,,,,11
162211,S2,S2 lagg pool,6/20/90 10:30,0.13,1.00,2.33,0.00,0.83,0.56,0.02,,,,,,12
162230,S2,S2 lagg pool,7/3/90 10:45,0.32,0.25,2.40,0.28,0.75,0.59,0.00,,,,0.027,1.61E-02,22
162254,S2,S2 lagg pool,10/22/90 13:00,1.10,11.89,6.90,3.00,3.08,0.90,0.10,,,,0.05,7.28E-02,3
163056,S2,S2 WEIR,4/2/91 14:50,0.77,17.24,6.15,2.4,2.25,1.2,0.04,,,,0.65,3.89E+01,2
163082,S2,S2 lagg pool,4/9/91 11:25,0.59,10.82,2.55,1.35,0.90,0.60,0.00,,,,0.143,9.54E-01,1
163107,S2,S2 lagg pool,4/16/91 10:40,0.75,10.01,2.33,0.98,0.90,0.90,0.00,,,,0.21,2.45E+00,2
163139,S2,S2 lagg pool,4/29/91 9:47,0.56,9.87,2.03,1.35,0.90,0.83,0.00,,,,0.13,7.56E-01,3
163174,S2,S2 lagg pool,5/6/91 10:00,0.46,6.42,1.65,1.13,0.60,0.60,0.00,,,,0.277,4.82E+00,3
163217,S2,S2 WEIR,5/21/91 10:40,0.46,3.58,2.63,0.83,0.83,0.6,0.05,,,,0.028,1.76E-02,13
163230,S2,S2 lagg pool,6/4/91 10:15,0.57,0.69,2.63,0.60,0.83,0.54,0.05,,,,0.02,7.72E-03,15
163243,S2,S2 WEIR,6/18/91 10:15,0.58,1.09,2.85,0,0.98,0.45,0.08,,,,0.014,3.22E-03,21
163263,S2,S2 lagg pool,7/2/91 10:30,0.48,0.95,2.94,0.51,1.09,0.64,0.00,,,,0.106,4.58E-01,15
163290,S2,S2 lagg pool,7/16/91 14:00,0.65,1.69,3.23,0.90,1.11,0.69,0.02,,,,0.035,3.04E-02,19
163326,S2,S2 lagg pool,10/29/91 14:20,1.15,2.57,4.06,1.98,1.39,0.83,0.03,,,,0.045,5.62E-02,4
163334,S2,S2 lagg pool,11/18/91 10:15,0.83,5.36,3.88,2.14,1.58,0.91,0.08,,,,0.115,5.60E-01,2
163363,S2,S2 lagg pool,12/17/91 14:55,0.87,5.73,4.40,1.48,1.67,1.65,0.05,,,,0.025,1.33E-02,0
164018,S2,S2 lagg pool,3/9/92 12:30,0.50,7.64,3.94,0.85,1.44,0.86,0.10,,48.30,,0.065,1.38E-01,0
164025,S2,S2 lagg pool,3/24/92 11:45,0.51,6.03,3.21,1.14,1.33,0.93,0.07,,40.60,,0.035,3.04E-02,1
164060,S2,S2 lagg pool,4/7/92 10:30,0.42,5.39,3.47,2.19,1.50,0.81,0.12,,64.30,,0.175,1.56E+00,0
164116,S2,S2 lagg pool,4/21/92 14:05,0.26,3.1,1.44,1.54,0.68,0.56,0.09,,49.70,,0.207,2.36E+00,1
164169,S2,S2 lagg pool,5/5/92 13:40,0.20,2.09,2.00,1.54,0.79,0.84,0.07,,60.20,,0.107,4.69E-01,4
164199,S2,S2 lagg pool,5/19/92 13:40,0.00,0.70,2.34,0.92,0.92,0.79,0.08,,67.50,,0.07,1.66E-01,9
164209,S2,S2 lagg pool,5/26/92 10:30,0.25,1.24,2.52,1.98,0.95,0.73,0.09,,64.50,,0.147,1.02E+00,9
164233,S2,S2 lagg pool,6/18/92 9:10,0.00,1.21,2.02,2.13,0.73,0.58,0.11,,50.40,,0.443,1.52E+01,12
164278,S2,S2 lagg pool,6/30/92 13:10,0.00,0.28,2.37,0.76,0.97,0.90,0.07,,69.20,,0.056,9.61E-02,11
164310,S2,S2 lagg pool,7/14/92 9:30,0.00,0.00,2.40,1.10,0.93,0.76,0.07,,68.10,,0.5,2.05E+01,11
164321,S2,S2 lagg pool,7/28/92 10:10,0.00,0.00,2.81,0.83,1.04,0.66,0.10,,74.10,,0.03,2.08E-02,14
164336,S2,S2 lagg pool,8/11/92 13:30,0.23,0.00,2.58,1.03,1.00,0.74,0.06,,75.90,,0.052,8.01E-02,16
164357,S2,S2 lagg pool,8/25/92 14:00,0.00,0.28,2.37,0.00,1.02,0.60,0.08,,71.40,,0.15,1.07E+00,15
164379,S2,S2 lagg pool,9/8/92 13:15,0.28,0.31,2.08,0.00,0.93,0.67,0.07,,63.60,,0.193,1.99E+00,13
164408,S2,S2 lagg pool,9/22/92 11:25,0.28,0.34,2.49,0.98,0.97,0.44,0.05,,74.10,,0.093,3.33E-01,10
164417,S2,S2 lagg pool,10/6/92 10:30,0.50,0.28,2.73,1.03,1.01,0.46,0.07,,74.30,,0.012,2.21E-03,9
164428,S2,S2 lagg pool,10/20/92 10:20,1.05,0.34,2.24,1.00,0.97,0.41,0.07,,63.10,,0.01,1.41E-03,2
164434,S2,S2 lagg pool,11/4/92 10:10,0.70,0.39,4.13,1.48,1.42,0.65,0.19,,74.30,,,,5
164447,S2,S2 lagg pool,11/17/92 14:40,1.21,1.13,3.37,1.93,1.38,0.69,0.18,,63.70,,0.01,1.41E-03,3
164454,S2,S2 lagg pool,11/30/92 11:15,1.28,0.82,4.78,2.57,1.73,1.06,0.28,,73.80,,,,
165015,S2,S2 lagg pool,3/29/93 11:00,0.70,6.85,3.88,1.75,1.64,0.73,0.10,,38.70,,0.064,1.33E-01,3
165068,S2,S2 lagg pool,4/12/93 10:40,0.30,4.46,1.89,1.29,0.78,0.46,0.06,,43.30,36.75,,,1
165114,S2,S2 lagg pool,4/28/93 9:25,0.23,3.33,1.83,1.19,0.71,0.45,0.05,,53.30,28.52,0.17,1.46E+00,4
165161,S2,S2 lagg pool,5/13/93 7:10,0.20,0.90,1.69,0.00,0.58,0.35,0.00,,56.40,50.27,,,10
165166,S2,S2 lagg pool,5/24/93 10:45,0.29,0.37,2.06,0.00,0.75,0.33,0.00,,61.80,58.08,,,8
165189,S2,S2 lagg pool,6/9/93 9:35,0.20,0.70,1.77,0.00,0.72,0.22,0.00,,57.20,,,,12
165208,S2,S2 lagg pool,6/24/93 11:40,0.00,0.52,2.16,0.93,0.84,0.00,0.05,,63.60,,,,
165258,S2,S2 lagg pool,7/15/93 12:15,0.00,0.00,1.88,0.00,0.70,0.45,0.00,,73.45,66.88,,,14
165286,S2,S2 lagg pool,7/29/93 12:05,0.00,0.00,1.90,0.00,0.60,0.23,0.00,,63.90,59.64,0.147,1.02E+00,17
165308,S2,S2 lagg pool,8/25/93 12:10,0.00,0.76,2.49,0.00,0.96,0.48,0.18,,86.80,61.02,0.004,1.50E-04,19
165327,S2,S2 lagg pool,9/8/93 10:15,0.00,0.42,2.78,0.00,0.96,0.41,0.09,,78.30,73.24,0.043,5.03E-02,12
165349,S2,S2 lagg pool,9/29/93 13:50,0.00,0.00,2.14,0.00,0.85,0.41,0.05,,75.80,68.79,0.048,6.58E-02,
165354,S2,S2 lagg pool,10/20/93 12:50,1.23,1.18,2.80,1.29,0.98,0.51,0.07,,60.50,55.57,0.082,2.44E-01,8
165368,S2,S2 lagg pool,11/18/93 13:40,0.59,0.54,2.87,1.34,1.06,0.58,0.20,,79.10,59.77,,,0
166041,S2,S2 WEIR,4/12/94 7:20,0.3,2.71,2.21,1.47,0.89,0.34,0.1,,45.6,41.24,0.18,1.68E+00,0
166097,S2,S2 lagg pool,5/5/94 9:10,0,1.44,0.71,0.71,0.55,0.42,0.04,,42.2,35.68,0.162,1.30E+00,2
166123,S2,S2 lagg pool,6/1/94 13:35,0.00,0.00,1.76,0.95,0.67,0.56,0.05,,59.70,51.78,0.07,1.66E-01,14
166188,S2,S2 lagg pool,7/18/94 11:25,0.00,0.00,2.09,0.00,0.77,0.49,0.00,,70.10,64.63,0.069,1.60E-01,15
166209,S2,S2 lagg pool,8/3/94 10:05,0.00,0.00,2.38,0.00,0.81,0.46,0.06,,68.60,69.40,,,18
166246,S2,S2 lagg pool,9/9/94 10:35,0.00,0.28,2.12,0.00,0.88,0.39,0.00,,69.40,68.12,0.051,7.64E-02,14
166266,S2,S2 lagg pool,9/22/94 9:30,0.00,0.00,2.06,0.00,0.76,0.39,0.00,,68.20,64.98,0.095,3.50E-01,13
166275,S2,S2 lagg pool,10/13/94 11:45,0.41,0.00,2.40,0.00,0.85,0.51,0.06,,66.50,64.63,0.023,1.09E-02,9
166293,S2,S2 lagg pool,10/27/94 13:20,0.31,0.34,1.66,0.00,0.75,0.38,0.00,,61.50,,0.08,2.30E-01,9
166306,S2,S2 lagg pool,11/23/94 13:05,0.59,0.62,1.8,0,0.72,0.58,0,,55.80,53.36,0.089,2.99E-01,2
166313,S2,S2 lagg pool,12/7/94 13:00,0.34,0.34,1.80,0.00,0.71,0.42,0.05,,59.40,56.52,0.013,2.69E-03,1
166321,S2,S2 lagg pool,12/24/94 12:35,0.25,0.00,2.11,0.00,0.76,0.46,0.05,,56.60,53.28,0.005,2.59E-04,0
167020,S2,S2 lagg pool,3/23/95 10:45,0.57,2.63,0.85,2.31,0.33,0.26,0.00,,19.90,,0.15,1.07E+00,0
167045,S2,S2 lagg pool,4/13/95 9:40,1.28,6.85,2.00,4.17,0.85,0.46,0.00,,35.20,40.46,0.1,3.97E-01,1
167075,S2,S2 lagg pool,4/27/95 9:20,0.63,1.71,2.80,1.17,0.63,0.40,0.07,,38.3,38.11,0.11,5.02E-01,2
167093,S2,S2 lagg pool,5/10/95 12:35,0.40,2.35,1.39,1.23,0.60,0.44,0.05,,38.30,42.04,0.213,2.53E+00,6
167109,S2,S2 lagg pool,5/31/95 9:35,0.38,0.64,4.07,0.00,0.61,0.41,0.04,,51.20,48.44,0.039,3.96E-02,13
167147,S2,S2 lagg pool,7/12/95 10:10,0.27,0.95,1.73,0,0.68,0.39,0,,61.90,63.52,0.202,2.22E+00,17
167176,S2,S2 lagg pool,7/26/95 9:45,0.22,0.27,1.88,0.23,0.75,0.45,0.02,,63.70,58.97,0.089,2.99E-01,15
167211,S2,S2 lagg pool,9/6/95 10:00,0.70,1.04,3.00,1.65,0.90,0.47,0.02,,72.70,78.91,0.212,2.50E+00,17
167220,S2,S2 lagg pool,9/20/95 9:20,0.26,0.24,2.40,0.38,0.83,0.51,0.03,,72.10,68.11,0.069,1.60E-01,8
167239,S2,S2 lagg pool,10/4/95 11:30,0.34,1.15,1.58,0.75,0.6,0.34,0.02,,51.60,,0.395,1.15E+01,10
167269,S2,S2 lagg pool,10/18/95 11:40,0.58,0.32,2.70,0.68,0.75,0.43,0.06,,63.50,64.00,0.058,1.05E-01,7
167289,S2,S2 lagg pool,11/1/95 14:05,0.45,0.80,1.88,0.30,0.60,0.39,0.02,,51.68,51.60,0.145,9.87E-01,4
167297,S2,S2 lagg pool,11/22/95 12:15,0.42,0.42,2.18,0.68,0.68,0.54,0.31,,60.52,55.76,0.041,4.48E-02,1
167309,S2,S2 lagg pool,12/15/95 14:15,0.37,0.35,2.33,0.53,0.68,0.48,0.30,,51.50,50.10,0.019,6.81E-03,0
167317,S2,S2 lagg pool,12/27/95 13:50,0.33,0.20,2.10,0.15,0.75,0.51,0.68,,59.33,58.03,0.012,2.21E-03,0
168004,S2,S2 lagg pool,1/10/96 15:10,0.38,0.19,2.25,0.00,0.83,0.54,0.58,,65.49,61.79,0.003,7.41E-05,0
168022,S2,S2 WEIR,3/27/96 11:20,0.44,1.77,4.95,1.05,0.9,0.75,0.11,,43.3,34.28,0.027,1.61E-02,0
168046,S2,S2 WEIR,4/17/96 10:15,0.26,2.84,2.18,1.05,0.75,0.54,0.05,,36.81,,0.204,2.28E+00,0
168103,S2,S2 lagg pool,5/1/96 10:20,0.00,1.43,0.83,0.83,0.30,0.42,0.04,,17.79,,0.27,4.52E+00,2
168131,S2,S2 lagg pool,5/15/96 10:35,0.21,0.57,3.00,1.80,0.38,0.39,0.27,,32.23,,0.129,7.41E-01,5
168161,S2,S2 lagg pool,5/29/96 10:00,0.23,0.22,1.35,0.45,0.53,0.48,0.04,,44.65,40.21,0.036,3.26E-02,10
168178,S2,S2 lagg pool,6/26/96 10:15,0.90,0.93,1.35,2.10,0.45,0.36,0.05,,42.99,,0.241,3.43E+00,13
168205,S2,S2 lagg pool,7/17/96 12:05,0.23,0.00,1.88,0.23,0.68,0.48,0.03,,62.72,,0.026,1.47E-02,16
168222,S2,S2 lagg pool,7/31/96 9:50,0.15,0.29,2.55,0.15,0.68,0.48,0.03,,71.15,,0.065,1.38E-01,14
168262,S2,S2 lagg pool,10/9/96 10:05,0.69,2.63,3.83,0.53,1.13,0.51,0.05,,78.63,59.94,0.013,2.69E-03,7
168276,S2,S2 lagg pool,10/23/96 11:50,0.74,1.42,2.48,0.30,0.94,0.44,0.04,,72.03,57.70,0.096,3.60E-01,6
168295,S2,S2 lagg pool,11/6/96 12:35,0.53,1.09,2.03,0.60,0.71,0.45,0.03,,56.27,,0.115,5.60E-01,3
169067,S2,S2 lagg pool,4/21/97 10:00,0.16,1.15,0.70,0.70,0.30,0.47,0.02,,27.04,19.04,0.174,1.54E+00,3
169098,S2,S2 lagg pool,5/8/97 9:50,0.16,0.19,1.50,0.60,0.50,0.47,0.10,,44.85,38.35,0.103,4.27E-01,7
169107,S2,S2 lagg pool,5/21/97 9:50,0.14,0.14,1.40,0.40,0.50,0.40,0.04,,48.68,37.79,0.093,3.33E-01,9
169166,S2,S2 lagg pool,7/2/97 11:10,0.32,0.24,2.20,0.35,0.65,0.42,0.04,,59.27,55.46,0.18,1.68E+00,14
169195,S2,S2 lagg pool,7/16/97 10:05,0.31,0.21,2.20,0.25,0.70,0.41,0.04,,61.64,60.61,0.184,1.77E+00,15
169228,S2,S2 lagg pool,7/30/97 9:00,0.29,0.18,1.90,0.50,0.65,0.47,0.05,,68.76,59.83,,,15
169276,S2,S2 lagg pool,9/24/97 12:35,0.61,1.11,2.95,0.40,0.90,0.46,0.05,,75.68,65.50,0.009,1.09E-03,11
169297,S2,S2 lagg pool,10/8/97 8:40,0.84,0.58,2.95,0.95,1.00,0.48,0.05,,85.35,66.39,0.069,1.60E-01,12
169306,S2,S2 lagg pool,10/22/97 8:45,0.75,0.38,2.55,0.55,0.85,0.44,0.01,,74.43,61.63,0.047,6.25E-02,4
169326,S2,S2 lagg pool,11/5/97 14:10,0.58,0.58,2.95,0.45,0.75,0.45,0.05,,71.50,,0.066,1.44E-01,3
169332,S2,S2 lagg pool,11/28/97 11:15,0.63,0.22,2.50,0.20,0.80,0.44,0.06,,69.32,,0.015,3.81E-03,0
169338,S2,S2 lagg pool,12/10/97 9:20,0.46,0.59,2.25,0.05,0.70,0.41,0.05,,59.02,,0.008,8.18E-04,0
170024,S2,S2 lagg pool,2/25/98 10:45,0.72,0.00,0.70,1.80,0.25,0.28,0.02,,17.81,18.34,0.055,9.19E-02,0
170057,S2,S2 lagg pool,4/1/98 10:55,0.31,2.16,1.75,1.85,0.65,0.35,0.02,,30.74,31.72,0.18,1.68E+00,0
170089,S2,S2 lagg pool,4/15/98 9:00,0.32,1.72,1.60,0.75,0.60,0.41,0.03,,43.99,36.05,0.147,1.02E+00,1
170125,S2,S2 lagg pool,5/20/98 9:50,0.31,0.71,1.50,0.60,0.60,0.47,0.00,,60.97,45.70,0.17,1.46E+00,12
170145,S2,S2 lagg pool,6/3/98 11:45,0.21,0.21,1.95,0.40,0.70,0.57,0.00,,60.95,49.81,0.065,1.38E-01,9
170155,S2,S2 lagg pool,6/17/98 10:05,0.15,0.00,2.15,0.45,0.70,0.46,0.00,,55.61,52.89,0.021,8.70E-03,14
170174,S2,S2 lagg pool,7/1/98 12:15,0.15,0.00,1.85,0.35,0.70,0.42,0.00,,65.76,,0.035,3.04E-02,15
170192,S2,S2 lagg pool,7/15/98 10:05,0.17,0.46,1.75,0.25,0.80,0.37,0.03,,67.16,,0.16,1.26E+00,19
170262,S2,S2 lagg pool,10/28/98 11:45,0.59,1.45,2.55,0.60,1.00,0.51,0.05,,78.15,,0.079,2.23E-01,7
