STCODE,FORMAT,SITECODE,WATERYEAR,YEAR,MONTH,MEAN_Q,MAX_Q,MIN_Q,MEAN_Q_AREA,TOTAL_Q_AREA,ESTCODE,ESTDAYS,TOTAL_DAYS,TOTAL_Q_AREA mm
HF004,3,GSWS02,2008,2008,8,0.089,0.359,0.067,0.383,0.442,E,7,31,11.2268
HF004,3,GSWS02,2008,2008,9,0.055,0.07,0.035,0.236,0.263,A,0,30,6.6802
HF004,3,GSWS02,2009,2008,10,0.083,0.796,0.041,0.358,0.413,A,0,31,10.4902
HF004,3,GSWS02,2009,2008,11,0.802,6.856,0.041,3.445,3.843,A,0,30,97.6122
HF004,3,GSWS02,2009,2008,12,1.709,18.64,0.179,7.339,8.461,A,0,31,214.9094
HF004,3,GSWS02,2009,2009,1,3.194,20.103,0.498,13.719,15.816,A,0,31,401.7264
HF004,3,GSWS02,2009,2009,2,0.604,3.101,0.289,2.596,2.703,A,0,28,68.6562
HF004,3,GSWS02,2009,2009,3,1.584,6.149,0.555,6.802,7.843,A,0,31,199.2122
HF004,3,GSWS02,2009,2009,4,0.953,3.73,0.334,4.092,4.565,A,0,30,115.951
HF004,3,GSWS02,2009,2009,5,0.764,2.438,0.294,3.283,3.785,A,0,31,96.139
HF004,3,GSWS02,2009,2009,6,0.217,0.814,0.145,0.934,1.042,A,0,30,26.4668
HF004,3,GSWS02,2009,2009,7,0.111,0.147,0.078,0.477,0.55,E,3,31,13.97
HF004,3,GSWS02,2009,2009,8,0.066,0.169,0.048,0.282,0.325,E,6,31,8.255
HF004,3,GSWS02,2009,2009,9,0.047,0.215,0.032,0.203,0.227,A,0,30,5.7658
HF004,3,GSWS02,2010,2009,10,0.131,1.377,0.041,0.563,0.649,A,0,31,16.4846
HF004,3,GSWS02,2010,2009,11,0.664,2.467,0.126,2.852,3.182,A,0,30,80.8228
HF004,3,GSWS02,2010,2009,12,0.907,8.841,0.228,3.897,4.494,A,0,31,114.1476
HF004,3,GSWS02,2010,2010,1,1.777,8.893,0.642,7.631,8.796,A,0,31,223.4184
HF004,3,GSWS02,2010,2010,2,0.826,1.598,0.498,3.548,3.695,A,0,28,93.853
HF004,3,GSWS02,2010,2010,3,0.851,4.742,0.364,3.653,4.212,E,7,31,106.9848
HF004,3,GSWS02,2010,2010,4,1.257,2.846,0.454,5.399,6.023,A,0,30,152.9842
HF004,3,GSWS02,2010,2010,5,0.723,1.492,0.417,3.107,3.582,A,0,31,90.9828
HF004,3,GSWS02,2010,2010,6,1.255,6.149,0.32,5.39,6.014,A,0,30,152.7556
HF004,3,GSWS02,2010,2010,7,0.209,0.323,0.135,0.897,1.034,A,0,31,26.2636
HF004,3,GSWS02,2010,2010,8,0.102,0.304,0.074,0.439,0.507,A,0,31,12.8778
HF004,3,GSWS02,2010,2010,9,0.129,2.215,0.067,0.554,0.619,A,0,30,15.7226
HF004,3,GSWS02,2011,2010,10,0.295,1.952,0.063,1.268,1.462,A,0,31,37.1348
HF004,3,GSWS02,2011,2010,11,0.94,5.972,0.294,4.039,4.507,A,0,30,114.4778
HF004,3,GSWS02,2011,2010,12,3.225,11.552,0.98,13.851,15.968,A,0,31,405.5872
HF004,3,GSWS02,2011,2011,1,2.25,21.577,0.515,9.664,11.141,A,0,31,282.9814
HF004,3,GSWS02,2011,2011,2,0.46,0.98,0.349,1.975,2.057,A,0,28,52.2478
HF004,3,GSWS02,2011,2011,3,2.445,6.038,0.788,10.501,12.107,A,0,31,307.5178
HF004,3,GSWS02,2011,2011,4,1.806,5.104,0.788,7.758,8.655,A,0,30,219.837
HF004,3,GSWS02,2011,2011,5,0.651,1.809,0.349,2.797,3.224,A,0,31,81.8896
HF004,3,GSWS02,2011,2011,6,0.418,0.933,0.226,1.795,2.003,A,0,30,50.8762
HF004,3,GSWS02,2011,2011,7,0.177,1.024,0.119,0.762,0.878,A,0,31,22.3012
HF004,3,GSWS02,2011,2011,8,0.093,0.122,0.068,0.4,0.462,E,8,31,11.7348
HF004,3,GSWS02,2011,2011,9,0.057,0.072,0.046,0.246,0.275,A,0,30,6.985
HF004,3,GSWS02,2012,2011,10,0.086,1.049,0.046,0.371,0.428,A,1,31,10.8712
HF004,3,GSWS02,2012,2011,11,0.416,3.266,0.043,1.788,1.995,E,3,30,50.673
HF004,3,GSWS02,2012,2011,12,0.978,12.243,0.114,4.201,4.844,A,0,31,123.0376
HF004,3,GSWS02,2012,2012,1,3.185,20.873,0.309,13.68,15.771,A,0,31,400.5834
HF004,3,GSWS02,2012,2012,2,1.226,3.572,0.532,5.267,5.681,A,0,29,144.2974
HF004,3,GSWS02,2012,2012,3,2.929,12.58,0.702,12.581,14.505,A,0,31,368.427
HF004,3,GSWS02,2012,2012,4,1.683,5.916,0.63,7.229,8.065,A,0,30,204.851
HF004,3,GSWS02,2012,2012,5,0.638,1.377,0.359,2.741,3.16,A,0,31,80.264
HF004,3,GSWS02,2012,2012,6,0.536,1.235,0.329,2.302,2.568,A,1,30,65.2272
HF004,3,GSWS02,2012,2012,7,0.208,0.334,0.137,0.895,1.032,A,0,31,26.2128
HF004,3,GSWS02,2012,2012,8,0.106,0.144,0.078,0.454,0.523,E,7,31,13.2842
HF004,3,GSWS02,2012,2012,9,0.063,0.082,0.046,0.272,0.303,A,1,30,7.6962
HF004,3,GSWS02,2013,2012,10,0.344,3.607,0.052,1.478,1.704,A,0,31,43.2816
HF004,3,GSWS02,2013,2012,11,1.537,11.082,0.289,6.601,7.364,A,0,30,187.0456
HF004,3,GSWS02,2013,2012,12,2.504,14.754,0.886,10.754,12.398,A,0,31,314.9092
HF004,3,GSWS02,2013,2013,1,1.531,4.841,0.63,6.575,7.58,A,0,31,192.532
HF004,3,GSWS02,2013,2013,2,1.003,3.35,0.454,4.307,4.485,A,0,28,113.919
HF004,3,GSWS02,2013,2013,3,0.889,3.367,0.444,3.817,4.4,A,0,31,111.76
HF004,3,GSWS02,2013,2013,4,0.706,2.209,0.349,3.034,3.385,A,0,30,85.979
HF004,3,GSWS02,2013,2013,5,0.402,2.6,0.215,1.727,1.991,A,0,31,50.5714
HF004,3,GSWS02,2013,2013,6,0.304,0.624,0.177,1.306,1.457,A,0,30,37.0078
HF004,3,GSWS02,2013,2013,7,0.124,0.179,0.086,0.532,0.613,A,1,31,15.5702
HF004,3,GSWS02,2013,2013,8,0.078,0.344,0.058,0.336,0.388,E,8,31,9.8552
HF004,3,GSWS02,2013,2013,9,0.254,3.801,0.049,1.091,1.218,A,1,30,30.9372
HF004,3,GSWS02,2014,2013,10,0.261,1.515,0.099,1.121,1.292,A,0,31,32.8168
HF004,3,GSWS02,2014,2013,11,0.523,2.661,0.099,2.245,2.505,A,0,30,63.627
HF004,3,GSWS02,2014,2013,12,0.527,3.52,0.275,2.264,2.61,A,0,31,66.294
HF004,3,GSWS02,2014,2014,1,0.776,2.336,0.233,3.332,3.841,A,0,31,97.5614
HF004,3,GSWS02,2014,2014,2,3.385,17.982,0.465,14.542,15.142,A,0,28,384.6068
HF004,3,GSWS02,2014,2014,3,2.462,6.973,0.493,10.576,12.193,A,0,31,309.7022
HF004,3,GSWS02,2014,2014,4,1.191,3.3,0.406,5.117,5.709,A,0,30,145.0086
HF004,3,GSWS02,2014,2014,5,0.741,2.38,0.339,3.182,3.669,A,0,31,93.1926
HF004,3,GSWS02,2014,2014,6,0.244,0.471,0.175,1.047,1.169,A,0,30,29.6926
HF004,3,GSWS02,2014,2014,7,0.131,0.257,0.09,0.561,0.646,A,1,31,16.4084
HF004,3,GSWS02,2014,2014,8,0.073,0.093,0.056,0.313,0.361,E,7,31,9.1694
HF004,3,GSWS02,2014,2014,9,0.053,0.426,0.035,0.227,0.253,E,7,30,6.4262
HF004,3,GSWS02,2015,2014,10,0.176,2.031,0.033,0.755,0.871,A,0,31,22.1234
HF004,3,GSWS02,2015,2014,11,1.457,7.82,0.175,6.259,6.983,A,0,30,177.3682
HF004,3,GSWS02,2015,2014,12,2.457,19.837,0.454,10.555,12.169,A,1,31,309.0926
HF004,3,GSWS02,2015,2015,1,0.902,4.703,0.385,3.875,4.468,E,9,31,113.4872
HF004,3,GSWS02,2015,2015,2,0.937,3.555,0.324,4.026,4.192,A,0,28,106.4768
HF004,3,GSWS02,2015,2015,3,0.396,1.469,0.219,1.702,1.962,A,0,31,49.8348
HF004,3,GSWS02,2015,2015,4,0.383,0.51,0.247,1.644,1.835,A,1,30,46.609
HF004,3,GSWS02,2015,2015,5,0.197,0.642,0.15,0.845,0.974,A,0,31,24.7396
HF004,3,GSWS02,2015,2015,6,0.109,0.171,0.086,0.469,0.523,A,0,30,13.2842
HF004,3,GSWS02,2015,2015,7,0.066,0.09,0.046,0.285,0.329,E,2,31,8.3566
HF004,3,GSWS02,2015,2015,8,0.043,0.089,0.034,0.184,0.212,E,6,31,5.3848
HF004,3,GSWS02,2015,2015,9,0.059,1.2,0.032,0.252,0.281,A,0,30,7.1374
HF004,3,GSWS02,2016,2015,10,0.057,1.886,0.02,0.245,0.283,A,0,31,7.1882
HF004,3,GSWS02,2016,2015,11,0.609,6.441,0.085,2.617,2.919,A,0,30,74.1426
HF004,3,GSWS02,2016,2015,12,3.54,17.121,0.233,15.204,17.529,A,0,31,445.2366
HF004,3,GSWS02,2016,2016,1,1.839,5.647,0.538,7.899,9.107,A,0,31,231.3178
HF004,3,GSWS02,2016,2016,2,1.245,2.941,0.613,5.35,5.77,A,0,29,146.558
HF004,3,GSWS02,2016,2016,3,1.611,4.392,0.696,6.92,7.977,A,0,31,202.6158
HF004,3,GSWS02,2016,2016,4,0.521,1.758,0.37,2.238,2.497,A,0,30,63.4238
HF004,3,GSWS02,2016,2016,5,0.239,0.385,0.15,1.027,1.184,A,0,31,30.0736
HF004,3,GSWS02,2016,2016,6,0.139,0.27,0.091,0.597,0.666,A,0,30,16.9164
HF004,3,GSWS02,2016,2016,7,0.084,0.264,0.054,0.359,0.414,A,0,31,10.5156
HF004,3,GSWS02,2016,2016,8,0.044,0.059,0.032,0.19,0.219,E,7,31,5.5626
HF004,3,GSWS02,2016,2016,9,0.044,1.563,0.025,0.187,0.209,A,1,30,5.3086
HF004,3,GSWS02,2017,2016,10,0.828,4.185,0.012,3.554,4.098,A,0,31,104.0892
HF004,3,GSWS02,2017,2016,11,0.843,2.251,0.219,3.621,4.04,A,0,30,102.616
HF004,3,GSWS02,2017,2016,12,2.246,7.307,1.049,9.649,11.124,A,0,31,282.5496
HF004,3,GSWS02,2017,2017,1,1.3,3.167,0.549,5.583,6.436,A,0,31,163.4744
HF004,3,GSWS02,2017,2017,2,1.992,6.216,0.721,8.558,8.912,A,0,28,226.3648
HF004,3,GSWS02,2017,2017,3,3.138,18.493,0.814,13.479,15.541,A,0,31,394.7414
HF004,3,GSWS02,2017,2017,4,1.388,4.298,0.521,5.96,6.65,A,0,30,168.91
HF004,3,GSWS02,2017,2017,5,0.71,1.847,0.344,3.05,3.516,A,0,31,89.3064
HF004,3,GSWS02,2017,2017,6,0.24,0.375,0.163,1.032,1.151,A,0,30,29.2354
HF004,3,GSWS02,2017,2017,7,0.118,0.166,0.083,0.507,0.585,A,0,31,14.859
HF004,3,GSWS02,2017,2017,8,0.063,0.087,0.045,0.273,0.314,A,0,31,7.9756
HF004,3,GSWS02,2017,2017,9,0.177,2.496,0.041,0.761,0.849,A,0,30,21.5646
HF004,3,GSWS02,2018,2017,10,0.803,10.678,0.078,3.448,3.976,A,0,31,100.9904
HF004,3,GSWS02,2018,2017,11,1.67,6.127,0.299,7.171,8.001,A,0,30,203.2254
HF004,3,GSWS02,2018,2017,12,0.682,2.541,0.309,2.928,3.375,A,0,31,85.725
HF004,3,GSWS02,2018,2018,1,1.628,5.907,0.465,6.994,8.063,A,0,31,204.8002
HF004,3,GSWS02,2018,2018,2,0.746,1.733,0.438,3.205,3.337,A,0,28,84.7598
HF004,3,GSWS02,2018,2018,3,1.387,4.074,0.566,5.957,6.868,A,0,31,174.4472
HF004,3,GSWS02,2018,2018,4,1.318,3.283,0.471,5.662,6.317,A,0,30,160.4518
HF004,3,GSWS02,2018,2018,5,0.283,0.471,0.175,1.214,1.399,A,0,31,35.5346
HF004,3,GSWS02,2018,2018,6,0.148,0.8,0.097,0.637,0.711,A,0,30,18.0594
HF004,3,GSWS02,2018,2018,7,0.074,0.101,0.051,0.316,0.364,E,6,31,9.2456
HF004,3,GSWS02,2018,2018,8,0.044,0.057,0.034,0.188,0.217,E,2,31,5.5118
HF004,3,GSWS02,2018,2018,9,0.043,0.06,0.03,0.184,0.205,A,0,30,5.207
HF004,3,GSWS02,2019,2018,10,0.093,0.721,0.052,0.4,0.461,A,0,31,11.7094
HF004,3,GSWS02,2019,2018,11,0.233,2.308,0.075,1.003,1.119,A,0,30,28.4226
HF004,3,GSWS02,2019,2018,12,1.1,4.762,0.192,4.723,5.445,A,0,31,138.303
HF004,3,GSWS02,2019,2019,1,1.188,6.261,0.324,5.104,5.885,A,0,31,149.479
HF004,3,GSWS02,2019,2019,2,0.68,1.899,0.339,2.919,3.04,A,0,28,77.216
HF004,3,GSWS02,2019,2019,3,1.504,4.037,0.476,6.461,7.449,A,0,31,189.2046
HF004,3,GSWS02,2019,2019,4,2.625,15.356,0.406,11.274,12.579,A,0,30,319.5066
HF004,3,GSWS02,2019,2019,5,0.262,0.406,0.179,1.125,1.297,A,0,31,32.9438
HF004,3,GSWS02,2019,2019,6,0.127,0.188,0.091,0.545,0.608,A,0,30,15.4432
HF004,3,GSWS02,2019,2019,7,0.07,0.098,0.05,0.303,0.349,E,6,31,8.8646
HF004,3,GSWS02,2019,2019,8,0.044,0.102,0.032,0.189,0.218,A,0,31,5.5372
HF004,3,GSWS02,2019,2019,9,0.1,0.849,0.032,0.43,0.48,A,0,30,12.192
HF004,3,GSWS03,1953,1952,10,0.081,0.081,0.081,0.208,0.248,E,31,31,6.2992
HF004,3,GSWS03,1953,1952,11,0.11,0.856,0.03,0.282,0.318,E,10,30,8.0772
HF004,3,GSWS03,1953,1952,12,1.541,7.351,0.31,3.945,4.549,A,0,31,115.5446
HF004,3,GSWS03,1953,1953,1,7.057,41.359,1.522,18.066,20.829,E,6,31,529.0566
HF004,3,GSWS03,1953,1953,2,4.828,17.766,1.088,12.36,12.869,A,0,28,326.8726
HF004,3,GSWS03,1953,1953,3,2.512,10.341,0.814,6.43,7.414,A,0,31,188.3156
HF004,3,GSWS03,1953,1953,4,1.264,1.879,0.908,3.235,3.612,A,0,30,91.7448
HF004,3,GSWS03,1953,1953,5,1.372,2.641,0.642,3.511,4.049,A,0,31,102.8446
HF004,3,GSWS03,1953,1953,6,0.837,1.691,0.423,2.142,2.39,A,0,30,60.706
HF004,3,GSWS03,1953,1953,7,0.327,0.529,0.177,0.838,0.963,A,0,31,24.4602
HF004,3,GSWS03,1953,1953,8,0.194,1.553,0.034,0.496,0.574,A,0,31,14.5796
HF004,3,GSWS03,1953,1953,9,0.106,1.856,0.03,0.272,0.304,A,0,30,7.7216
HF004,3,GSWS03,1954,1953,10,0.179,1.429,0.038,0.457,0.526,A,0,31,13.3604
HF004,3,GSWS03,1954,1953,11,2.45,29.428,0.034,6.273,6.998,A,0,30,177.7492
HF004,3,GSWS03,1954,1953,12,5.141,18.589,1.328,13.162,15.171,A,0,31,385.3434
HF004,3,GSWS03,1954,1954,1,3.824,13.436,1.289,9.788,11.286,A,0,31,286.6644
HF004,3,GSWS03,1954,1954,2,3.602,9.658,1.47,9.222,9.603,A,0,28,243.9162
HF004,3,GSWS03,1954,1954,3,1.367,3.783,0.642,3.499,4.037,A,0,31,102.5398
HF004,3,GSWS03,1954,1954,4,1.517,4.868,0.557,3.883,4.333,A,0,30,110.0582
HF004,3,GSWS03,1954,1954,5,0.429,0.797,0.31,1.098,1.265,A,0,31,32.131
HF004,3,GSWS03,1954,1954,6,0.473,2.131,0.344,1.211,1.352,A,0,30,34.3408
HF004,3,GSWS03,1954,1954,7,0.236,0.434,0.149,0.603,0.695,A,0,31,17.653
HF004,3,GSWS03,1954,1954,8,0.152,0.183,0.096,0.39,0.451,A,0,31,11.4554
HF004,3,GSWS03,1954,1954,9,0.208,2.026,0.111,0.532,0.593,A,0,30,15.0622
HF004,3,GSWS03,1955,1954,10,0.313,1.912,0.116,0.801,0.927,A,0,31,23.5458
HF004,3,GSWS03,1955,1954,11,0.506,4.254,0.166,1.295,1.442,A,0,30,36.6268
HF004,3,GSWS03,1955,1954,12,1.681,23.108,0.379,4.304,4.963,A,0,31,126.0602
HF004,3,GSWS03,1955,1955,1,1.952,15.037,0.789,4.996,5.759,A,0,31,146.2786
HF004,3,GSWS03,1955,1955,2,2.115,11.828,0.814,5.415,5.64,A,0,28,143.256
HF004,3,GSWS03,1955,1955,3,2.675,6.361,0.952,6.847,7.892,A,0,31,200.4568
HF004,3,GSWS03,1955,1955,4,3.143,7.092,2.061,8.046,8.976,A,0,30,227.9904
HF004,3,GSWS03,1955,1955,5,1.302,2.237,0.608,3.333,3.844,A,0,31,97.6376
HF004,3,GSWS03,1955,1955,6,0.45,0.642,0.317,1.151,1.285,A,0,30,32.639
HF004,3,GSWS03,1955,1955,7,0.279,0.721,0.195,0.714,0.82,A,0,31,20.828
HF004,3,GSWS03,1955,1955,8,0.15,0.201,0.138,0.384,0.441,E,18,31,11.2014
HF004,3,GSWS03,1955,1955,9,0.132,0.873,0.077,0.338,0.379,A,0,30,9.6266
HF004,3,GSWS03,1956,1955,10,0.803,4.987,0.143,2.055,2.37,A,0,31,60.198
HF004,3,GSWS03,1956,1955,11,4.192,22.554,0.761,10.731,11.973,A,0,30,304.1142
HF004,3,GSWS03,1956,1955,12,6.674,25.93,2.026,17.085,19.696,A,0,31,500.2784
HF004,3,GSWS03,1956,1956,1,5.163,29.873,1.338,13.216,15.236,A,0,31,386.9944
HF004,3,GSWS03,1956,1956,2,1.328,4.652,0.814,3.4,3.669,A,0,29,93.1926
HF004,3,GSWS03,1956,1956,3,3.95,13.095,1.47,10.111,11.657,A,0,31,296.0878
HF004,3,GSWS03,1956,1956,4,2.464,4.987,0.908,6.309,7.042,A,0,30,178.8668
HF004,3,GSWS03,1956,1956,5,0.824,3.287,0.462,2.11,2.43,A,0,31,61.722
HF004,3,GSWS03,1956,1956,6,0.458,0.681,0.396,1.173,1.311,A,0,30,33.2994
HF004,3,GSWS03,1956,1956,7,0.281,0.401,0.189,0.719,0.831,A,0,31,21.1074
HF004,3,GSWS03,1956,1956,8,0.177,0.219,0.138,0.453,0.525,A,0,31,13.335
HF004,3,GSWS03,1956,1956,9,0.129,0.238,0.111,0.329,0.366,A,0,30,9.2964
HF004,3,GSWS03,1957,1956,10,0.77,10.12,0.111,1.971,2.273,A,0,31,57.7342
HF004,3,GSWS03,1957,1956,11,1.036,9.631,0.495,2.652,2.957,A,0,30,75.1078
HF004,3,GSWS03,1957,1956,12,3.467,36.622,0.473,8.874,10.228,A,0,31,259.7912
HF004,3,GSWS03,1957,1957,1,1.06,2.467,0.698,2.714,3.13,A,0,31,79.502
HF004,3,GSWS03,1957,1957,2,3.744,17.979,1.023,9.583,9.981,A,0,28,253.5174
HF004,3,GSWS03,1957,1957,3,4.712,13.94,2.166,12.062,13.909,A,0,31,353.2886
HF004,3,GSWS03,1957,1957,4,1.428,3.907,0.585,3.657,4.082,A,0,30,103.6828
HF004,3,GSWS03,1957,1957,5,0.732,1.595,0.512,1.873,2.16,A,0,31,54.864
HF004,3,GSWS03,1957,1957,6,0.496,1.398,0.351,1.27,1.419,A,0,30,36.0426
HF004,3,GSWS03,1957,1957,7,0.282,0.351,0.213,0.723,0.834,A,0,31,21.1836
HF004,3,GSWS03,1957,1957,8,0.211,0.608,0.172,0.54,0.621,A,0,31,15.7734
HF004,3,GSWS03,1957,1957,9,0.176,0.715,0.138,0.45,0.503,A,0,30,12.7762
HF004,3,GSWS03,1958,1957,10,0.349,1.201,0.172,0.894,1.031,A,0,31,26.1874
HF004,3,GSWS03,1958,1957,11,1.032,8.918,0.154,2.642,2.949,A,0,30,74.9046
HF004,3,GSWS03,1958,1957,12,6.424,43.93,0.484,16.446,18.958,A,0,31,481.5332
HF004,3,GSWS03,1958,1958,1,3.702,10.874,1.48,9.476,10.925,A,0,31,277.495
HF004,3,GSWS03,1958,1958,2,4.765,23.308,1.812,12.197,12.701,A,0,28,322.6054
HF004,3,GSWS03,1958,1958,3,1.468,2.616,1.172,3.758,4.33,A,0,31,109.982
HF004,3,GSWS03,1958,1958,4,1.923,7.139,0.698,4.923,5.491,A,0,30,139.4714
HF004,3,GSWS03,1958,1958,5,0.669,1.298,0.44,1.712,1.974,A,0,31,50.1396
HF004,3,GSWS03,1958,1958,6,0.527,1.648,0.337,1.35,1.503,A,0,30,38.1762
HF004,3,GSWS03,1958,1958,7,0.246,0.337,0.122,0.629,0.726,A,0,31,18.4404
HF004,3,GSWS03,1958,1958,8,0.095,0.127,0.067,0.242,0.278,A,0,31,7.0612
HF004,3,GSWS03,1958,1958,9,0.104,0.987,0.067,0.266,0.3,A,0,30,7.62
HF004,3,GSWS03,1959,1958,10,0.126,1.408,0.063,0.322,0.375,A,0,31,9.525
HF004,3,GSWS03,1959,1958,11,2.538,16.753,0.086,6.496,7.247,A,0,30,184.0738
HF004,3,GSWS03,1959,1958,12,1.901,6.294,0.732,4.867,5.61,A,0,31,142.494
HF004,3,GSWS03,1959,1959,1,3.391,20.396,1.23,8.681,10.008,A,0,31,254.2032
HF004,3,GSWS03,1959,1959,2,2.443,5.311,1.033,6.255,6.513,A,0,28,165.4302
HF004,3,GSWS03,1959,1959,3,1.851,5.987,0.908,4.739,5.461,A,0,31,138.7094
HF004,3,GSWS03,1959,1959,4,1.176,4.48,0.462,3.011,3.362,A,0,30,85.3948
HF004,3,GSWS03,1959,1959,5,0.823,3.172,0.418,2.106,2.43,A,0,31,61.722
HF004,3,GSWS03,1959,1959,6,0.372,0.864,0.257,0.952,1.062,A,0,30,26.9748
HF004,3,GSWS03,1959,1959,7,0.208,0.296,0.149,0.532,0.613,A,0,31,15.5702
HF004,3,GSWS03,1959,1959,8,0.132,0.16,0.106,0.338,0.392,A,0,31,9.9568
HF004,3,GSWS03,1959,1959,9,0.381,4.143,0.122,0.976,1.09,A,0,30,27.686
HF004,3,GSWS03,1960,1959,10,1.039,6.272,0.201,2.661,3.064,A,0,31,77.8256
HF004,3,GSWS03,1960,1959,11,1.057,7.162,0.379,2.707,3.018,A,0,30,76.6572
HF004,3,GSWS03,1960,1959,12,0.742,2.261,0.479,1.899,2.191,A,0,31,55.6514
HF004,3,GSWS03,1960,1960,1,1.208,3.304,0.484,3.091,3.566,A,0,31,90.5764
HF004,3,GSWS03,1960,1960,2,3.429,12.849,0.943,8.778,9.47,A,0,29,240.538
HF004,3,GSWS03,1960,1960,3,3.524,10.988,0.856,9.021,10.402,A,0,31,264.2108
HF004,3,GSWS03,1960,1960,4,2.52,8.66,1.023,6.451,7.197,A,0,30,182.8038
HF004,3,GSWS03,1960,1960,5,1.85,5.332,0.755,4.736,5.46,A,0,31,138.684
HF004,3,GSWS03,1960,1960,6,0.55,1.191,0.303,1.409,1.572,A,0,30,39.9288
HF004,3,GSWS03,1960,1960,7,0.216,0.303,0.166,0.553,0.637,A,0,31,16.1798
HF004,3,GSWS03,1960,1960,8,0.191,0.579,0.132,0.489,0.564,A,0,31,14.3256
HF004,3,GSWS03,1960,1960,9,0.127,0.512,0.096,0.326,0.362,A,0,30,9.1948
HF004,3,GSWS03,1961,1960,10,0.294,1.691,0.116,0.752,0.866,A,0,31,21.9964
HF004,3,GSWS03,1961,1960,11,3.158,23.629,0.213,8.085,9.021,A,0,30,229.1334
HF004,3,GSWS03,1961,1960,12,2.031,8.815,0.83,5.199,5.993,A,0,31,152.2222
HF004,3,GSWS03,1961,1961,1,1.739,6.608,0.698,4.453,5.131,A,0,31,130.3274
HF004,3,GSWS03,1961,1961,2,6.038,30.774,1.98,15.456,16.092,A,0,28,408.7368
HF004,3,GSWS03,1961,1961,3,3.958,9.524,1.834,10.132,11.682,E,4,31,296.7228
HF004,3,GSWS03,1961,1961,4,1.012,1.834,0.63,2.59,2.89,A,0,30,73.406
HF004,3,GSWS03,1961,1961,5,0.888,2.003,0.462,2.274,2.622,A,0,31,66.5988
HF004,3,GSWS03,1961,1961,6,0.352,0.591,0.264,0.901,1.004,A,0,30,25.5016
HF004,3,GSWS03,1961,1961,7,0.202,0.264,0.16,0.516,0.597,A,0,31,15.1638
HF004,3,GSWS03,1961,1961,8,0.132,0.232,0.111,0.339,0.393,A,0,31,9.9822
HF004,3,GSWS03,1961,1961,9,0.17,1.511,0.116,0.436,0.486,A,0,30,12.3444
HF004,3,GSWS03,1962,1961,10,0.564,5.644,0.111,1.443,1.661,A,0,31,42.1894
HF004,3,GSWS03,1962,1961,11,2.15,25.346,0.363,5.505,6.143,A,0,30,156.0322
HF004,3,GSWS03,1962,1961,12,4.527,41.307,1.191,11.588,13.361,A,0,31,339.3694
HF004,3,GSWS03,1962,1962,1,1.501,4.329,0.698,3.842,4.433,E,6,31,112.5982
HF004,3,GSWS03,1962,1962,2,1.144,3.437,0.647,2.928,3.048,A,0,28,77.4192
HF004,3,GSWS03,1962,1962,3,3.293,14.906,0.738,8.431,9.719,A,0,31,246.8626
HF004,3,GSWS03,1962,1962,4,1.838,5.944,0.619,4.705,5.249,A,0,30,133.3246
HF004,3,GSWS03,1962,1962,5,1.028,2.492,0.512,2.631,3.031,A,0,31,76.9874
HF004,3,GSWS03,1962,1962,6,0.369,0.839,0.207,0.945,1.051,A,0,30,26.6954
HF004,3,GSWS03,1962,1962,7,0.154,0.207,0.116,0.394,0.456,A,0,31,11.5824
HF004,3,GSWS03,1962,1962,8,0.143,0.596,0.091,0.366,0.423,A,0,31,10.7442
HF004,3,GSWS03,1962,1962,9,0.143,1.439,0.081,0.366,0.408,A,0,30,10.3632
HF004,3,GSWS03,1963,1962,10,0.707,8.28,0.111,1.811,2.085,A,0,31,52.959
HF004,3,GSWS03,1963,1962,11,1.849,9.153,0.213,4.733,5.282,A,0,30,134.1628
HF004,3,GSWS03,1963,1962,12,2.197,12.545,0.67,5.624,6.483,A,0,31,164.6682
HF004,3,GSWS03,1963,1963,1,0.826,8.406,0.49,2.115,2.437,E,4,31,61.8998
HF004,3,GSWS03,1963,1963,2,3.862,18.086,0.797,9.885,10.293,E,4,28,261.4422
HF004,3,GSWS03,1963,1963,3,1.3,9.179,0.698,3.329,3.836,A,0,31,97.4344
HF004,3,GSWS03,1963,1963,4,2.302,6.074,1.116,5.893,6.575,A,0,30,167.005
HF004,3,GSWS03,1963,1963,5,1.849,7.834,0.44,4.734,5.457,A,0,31,138.6078
HF004,3,GSWS03,1963,1963,6,0.373,0.996,0.296,0.955,1.062,A,0,30,26.9748
HF004,3,GSWS03,1963,1963,7,0.261,0.512,0.189,0.668,0.775,A,0,31,19.685
HF004,3,GSWS03,1963,1963,8,0.148,0.189,0.116,0.379,0.434,A,0,31,11.0236
HF004,3,GSWS03,1963,1963,9,0.242,2.357,0.106,0.62,0.691,A,0,30,17.5514
HF004,3,GSWS03,1964,1963,10,0.409,2.9,0.122,1.046,1.209,A,0,31,30.7086
HF004,3,GSWS03,1964,1963,11,2.968,20.585,0.385,7.597,8.474,A,0,30,215.2396
HF004,3,GSWS03,1964,1963,12,1.666,8.081,0.704,4.265,4.917,A,0,31,124.8918
HF004,3,GSWS03,1964,1964,1,4.139,11.947,1.398,10.597,12.216,A,0,31,310.2864
HF004,3,GSWS03,1964,1964,2,2.326,7.908,1.182,5.955,6.422,A,0,29,163.1188
HF004,3,GSWS03,1964,1964,3,2.682,9.311,1.439,6.866,7.917,A,0,31,201.0918
HF004,3,GSWS03,1964,1964,4,1.893,3.471,1.191,4.845,5.407,A,0,30,137.3378
