STCODE,FORMAT,SITECODE,WATERYEAR,YEAR,MONTH,MEAN_Q,MAX_Q,MIN_Q,MEAN_Q_AREA,TOTAL_Q_AREA,ESTCODE,ESTDAYS,TOTAL_DAYS,TOTAL_Q_AREA mm
HF004,3,GSLOOK,1975,1975,5,190,375,119,7.9,9.1,A,0,31,231.14
HF004,3,GSLOOK,1975,1975,6,81,211,43,3.37,3.75,A,0,30,95.25
HF004,3,GSLOOK,1975,1975,7,29,69,16,1.21,1.39,A,0,31,35.306
HF004,3,GSLOOK,1975,1975,8,17,40,13,0.72,0.84,A,0,31,21.336
HF004,3,GSLOOK,1975,1975,9,13,19,10,0.52,0.58,A,0,30,14.732
HF004,3,GSLOOK,1976,1975,10,70,655,9.8,2.89,3.34,A,0,31,84.836
HF004,3,GSLOOK,1976,1975,11,175,714,89,7.28,8.12,A,0,30,206.248
HF004,3,GSLOOK,1976,1975,12,353,1405,121,14.63,16.86,A,0,31,428.244
HF004,3,GSLOOK,1976,1976,1,339,1630,123,14.08,16.23,A,0,31,412.242
HF004,3,GSLOOK,1976,1976,2,172,534,77,7.14,7.69,A,0,29,195.326
HF004,3,GSLOOK,1976,1976,3,139,356,85,5.76,6.64,A,0,31,168.656
HF004,3,GSLOOK,1976,1976,4,179,299,117,7.43,8.28,A,1,30,210.312
HF004,3,GSLOOK,1976,1976,5,160,338,88,6.64,7.65,A,0,31,194.31
HF004,3,GSLOOK,1976,1976,6,66,104,38,2.73,3.04,A,0,30,77.216
HF004,3,GSLOOK,1976,1976,7,26,49,17,1.1,1.26,A,0,31,32.004
HF004,3,GSLOOK,1976,1976,8,22,48,16,0.92,1.06,A,0,31,26.924
HF004,3,GSLOOK,1976,1976,9,13,18,11,0.55,0.61,E,15,30,15.494
HF004,3,GSLOOK,1977,1976,10,13,79,8.6,0.54,0.62,A,0,31,15.748
HF004,3,GSLOOK,1977,1976,11,27,75,14,1.1,1.23,A,0,30,31.242
HF004,3,GSLOOK,1977,1976,12,20,52,15,0.83,0.95,A,0,31,24.13
HF004,3,GSLOOK,1977,1977,1,25,38,18,1.04,1.2,E,23,31,30.48
HF004,3,GSLOOK,1977,1977,2,27,199,14,1.12,1.17,A,0,28,29.718
HF004,3,GSLOOK,1977,1977,3,110,293,73,4.57,5.27,E,4,31,133.858
HF004,3,GSLOOK,1977,1977,4,132,276,90,5.49,6.13,E,9,30,155.702
HF004,3,GSLOOK,1977,1977,5,128,195,100,5.33,6.14,E,31,31,155.956
HF004,3,GSLOOK,1977,1977,6,57,128,25,2.37,2.64,A,1,30,67.056
HF004,3,GSLOOK,1977,1977,7,18,26,12,0.76,0.87,A,0,31,22.098
HF004,3,GSLOOK,1977,1977,8,13,41,9,0.53,0.61,A,0,31,15.494
HF004,3,GSLOOK,1977,1977,9,19,75,9,0.79,0.89,A,0,30,22.606
HF004,3,GSLOOK,1978,1977,10,32,153,14,1.34,1.54,A,0,31,39.116
HF004,3,GSLOOK,1978,1977,11,322,3051,64,13.37,14.91,A,0,30,378.714
HF004,3,GSLOOK,1978,1977,12,456,2975,165,18.93,21.82,A,0,31,554.228
HF004,3,GSLOOK,1978,1978,1,193,265,119,8.02,9.25,A,0,31,234.95
HF004,3,GSLOOK,1978,1978,2,157,578,73,6.54,6.8,A,0,28,172.72
HF004,3,GSLOOK,1978,1978,3,64,87,53,2.64,3.04,A,0,31,77.216
HF004,3,GSLOOK,1978,1978,4,109,337,53,4.51,5.03,A,0,30,127.762
HF004,3,GSLOOK,1978,1978,5,111,198,61,4.61,5.31,A,0,31,134.874
HF004,3,GSLOOK,1978,1978,6,43,61,31,1.79,2,A,0,30,50.8
HF004,3,GSLOOK,1978,1978,7,25,43,15,1.05,1.21,E,12,31,30.734
HF004,3,GSLOOK,1978,1978,8,18,70,11,0.76,0.88,A,0,31,22.352
HF004,3,GSLOOK,1978,1978,9,41,126,13,1.68,1.88,A,0,30,47.752
HF004,3,GSLOOK,1979,1978,10,13,21,9.6,0.56,0.64,A,0,31,16.256
HF004,3,GSLOOK,1979,1978,11,38,499,9.6,1.57,1.74,A,0,30,44.196
HF004,3,GSLOOK,1979,1978,12,174,1159,65,7.23,8.33,A,0,31,211.582
HF004,3,GSLOOK,1979,1979,1,91,317,38,3.78,4.36,A,0,31,110.744
HF004,3,GSLOOK,1979,1979,2,252,1116,42,10.48,10.91,A,0,28,277.114
HF004,3,GSLOOK,1979,1979,3,207,741,87,8.58,9.89,A,0,31,251.206
HF004,3,GSLOOK,1979,1979,4,171,337,104,7.1,7.93,A,0,30,201.422
HF004,3,GSLOOK,1979,1979,5,130,333,44,5.38,6.2,A,0,31,157.48
HF004,3,GSLOOK,1979,1979,6,30,44,21,1.25,1.39,A,0,30,35.306
HF004,3,GSLOOK,1979,1979,7,16,28,10,0.67,0.77,A,0,31,19.558
HF004,3,GSLOOK,1979,1979,8,12,22,9,0.5,0.57,A,0,31,14.478
HF004,3,GSLOOK,1979,1979,9,15,36,10,0.61,0.69,A,0,30,17.526
HF004,3,GSLOOK,1980,1979,10,34,185,7,1.42,1.63,A,0,31,41.402
HF004,3,GSLOOK,1980,1979,11,94,472,32,3.9,4.35,A,0,30,110.49
HF004,3,GSLOOK,1980,1979,12,150,524,75,6.24,7.19,A,0,31,182.626
HF004,3,GSLOOK,1980,1980,1,290,1562,67,12.04,13.87,A,0,31,352.298
HF004,3,GSLOOK,1980,1980,2,139,227,68,5.78,6.24,A,0,29,158.496
HF004,3,GSLOOK,1980,1980,3,131,262,91,5.45,6.28,A,0,31,159.512
HF004,3,GSLOOK,1980,1980,4,173,295,78,7.16,7.99,A,0,30,202.946
HF004,3,GSLOOK,1980,1980,5,69,109,46,2.88,3.32,A,0,31,84.328
HF004,3,GSLOOK,1980,1980,6,52,76,36,2.14,2.38,A,0,30,60.452
HF004,3,GSLOOK,1980,1980,7,25,36,19,1.03,1.19,E,31,31,30.226
HF004,3,GSLOOK,1980,1980,8,16,21,13,0.67,0.77,E,31,31,19.558
HF004,3,GSLOOK,1980,1980,9,13,20,11,0.54,0.61,E,30,30,15.494
HF004,3,GSLOOK,1981,1980,10,12,29,7.9,0.48,0.55,A,0,31,13.97
HF004,3,GSLOOK,1981,1980,11,99,354,10,4.1,4.58,A,0,30,116.332
HF004,3,GSLOOK,1981,1980,12,361,2222,93,15,17.28,A,0,31,438.912
HF004,3,GSLOOK,1981,1981,1,70,173,38,2.89,3.34,A,0,31,84.836
HF004,3,GSLOOK,1981,1981,2,197,1077,41,8.16,8.5,A,0,28,215.9
HF004,3,GSLOOK,1981,1981,3,84,226,50,3.47,4,A,0,31,101.6
HF004,3,GSLOOK,1981,1981,4,143,214,91,5.95,6.64,A,0,30,168.656
HF004,3,GSLOOK,1981,1981,5,78,159,49,3.25,3.75,A,0,31,95.25
HF004,3,GSLOOK,1981,1981,6,120,478,51,4.97,5.53,A,0,30,140.462
HF004,3,GSLOOK,1981,1981,7,29,52,15,1.19,1.37,A,0,31,34.798
HF004,3,GSLOOK,1981,1981,8,10,16,6.7,0.4,0.47,A,0,31,11.938
HF004,3,GSLOOK,1981,1981,9,11,80,5,0.46,0.52,A,0,30,13.208
HF004,3,GSLOOK,1982,1981,10,41,171,13,1.7,1.96,A,0,31,49.784
HF004,3,GSLOOK,1982,1981,11,135,559,22,5.58,6.23,A,0,30,158.242
HF004,3,GSLOOK,1982,1981,12,475,1751,97,19.69,22.69,E,10,31,576.326
HF004,3,GSLOOK,1982,1982,1,159,583,65,6.61,7.62,E,27,31,193.548
HF004,3,GSLOOK,1982,1982,2,435,1614,28,18.05,18.79,A,0,28,477.266
HF004,3,GSLOOK,1982,1982,3,157,297,84,6.52,7.51,A,0,31,190.754
HF004,3,GSLOOK,1982,1982,4,175,395,73,7.27,8.11,A,0,30,205.994
HF004,3,GSLOOK,1982,1982,5,135,175,80,5.6,6.45,A,0,31,163.83
HF004,3,GSLOOK,1982,1982,6,70,126,40,2.91,3.25,A,0,30,82.55
HF004,3,GSLOOK,1982,1982,7,28,48,16,1.15,1.32,E,14,31,33.528
HF004,3,GSLOOK,1982,1982,8,14,26,9,0.57,0.66,A,0,31,16.764
HF004,3,GSLOOK,1982,1982,9,15,50,8,0.61,0.68,A,0,30,17.272
HF004,3,GSLOOK,1983,1982,10,72,803,11,2.98,3.43,A,0,31,87.122
HF004,3,GSLOOK,1983,1982,11,115,369,42,4.79,5.34,E,2,30,135.636
HF004,3,GSLOOK,1983,1982,12,343,1472,84,14.25,16.42,A,0,31,417.068
HF004,3,GSLOOK,1983,1983,1,268,1323,79,11.1,12.79,A,0,31,324.866
HF004,3,GSLOOK,1983,1983,2,292,1182,79,12.12,12.61,A,0,28,320.294
HF004,3,GSLOOK,1983,1983,3,223,1182,110,9.27,10.68,A,0,31,271.272
HF004,3,GSLOOK,1983,1983,4,141,461,80,5.86,6.54,A,0,30,166.116
HF004,3,GSLOOK,1983,1983,5,106,183,56,4.41,5.08,A,0,31,129.032
HF004,3,GSLOOK,1983,1983,6,43,72,31,1.8,2,A,0,30,50.8
HF004,3,GSLOOK,1983,1983,7,47,116,25,1.93,2.23,A,0,31,56.642
HF004,3,GSLOOK,1983,1983,8,18,40,13,0.76,0.87,A,0,31,22.098
HF004,3,GSLOOK,1983,1983,9,14,23,11,0.59,0.67,A,0,30,17.018
HF004,3,GSLOOK,1984,1983,10,13,37,9,0.53,0.61,A,0,31,15.494
HF004,3,GSLOOK,1984,1983,11,192,569,17,7.97,8.89,A,0,30,225.806
HF004,3,GSLOOK,1984,1983,12,292,1386,63,12.11,13.96,A,0,31,354.584
HF004,3,GSLOOK,1984,1984,1,223,603,78,9.24,10.65,A,0,31,270.51
HF004,3,GSLOOK,1984,1984,2,237,2100,76,9.83,10.6,A,0,29,269.24
HF004,3,GSLOOK,1984,1984,3,230,475,117,9.53,10.98,A,0,31,278.892
HF004,3,GSLOOK,1984,1984,4,154,267,91,6.4,7.13,A,0,30,181.102
HF004,3,GSLOOK,1984,1984,5,166,377,98,6.9,7.95,A,0,31,201.93
HF004,3,GSLOOK,1984,1984,6,138,527,60,5.74,6.4,A,0,30,162.56
HF004,3,GSLOOK,1984,1984,7,36,60,22,1.51,1.74,A,0,31,44.196
HF004,3,GSLOOK,1984,1984,8,17,23,13,0.72,0.83,A,0,31,21.082
HF004,3,GSLOOK,1984,1984,9,15,37,11,0.63,0.7,A,0,30,17.78
HF004,3,GSLOOK,1985,1984,10,53,252,11,2.19,2.53,E,11,31,64.262
HF004,3,GSLOOK,1985,1984,11,310,1127,72,12.86,14.34,A,0,30,364.236
HF004,3,GSLOOK,1985,1984,12,136,295,78,5.65,6.51,E,4,31,165.354
HF004,3,GSLOOK,1985,1985,1,112,186,65,4.65,5.35,E,30,31,135.89
HF004,3,GSLOOK,1985,1985,2,109,232,50,4.53,4.72,E,26,28,119.888
HF004,3,GSLOOK,1985,1985,3,120,320,77,4.96,5.72,A,0,31,145.288
HF004,3,GSLOOK,1985,1985,4,230,423,116,9.54,10.64,A,0,30,270.256
HF004,3,GSLOOK,1985,1985,5,118,212,74,4.91,5.65,A,0,31,143.51
HF004,3,GSLOOK,1985,1985,6,75,261,28,3.13,3.49,A,0,30,88.646
HF004,3,GSLOOK,1985,1985,7,16,29,9,0.65,0.75,A,0,31,19.05
HF004,3,GSLOOK,1985,1985,8,10,21,7.9,0.44,0.5,A,0,31,12.7
HF004,3,GSLOOK,1985,1985,9,17,44,8,0.7,0.78,A,0,30,19.812
HF004,3,GSLOOK,1986,1985,10,54,333,8.9,2.26,2.6,A,0,31,66.04
HF004,3,GSLOOK,1986,1985,11,121,426,54,5.03,5.61,A,0,30,142.494
HF004,3,GSLOOK,1986,1985,12,129,493,53,5.36,6.18,A,0,31,156.972
HF004,3,GSLOOK,1986,1986,1,209,520,93,8.69,10.01,A,1,31,254.254
HF004,3,GSLOOK,1986,1986,2,449,2700,90,18.64,19.4,E,5,28,492.76
HF004,3,GSLOOK,1986,1986,3,148,292,90,6.15,7.09,E,31,31,180.086
HF004,3,GSLOOK,1986,1986,4,95,312,53,3.92,4.37,E,3,30,110.998
HF004,3,GSLOOK,1986,1986,5,109,194,47,4.53,5.22,A,0,31,132.588
HF004,3,GSLOOK,1986,1986,6,30,47,19,1.23,1.37,A,0,30,34.798
HF004,3,GSLOOK,1986,1986,7,18,46,13,0.73,0.85,A,0,31,21.59
HF004,3,GSLOOK,1986,1986,8,11,13,10,0.48,0.55,A,0,31,13.97
HF004,3,GSLOOK,1986,1986,9,38,307,9,1.57,1.75,A,0,30,44.45
HF004,3,GSLOOK,1987,1986,10,26,133,13,1.07,1.23,A,1,31,31.242
HF004,3,GSLOOK,1987,1986,11,256,970,34,10.61,11.84,A,0,30,300.736
HF004,3,GSLOOK,1987,1986,12,97,285,56,4.01,4.62,A,0,31,117.348
HF004,3,GSLOOK,1987,1987,1,161,610,51,6.66,7.68,A,0,31,195.072
HF004,3,GSLOOK,1987,1987,2,191,665,67,7.92,8.25,A,0,28,209.55
HF004,3,GSLOOK,1987,1987,3,130,282,63,5.41,6.24,A,0,31,158.496
HF004,3,GSLOOK,1987,1987,4,77,121,52,3.18,3.55,A,0,30,90.17
HF004,3,GSLOOK,1987,1987,5,41,89,24,1.69,1.95,A,0,31,49.53
HF004,3,GSLOOK,1987,1987,6,22,50,15,0.92,1.03,A,0,30,26.162
HF004,3,GSLOOK,1987,1987,7,17,69,12,0.72,0.83,A,0,31,21.082
HF004,3,GSLOOK,1987,1987,8,11,14,11,0.47,0.55,E,7,31,13.97
HF004,3,GSLOOK,1987,1987,9,7,9.3,6,0.28,0.31,E,4,30,7.874
HF004,3,GSLOOK,1988,1987,10,5,6.1,5,0.23,0.26,A,0,31,6.604
HF004,3,GSLOOK,1988,1987,11,12,44,5.2,0.48,0.53,A,0,30,13.462
HF004,3,GSLOOK,1988,1987,12,150,1090,11,6.21,7.15,A,0,31,181.61
HF004,3,GSLOOK,1988,1988,1,208,1010,36,8.64,9.95,A,0,31,252.73
HF004,3,GSLOOK,1988,1988,2,143,363,79,5.93,6.39,A,0,29,162.306
HF004,3,GSLOOK,1988,1988,3,155,444,77,6.43,7.42,A,0,31,188.468
HF004,3,GSLOOK,1988,1988,4,166,402,91,6.87,7.66,A,0,30,194.564
HF004,3,GSLOOK,1988,1988,5,126,196,59,5.25,6.05,A,0,31,153.67
HF004,3,GSLOOK,1988,1988,6,90,333,34,3.76,4.19,A,0,30,106.426
HF004,3,GSLOOK,1988,1988,7,23,35,15,0.97,1.11,E,5,31,28.194
HF004,3,GSLOOK,1988,1988,8,12,17,9.5,0.52,0.59,A,0,31,14.986
HF004,3,GSLOOK,1988,1988,9,10,37,8.1,0.42,0.47,E,5,30,11.938
HF004,3,GSLOOK,1989,1988,10,9,10,8.1,0.37,0.43,A,0,31,10.922
HF004,3,GSLOOK,1989,1988,11,241,1270,8.1,10.02,11.17,A,0,30,283.718
HF004,3,GSLOOK,1989,1988,12,109,218,46,4.53,5.22,A,0,31,132.588
HF004,3,GSLOOK,1989,1989,1,205,1680,96,8.52,9.82,A,0,31,249.428
HF004,3,GSLOOK,1989,1989,2,125,253,40,5.18,5.39,A,0,28,136.906
HF004,3,GSLOOK,1989,1989,3,276,632,79,11.46,13.2,A,0,31,335.28
HF004,3,GSLOOK,1989,1989,4,227,353,118,9.43,10.51,A,0,30,266.954
HF004,3,GSLOOK,1989,1989,5,94,172,48,3.92,4.51,A,1,31,114.554
HF004,3,GSLOOK,1989,1989,6,43,82,25,1.8,2,A,0,30,50.8
HF004,3,GSLOOK,1989,1989,7,20,38,16,0.84,0.97,A,0,31,24.638
HF004,3,GSLOOK,1989,1989,8,19,85,13,0.81,0.93,A,0,31,23.622
HF004,3,GSLOOK,1989,1989,9,12,17,11,0.52,0.58,A,0,30,14.732
HF004,3,GSLOOK,1990,1989,10,15,52,9.3,0.61,0.69,A,0,31,17.526
HF004,3,GSLOOK,1990,1989,11,43,138,13,1.79,2,A,0,30,50.8
HF004,3,GSLOOK,1990,1989,12,89,487,29,3.7,4.26,A,0,31,108.204
HF004,3,GSLOOK,1990,1990,1,229,1960,35,9.49,10.94,A,0,31,277.876
HF004,3,GSLOOK,1990,1990,2,169,367,76,7.02,7.31,A,0,28,185.674
HF004,3,GSLOOK,1990,1990,3,215,291,144,8.92,10.28,A,0,31,261.112
HF004,3,GSLOOK,1990,1990,4,224,1550,91,9.28,10.34,A,0,30,262.636
HF004,3,GSLOOK,1990,1990,5,92,256,48,3.82,4.4,A,0,31,111.76
HF004,3,GSLOOK,1990,1990,6,88,203,36,3.66,4.08,A,0,30,103.632
HF004,3,GSLOOK,1990,1990,7,25,48,17,1.05,1.2,A,0,31,30.48
HF004,3,GSLOOK,1990,1990,8,15,26,13,0.63,0.72,A,0,31,18.288
HF004,3,GSLOOK,1990,1990,9,12,16,10,0.48,0.54,A,0,30,13.716
HF004,3,GSLOOK,1991,1990,10,24,186,10,0.98,1.13,A,0,31,28.702
HF004,3,GSLOOK,1991,1990,11,153,256,46,6.36,7.09,E,24,30,180.086
HF004,3,GSLOOK,1991,1990,12,122,168,48,5.05,5.82,E,31,31,147.828
HF004,3,GSLOOK,1991,1991,1,201,1010,40,8.33,9.6,E,31,31,243.84
HF004,3,GSLOOK,1991,1991,2,163,60,,6.75,7.02,E,28,28,178.308
HF004,3,GSLOOK,1991,1991,3,165,193,73,6.84,7.89,E,7,31,200.406
HF004,3,GSLOOK,1991,1991,4,161,456,99,6.69,7.46,A,0,30,189.484
HF004,3,GSLOOK,1991,1991,5,147,310,79,6.09,7.01,A,0,31,178.054
HF004,3,GSLOOK,1991,1991,6,47,83,32,1.95,2.17,A,0,30,55.118
HF004,3,GSLOOK,1991,1991,7,22,32,17,0.91,1.04,A,0,31,26.416
HF004,3,GSLOOK,1991,1991,8,15,28,13,0.62,0.71,A,0,31,18.034
HF004,3,GSLOOK,1991,1991,9,11,14,9.5,0.47,0.52,A,0,30,13.208
HF004,3,GSLOOK,1992,1991,10,15,82,8.3,0.62,0.71,A,0,31,18.034
HF004,3,GSLOOK,1992,1991,11,181,1110,14,7.5,8.36,A,0,30,212.344
HF004,3,GSLOOK,1992,1991,12,170,1000,51,7.04,8.11,A,0,31,205.994
HF004,3,GSLOOK,1992,1992,1,76,133,50,3.16,3.64,A,0,31,92.456
HF004,3,GSLOOK,1992,1992,2,145,619,41,6.01,6.48,A,0,29,164.592
HF004,3,GSLOOK,1992,1992,3,48,100,27,2,2.31,A,0,31,58.674
HF004,3,GSLOOK,1992,1992,4,140,641,25,5.8,6.47,A,0,30,164.338
HF004,3,GSLOOK,1992,1992,5,39,89,20,1.63,1.87,A,0,31,47.498
HF004,3,GSLOOK,1992,1992,6,17,25,13,0.72,0.8,A,0,30,20.32
HF004,3,GSLOOK,1992,1992,7,12,19,9,0.51,0.59,A,0,31,14.986
HF004,3,GSLOOK,1992,1992,8,8,9.5,7.3,0.34,0.39,A,0,31,9.906
HF004,3,GSLOOK,1992,1992,9,8,29,6.5,0.35,0.39,A,0,30,9.906
HF004,3,GSLOOK,1993,1992,10,12,262,6.3,0.52,0.59,A,0,31,14.986
HF004,3,GSLOOK,1993,1992,11,139,1110,28,5.75,6.41,A,0,30,162.814
HF004,3,GSLOOK,1993,1992,12,176,495,89,7.31,8.42,A,0,31,213.868
HF004,3,GSLOOK,1993,1993,1,133,370,38,5.51,6.35,A,0,31,161.29
HF004,3,GSLOOK,1993,1993,2,132,213,58,5.48,5.7,A,0,28,144.78
HF004,3,GSLOOK,1993,1993,3,381,1220,57,15.79,18.2,A,0,31,462.28
HF004,3,GSLOOK,1993,1993,4,300,679,161,12.45,13.89,A,0,30,352.806
HF004,3,GSLOOK,1993,1993,5,176,326,85,7.31,8.42,A,0,31,213.868
HF004,3,GSLOOK,1993,1993,6,101,189,39,4.21,4.69,A,0,30,119.126
HF004,3,GSLOOK,1993,1993,7,31,55,23,1.28,1.48,A,0,31,37.592
HF004,3,GSLOOK,1993,1993,8,18,24,14,0.75,0.87,A,0,31,22.098
HF004,3,GSLOOK,1993,1993,9,11,14,8.8,0.47,0.53,A,0,30,13.462
HF004,3,GSLOOK,1994,1993,10,9,17,7.5,0.37,0.42,A,0,31,10.668
HF004,3,GSLOOK,1994,1993,11,9,41,7.3,0.39,0.43,A,0,30,10.922
HF004,3,GSLOOK,1994,1993,12,77,364,22,3.19,3.67,A,0,31,93.218
HF004,3,GSLOOK,1994,1994,1,186,827,43,7.73,8.9,A,0,31,226.06
HF004,3,GSLOOK,1994,1994,2,104,639,29,4.33,4.51,A,0,28,114.554
HF004,3,GSLOOK,1994,1994,3,161,620,79,6.68,7.69,A,0,31,195.326
HF004,3,GSLOOK,1994,1994,4,135,291,60,5.59,6.23,A,0,30,158.242
HF004,3,GSLOOK,1994,1994,5,50,83,35,2.09,2.41,A,0,31,61.214
HF004,3,GSLOOK,1994,1994,6,57,125,30,2.37,2.65,A,0,30,67.31
HF004,3,GSLOOK,1994,1994,7,20,31,13,0.83,0.96,A,0,31,24.384
HF004,3,GSLOOK,1994,1994,8,11,14,9.3,0.48,0.55,A,0,31,13.97
HF004,3,GSLOOK,1994,1994,9,10,16,8,0.41,0.45,A,0,30,11.43
HF004,3,GSLOOK,1995,1994,10,28,462,8,1.17,1.35,A,0,31,34.29
HF004,3,GSLOOK,1995,1994,11,128,1020,53,5.29,5.9,A,0,30,149.86
HF004,3,GSLOOK,1995,1994,12,237,1020,68,9.85,11.35,E,4,31,288.29
HF004,3,GSLOOK,1995,1995,1,291,1770,86,12.08,13.92,E,4,31,353.568
HF004,3,GSLOOK,1995,1995,2,311,1460,86,12.9,13.43,A,0,28,341.122
HF004,3,GSLOOK,1995,1995,3,131,252,71,5.46,6.29,A,0,31,159.766
HF004,3,GSLOOK,1995,1995,4,145,300,71,6.02,6.71,A,0,30,170.434
HF004,3,GSLOOK,1995,1995,5,138,309,44,5.72,6.59,A,0,31,167.386
HF004,3,GSLOOK,1995,1995,6,53,102,35,2.21,2.47,A,0,30,62.738
HF004,3,GSLOOK,1995,1995,7,25,64,15,1.05,1.21,A,0,31,30.734
HF004,3,GSLOOK,1995,1995,8,15,52,12,0.63,0.73,A,0,31,18.542
HF004,3,GSLOOK,1995,1995,9,13,40,9.6,0.56,0.62,A,0,30,15.748
HF004,3,GSLOOK,1996,1995,10,36,118,15,1.48,1.7,A,0,31,43.18
HF004,3,GSLOOK,1996,1995,11,310,1260,23,12.85,14.33,A,0,30,363.982
HF004,3,GSLOOK,1996,1995,12,350,1260,68,14.53,16.74,A,0,31,425.196
HF004,3,GSLOOK,1996,1996,1,272,570,90,11.3,13.02,A,1,31,330.708
HF004,3,GSLOOK,1996,1996,2,640,8000,74,26.57,28.64,A,1,29,727.456
HF004,3,GSLOOK,1996,1996,3,128,291,29,5.31,6.12,A,0,31,155.448
HF004,3,GSLOOK,1996,1996,4,277,1260,123,11.49,12.82,A,0,30,325.628
HF004,3,GSLOOK,1996,1996,5,218,485,87,9.04,10.43,A,0,31,264.922
HF004,3,GSLOOK,1996,1996,6,60,116,36,2.51,2.8,A,0,30,71.12
HF004,3,GSLOOK,1996,1996,7,24,39,16,1.01,1.16,A,0,31,29.464
HF004,3,GSLOOK,1996,1996,8,12,17,9.7,0.52,0.59,A,0,31,14.986
HF004,3,GSLOOK,1996,1996,9,13,57,9.2,0.53,0.58,A,0,30,14.732
HF004,3,GSLOOK,1997,1996,10,75,403,9.2,3.1,3.57,A,0,31,90.678
HF004,3,GSLOOK,1997,1996,11,350,2980,57,14.54,16.21,A,0,30,411.734
HF004,3,GSLOOK,1997,1996,12,669,2400,148,27.76,31.99,A,0,31,812.546
HF004,3,GSLOOK,1997,1997,1,363,2160,106,15.05,17.34,A,0,31,440.436
HF004,3,GSLOOK,1997,1997,2,242,1750,96,10.04,10.45,A,0,28,265.43
HF004,3,GSLOOK,1997,1997,3,349,1290,94,14.48,16.69,A,0,31,423.926
HF004,3,GSLOOK,1997,1997,4,219,750,70,9.1,10.15,A,0,30,257.81
HF004,3,GSLOOK,1997,1997,5,114,283,50,4.74,5.46,A,0,31,138.684
HF004,3,GSLOOK,1997,1997,6,42,75,25,1.72,1.92,A,0,30,48.768
HF004,3,GSLOOK,1997,1997,7,25,50,17,1.05,1.21,A,0,31,30.734
HF004,3,GSLOOK,1997,1997,8,14,25,11,0.57,0.66,A,0,31,16.764
HF004,3,GSLOOK,1997,1997,9,20,103,9.7,0.85,0.94,A,0,30,23.876
HF004,3,GSLOOK,1998,1997,10,104,1470,13,4.31,4.96,A,1,31,125.984
HF004,3,GSLOOK,1998,1997,11,95,549,33,3.96,4.41,A,0,30,112.014
HF004,3,GSLOOK,1998,1997,12,102,587,41,4.22,4.86,A,1,31,123.444
HF004,3,GSLOOK,1998,1998,1,411,1220,59,17.05,19.65,A,0,31,499.11
HF004,3,GSLOOK,1998,1998,2,145,355,79,6.01,6.25,A,1,28,158.75
HF004,3,GSLOOK,1998,1998,3,243,403,169,10.08,11.62,E,26,31,295.148
HF004,3,GSLOOK,1998,1998,4,99,140,73,4.09,4.57,E,7,30,116.078
HF004,3,GSLOOK,1998,1998,5,121,244,52,5.04,5.81,A,0,31,147.574
HF004,3,GSLOOK,1998,1998,6,68,169,43,2.81,3.14,A,0,30,79.756
HF004,3,GSLOOK,1998,1998,7,28,43,17,1.15,1.32,A,0,31,33.528
HF004,3,GSLOOK,1998,1998,8,12,17,8.7,0.51,0.59,A,0,31,14.986
HF004,3,GSLOOK,1998,1998,9,9,18,7.4,0.37,0.42,A,0,30,10.668
HF004,3,GSLOOK,1999,1998,10,19,60,7.8,0.8,0.92,A,0,31,23.368
HF004,3,GSLOOK,1999,1998,11,243,1830,17,10.09,11.26,A,0,30,286.004
HF004,3,GSLOOK,1999,1998,12,414,3380,52,17.18,19.8,E,3,31,502.92
HF004,3,GSLOOK,1999,1999,1,270,746,90,11.19,12.9,A,0,31,327.66
HF004,3,GSLOOK,1999,1999,2,260,919,95,10.79,11.23,A,0,28,285.242
HF004,3,GSLOOK,1999,1999,3,180,769,90,7.45,8.59,A,0,31,218.186
HF004,3,GSLOOK,1999,1999,4,137,259,84,5.69,6.35,E,2,30,161.29
HF004,3,GSLOOK,1999,1999,5,206,369,121,8.54,9.84,A,0,31,249.936
HF004,3,GSLOOK,1999,1999,6,112,219,61,4.63,5.17,A,0,30,131.318
HF004,3,GSLOOK,1999,1999,7,34,61,20,1.4,1.62,A,0,31,41.148
HF004,3,GSLOOK,1999,1999,8,20,69,15,0.84,0.97,A,0,31,24.638
HF004,3,GSLOOK,1999,1999,9,13,18,11,0.52,0.59,A,0,30,14.986
HF004,3,GSLOOK,2000,1999,10,14,90,9.4,0.59,0.67,A,1,31,17.018
HF004,3,GSLOOK,2000,1999,11,194,3180,14,8.03,8.96,A,0,30,227.584
HF004,3,GSLOOK,2000,1999,12,266,932,97,11.03,12.71,E,9,31,322.834
HF004,3,GSLOOK,2000,2000,1,217,484,92,9.03,10.4,E,3,31,264.16
HF004,3,GSLOOK,2000,2000,2,251,624,136,10.41,11.22,A,0,29,284.988
HF004,3,GSLOOK,2000,2000,3,161,281,99,6.67,7.68,A,0,31,195.072
HF004,3,GSLOOK,2000,2000,4,130,240,91,5.39,6.01,A,0,30,152.654
HF004,3,GSLOOK,2000,2000,5,115,193,65,4.79,5.52,A,0,31,140.208
HF004,3,GSLOOK,2000,2000,6,76,345,37,3.15,3.51,A,0,30,89.154
HF004,3,GSLOOK,2000,2000,7,25,38,16,1.06,1.22,A,0,31,30.988
HF004,3,GSLOOK,2000,2000,8,13,17,10,0.53,0.62,A,0,31,15.748
HF004,3,GSLOOK,2000,2000,9,11,21,9.4,0.46,0.51,A,0,30,12.954
HF004,3,GSLOOK,2001,2000,10,13,65,9.1,0.56,0.64,A,0,31,16.256
