STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,MEAN_LPS,Q_AREA_MO,QCODE_MO,PH_MO,PHCODE_MO,COND_MO,CONDCODE_MO,ALK_MO,ALKCODE_MO,SSED_MO,SSEDCODE_MO,SI_MO,SICODE_MO,UTP_MO,UTPCODE_MO,TDP_MO,TDPCODE_MO,PO4P_MO,PO4PCODE_MO,PARTP_MO,PARTPCODE_MO,UTN_MO,UTNCODE_MO,TDN_MO,TDNCODE_MO,DON_MO,DONCODE_MO,PARTN_MO,PARTNCODE_MO,UTKN_MO,UTKNCODE_MO,TKN_MO,TKNCODE_MO,NH3N_MO,NH3NCODE_MO,NO3N_MO,NO3NCODE_MO,NA_MO,NACODE_MO,K_MO,KCODE_MO,CA_MO,CACODE_MO,MG_MO,MGCODE_MO,SO4S_MO,SO4SCODE_MO,CL_MO,CLCODE_MO,DOC_MO,DOCCODE_MO
CF002,2,"GSWS08",2000,1999,10,F,0.38,0.48,A,7.25,A,54.77,A,15.69,A,0.85,A,8.58,A,0.043,A,0.039,A,0.030,A,0.004,D,0.04,D*,0.04,D*,0.04,D,0.00,D,0.04,A,0.04,A,0.005,*,0.003,*,4.57,A,0.58,A,4.36,A,0.74,A,0.13,A,7.35,A,,N
CF002,2,"GSWS08",2000,1999,11,F,11.22,13.56,A,7.22,A,29.80,A,14.00,A,35.99,A,6.96,A,0.041,A,0.034,A,0.024,A,0.007,D,0.07,D*,0.05,D*,0.04,D,0.02,D,0.07,A,0.05,A,0.014,*,0.002,*,2.46,A,0.45,A,2.84,A,0.45,A,0.10,A,1.54,A,,N
CF002,2,"GSWS08",2000,1999,12,F,22.09,27.58,A,7.20,A,28.94,A,13.74,A,18.21,A,7.12,A,0.032,A,0.028,A,0.020,A,0.004,D,0.04,D*,0.03,D*,0.03,D,0.01,D,0.04,A,0.03,A,0.008,*,0.001,*,2.28,A,0.41,A,2.76,A,0.44,A,0.04,A,0.54,A,,N
CF002,2,"GSWS08",2000,2000,1,F,14.13,17.64,A,7.35,A,30.41,A,15.39,A,1.52,A,7.51,A,0.026,A,0.026,A,0.019,A,0.000,D,0.02,D*,0.02,D*,0.02,D*,0.00,D,0.02,A,0.02,A,0.004,*,0.002,*,2.46,A,0.39,A,2.89,A,0.54,A,0.10,A,0.65,A,,N
CF002,2,"GSWS08",2000,2000,2,F,23.13,27.02,A,7.30,A,29.78,A,14.96,A,0.85,A,7.38,A,0.026,A,0.025,A,0.020,A,0.001,D,0.02,D,0.02,D*,0.01,D*,0.00,D*,0.02,A,0.02,*,0.010,*,0.003,A,2.37,A,0.39,A,2.84,A,0.53,A,0.11,A,0.90,A,,N
CF002,2,"GSWS08",2000,2000,3,F,11.71,14.62,A,7.31,A,30.61,A,15.35,A,0.44,A,7.61,A,0.028,A,0.025,A,0.017,A,0.003,D,0.02,D*,0.02,D*,0.01,D*,0.01,D*,0.02,A,0.02,*,0.006,*,0.001,*,2.44,A,0.39,A,2.92,A,0.55,A,0.11,A,1.03,A,,N
CF002,2,"GSWS08",2000,2000,4,F,4.40,5.32,A,7.40,A,34.00,A,16.39,A,0.45,A,7.93,A,0.026,A,0.025,A,0.019,A,0.001,D,0.05,D*,0.02,D*,0.02,D,0.02,D,0.05,A,0.02,A,0.005,*,0.000,*,2.69,A,0.41,A,3.24,A,0.61,A,0.11,A,1.23,A,,N
CF002,2,"GSWS08",2000,2000,5,F,5.83,7.28,A,7.40,A,34.68,A,17.11,A,0.59,A,8.07,A,0.029,A,0.026,A,0.019,A,0.004,D,0.02,D*,0.02,D*,0.01,D,0.00,D,0.02,A,0.02,A,0.008,*,0.001,*,2.75,A,0.43,A,3.35,A,0.63,A,0.11,A,0.97,A,,N
CF002,2,"GSWS08",2000,2000,6,F,3.72,4.50,A,7.52,A,38.79,A,19.46,A,0.56,A,8.45,A,0.037,A,0.034,A,0.021,A,0.003,D,0.02,D*,0.02,D*,0.02,D,0.00,D,0.02,A,0.02,A,0.010,*,0.000,*,3.16,A,0.48,A,3.72,A,0.69,A,0.10,A,0.75,A,,N
CF002,2,"GSWS08",2000,2000,7,F,1.20,1.50,A,7.60,A,41.98,A,21.19,A,0.42,A,8.85,A,0.037,A,0.034,A,0.023,A,0.004,D,0.03,D*,0.02,D*,0.02,D,0.01,D,0.03,A,0.02,A,0.007,*,0.001,*,3.56,A,0.53,A,3.93,A,0.73,A,0.11,A,0.73,A,,N
CF002,2,"GSWS08",2000,2000,8,F,0.40,0.50,A,7.60,A,47.20,A,23.95,A,0.35,A,9.17,A,0.044,A,0.041,A,0.025,A,0.003,D,0.05,D*,0.02,D*,0.01,D,0.03,D,0.05,A,0.02,A,0.011,*,0.001,*,4.18,A,0.59,A,4.17,A,0.75,A,0.10,A,0.85,A,,N
CF002,2,"GSWS08",2000,2000,9,P,0.26,0.31,A,7.60,A,49.98,A,25.19,A,0.39,A,9.14,A,0.076,A,0.072,A,0.059,A,0.004,D,0.03,D*,0.03,D*,0.03,D,0.00,D,0.03,A,0.03,A,0.005,*,0.001,*,4.50,A,0.66,A,4.47,A,0.83,A,0.11,A,0.87,A,,N
CF002,2,"GSWS08",2001,2000,10,P,0.46,0.57,A,7.60,A,49.57,A,25.48,A,0.66,A,8.56,A,0.047,A,0.047,A,0.037,A,0.001,D,0.04,D*,0.04,D*,0.04,D,0.00,D,0.04,A,0.04,A,0.004,*,0.002,*,4.70,A,0.60,A,4.43,A,0.84,A,0.12,A,0.93,A,,N
CF002,2,"GSWS08",2001,2000,11,F,0.79,0.95,A,7.54,A,47.57,A,24.39,A,0.57,A,8.14,A,0.041,A,0.037,A,0.029,A,0.003,D,0.04,D*,0.02,D*,0.01,D,0.01,D,0.04,A,0.02,A,0.007,*,0.002,*,4.75,A,0.51,A,3.95,A,0.73,A,0.14,A,1.06,A,,N
CF002,2,"GSWS08",2001,2000,12,F,5.00,6.25,A,7.40,A,39.17,A,18.72,A,1.04,A,7.88,A,0.036,A,0.033,A,0.025,A,0.004,D,0.04,D*,0.03,D*,0.03,D*,0.01,D,0.04,A,0.03,A,0.002,*,0.001,*,3.57,A,0.47,A,3.45,A,0.62,A,0.12,A,1.38,A,,N
CF002,2,"GSWS08",2001,2001,1,F,4.28,5.34,A,7.29,A,36.32,A,16.53,A,0.28,A,8.04,A,0.031,A,0.027,A,0.021,A,0.004,D,0.02,D*,0.02,D*,0.02,D,0.00,D,0.02,A,0.02,A,0.004,*,0.000,*,3.08,A,0.46,A,3.31,A,0.59,A,0.11,A,1.98,A,,N
CF002,2,"GSWS08",2001,2001,2,F,3.51,3.96,A,7.33,A,38.15,A,14.77,A,0.23,A,8.15,A,0.032,A,0.027,A,0.021,A,0.005,D,0.02,D*,0.02,D*,0.01,D,0.00,D,0.02,A,0.02,A,0.006,*,0.001,*,3.18,A,0.44,A,3.40,A,0.61,A,0.12,A,3.44,A,,N
CF002,2,"GSWS08",2001,2001,3,F,5.61,7.01,A,7.50,A,35.06,A,18.35,A,0.34,A,8.02,A,0.033,A,0.030,A,0.020,A,0.003,D,0.02,D*,0.02,D*,0.01,D,0.00,D,0.02,A,0.02,A,0.007,*,0.001,*,3.00,A,0.42,A,3.35,A,0.63,A,0.12,A,0.84,A,,N
CF002,2,"GSWS08",2001,2001,4,F,7.82,9.45,A,7.50,A,34.91,A,18.01,A,0.46,A,7.94,A,0.030,A,0.030,A,0.021,A,0.001,D,0.03,D*,0.02,D*,0.02,D,0.01,D,0.03,A,0.02,A,0.004,*,0.001,*,2.83,A,0.42,A,3.35,A,0.63,A,0.11,A,0.88,A,,N
CF002,2,"GSWS08",2001,2001,5,F,6.29,7.85,A,7.50,A,37.14,A,18.93,A,0.34,A,8.22,A,0.032,A,0.030,A,0.021,A,0.002,D,0.03,D*,0.02,D*,0.02,D*,0.01,D,0.03,A,0.02,A,0.000,*,0.002,*,3.03,A,0.47,A,3.60,A,0.67,A,0.12,A,0.88,A,,N
CF002,2,"GSWS08",2001,2001,6,P,1.83,2.21,A,7.55,A,42.78,A,21.81,A,0.27,A,8.69,A,0.034,A,0.033,A,0.025,A,0.001,D,0.03,DQ*,0.03,DQ*,0.03,D*,0.00,D,0.03,A,0.03,A,0.001,*,0.000,Q*,3.78,A,0.53,A,4.00,A,0.71,A,0.10,A,0.98,A,,N
CF002,2,"GSWS08",2001,2001,7,F,0.80,1.00,A,7.62,A,48.41,A,24.76,A,0.47,A,9.05,A,0.038,A,0.035,A,0.027,A,0.002,D,0.03,D*,0.03,D*,0.03,D,0.00,D,0.03,A,0.03,A,0.004,*,0.001,*,4.47,A,0.62,A,4.55,A,0.80,A,0.11,A,0.90,A,1.00,I
CF002,2,"GSWS08",2001,2001,8,F,0.36,0.45,A,7.70,A,52.27,A,26.93,A,0.46,A,9.36,A,0.047,A,0.043,A,0.029,A,0.004,D,0.02,DQ*,0.03,DQ*,0.03,D*,0.00,D,0.02,A,0.03,A,0.003,*,0.001,Q*,4.96,A,0.66,A,4.85,A,0.85,A,0.10,A,0.86,A,1.00,I
CF002,2,"GSWS08",2001,2001,9,F,0.18,0.22,E,7.67,A,53.95,A,27.82,A,0.32,A,9.10,A,0.043,A,0.041,A,0.031,A,0.002,D,0.03,DQ*,0.02,DQ*,0.02,D*,0.01,D,0.03,A,0.02,A,0.002,*,0.000,Q*,5.06,A,0.66,A,4.87,A,0.98,A,0.11,A,0.81,A,,N
CF002,2,"GSWS08",2002,2001,10,F,0.96,1.20,E,7.60,A,48.99,A,25.22,A,1.00,A,8.49,A,0.043,A,0.043,A,0.032,A,0.000,D,0.04,ID*,0.02,ID*,0.02,ID*,0.02,ID,0.04,I,0.02,I,0.004,*,0.000,*,4.82,A,0.58,A,4.45,A,0.83,A,0.12,A,0.82,A,1.64,I
CF002,2,"GSWS08",2002,2001,11,F,7.58,9.16,A,7.43,A,37.92,A,19.18,A,2.38,A,7.83,A,0.036,A,0.032,A,0.025,A,0.004,D,0.05,ID*,0.04,ID*,0.04,ID*,0.02,ID,0.05,I,0.04,I,0.001,*,0.001,*,3.27,A,0.48,A,3.69,A,0.67,A,0.11,A,0.81,A,1.82,I
CF002,2,"GSWS08",2002,2001,12,F,22.89,28.58,A,7.30,A,31.37,A,15.78,A,3.39,A,7.27,A,0.028,A,0.023,A,0.020,A,0.005,D,0.04,D*,0.03,D*,0.03,D,0.01,D,0.04,A,0.03,A,0.003,*,0.000,*,2.47,A,0.42,A,3.16,A,0.57,A,0.10,A,0.76,A,1.43,A
CF002,2,"GSWS08",2002,2002,1,F,16.59,20.72,A,7.35,A,31.63,A,16.01,A,0.75,A,7.49,A,0.026,A,0.025,A,0.019,A,0.001,D,0.03,D*,0.02,D*,0.02,D,0.01,D,0.03,A,0.02,A,0.004,*,0.000,*,2.57,A,0.40,A,3.11,A,0.56,A,0.10,A,0.71,A,1.14,I
CF002,2,"GSWS08",2002,2002,2,F,12.48,14.08,A,7.40,A,32.36,A,16.30,A,0.66,A,7.46,A,0.027,A,0.026,A,0.018,A,0.001,D,0.03,D*,0.02,D*,0.02,D*,0.01,D,0.03,A,0.02,A,0.003,*,0.000,*,2.57,A,0.41,A,3.32,A,0.59,A,0.10,A,1.21,A,1.03,I
CF002,2,"GSWS08",2002,2002,3,F,15.18,18.96,A,7.34,A,31.99,A,16.20,A,0.57,A,7.40,A,0.028,A,0.026,A,0.019,A,0.002,D,0.02,D*,0.02,D*,0.01,D*,0.00,D,0.02,A,0.02,A,0.004,*,0.000,*,2.50,A,0.39,A,3.22,A,0.58,A,0.11,A,1.11,A,0.86,A
CF002,2,"GSWS08",2002,2002,4,F,23.72,28.67,A,7.39,A,30.42,A,16.06,A,3.19,A,7.20,A,0.024,A,0.021,A,0.018,A,0.004,D,0.03,D*,0.03,D*,0.03,D,0.00,D,0.03,A,0.03,A,0.004,*,0.000,*,2.37,A,0.39,A,3.00,A,0.56,A,0.10,A,0.59,A,,N
CF002,2,"GSWS08",2002,2002,5,F,2.83,3.53,A,7.44,A,35.26,A,18.45,A,0.31,A,7.72,A,0.028,A,0.025,A,0.018,A,0.003,D,0.03,D*,0.03,D*,0.02,D,0.00,D,0.03,A,0.03,A,0.007,*,0.000,*,2.92,A,0.39,A,3.32,A,0.62,A,0.11,A,0.54,A,,N
CF002,2,"GSWS08",2002,2002,6,F,1.30,1.57,A,7.51,A,40.96,A,21.22,A,0.42,A,8.38,A,0.033,A,0.032,A,0.024,A,0.001,D,0.03,D*,0.03,D*,0.02,D*,0.00,D,0.03,A,0.03,A,0.007,*,0.001,*,3.57,A,0.48,A,3.70,A,0.71,A,0.12,A,0.58,A,,N
CF002,2,"GSWS08",2002,2002,7,F,0.59,0.74,A,7.64,A,46.23,A,24.01,A,0.56,A,8.99,A,0.034,A,0.033,A,0.026,A,0.001,D,0.03,D*,0.02,D*,0.02,D*,0.01,D,0.03,A,0.02,A,0.004,*,0.000,*,4.12,A,0.60,A,4.19,A,0.78,A,0.11,A,0.61,A,,N
CF002,2,"GSWS08",2002,2002,8,F,0.25,0.31,A,7.62,A,49.53,A,26.03,A,0.40,A,9.20,A,0.035,A,0.035,A,0.026,A,0.000,D,0.02,D*,0.03,D*,0.02,D,0.00,D,0.02,A,0.03,A,0.008,*,0.000,*,4.55,A,0.64,A,4.52,A,0.83,A,0.10,A,0.64,A,0.93,I
CF002,2,"GSWS08",2002,2002,9,F,0.14,0.17,A,7.60,I,51.90,I,26.79,I,0.19,A,8.91,I,0.035,A,0.034,A,0.028,I,0.001,D,0.04,ID*,0.03,ID*,0.02,ID,0.01,D,0.04,A,0.03,A,0.007,I*,0.000,I*,4.81,I,0.65,I,4.66,I,0.89,I,0.11,I,0.70,I,1.21,A
CF002,2,"GSWS08",2003,2002,10,F,0.14,0.18,A,7.64,A,51.67,A,26.43,A,0.26,A,8.69,A,0.036,A,0.033,A,0.028,A,0.004,D,0.03,D*,0.03,D*,0.02,D,0.00,D,0.03,A,0.03,A,0.008,*,0.000,*,4.77,A,0.62,A,4.52,A,0.88,A,0.12,A,0.71,A,1.57,I
CF002,2,"GSWS08",2003,2002,11,F,1.38,1.67,A,7.52,A,45.13,A,23.28,A,1.37,A,7.99,A,0.043,A,0.041,A,0.035,A,0.002,D,0.05,D*,0.05,D*,0.05,D*,0.00,D,0.05,A,0.05,A,0.003,*,0.000,*,4.38,A,0.54,A,4.07,A,0.74,A,0.17,A,0.87,A,2.36,A
CF002,2,"GSWS08",2003,2002,12,F,5.88,7.34,A,7.40,A,36.22,A,18.62,A,1.46,A,7.69,A,0.034,A,0.032,A,0.025,A,0.002,D,0.05,D*,0.05,D*,0.04,D*,0.00,D,0.05,A,0.05,A,0.006,*,0.001,*,3.30,A,0.47,A,3.17,A,0.66,A,0.08,A,0.71,A,1.20,I
CF002,2,"GSWS08",2003,2003,1,F,17.99,22.46,A,7.34,A,32.63,A,16.29,A,0.66,A,7.67,A,0.028,A,0.025,A,0.020,A,0.003,D,0.03,D*,0.03,D*,0.03,D,0.00,D,0.03,A,0.03,A,0.005,*,0.000,*,2.66,A,0.43,A,3.03,A,0.62,A,0.08,A,0.55,A,1.11,I
CF002,2,"GSWS08",2003,2003,2,F,12.64,14.26,A,7.40,A,32.96,A,16.34,A,0.53,A,7.70,A,0.026,A,0.026,A,0.019,A,0.001,D,0.03,D*,0.03,D*,0.03,D,0.00,D,0.03,A,0.03,A,0.005,*,0.000,*,2.71,A,0.42,A,3.06,A,0.63,A,0.09,A,0.55,A,,N
CF002,2,"GSWS08",2003,2003,3,P,24.34,30.40,A,7.30,A,31.88,A,15.66,A,0.43,A,7.42,A,0.025,A,0.025,A,0.018,A,0.001,D,0.03,D*,0.03,D*,0.02,D,0.00,D,0.03,A,0.03,A,0.007,*,0.000,*,2.59,A,0.41,A,3.05,A,0.60,A,0.13,A,0.63,A,,N
CF002,2,"GSWS08",2003,2003,4,P,10.94,13.22,A,7.34,A,32.52,A,16.25,A,0.28,A,7.69,A,0.032,A,0.028,A,0.020,A,0.004,D,0.03,D*,0.02,D*,0.01,D,0.01,D,0.03,A,0.02,A,0.007,*,0.000,*,2.69,A,0.42,A,3.24,A,0.55,A,0.13,A,0.62,A,,N
CF002,2,"GSWS08",2003,2003,5,F,4.51,5.63,A,7.33,A,35.29,A,17.89,A,0.34,A,8.09,A,0.025,A,0.026,A,0.020,A,0.000,D,0.03,D*,0.04,D*,0.02,D,0.00,D,0.03,A,0.04,A,0.016,*,0.000,*,2.95,A,0.45,A,3.44,A,0.62,A,0.12,A,0.61,A,,N
CF002,2,"GSWS08",2003,2003,6,F,1.35,1.63,A,7.53,A,41.42,A,20.95,A,0.47,A,8.74,A,0.032,A,0.032,A,0.024,A,0.000,D,0.04,D*,0.03,D*,0.02,D,0.01,D,0.04,A,0.03,A,0.007,*,0.000,*,3.58,A,0.54,A,3.73,A,0.73,A,0.13,A,0.75,A,0.77,I
CF002,2,"GSWS08",2003,2003,7,F,0.45,0.56,A,7.60,A,46.99,A,23.86,A,0.21,A,9.18,A,0.039,A,0.035,A,0.027,A,0.004,D,0.05,D*,0.03,D*,0.03,D*,0.02,D,0.05,A,0.03,A,0.002,*,0.000,*,4.31,A,0.60,A,4.28,A,0.76,A,0.13,A,0.73,A,0.85,I
CF002,2,"GSWS08",2003,2003,8,F,0.16,0.20,A,7.62,A,52.35,A,26.91,A,0.26,A,9.51,A,0.041,A,0.036,A,0.028,A,0.005,D,0.05,D*,0.06,D*,0.05,D,0.00,D,0.05,A,0.06,A,0.005,*,0.000,*,4.86,A,0.68,A,4.70,A,0.87,A,0.12,A,0.72,A,1.06,I
CF002,2,"GSWS08",2003,2003,9,F,0.22,0.27,A,7.53,A,55.09,A,26.51,A,0.56,A,9.16,A,0.043,A,0.042,A,0.033,A,0.001,D,0.08,D*,0.06,D*,0.06,D,0.02,D,0.08,A,0.06,A,0.005,*,0.000,*,5.14,A,0.69,A,4.94,A,0.89,A,0.13,A,1.72,A,1.60,I
CF002,2,"GSWS08",2004,2003,10,F,0.42,0.52,A,7.52,A,52.85,A,26.11,A,1.31,A,8.69,A,0.045,A,0.042,A,0.032,A,0.002,D,0.07,D*,0.06,D*,0.02,D*,0.02,D,0.07,A,0.06,A,0.040,*,0.000,*,5.38,A,0.66,A,4.58,A,0.82,A,0.14,A,0.97,A,2.26,A
CF002,2,"GSWS08",2004,2003,11,F,3.01,3.64,A,7.41,A,41.15,A,19.87,A,2.05,A,7.82,A,0.039,A,0.041,A,0.032,A,0.000,D,0.07,D*,0.06,D*,0.03,D*,0.01,D,0.07,A,0.06,A,0.028,*,0.001,*,4.04,A,0.52,A,3.85,A,0.61,A,0.14,A,1.02,A,2.50,A
CF002,2,"GSWS08",2004,2003,12,F,17.19,21.47,A,7.30,A,31.57,A,15.42,A,5.54,A,7.36,A,0.035,A,0.028,A,0.021,A,0.006,D,0.07,D*,0.05,D*,0.05,D,0.03,D,0.07,A,0.05,A,0.007,*,0.001,*,2.70,A,0.42,A,2.92,A,0.49,A,0.12,A,0.74,A,1.68,A
CF002,2,"GSWS08",2004,2004,1,F,24.14,30.14,A,7.30,A,31.33,A,15.68,A,1.30,A,7.38,A,0.029,A,0.028,A,0.020,A,0.002,D,0.05,D*,0.04,D*,0.04,D*,0.01,D,0.05,A,0.04,A,0.004,*,0.000,*,2.56,A,0.40,A,2.98,A,0.50,A,0.12,A,0.61,A,1.00,I
CF002,2,"GSWS08",2004,2004,2,F,14.69,17.16,A,7.31,A,31.75,A,15.67,A,0.67,A,7.49,A,0.026,A,0.027,A,0.020,A,0.001,D,0.03,D*,0.03,D*,0.03,D*,0.00,D,0.03,A,0.03,A,0.005,*,0.001,*,2.60,A,0.41,A,2.97,A,0.63,A,0.13,A,0.88,A,0.82,I
CF002,2,"GSWS08",2004,2004,3,F,6.90,8.62,A,7.40,A,33.41,A,16.35,A,0.12,A,7.76,A,0.031,A,0.028,A,0.019,A,0.003,D,0.03,D*,0.04,D*,0.04,D*,0.00,D,0.03,A,0.04,A,0.001,*,0.001,*,2.69,A,0.41,A,3.07,A,0.59,A,0.12,A,0.90,A,0.78,I
CF002,2,"GSWS08",2004,2004,4,F,4.85,5.86,A,7.40,A,36.08,A,17.82,A,0.26,A,8.04,A,0.037,A,0.036,A,0.021,A,0.000,D,0.07,D*,0.05,D*,0.04,D*,0.02,D,0.07,A,0.05,A,0.006,*,0.001,*,2.96,A,0.42,A,3.45,A,0.68,A,0.13,A,0.64,A,0.97,A
CF002,2,"GSWS08",2004,2004,5,F,4.12,5.14,A,7.47,A,38.24,A,19.15,A,0.40,A,8.24,A,0.036,A,0.035,A,0.023,A,0.001,D,0.06,D*,0.04,D*,0.03,D,0.03,D,0.06,A,0.04,A,0.006,*,0.002,*,3.16,A,0.47,A,3.55,A,0.70,A,0.15,A,0.63,A,1.16,A
CF002,2,"GSWS08",2004,2004,6,F,5.33,6.44,A,7.50,A,38.91,A,19.82,A,0.19,A,8.41,A,0.041,A,0.041,A,0.022,A,0.000,D,0.05,D*,0.03,D*,0.02,D,0.03,D*,0.05,*,0.03,A,0.007,*,0.002,*,3.26,A,0.49,A,3.75,A,0.67,A,0.14,A,0.69,A,0.89,A
CF002,2,"GSWS08",2004,2004,7,F,1.08,1.35,A,7.52,A,45.16,A,22.59,A,0.67,A,9.12,A,0.044,A,0.046,A,0.038,A,0.000,D,0.02,D*,0.03,D,0.01,D,0.00,D*,0.02,*,0.03,A,0.035,*,0.004,A,3.91,A,0.58,A,4.25,A,0.75,A,0.17,A,0.89,A,0.71,A
CF002,2,"GSWS08",2004,2004,8,F,0.80,1.00,A,7.60,A,50.85,A,25.62,A,0.49,A,9.62,A,0.045,A,0.042,A,0.030,A,0.004,D,0.05,D*,0.05,D*,0.05,D,0.00,D,0.05,A,0.05,A,0.005,*,0.002,*,4.54,A,0.66,A,4.58,A,0.89,A,0.11,A,0.70,A,1.48,A
CF002,2,"GSWS08",2004,2004,9,F,1.13,1.36,A,7.57,A,50.44,A,25.31,A,1.14,A,9.09,A,0.055,A,0.049,A,0.034,A,0.006,D,0.07,D*,0.04,D*,0.03,D,0.03,D,0.07,A,0.04,A,0.014,*,0.001,*,4.65,A,0.62,A,4.45,A,0.88,A,0.12,A,0.81,A,1.56,A
CF002,2,"GSWS08",2005,2004,10,F,1.35,1.69,A,7.58,A,47.79,A,23.53,A,0.98,A,8.87,A,0.052,A,0.050,A,0.035,A,0.002,D,0.05,D*,0.04,D*,0.04,D,0.01,D,0.05,A,0.04,A,0.004,*,0.000,*,4.25,A,0.56,A,4.34,A,0.84,A,0.14,A,0.80,A,1.92,A
CF002,2,"GSWS08",2005,2004,11,F,2.41,2.91,A,7.48,A,42.89,A,21.43,A,0.79,A,8.59,A,0.039,A,0.036,A,0.026,A,0.004,D,0.05,D*,0.03,D*,0.03,D,0.02,D,0.05,A,0.03,A,0.004,*,0.001,*,3.55,A,0.49,A,3.93,A,0.67,A,0.12,A,0.68,A,1.27,A
CF002,2,"GSWS08",2005,2004,12,F,11.03,13.78,A,7.40,A,38.66,A,19.33,A,0.86,A,8.21,A,0.034,A,0.029,A,0.023,A,0.004,D,0.06,D*,0.05,D*,0.05,D,0.01,D,0.06,A,0.05,A,0.007,*,0.001,*,3.24,A,0.46,A,3.65,A,0.38,A,0.13,A,0.64,A,1.50,A
CF002,2,"GSWS08",2005,2005,1,F,5.64,7.04,A,7.41,A,37.65,A,18.71,A,0.63,A,8.26,A,0.034,A,0.031,A,0.022,A,0.003,D,0.04,D*,0.04,D*,0.04,D,0.00,D,0.04,A,0.04,A,0.005,*,0.003,*,3.10,A,0.43,A,3.40,A,0.35,A,0.11,A,0.57,A,1.43,A
CF002,2,"GSWS08",2005,2005,2,F,2.93,3.30,A,7.50,A,39.74,A,19.56,A,0.29,A,8.53,A,0.031,A,0.028,A,0.023,A,0.003,D,0.03,D*,0.03,D*,0.03,D,0.00,D,0.03,A,0.03,A,0.003,*,0.001,*,3.30,A,0.46,A,3.70,A,0.38,A,0.11,A,0.61,A,0.90,A
CF002,2,"GSWS08",2005,2005,3,F,6.25,7.81,A,7.43,A,39.36,A,19.48,A,1.08,A,8.26,A,0.032,A,0.033,A,0.022,A,0.001,D,0.07,D,0.04,D,0.03,D,0.03,D,0.07,A,0.04,A,0.006,*,0.003,A,3.27,A,0.45,A,3.65,A,0.39,A,0.11,A,0.60,A,1.24,A
CF002,2,"GSWS08",2005,2005,4,F,11.58,13.99,A,7.50,A,36.84,A,18.55,A,0.43,A,8.19,A,0.029,A,0.026,A,0.020,A,0.003,D,0.05,D,0.03,D,0.02,D,0.02,D,0.05,A,0.03,A,0.006,*,0.002,A,2.89,A,0.44,A,3.47,A,0.38,A,0.10,A,0.59,A,0.96,A
CF002,2,"GSWS08",2005,2005,5,F,8.14,10.17,A,7.42,A,39.65,A,20.00,A,0.46,A,8.56,A,0.036,A,0.031,A,0.021,A,0.005,D,0.05,D,0.03,D,0.03,D*,0.02,D,0.08,I,0.03,I,0.002,*,0.001,*,3.07,A,0.46,A,3.75,A,0.50,A,0.09,A,0.60,A,0.92,A
CF002,2,"GSWS08",2005,2005,6,F,4.34,5.25,A,7.50,A,41.86,A,21.23,A,0.51,A,8.91,A,0.041,A,0.042,A,0.022,A,0.000,D,0.14,A,0.03,A,0.01,D*,0.11,D,,N,,N,0.012,*,0.002,*,3.38,A,0.51,A,4.11,A,0.91,A,0.10,A,0.61,A,0.92,A
CF002,2,"GSWS08",2005,2005,7,F,1.43,1.78,A,7.55,A,47.03,A,23.59,A,0.36,A,9.32,A,0.045,A,0.043,A,0.025,A,0.003,D,0.04,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.002,*,0.003,*,3.93,A,0.59,A,4.40,A,0.91,A,0.10,A,0.62,A,0.82,A
CF002,2,"GSWS08",2005,2005,8,F,0.48,0.60,A,7.60,A,52.14,A,26.40,A,0.31,A,9.70,A,0.044,A,0.043,A,0.029,A,0.001,D,0.06,A,0.04,A,0.03,D*,0.02,D,,N,,N,0.003,*,0.002,*,4.64,A,0.69,A,4.62,A,0.89,A,0.09,A,0.65,A,1.01,A
CF002,2,"GSWS08",2005,2005,9,F,0.27,0.33,A,7.60,A,53.45,A,26.96,A,0.24,A,9.39,A,0.046,A,0.043,A,0.029,A,0.004,D,0.05,A,0.06,A,0.06,D*,0.00,D,,N,,N,0.005,*,0.001,*,4.93,A,0.66,A,5.06,A,0.91,A,0.10,A,0.78,A,1.32,A
CF002,2,"GSWS08",2006,2005,10,F,0.66,0.83,A,7.63,A,51.14,A,25.63,A,1.03,A,9.01,A,0.044,A,0.040,A,0.032,A,0.004,D,0.05,A,0.05,A,0.05,D*,0.00,D,,N,,N,0.007,*,0.001,*,4.90,A,0.62,A,4.71,A,0.85,A,0.11,A,0.86,A,1.79,A
CF002,2,"GSWS08",2006,2005,11,F,7.44,8.99,A,7.62,A,41.36,A,20.66,A,1.48,A,8.44,A,0.034,A,0.030,A,0.027,A,0.005,D,0.06,A,0.06,A,0.05,D*,0.00,D,,N,,N,0.013,*,0.001,*,3.78,A,0.50,A,3.97,A,0.68,A,0.11,A,0.91,A,1.99,A
CF002,2,"GSWS08",2006,2005,12,F,23.74,29.65,A,7.38,A,31.96,A,15.82,A,6.55,A,7.34,A,0.036,A,0.028,A,0.020,A,0.008,D,0.07,A,0.05,A,0.04,D*,0.02,D,,N,,N,0.006,*,0.000,*,2.50,A,0.42,A,3.06,A,0.53,A,0.09,A,0.67,A,1.48,A
CF002,2,"GSWS08",2006,2006,1,P,33.46,41.79,A,7.30,A,28.41,A,14.00,A,8.75,A,6.85,A,0.035,A,0.027,A,0.018,A,0.008,D,0.08,A,0.05,A,0.03,D*,0.03,D,,N,,N,0.009,*,0.000,*,2.25,A,0.39,A,2.66,A,0.47,A,0.09,A,0.67,A,1.50,A
