STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,MEAN_LPS,Q_AREA_MO,QCODE_MO,PH_MO,PHCODE_MO,COND_MO,CONDCODE_MO,ALK_MO,ALKCODE_MO,SSED_MO,SSEDCODE_MO,SI_MO,SICODE_MO,UTP_MO,UTPCODE_MO,TDP_MO,TDPCODE_MO,PO4P_MO,PO4PCODE_MO,PARTP_MO,PARTPCODE_MO,UTN_MO,UTNCODE_MO,TDN_MO,TDNCODE_MO,DON_MO,DONCODE_MO,PARTN_MO,PARTNCODE_MO,UTKN_MO,UTKNCODE_MO,TKN_MO,TKNCODE_MO,NH3N_MO,NH3NCODE_MO,NO3N_MO,NO3NCODE_MO,NA_MO,NACODE_MO,K_MO,KCODE_MO,CA_MO,CACODE_MO,MG_MO,MGCODE_MO,SO4S_MO,SO4SCODE_MO,CL_MO,CLCODE_MO,DOC_MO,DOCCODE_MO
CF002,2,"GSWS10",2002,2002,4,F,4.76,12.04,A,7.50,A,38.60,A,19.71,A,1.27,A,9.00,A,0.043,A,0.038,A,0.032,A,0.005,D,0.06,D*,0.05,D*,0.04,D*,0.01,D,0.06,A,0.05,A,0.012,*,0.000,*,2.25,A,0.20,A,4.10,A,1.02,A,0.11,A,0.85,A,,N
CF002,2,"GSWS10",2002,2002,5,P,0.89,2.34,A,7.55,A,52.01,A,25.50,A,1.21,A,9.81,A,0.052,A,0.046,A,0.035,A,0.006,D,0.14,D*,0.10,D*,0.03,D,0.04,D,0.14,A,0.10,A,0.065,A,0.000,*,2.96,A,0.23,A,5.42,A,1.41,A,0.14,A,1.28,A,,N
CF002,2,"GSWS10",2002,2002,6,P,0.34,0.87,A,7.70,A,62.60,A,29.91,A,1.69,A,10.15,A,0.039,A,0.036,A,0.024,A,0.003,D,0.07,D*,0.05,D*,0.03,D*,0.02,D,0.07,A,0.05,A,0.022,*,0.003,*,3.55,A,0.20,A,6.63,A,1.79,A,0.17,A,2.12,A,,N
CF002,2,"GSWS10",2002,2002,7,F,0.16,0.41,A,7.80,A,70.14,A,31.91,A,0.33,A,10.24,A,0.030,A,0.032,A,0.022,A,0.000,D,0.04,D*,0.04,D*,0.03,D*,0.01,D,0.04,A,0.04,A,0.004,*,0.001,*,4.00,A,0.20,A,7.37,A,1.95,A,0.17,A,3.21,A,,N
CF002,2,"GSWS10",2002,2002,8,F,0.08,0.20,A,7.80,A,76.83,A,32.58,A,0.21,A,9.84,A,0.031,A,0.026,A,0.020,A,0.005,D,0.04,D*,0.03,D*,0.01,D,0.01,D,0.04,A,0.03,A,0.014,*,0.000,*,4.30,A,0.22,A,7.95,A,2.19,A,0.21,A,5.19,A,,N
CF002,2,"GSWS10",2002,2002,9,F,0.07,0.17,A,7.70,I,81.50,I,31.58,I,0.19,A,9.18,I,0.033,A,0.028,A,0.024,I,0.005,D,0.06,ID,0.05,ID,0.03,ID,0.01,D,0.04,A,0.03,A,0.006,I*,0.007,I,4.43,I,0.33,I,8.36,I,2.24,I,0.31,I,6.83,I,0.74,A
CF002,2,"GSWS10",2003,2002,10,F,0.11,0.28,A,7.69,A,79.28,A,30.41,A,0.26,A,9.10,A,0.031,A,0.031,A,0.026,A,0.001,D,0.05,D*,0.05,D*,0.03,D,0.00,D,0.04,A,0.04,A,0.008,*,0.011,*,4.33,A,0.31,A,8.09,A,2.19,A,0.33,A,6.81,A,0.76,A
CF002,2,"GSWS10",2003,2002,11,F,0.97,2.46,A,7.61,A,63.14,A,24.62,A,1.04,A,8.06,A,0.049,A,0.050,A,0.041,A,0.001,D,0.07,D*,0.06,D*,0.06,D,0.01,D,0.07,A,0.06,A,0.003,*,0.000,*,3.45,A,0.37,A,6.64,A,1.73,A,0.27,A,4.99,A,2.13,A
CF002,2,"GSWS10",2003,2002,12,F,5.89,15.40,A,7.40,A,32.13,A,15.29,A,2.30,A,7.20,A,0.039,A,0.033,A,0.027,A,0.006,D,0.07,D*,0.05,D*,0.05,D,0.02,D,0.07,A,0.05,A,0.004,*,0.001,*,1.95,A,0.19,A,3.22,A,0.89,A,0.09,A,1.36,A,2.19,A
CF002,2,"GSWS10",2003,2003,1,F,11.19,29.26,A,7.40,A,34.08,A,16.54,A,1.62,A,8.51,A,0.043,A,0.038,A,0.030,A,0.005,D,0.06,D*,0.04,D*,0.02,D,0.02,D,0.06,A,0.04,A,0.017,*,0.001,*,2.04,A,0.20,A,3.49,A,0.94,A,0.10,A,0.92,A,1.12,I
CF002,2,"GSWS10",2003,2003,2,F,7.01,16.57,A,7.40,A,35.54,A,17.21,A,1.09,A,8.78,A,0.042,A,0.039,A,0.031,A,0.003,D,0.05,D*,0.04,D*,0.03,D,0.01,D,0.05,A,0.04,A,0.012,*,0.001,*,2.16,A,0.20,A,3.64,A,1.00,A,0.10,A,0.83,A,1.12,I
CF002,2,"GSWS10",2003,2003,3,F,15.77,41.25,A,7.42,A,34.18,A,17.12,A,1.55,A,8.55,A,0.043,A,0.040,A,0.032,A,0.002,D,0.04,D*,0.03,D*,0.02,D,0.01,D,0.04,A,0.03,A,0.007,*,0.002,*,2.08,A,0.21,A,3.63,A,0.94,A,0.12,A,0.73,A,1.19,I
CF002,2,"GSWS10",2003,2003,4,F,5.60,14.17,A,7.50,A,37.23,A,18.54,A,0.75,A,9.04,A,0.045,A,0.039,A,0.031,A,0.006,D,0.04,D*,0.03,D*,0.03,D,0.01,D,0.04,A,0.03,A,0.010,*,0.000,*,2.26,A,0.21,A,4.09,A,0.96,A,0.11,A,0.77,A,1.35,I
CF002,2,"GSWS10",2003,2003,5,F,2.32,6.08,A,7.51,A,44.52,A,22.04,A,0.70,A,9.62,A,0.037,A,0.036,A,0.028,A,0.002,D,0.05,D*,0.04,D*,0.03,D,0.01,D,0.05,A,0.04,A,0.012,*,0.000,*,2.65,A,0.21,A,5.09,A,1.32,A,0.13,A,1.15,A,,N
CF002,2,"GSWS10",2003,2003,6,F,0.60,1.52,A,7.70,A,59.97,A,28.54,A,1.24,A,10.51,A,0.051,A,0.040,A,0.032,A,0.011,D,0.10,D*,0.06,D*,0.04,D,0.04,D,0.10,A,0.06,A,0.019,A,0.002,*,3.44,A,0.22,A,6.72,A,1.67,A,0.17,A,1.99,A,,N
CF002,2,"GSWS10",2003,2003,7,F,0.18,0.48,A,7.70,A,69.65,A,30.91,A,0.37,A,10.46,A,0.037,A,0.030,A,0.022,A,0.006,D,0.06,D*,0.04,D*,0.03,D,0.02,D,0.06,A,0.04,A,0.009,*,0.000,*,4.13,A,0.23,A,7.51,A,1.92,A,0.20,A,3.31,A,0.68,I
CF002,2,"GSWS10",2003,2003,8,F,0.08,0.21,A,7.77,A,79.47,A,32.33,A,0.24,A,9.96,A,0.036,A,0.034,A,0.023,A,0.002,D,0.06,D*,0.06,D*,0.05,D,0.00,D,0.06,A,0.06,A,0.014,*,0.002,*,4.62,A,0.29,A,8.20,A,2.26,A,0.25,A,5.54,A,,N
CF002,2,"GSWS10",2003,2003,9,F,0.13,0.33,A,7.70,A,82.53,A,32.00,A,0.30,A,9.53,A,0.033,A,0.031,A,0.024,A,0.002,D,0.09,D,0.08,D,0.06,D,0.01,D,0.08,A,0.07,A,0.011,*,0.011,A,4.73,A,0.33,A,8.58,A,2.35,A,0.27,A,6.55,A,,N
CF002,2,"GSWS10",2004,2003,10,F,0.17,0.45,A,7.62,A,76.94,A,29.12,A,1.78,A,9.16,A,0.044,A,0.040,A,0.029,A,0.004,D,0.10,D*,0.08,D*,0.07,D,0.03,D,0.10,A,0.07,A,0.006,*,0.006,*,4.49,A,0.34,A,7.84,A,2.12,A,0.30,A,5.97,A,1.79,I
CF002,2,"GSWS10",2004,2003,11,F,2.39,6.06,A,7.41,A,42.90,A,18.00,A,2.11,A,7.40,A,0.042,A,0.041,A,0.031,A,0.001,D,0.09,D*,0.08,D*,0.06,D,0.01,D,0.09,A,0.08,A,0.021,*,0.001,*,2.62,A,0.24,A,4.31,A,1.08,A,0.18,A,2.36,A,2.67,I
CF002,2,"GSWS10",2004,2003,12,F,10.86,28.41,A,7.40,A,30.71,A,14.71,A,2.96,A,7.92,A,0.046,A,0.039,A,0.031,A,0.007,D,0.06,D*,0.04,D*,0.03,D,0.01,D,0.06,A,0.04,A,0.012,*,0.002,*,1.98,A,0.20,A,3.07,A,0.67,A,0.13,A,0.90,A,1.32,A
CF002,2,"GSWS10",2004,2004,1,P,16.66,43.57,A,7.40,A,31.55,A,15.71,A,0.79,A,8.47,A,0.043,A,0.043,A,0.035,A,0.001,D,0.04,D*,0.04,D*,0.03,D,0.00,D,0.04,A,0.04,A,0.008,*,0.000,*,1.99,A,0.20,A,3.27,A,0.74,A,0.14,A,0.70,A,0.89,A
CF002,2,"GSWS10",2004,2004,2,P,8.06,19.73,A,7.40,A,34.64,A,17.04,A,0.68,A,8.84,A,0.043,A,0.045,A,0.035,A,0.000,D,0.04,D*,0.05,D*,0.04,D,0.00,D,0.04,A,0.05,A,0.006,*,0.000,*,2.16,A,0.19,A,3.64,A,1.16,A,0.13,A,0.85,A,0.75,I
CF002,2,"GSWS10",2004,2004,3,F,3.83,10.01,A,7.42,A,39.80,A,18.46,A,0.42,A,9.24,A,0.043,A,0.043,A,0.031,A,0.000,D,0.04,D*,0.04,D*,0.03,D,0.00,D,0.04,A,0.04,A,0.008,*,0.002,*,2.35,A,0.20,A,4.01,A,1.10,A,0.12,A,1.24,A,0.78,I
CF002,2,"GSWS10",2004,2004,4,F,3.19,8.08,A,7.50,A,43.93,A,21.12,A,1.22,A,8.97,A,0.048,A,0.045,A,0.033,A,0.003,D,0.09,D*,0.07,D*,0.02,D,0.03,D,0.09,A,0.07,A,0.043,*,0.000,*,2.58,A,0.22,A,4.80,A,1.36,A,0.15,A,1.11,A,1.18,A
CF002,2,"GSWS10",2004,2004,5,F,1.94,5.08,A,7.57,A,48.17,A,23.50,A,1.59,A,9.29,A,0.040,A,0.038,A,0.026,A,0.002,D,0.09,D*,0.08,D*,0.08,D,0.01,D,0.09,A,0.08,A,0.005,*,0.001,*,2.66,A,0.21,A,5.08,A,1.32,A,0.15,A,1.08,A,1.16,A
CF002,2,"GSWS10",2004,2004,6,F,1.67,4.23,A,7.60,A,50.41,A,24.96,A,1.46,A,9.66,A,0.048,A,0.041,A,0.029,A,0.007,D,0.06,D*,0.06,D*,0.05,D,0.00,D,0.06,A,0.06,A,0.009,*,0.001,*,2.89,A,0.21,A,5.51,A,1.44,A,0.15,A,1.27,A,0.89,A
CF002,2,"GSWS10",2004,2004,7,F,0.38,1.00,A,7.72,A,64.05,A,29.58,A,1.15,A,10.39,A,0.046,A,0.039,A,0.036,A,0.007,D,0.05,D*,0.06,D*,0.02,D,0.00,D,0.05,A,0.06,A,0.043,A,0.001,*,3.79,A,0.24,A,7.05,A,1.65,A,0.20,A,2.36,A,0.68,A
CF002,2,"GSWS10",2004,2004,8,F,0.41,1.06,A,7.71,A,69.93,A,30.50,A,0.72,A,10.17,A,0.054,A,0.034,A,0.023,A,0.020,D,0.05,D*,0.05,D*,0.04,D,0.00,D,0.05,A,0.05,A,0.008,*,0.002,*,4.14,A,0.30,A,7.37,A,1.86,A,0.20,A,3.47,A,1.31,A
CF002,2,"GSWS10",2004,2004,9,P,0.49,1.24,A,7.72,A,67.57,A,29.00,A,0.68,A,9.38,A,0.052,A,0.043,A,0.029,A,0.009,D,0.07,D*,0.07,D*,0.06,D*,0.00,D,0.07,A,0.07,A,0.011,*,0.001,*,3.76,A,0.30,A,6.87,A,1.80,A,0.21,A,3.21,A,1.61,A
CF002,2,"GSWS10",2005,2004,10,P,0.81,2.11,A,7.53,A,55.49,A,24.08,A,1.57,A,8.51,A,0.047,A,0.041,A,0.029,A,0.006,D,0.12,D*,0.06,D*,0.05,D*,0.06,D,0.12,A,0.06,A,0.009,*,0.001,*,3.07,A,0.25,A,5.93,A,1.65,A,0.19,A,2.38,A,2.11,A
CF002,2,"GSWS10",2005,2004,11,F,1.21,3.07,A,7.45,A,44.41,A,20.04,A,2.89,A,8.00,A,0.042,A,0.034,A,0.025,A,0.008,D,0.09,D*,0.08,D*,0.08,D*,0.02,D,0.09,A,0.08,A,0.005,*,0.002,*,1.70,A,0.21,A,4.66,A,1.11,A,0.18,A,1.65,A,1.76,A
CF002,2,"GSWS10",2005,2004,12,F,6.96,18.20,A,7.33,A,36.25,A,17.21,A,3.45,A,8.01,A,0.046,A,0.035,A,0.027,A,0.010,D,0.10,D*,0.06,D*,0.05,D,0.04,D,0.10,A,0.06,A,0.010,*,0.001,*,0.51,A,0.21,A,3.83,A,0.51,A,0.14,A,0.98,A,1.71,A
CF002,2,"GSWS10",2005,2005,1,F,3.59,9.39,A,7.50,A,36.80,A,17.54,A,1.42,A,8.74,A,0.046,A,0.042,A,0.031,A,0.004,D,0.07,D*,0.04,D*,0.03,D,0.03,D,0.07,A,0.04,A,0.007,*,0.001,*,2.20,A,0.18,A,3.80,A,0.50,A,0.13,A,0.93,A,1.62,A
CF002,2,"GSWS10",2005,2005,2,F,2.49,5.89,A,7.50,A,41.54,A,19.62,A,1.16,A,9.13,A,0.042,A,0.036,A,0.029,A,0.006,D,0.05,D*,0.03,D*,0.03,D*,0.02,D,0.05,A,0.03,A,0.002,*,0.001,*,2.43,A,0.19,A,4.38,A,0.62,A,0.13,A,0.99,A,0.97,A
CF002,2,"GSWS10",2005,2005,3,F,6.48,16.94,A,7.50,A,40.40,A,19.42,A,4.48,A,8.68,A,0.044,A,0.042,A,0.030,A,0.001,D,0.06,D*,0.05,D*,0.04,D*,0.02,D,0.06,A,0.05,A,0.008,*,0.002,*,2.37,A,0.20,A,4.27,A,0.61,A,0.11,A,0.89,A,1.31,A
CF002,2,"GSWS10",2005,2005,4,F,4.95,12.52,A,7.52,A,40.21,A,19.96,A,1.40,A,9.29,A,0.044,A,0.038,A,0.033,A,0.006,D,0.04,D*,0.03,D*,0.03,D,0.01,D,0.04,A,0.03,A,0.006,*,0.001,*,2.35,A,0.20,A,4.15,A,0.64,A,0.10,A,0.77,A,0.99,A
CF002,2,"GSWS10",2005,2005,5,F,4.38,11.45,A,7.52,A,44.01,A,21.92,A,1.91,A,9.47,A,0.053,A,0.046,A,0.030,A,0.007,D,0.06,D*,0.04,D*,0.03,D*,0.02,D,0.05,I,0.04,I,0.009,*,0.001,*,2.44,A,0.21,A,4.66,A,0.85,A,0.10,A,0.75,A,1.01,A
CF002,2,"GSWS10",2005,2005,6,F,2.00,5.07,A,7.61,A,50.51,A,25.08,A,1.48,A,10.00,A,0.052,A,0.049,A,0.029,A,0.003,D,0.07,A,0.04,A,0.03,D*,0.03,D,,N,,N,0.013,*,0.001,*,2.83,A,0.21,A,5.52,A,1.60,A,0.10,A,0.93,A,1.04,A
CF002,2,"GSWS10",2005,2005,7,F,0.52,1.35,E,7.70,A,63.43,A,29.58,A,1.45,A,10.64,A,0.055,A,0.047,A,0.028,A,0.008,D,0.06,A,0.05,A,0.04,D*,0.02,D,,N,,N,0.006,*,0.002,*,3.63,A,0.25,A,6.83,A,1.89,A,0.15,A,1.88,A,0.78,A
CF002,2,"GSWS10",2005,2005,8,F,0.23,0.61,E,7.70,A,74.18,A,29.87,A,1.14,A,9.83,A,0.040,A,0.037,A,0.024,A,0.003,D,0.04,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.008,*,0.002,*,4.03,A,0.31,A,7.40,A,1.93,A,0.24,A,3.16,A,0.76,A
CF002,2,"GSWS10",2005,2005,9,F,0.15,0.39,E,7.70,A,77.40,A,31.58,A,0.58,A,9.81,A,0.042,A,0.039,A,0.022,A,0.004,D,0.06,A,0.05,A,0.05,D*,0.01,D,,N,,N,0.003,*,0.000,*,4.30,A,0.30,A,8.24,A,1.80,A,0.24,A,4.88,A,0.96,A
CF002,2,"GSWS10",2006,2005,10,F,0.40,1.04,E,7.84,A,57.14,A,24.29,A,3.32,A,8.78,A,0.046,A,0.047,A,0.034,A,0.001,D,0.08,A,0.07,A,0.06,D*,0.02,D,,N,,N,0.009,*,0.001,*,3.53,A,0.31,A,6.57,A,1.55,A,0.20,A,3.66,A,1.97,A
CF002,2,"GSWS10",2006,2005,11,F,4.83,12.22,A,7.70,A,34.00,A,16.33,A,2.97,A,7.85,A,0.042,A,0.043,A,0.033,A,0.000,D,0.10,A,0.07,A,0.06,D*,0.03,D,,N,,N,0.008,*,0.001,*,2.45,A,0.24,A,4.35,A,0.94,A,0.13,A,1.65,A,2.18,A
CF002,2,"GSWS10",2006,2005,12,F,15.14,39.60,A,7.43,A,33.87,A,16.62,A,8.96,A,8.40,A,0.051,Q,0.044,A,0.032,A,0.007,DQ,0.06,A,0.04,A,0.02,D*,0.02,D,,N,,N,0.012,*,0.001,*,2.00,A,0.20,A,3.47,A,0.75,A,0.10,A,1.00,A,1.18,A
CF002,2,"GSWS10",2006,2006,1,F,24.27,63.49,A,7.40,A,32.76,A,16.54,A,8.53,A,8.43,A,0.052,Q,0.045,A,0.033,A,0.007,DQ,0.05,A,0.03,A,0.01,D*,0.03,D,,N,,N,0.014,*,0.001,*,1.99,A,0.21,A,3.39,A,0.73,A,0.09,A,0.66,A,1.01,A
CF002,2,"GSWS10",2006,2006,2,F,7.37,17.42,A,7.42,A,35.08,A,17.71,A,1.11,A,8.96,A,0.047,A,0.046,A,0.034,A,0.001,D,0.02,*,0.03,A,0.02,D*,0.00,D*,,N,,N,0.006,*,0.001,*,2.39,A,0.20,A,3.70,A,0.81,A,0.10,A,0.76,A,0.84,A
CF002,2,"GSWS10",2006,2006,3,F,5.02,13.13,A,7.43,A,37.38,A,17.37,A,1.49,A,8.80,A,0.047,A,0.044,A,0.033,A,0.003,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.008,*,0.000,*,2.48,A,0.22,A,3.69,A,0.86,A,0.12,A,1.48,A,0.94,A
CF002,2,"GSWS10",2006,2006,4,F,2.82,7.13,A,7.50,A,43.13,A,20.12,A,1.17,A,9.41,A,0.052,A,0.050,A,0.031,A,0.002,D,0.03,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.009,*,0.000,*,2.84,A,0.22,A,4.03,A,1.20,A,0.12,A,1.48,A,0.84,A
CF002,2,"GSWS10",2006,2006,5,F,0.92,2.40,A,7.59,A,53.20,A,25.46,A,1.75,A,9.98,A,0.049,A,0.042,A,0.029,A,0.008,D,0.06,A,0.04,A,0.03,D*,0.02,D,,N,,N,0.011,*,0.004,*,3.09,A,0.25,A,5.53,A,1.42,A,0.15,A,1.39,A,0.99,A
CF002,2,"GSWS10",2006,2006,6,F,0.75,1.91,A,7.60,A,56.38,A,26.58,A,2.69,A,9.75,A,0.046,A,0.040,A,0.030,A,0.006,D,0.08,A,0.06,A,0.03,D,0.02,D,,N,,N,0.015,A,0.016,A,3.21,A,0.24,A,5.85,A,1.56,A,0.15,A,1.48,A,1.21,A
CF002,2,"GSWS10",2006,2006,7,F,0.23,0.60,A,7.68,A,68.67,A,31.04,A,1.43,A,10.25,A,0.045,A,0.039,A,0.027,A,0.006,D,0.07,A,0.07,A,0.05,D*,0.01,D,,N,,N,0.010,*,0.012,A,3.98,A,0.25,A,7.00,A,1.95,A,0.19,A,2.75,A,0.91,A
CF002,2,"GSWS10",2006,2006,8,F,0.10,0.25,A,7.61,A,75.88,A,31.83,A,0.00,A,10.02,A,0.037,A,0.037,A,0.024,A,0.001,D,0.05,A,0.06,A,0.06,D*,0.00,D,,N,,N,0.003,*,0.003,*,4.49,A,0.28,A,7.75,A,2.57,A,0.23,A,4.25,A,0.75,A
CF002,2,"GSWS10",2006,2006,9,P,0.09,0.24,A,7.76,A,80.30,A,31.41,A,0.05,A,9.61,A,0.044,A,0.046,A,0.024,A,0.000,D,0.07,A,0.14,A,0.13,D*,0.00,D,,N,,N,0.007,*,0.001,*,4.67,A,0.31,A,8.27,A,2.76,A,0.27,A,5.63,A,1.16,A
CF002,2,"GSWS10",2007,2006,10,F,0.13,0.35,A,7.65,A,74.86,A,29.37,A,2.13,A,9.16,A,0.053,A,0.048,A,0.031,A,0.005,D,0.15,A,0.07,A,0.06,D*,0.08,D,,N,,N,0.008,*,0.001,*,4.30,A,0.33,A,7.76,A,2.61,A,0.28,A,5.08,A,1.42,A
CF002,2,"GSWS10",2007,2006,11,F,11.17,28.29,A,7.41,A,34.96,A,16.17,A,5.16,A,7.91,A,0.051,A,0.047,A,0.031,A,0.004,D,0.07,A,0.06,A,0.06,D*,0.01,D,,N,,N,0.002,*,0.001,*,2.35,A,0.24,A,3.64,A,1.07,A,0.12,A,1.05,A,1.62,A
CF002,2,"GSWS10",2007,2006,12,F,13.26,34.69,A,7.40,A,32.57,A,15.79,A,5.55,A,8.67,A,0.058,A,0.050,A,0.034,A,0.008,D,0.06,A,0.03,A,0.02,D*,0.03,D,,N,,N,0.003,*,0.000,*,2.05,A,0.21,A,3.36,A,0.96,A,0.11,A,0.85,A,0.94,A
CF002,2,"GSWS10",2007,2007,1,F,8.86,23.17,A,7.43,A,34.07,A,16.42,A,1.79,A,9.13,A,0.055,A,0.050,A,0.036,A,0.005,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.004,*,0.001,*,2.12,A,0.22,A,3.20,A,1.02,A,0.11,A,0.88,A,0.84,A
CF002,2,"GSWS10",2007,2007,2,F,9.78,23.10,A,7.46,A,35.09,A,17.04,A,2.49,A,9.03,A,0.048,A,0.048,A,0.034,A,0.001,D,0.05,A,0.03,*,0.03,D*,0.02,D*,,N,,N,0.002,*,0.000,*,2.11,A,0.22,A,3.52,A,1.12,A,0.11,A,0.90,A,0.86,A
CF002,2,"GSWS10",2007,2007,3,F,6.02,15.76,A,7.43,A,35.87,A,17.33,A,1.74,A,9.34,A,0.048,A,0.046,A,0.035,A,0.002,D,0.05,A,0.02,*,0.02,D*,0.03,D*,,N,,N,0.002,*,0.000,*,2.18,A,0.20,A,3.56,A,1.03,A,0.11,A,0.86,A,0.79,A
CF002,2,"GSWS10",2007,2007,4,F,2.94,7.45,E,7.51,A,41.65,A,20.17,A,1.28,A,9.59,A,0.043,A,0.044,A,0.030,A,0.000,D,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.002,*,0.000,*,2.45,A,0.22,A,4.53,A,1.06,A,0.12,A,0.95,A,0.92,A
CF002,2,"GSWS10",2007,2007,5,F,1.10,2.88,A,7.66,A,50.27,A,24.25,A,1.56,A,10.20,A,0.042,A,0.042,A,0.029,A,0.001,D,0.06,A,0.04,A,0.04,D*,0.02,D,,N,,N,0.002,*,0.001,*,2.82,A,0.24,A,5.27,A,1.33,A,0.14,A,1.25,A,0.78,A
CF002,2,"GSWS10",2007,2007,6,F,0.38,0.96,E,7.72,A,62.47,A,29.00,A,1.17,A,10.56,A,0.051,A,0.049,A,0.029,A,0.002,D,0.07,A,0.05,A,0.04,D*,0.03,D,,N,,N,0.005,*,0.001,*,3.46,A,0.24,A,6.82,A,1.50,A,0.18,A,2.00,A,0.74,A
CF002,2,"GSWS10",2007,2007,7,F,0.18,0.48,A,7.76,A,72.33,A,32.00,A,0.44,A,10.63,A,0.050,A,0.049,A,0.027,A,0.001,D,0.05,A,0.04,A,0.04,D*,0.01,D,,N,,N,0.000,*,0.003,*,4.05,A,0.27,A,7.72,A,2.00,A,0.20,A,3.08,A,0.72,A
CF002,2,"GSWS10",2007,2007,8,P,0.09,0.23,A,7.30,Q,77.39,I,20.42,A,0.58,Q,10.43,Q,0.042,Q,0.038,Q,0.024,Q,0.003,DQ,0.14,Q,0.06,Q,0.04,DQ*,0.09,DQ,,N,,N,0.008,Q*,0.010,Q*,4.45,Q,0.33,Q,8.90,Q,2.12,Q,0.24,A,4.22,I,0.94,Q
CF002,2,"GSWS10",2007,2007,9,P,0.09,0.23,A,7.63,A,73.82,A,28.33,A,1.03,A,9.53,A,0.046,A,0.041,A,0.025,A,0.005,D,0.09,A,0.08,A,0.08,D*,0.01,D,,N,,N,0.003,*,0.000,*,4.02,A,0.33,A,7.75,A,1.94,A,0.24,A,5.26,A,1.58,A
CF002,2,"GSWS10",2008,2007,10,P,1.76,4.60,E,7.60,A,54.12,A,22.79,A,4.39,A,8.66,A,0.049,A,0.043,A,0.029,A,0.006,D,0.11,A,0.08,A,0.08,D*,0.03,D,,N,,N,0.003,*,0.000,*,3.05,A,0.28,A,5.78,A,1.36,A,0.18,A,2.79,A,2.00,A
CF002,2,"GSWS10",2008,2007,11,F,5.76,14.58,A,7.54,A,43.19,A,19.12,A,1.16,A,8.40,A,0.045,A,0.042,A,0.029,A,0.003,D,0.06,A,0.06,A,0.05,D*,0.01,D,,N,,N,0.005,*,0.001,*,2.58,A,0.22,A,4.57,A,0.94,A,0.15,A,1.83,A,1.56,A
CF002,2,"GSWS10",2008,2007,12,F,10.71,28.01,A,7.40,A,33.73,A,16.17,A,2.70,A,8.84,A,0.050,A,0.045,A,0.033,A,0.005,D,0.05,A,0.04,A,0.03,D*,0.01,D,,N,,N,0.004,*,0.001,*,2.11,A,0.18,A,3.57,A,0.66,A,0.10,A,0.87,A,1.08,A
CF002,2,"GSWS10",2008,2008,1,F,11.27,29.48,A,7.40,A,33.06,A,15.58,A,1.90,A,8.86,A,0.049,A,0.048,A,0.036,A,0.001,D,0.04,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.005,*,0.001,*,2.03,A,0.20,A,3.41,A,0.72,A,0.11,A,0.88,A,0.84,A
CF002,2,"GSWS10",2008,2008,2,F,11.60,28.38,A,7.40,A,33.32,A,15.29,A,1.14,A,8.48,A,0.052,A,0.049,A,0.037,A,0.003,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.003,*,0.000,*,2.07,A,0.21,A,3.47,A,0.73,A,0.11,A,1.01,A,0.80,A
CF002,2,"GSWS10",2008,2008,3,F,10.96,28.68,A,7.48,A,33.95,A,16.62,A,1.52,A,8.49,A,0.052,A,0.048,A,0.035,A,0.004,D,0.05,A,0.04,A,0.03,D*,0.01,D,,N,,N,0.008,*,0.001,*,2.11,A,0.20,A,3.62,A,0.79,A,0.11,A,0.84,A,0.78,A
CF002,2,"GSWS10",2008,2008,4,F,4.96,12.56,A,7.50,A,37.42,A,18.46,A,1.20,A,8.84,A,0.053,A,0.049,A,0.034,A,0.004,D,0.04,A,0.04,A,0.04,D*,0.01,D,,N,,N,0.003,*,0.000,*,2.30,A,0.19,A,3.99,A,0.88,A,0.12,A,0.93,A,0.78,A
CF002,2,"GSWS10",2008,2008,5,F,1.60,4.19,A,7.56,A,47.01,A,22.67,A,1.60,A,9.31,A,0.089,A,0.081,A,0.064,A,0.008,D,0.30,A,0.24,A,0.04,D*,0.06,D,,N,,N,0.002,I*,0.001,*,2.65,A,0.25,A,4.87,A,1.15,A,0.14,A,1.09,A,0.87,A
CF002,2,"GSWS10",2008,2008,6,F,1.48,3.75,A,7.63,A,50.32,A,24.54,A,1.54,A,9.22,A,0.061,A,0.053,A,0.030,A,0.008,D,0.09,A,0.05,A,0.04,D*,0.03,D,,N,,N,0.008,*,0.003,A,2.82,A,0.24,A,5.39,A,1.36,A,0.14,A,1.16,A,1.00,A
CF002,2,"GSWS10",2008,2008,7,F,0.31,0.80,A,7.80,A,62.37,A,29.62,A,0.38,A,10.16,A,0.052,A,0.046,A,0.029,A,0.005,D,0.06,A,0.05,A,0.04,D*,0.00,D,,N,,N,0.005,*,0.006,A,3.64,A,0.26,A,6.73,A,1.82,A,0.18,A,2.06,A,0.72,A
CF002,2,"GSWS10",2008,2008,8,F,0.16,0.42,A,7.76,A,72.59,A,31.16,A,0.25,A,9.89,A,0.047,A,0.044,A,0.025,A,0.002,D,0.06,A,0.05,A,0.04,D*,0.01,D,,N,,N,0.002,*,0.004,A,4.10,A,0.27,A,7.56,A,1.89,A,0.21,A,4.08,A,0.79,A
